,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,conda_dependent_project_count,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,cran_id,pypi,gem_id,hex_id,bitbucket_id
237,jupyter-manim,manim cell magic for IPython/Jupyter to show the output video.,https://github.com/krassowski/jupyter-manim,,magic,13,True,jupyter-manim,krassowski/jupyter-manim,,https://github.com/krassowski/jupyter-manim,2019-05-22 14:18:39.000,2022-01-02 21:32:22.000000,2022-01-02 21:32:22,42.0,4.0,11.0,12.0,9.0,5.0,19.0,170.0,2020-04-12 11:15:09.000,1.3,,218.0,6.0,,,5.0,https://pypi.org/project/jupyter-manim,MIT,2020-04-12 11:15:32.000,,218.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
238,SQLCell,"SQLCell is a magic function for the Jupyter Notebook that executes raw, parallel, parameterized SQL queries with the..",https://github.com/tmthyjames/SQLCell,,magic,13,False,sqlcell,tmthyjames/SQLCell,,https://github.com/tmthyjames/SQLCell,2016-08-15 01:54:46.000,2021-08-23 20:09:58.000000,2020-10-06 02:14:24,310.0,,9.0,11.0,46.0,65.0,24.0,145.0,2019-05-19 02:21:20.000,0.2.0,,49.0,15.0,2.0,1.0,14.0,https://pypi.org/project/sqlcell,MIT,2019-05-20 11:16:28.000,1.0,49.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
239,JupyterLab Spreadsheet,"JupyterLab plugin for viewing spreadsheets, such as Excel .xls/.xlsx workbooks and OpenOffice .ods files.",https://github.com/quigleyj97/jupyterlab-spreadsheet,,lab-renderer,13,True,,quigleyj97/jupyterlab-spreadsheet,,https://github.com/quigleyj97/jupyterlab-spreadsheet,2018-10-13 22:51:03.000,2022-01-22 05:25:32.000000,2021-11-20 21:43:48,115.0,1.0,11.0,8.0,26.0,6.0,18.0,141.0,2021-07-17 23:46:41.952,0.4.1,,4610.0,12.0,,,4.0,,BSD-3-Clause,,,,,,,3.0,,,,,,jupyterlab-spreadsheet,https://www.npmjs.com/package/jupyterlab-spreadsheet,2021-07-17 23:46:41.952,,4610.0,,,,,,,,,,,
240,Material Darker Theme,The Material Darker theme for JupyterLab.,https://github.com/oriolmirosa/jupyterlab_materialdarker,,lab-themes,13,True,jupyterlab-materialdarker,oriolmirosa/jupyterlab_materialdarker,,https://github.com/oriolmirosa/jupyterlab_materialdarker,2018-03-07 23:24:13.000,2022-01-22 06:22:22.000000,2021-08-31 15:09:09,49.0,,14.0,9.0,1.0,4.0,14.0,128.0,2021-08-31 14:45:22.000,0.6.0,,544.0,20.0,4.0,4.0,2.0,https://pypi.org/project/jupyterlab-materialdarker,BSD-3-Clause,2021-08-31 14:45:22.000,,,,,,2.0,,,,,,@oriolmirosa/jupyterlab_materialdarker,https://www.npmjs.com/package/@oriolmirosa/jupyterlab_materialdarker,2021-08-31 13:58:49.807,,544.0,,,,,,,,,,,
241,jupyterlab-sparkmonitor,JupyterLab extension that enables monitoring launched Apache Spark jobs from within a notebook.,https://github.com/itsjafer/jupyterlab-sparkmonitor,,lab-extensions,13,True,jupyterlab-sparkmonitor,itsjafer/jupyterlab-sparkmonitor,,https://github.com/itsjafer/jupyterlab-sparkmonitor,2020-03-12 20:59:01.000,2021-11-15 17:51:03.000000,2021-08-04 16:49:43,269.0,,16.0,6.0,21.0,7.0,8.0,70.0,2021-08-04 03:02:45.000,4.1.0,,819.0,15.0,,,9.0,https://pypi.org/project/jupyterlab-sparkmonitor,Apache-2.0,2021-08-04 03:02:45.000,,416.0,,,,3.0,itsjafer/sparkmonitor,https://hub.docker.com/r/itsjafer/sparkmonitor,2021-06-02 17:02:44.488613,,246.0,jupyterlab_sparkmonitor,https://www.npmjs.com/package/jupyterlab_sparkmonitor,2020-07-29 07:52:58.288,,393.0,,,,,,,,,,,
242,allthekernels,A multiplexer kernel for Jupyter.,https://github.com/minrk/allthekernels,,kernels,13,False,allthekernels,minrk/allthekernels,conda-forge/allthekernels,https://github.com/minrk/allthekernels,2016-03-15 15:30:49.000,2020-12-14 09:10:56.000000,2020-12-14 09:10:54,37.0,,10.0,7.0,7.0,5.0,6.0,67.0,2019-12-10 13:17:26.000,1.1.0,,200.0,5.0,5.0,5.0,6.0,https://pypi.org/project/allthekernels,MIT,2019-12-10 13:17:26.000,,94.0,https://anaconda.org/conda-forge/allthekernels,2020-01-09 14:25:03.862,3200.0,3.0,,,,,,,,,,,,,,,,,,,,,
243,JupyterLab Shortcutui,A JupyterLab extension for managing keyboard shortcuts.,https://github.com/jupyterlab/jupyterlab-shortcutui,,lab-extensions,13,False,,jupyterlab/jupyterlab-shortcutui,,https://github.com/jupyterlab/jupyterlab-shortcutui,2018-06-18 22:07:19.000,2020-01-17 16:59:32.000000,2020-01-17 16:59:32,191.0,,14.0,4.0,50.0,7.0,6.0,55.0,2019-09-05 11:54:07.000,0.4.0,,338.0,11.0,,,8.0,,BSD-3-Clause,,,,,,,3.0,,,,,,@jupyterlab/shortcutui,https://www.npmjs.com/package/@jupyterlab/shortcutui,2020-01-17 14:43:21.930,,338.0,,,,,,,,,,,
244,JWT Authenticator,A Token Authenticator for JupyterHub.,https://github.com/mogthesprog/jwtauthenticator,,hub-auth,13,False,jupyterhub-jwtauthenticator,mogthesprog/jwtauthenticator,,https://github.com/mogthesprog/jwtauthenticator,2017-06-21 20:09:58.000,2021-04-15 07:40:37.000000,2019-02-13 10:57:15,24.0,,36.0,6.0,14.0,9.0,8.0,38.0,,,,231.0,1.0,11.0,8.0,7.0,https://pypi.org/project/jupyterhub-jwtauthenticator,Apache-2.0,2018-01-25 07:43:22.000,3.0,231.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
245,Remote User Auth,REMOTE_USER authenticator for Jupyterhub.,https://github.com/cwaldbieser/jhub_remote_user_authenticator,,hub-auth,13,False,jhub_remote_user_authenticator,cwaldbieser/jhub_remote_user_authenticator,,https://github.com/cwaldbieser/jhub_remote_user_authenticator,2015-11-04 03:17:18.000,2020-04-02 12:59:46.000000,2019-04-16 20:10:44,27.0,,26.0,3.0,6.0,8.0,9.0,31.0,2018-09-27 22:26:32.000,0.1.0,,4283.0,3.0,1.0,,5.0,https://pypi.org/project/jhub_remote_user_authenticator,GPL-3.0,2018-09-27 22:26:32.000,1.0,4283.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
246,dummyauthenticator,A Dummy JupyterHub Authenticator to make testing easy.,https://github.com/jupyterhub/dummyauthenticator,,hub-auth,13,True,jupyterhub-dummyauthenticator,jupyterhub/dummyauthenticator,,https://github.com/jupyterhub/dummyauthenticator,2016-02-14 21:57:32.000,2021-02-12 08:19:02.000000,2021-02-12 08:19:00,7.0,,14.0,4.0,2.0,6.0,2.0,28.0,2017-04-29 22:45:46.000,0.3.1,,2310.0,4.0,110.0,93.0,1.0,https://pypi.org/project/jupyterhub-dummyauthenticator,BSD-3-Clause,2017-04-29 22:45:46.000,17.0,2310.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
247,Null Authenticator,Null Authenticator for JupyterHub instances that should have no login mechanism.,https://github.com/jupyterhub/nullauthenticator,,hub-auth,13,False,nullauthenticator,jupyterhub/nullauthenticator,,https://github.com/jupyterhub/nullauthenticator,2017-08-30 09:12:22.000,2021-09-23 19:47:08.000000,2021-02-09 00:11:20,16.0,,9.0,5.0,4.0,1.0,,7.0,2017-08-30 13:12:25.000,1.0.0,,2906.0,1.0,82.0,73.0,5.0,https://pypi.org/project/nullauthenticator,BSD-3-Clause,2017-08-30 13:12:25.000,9.0,2906.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
248,Jupyter DataTables,Jupyter Notebook extension leveraging pandas DataFrames by integrating DataTables and ChartJS.,https://github.com/CermakM/jupyter-datatables,,widgets,12,False,jupyter-datatables,CermakM/jupyter-datatables,,https://github.com/CermakM/jupyter-datatables,2019-03-28 20:55:12.000,2019-12-11 12:10:31.000000,2019-12-11 12:10:07,147.0,,14.0,8.0,4.0,13.0,15.0,137.0,2019-11-22 07:33:04.000,0.3.9,,381.0,9.0,,,4.0,https://pypi.org/project/jupyter-datatables,MIT,2019-11-22 07:33:04.000,,381.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
249,Neon Theme,"A flat, 80s neon inspired theme for JupyterLab.",https://github.com/yeebc/jupyterlab-neon-theme,,lab-themes,12,True,,yeebc/jupyterlab-neon-theme,,https://github.com/yeebc/jupyterlab-neon-theme,2019-09-27 14:29:10.000,2021-03-07 04:41:55.473000,2021-03-07 04:40:47,43.0,,5.0,5.0,6.0,2.0,10.0,110.0,2021-03-07 04:41:55.473,3.1.0,,801.0,20.0,1.0,1.0,3.0,,BSD-3-Clause,,,,,,,2.0,,,,,,@yeebc/jupyterlab_neon_theme,https://www.npmjs.com/package/@yeebc/jupyterlab_neon_theme,2021-03-07 04:41:55.473,,801.0,,,,,,,,,,,
250,JupyterLab Quickopen,Quickly open a file in JupyterLab by typing part of its name.,https://github.com/parente/jupyterlab-quickopen,,lab-extensions,12,True,jupyterlab-quickopen,parente/jupyterlab-quickopen,,https://github.com/parente/jupyterlab-quickopen,2018-12-04 01:00:58.000,2021-12-12 18:36:27.000000,2021-12-12 18:25:55,56.0,2.0,6.0,1.0,21.0,7.0,,70.0,2021-12-12 18:33:03.000,1.2.0,,353.0,9.0,1.0,,5.0,https://pypi.org/project/jupyterlab-quickopen,BSD-3-Clause,2021-12-12 18:33:03.000,1.0,296.0,,,,3.0,,,,,,@parente/jupyterlab-quickopen,https://www.npmjs.com/package/@parente/jupyterlab-quickopen,2020-03-20 12:56:10.580,,57.0,,,,,,,,,,,
251,nb_black,A simple extension for Jupyter Notebook and Jupyter Lab to beautify Python code automatically using Black.,https://github.com/dnanhkhoa/nb_black,,magic,12,False,nb_black,dnanhkhoa/nb_black,conda-forge/nb_black,https://github.com/dnanhkhoa/nb_black,2019-05-02 16:13:43.498,2019-11-30 11:30:08.595000,,,,7.0,,,,,62.0,2019-07-31 17:24:06.000,1.0.6,,1893.0,6.0,1.0,,,https://pypi.org/project/nb_black,MIT,2019-07-31 17:24:06.000,1.0,,https://anaconda.org/conda-forge/nb_black,2019-11-30 11:30:08.595,62490.0,3.0,,,,,,,,,,,,,,,,,,,,,
252,jupyterlite,Wasm powered Jupyter running in the browser.,https://github.com/jtpio/jupyterlite,,notebook-environments,12,True,,jtpio/jupyterlite,,https://github.com/jtpio/jupyterlite,2021-07-08 07:21:45.000,2022-02-02 13:18:14.000000,2022-01-20 01:04:13,1403.0,175.0,6.0,1.0,3.0,,,54.0,,,,,,,,19.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
253,jupyterlab-theme-solarized-dark,JupyterLab 2/3 Solarized Dark extension.,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,,lab-themes,12,True,jupyterlab_theme_solarized_dark,AllanChain/jupyterlab-theme-solarized-dark,,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,2020-04-05 12:18:48.000,2022-01-22 04:21:23.000000,2022-01-22 04:21:21,70.0,3.0,6.0,1.0,17.0,1.0,1.0,52.0,2021-09-26 00:52:38.000,2.0.1,,4177.0,18.0,1.0,1.0,2.0,https://pypi.org/project/jupyterlab_theme_solarized_dark,BSD-3-Clause,2021-09-20 02:39:12.000,,464.0,,,,2.0,,,,,,jupyterlab-theme-solarized-dark,https://www.npmjs.com/package/jupyterlab-theme-solarized-dark,2021-09-20 02:35:31.748,,3713.0,,,,,,,,,,,
254,JupyterLab Python Files,JupyterLab extension to create Python files.,https://github.com/jtpio/jupyterlab-python-file,,lab-extensions,12,True,jupyterlab-python-file,jtpio/jupyterlab-python-file,conda-forge/jupyterlab-python-file,https://github.com/jtpio/jupyterlab-python-file,2018-10-17 22:21:21.000,2021-08-27 11:18:53.000000,2021-08-27 11:18:51,92.0,,9.0,2.0,41.0,3.0,8.0,49.0,2021-06-23 21:13:28.000,0.5.5,76.0,1759.0,10.0,,,4.0,https://pypi.org/project/jupyterlab-python-file,BSD-3-Clause,2021-06-23 21:13:27.000,,547.0,https://anaconda.org/conda-forge/jupyterlab-python-file,2021-06-24 12:22:40.193,3928.0,3.0,,,,,,jupyterlab-python-file,https://www.npmjs.com/package/jupyterlab-python-file,2021-06-23 21:13:24.676,,962.0,,,,,,,,,,,
255,WrapSpawner,Mechanism for runtime configuration of spawners for JupyterHub.,https://github.com/jupyterhub/wrapspawner,,hub-spawners,12,True,,jupyterhub/wrapspawner,,https://github.com/jupyterhub/wrapspawner,2016-09-21 21:48:31.000,2022-01-06 19:30:52.000000,2021-07-07 15:51:44,31.0,,44.0,10.0,22.0,18.0,13.0,48.0,2021-04-13 20:56:56.000,1.0.0,,,1.0,5.0,5.0,16.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
256,KnowledgeLab,KnowledgeRepo + JupyterLab.,https://github.com/timkpaine/knowledgelab,,lab-extensions,12,True,knowledgelab,timkpaine/knowledgelab,,https://github.com/timkpaine/knowledgelab,2017-10-18 01:10:58.000,2022-02-02 18:58:15.000000,2022-02-02 18:58:14,119.0,9.0,6.0,8.0,19.0,5.0,24.0,43.0,2018-10-16 21:43:49.317,0.0.6,,19.0,5.0,2.0,2.0,3.0,https://pypi.org/project/knowledgelab,Apache-2.0,2017-10-19 21:16:50.000,,,,,,3.0,,,,,,knowledgelab,https://www.npmjs.com/package/knowledgelab,2018-10-16 21:43:49.317,,19.0,,,,,,,,,,,
257,perfume,Interactive performance benchmarking in Jupyter.,https://github.com/leifwalsh/perfume,,widgets,12,False,perfume-bench,leifwalsh/perfume,,https://github.com/leifwalsh/perfume,2017-07-10 14:34:03.000,2022-01-31 17:48:10.000000,2020-10-31 19:46:42,196.0,,3.0,2.0,213.0,3.0,4.0,33.0,2018-05-20 05:11:04.000,0.1.6,,41.0,7.0,,,3.0,https://pypi.org/project/perfume-bench,BSD-3-Clause,2018-05-20 05:11:04.000,,41.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
258,JupyterLab Flake8,A jupyterlab extension to email notebooks directly from JupyterLab.,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,11,True,jupyterlab-email,timkpaine/jupyterlab_email,,https://github.com/timkpaine/jupyterlab_email,2018-08-07 14:14:40.000,2021-11-29 04:37:03.000000,2021-11-29 04:37:02,134.0,6.0,9.0,2.0,10.0,6.0,30.0,103.0,2020-06-25 16:29:14.000,0.2.3,,367.0,19.0,,,1.0,https://pypi.org/project/jupyterlab-email,Apache-2.0,2020-06-25 16:28:27.000,,96.0,,,,3.0,,,,,,jupyterlab-flake8,https://www.npmjs.com/package/jupyterlab-flake8,2020-03-31 21:31:21.763,,271.0,,,,,,,,,,,
259,jupyterlab_darkside_ui,Darkside ui and syntax theme for jupyterlab.,https://github.com/dunovank/jupyterlab_darkside_ui,,lab-themes,11,True,jupyterlab_darkside_ui,dunovank/jupyterlab_darkside_ui,,https://github.com/dunovank/jupyterlab_darkside_ui,2021-04-22 15:57:16.000,2022-01-06 16:44:54.000000,2022-01-06 16:44:50,22.0,1.0,4.0,2.0,2.0,2.0,1.0,73.0,2022-01-06 16:38:29.000,0.2.0,,330.0,10.0,,,4.0,https://pypi.org/project/jupyterlab_darkside_ui,BSD-3-Clause,2022-01-06 16:38:29.000,,330.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
260,Horizon Theme,VSCode Horizon Theme port for JupyterLab.,https://github.com/mohirio/jupyterlab-horizon-theme,,lab-themes,11,True,jupyterlab-horizon-theme,mohirio/jupyterlab-horizon-theme,,https://github.com/mohirio/jupyterlab-horizon-theme,2019-06-07 08:46:59.000,2021-06-20 08:20:16.000000,2021-04-11 16:55:54,25.0,,1.0,,1.0,1.0,4.0,46.0,2021-04-11 16:55:37.000,3.0.1,,2989.0,13.0,,,1.0,https://pypi.org/project/jupyterlab-horizon-theme,BSD-3-Clause,2021-04-11 16:55:37.000,,233.0,,,,3.0,,,,,,@mohirio/jupyterlab-horizon-theme,https://www.npmjs.com/package/@mohirio/jupyterlab-horizon-theme,2021-04-11 16:54:49.357,,2756.0,,,,,,,,,,,
261,Gruvbox Theme,Gruvbox dark theme for Jupyter Lab. Modeled on classic gruvbox color palette and jupyter-themes gruvbox theme.,https://github.com/Rahlir/theme-gruvbox,,lab-themes,11,False,,Rahlir/theme-gruvbox,,https://github.com/Rahlir/theme-gruvbox,2019-05-03 20:34:01.000,2020-04-12 19:23:01.000000,2020-04-12 19:22:55,44.0,,9.0,5.0,2.0,,,42.0,2019-09-22 14:06:52.149,1.1.0,,141.0,5.0,1.0,,3.0,,BSD-3-Clause,,,,,,,3.0,,,,,,@rahlir/theme-gruvbox,https://www.npmjs.com/package/@rahlir/theme-gruvbox,2019-09-22 14:06:52.149,1.0,141.0,,,,,,,,,,,
262,ipyaggrid,Jupyter widget - ag-grid in the notebook.,https://github.com/DGothrek/ipyaggrid,,widgets,11,False,ipyaggrid,DGothrek/ipyaggrid,,https://github.com/DGothrek/ipyaggrid,2019-05-06 04:24:26.000,2020-05-18 20:53:45.000000,2019-05-06 04:27:05,47.0,,2.0,,,6.0,,13.0,2020-05-18 20:53:45.000,0.2.1,,3457.0,38.0,5.0,,2.0,https://pypi.org/project/ipyaggrid,MIT,2020-05-18 20:53:45.000,5.0,2451.0,,,,3.0,,,,,,ipyaggrid,https://www.npmjs.com/package/ipyaggrid,2020-05-18 20:48:40.582,,1006.0,,,,,,,,,,,
263,remote_ikernel,"All your Jupyter kernels, on all your machines, in one place.",https://github.com/tdaff/remote_ikernel,,kernels,11,False,remote_ikernel,tdaff/remote_ikernel,,https://github.com/tdaff/remote_ikernel,2017-07-11 14:29:42.000,2020-11-08 22:41:49.000000,2020-11-08 22:02:16,78.0,,9.0,2.0,4.0,8.0,18.0,8.0,2017-08-10 16:57:34.000,0.4.6,,304.0,19.0,3.0,,7.0,https://pypi.org/project/remote_ikernel,BSD-2-Clause,2017-08-10 16:57:34.000,3.0,304.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,tdaff/remote_ikernel
264,jupyter2slides,Cloud Native Presentation Slides with Jupyter Notebook + Reveal.js.,https://github.com/datitran/jupyter2slides,,notebook-tools,10,False,,datitran/jupyter2slides,,https://github.com/datitran/jupyter2slides,2016-07-26 12:38:17.000,2019-09-03 14:54:44.000000,2018-12-28 18:34:22,11.0,,168.0,50.0,1.0,11.0,4.0,769.0,,,,,,,,1.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
265,pigeon,Quickly annotate data from the comfort of your Jupyter notebook.,https://github.com/agermanidis/pigeon,,widgets,10,False,pigeon-jupyter,agermanidis/pigeon,,https://github.com/agermanidis/pigeon,2017-09-05 00:04:14.000,2019-08-30 06:43:26.000000,2017-09-05 17:22:02,2.0,,48.0,8.0,2.0,9.0,,389.0,2017-09-05 01:20:43.000,0.1.0,,,1.0,20.0,20.0,1.0,https://pypi.org/project/pigeon-jupyter,Apache-2.0,2017-09-05 01:20:43.000,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
266,ICSharp,C# kernel for Jupyter.,https://github.com/zabirauf/icsharp,,kernels,10,False,,zabirauf/icsharp,,https://github.com/zabirauf/icsharp,2014-09-22 07:57:50.000,2018-09-23 04:19:46.000000,2018-09-23 04:19:45,45.0,,59.0,19.0,16.0,33.0,13.0,262.0,,,,,,,,10.0,,Apache-2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
267,nbmake-action,GitHub Action for testing notebooks.,https://github.com/treebeardtech/nbmake-action,,notebook-tools,10,True,,treebeardtech/nbmake-action,,https://github.com/treebeardtech/nbmake-action,2020-02-06 15:49:32.000,2021-09-21 08:52:43.000000,2021-09-21 08:52:40,9.0,,6.0,8.0,41.0,,24.0,154.0,2020-12-11 15:26:11.000,0.2.1,,,5.0,,,2.0,,Apache-2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
268,jupyterlab-celltags,A JupyterLab extension for notebook cell tags.,https://github.com/jupyterlab/jupyterlab-celltags,,lab-extensions,10,False,,jupyterlab/jupyterlab-celltags,,https://github.com/jupyterlab/jupyterlab-celltags,2018-06-18 22:02:23.000,2020-04-29 18:27:31.000000,2020-04-29 18:26:29,441.0,,25.0,14.0,184.0,12.0,7.0,112.0,,,,,,,,10.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
269,jupyterlab-gitplus,JupyterLab extension to create GitHub commits & pull requests.,https://github.com/ReviewNB/jupyterlab-gitplus,,lab-extensions,10,True,jupyterlab_gitplus,ReviewNB/jupyterlab-gitplus,,https://github.com/ReviewNB/jupyterlab-gitplus,2020-03-05 13:43:58.000,2022-01-22 04:52:18.000000,2021-08-06 07:04:12,112.0,,8.0,3.0,13.0,8.0,8.0,90.0,2021-07-11 09:46:06.000,0.3.2,,88.0,17.0,,,2.0,https://pypi.org/project/jupyterlab_gitplus,AGPL-3.0,2021-07-11 09:46:06.000,,,,,,3.0,,,,,,@reviewnb/jupyterlab_gitplus,https://www.npmjs.com/package/@reviewnb/jupyterlab_gitplus,2021-06-22 02:29:35.931,,88.0,,,,,,,,,,,
270,JupyterLab Bytecode,JupyterLab extension to explore CPython Bytecode.,https://github.com/jtpio/jupyterlab-python-bytecode,,lab-extensions,10,False,,jtpio/jupyterlab-python-bytecode,,https://github.com/jtpio/jupyterlab-python-bytecode,2018-09-29 19:55:49.000,2021-09-21 10:24:02.000000,2020-10-16 21:38:08,114.0,,5.0,3.0,37.0,2.0,3.0,58.0,2020-03-12 15:14:07.198,1.0.0,,28.0,12.0,,,2.0,,BSD-3-Clause,,,,,,,3.0,,,,,,jupyterlab-python-bytecode,https://www.npmjs.com/package/jupyterlab-python-bytecode,2020-03-12 15:14:07.198,,28.0,,,,,,,,,,,
271,JupyterLab Email,A jupyterlab extension to email notebooks directly from JupyterLab.,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,10,True,jupyterlab_email,timkpaine/jupyterlab_email,,https://github.com/timkpaine/jupyterlab_email,2018-08-07 14:14:40.000,2021-11-29 04:37:03.000000,2021-11-29 04:37:02,134.0,6.0,2.0,2.0,10.0,6.0,30.0,50.0,2020-06-25 16:29:14.000,0.2.3,,237.0,14.0,,,1.0,https://pypi.org/project/jupyterlab_email,Apache-2.0,2019-06-30 05:06:14.000,,96.0,,,,3.0,,,,,,jupyterlab_email,https://www.npmjs.com/package/jupyterlab_email,2020-06-25 16:28:34.913,,141.0,,,,,,,,,,,
272,FargateSpawner,Spawns JupyterHub single user servers in Docker containers running in AWS Fargate.,https://github.com/uktrade/fargatespawner,,hub-spawners,10,False,fargatespawner,uktrade/fargatespawner,,https://github.com/uktrade/fargatespawner,2018-09-12 14:06:22.000,2020-06-28 13:26:26.000000,2020-06-28 13:25:54,59.0,,19.0,10.0,12.0,5.0,4.0,30.0,2020-06-28 13:26:26.000,0.0.25,,,25.0,1.0,1.0,3.0,https://pypi.org/project/fargatespawner,MIT,2020-06-28 13:26:26.000,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
273,ipyp5,p5.js Jupyter Widget.,https://github.com/jtpio/ipyp5,,widgets,10,False,ipyp5,jtpio/ipyp5,,https://github.com/jtpio/ipyp5,2018-03-06 17:50:12.000,2021-05-09 14:29:30.000000,2020-10-16 21:38:41,60.0,,4.0,4.0,14.0,5.0,,30.0,2019-07-06 21:45:12.000,0.1.1,,30.0,2.0,,,2.0,https://pypi.org/project/ipyp5,BSD-3-Clause,2019-07-06 21:45:12.000,,30.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
274,YarnSpawner,Spawn JupyterHub single user notebook servers in Hadoop/YARN containers.,https://github.com/jupyterhub/yarnspawner,,hub-spawners,10,False,jupyterhub-yarnspawner,jupyterhub/yarnspawner,conda-forge/jupyterhub-yarnspawner,https://github.com/jupyterhub/yarnspawner,2018-12-18 19:31:03.000,2021-11-17 00:47:27.479000,2019-07-16 16:58:16,37.0,,9.0,5.0,12.0,5.0,4.0,19.0,2019-07-01 16:01:55.000,0.4.0,,857.0,4.0,,,2.0,https://pypi.org/project/jupyterhub-yarnspawner,BSD-3-Clause,2019-07-01 16:01:55.000,,186.0,https://anaconda.org/conda-forge/jupyterhub-yarnspawner,2021-11-17 00:47:27.479,24851.0,3.0,,,,,,,,,,,,,,,,,,,,,
275,CAS Authenticator,CAS authenticator for Jupyterhub.,https://github.com/cwaldbieser/jhub_cas_authenticator,,hub-auth,10,False,jhub_cas_authenticator,cwaldbieser/jhub_cas_authenticator,,https://github.com/cwaldbieser/jhub_cas_authenticator,2017-09-17 19:17:08.000,2020-03-27 22:25:50.000000,2020-03-27 22:23:51,40.0,,10.0,4.0,8.0,1.0,10.0,16.0,2020-03-27 22:25:50.000,1.0.2,,157.0,7.0,1.0,,4.0,https://pypi.org/project/jhub_cas_authenticator,GPL-3.0,2020-03-27 22:25:50.000,1.0,157.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
276,ssh_ipykernel,A remote jupyter kernel via ssh.,https://github.com/bernhard-42/ssh_ipykernel,,kernels,10,False,ssh-ipykernel,bernhard-42/ssh_ipykernel,,https://github.com/bernhard-42/ssh_ipykernel,2019-09-01 17:43:26.000,2022-01-22 03:41:06.000000,2021-06-28 15:17:55,81.0,,1.0,2.0,12.0,,,6.0,2021-06-28 15:15:13.000,1.2.3,,92.0,12.0,1.0,,2.0,https://pypi.org/project/ssh-ipykernel,MIT,2021-06-28 15:15:13.000,1.0,79.0,,,,3.0,,,,,,interrupt-ipykernel-extension,https://www.npmjs.com/package/interrupt-ipykernel-extension,2020-05-07 15:53:36.321,,13.0,,,,,,,,,,,
277,Hash Authenticator,Authenticate users with passwords generated from their username.,https://github.com/thedataincubator/jupyterhub-hashauthenticator,,hub-auth,10,False,jupyterhub-hashauthenticator,thedataincubator/jupyterhub-hashauthenticator,,https://github.com/thedataincubator/jupyterhub-hashauthenticator,2017-08-18 19:18:33.000,2021-03-09 21:34:23.000000,2021-03-09 21:34:14,40.0,,3.0,10.0,5.0,,,4.0,2021-03-09 21:29:56.000,0.4.1,,46.0,6.0,,,3.0,https://pypi.org/project/jupyterhub-hashauthenticator,BSD-3-Clause,2021-03-09 21:29:56.000,,46.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
278,ipyannotate,Jupyter Widget for data annotation.,https://github.com/ipyannotate/ipyannotate,,widgets,9,False,ipyannotate,ipyannotate/ipyannotate,,https://github.com/ipyannotate/ipyannotate,2018-07-23 19:23:28.000,2021-06-15 16:10:40.000000,2020-09-20 09:38:39,27.0,,10.0,6.0,18.0,4.0,,120.0,2018-10-05 14:26:44.945,0.1.0,,58.0,2.0,,,3.0,https://pypi.org/project/ipyannotate,,2018-07-29 08:53:50.000,,52.0,,,,3.0,,,,,,ipyannotate,https://www.npmjs.com/package/ipyannotate,2018-10-05 14:26:44.945,,6.0,,,,,,,,,,,
