,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,cran_id,pypi,gem_id,hex_id,bitbucket_id
206,JupyterLab Spellchecker,Spellchecker for JupyterLab notebook markdown cells and file editor.,https://github.com/jupyterlab-contrib/spellchecker,,lab-extensions,16,True,jupyterlab-spellchecker,jupyterlab-contrib/spellchecker,conda-forge/jupyterlab-spellchecker,https://github.com/jupyterlab-contrib/spellchecker,2018-04-02 07:47:30.000,2022-03-29 09:28:18.000000,2022-02-22 17:17:32,152.0,2.0,17.0,8.0,61.0,13.0,33.0,145.0,2021-10-08 10:09:24.361,0.7.2,,5311.0,19.0,1.0,1.0,6.0,https://pypi.org/project/jupyterlab-spellchecker,BSD-3-Clause,2021-10-08 10:08:30.000,,1361.0,https://anaconda.org/conda-forge/jupyterlab-spellchecker,2021-10-08 12:51:13.093,20905.0,3.0,@ijmbarr/jupyterlab_spellchecker,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,2021-10-08 10:09:24.361,,2050.0,,,,,,,,,,,,,,,,,
207,xeus-sqlite,Jupyter kernel for SQLite.,https://github.com/jupyter-xeus/xeus-sqlite,,kernels,16,True,,jupyter-xeus/xeus-sqlite,conda-forge/xeus-sqlite,https://github.com/jupyter-xeus/xeus-sqlite,2020-03-11 11:24:36.000,2022-03-15 21:55:10.000000,2022-03-15 21:54:54,276.0,10.0,22.0,4.0,81.0,13.0,29.0,131.0,,,,548.0,7.0,,,12.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/xeus-sqlite,2021-10-06 15:32:55.274,12060.0,3.0,,,,,,,,,,,,,,,,,,,,,,
208,nb_conda,Conda environment and package access extension from within Jupyter.,https://github.com/Anaconda-Platform/nb_conda,,jupyter-extensions,16,False,,Anaconda-Platform/nb_conda,conda-forge/nb_conda,https://github.com/Anaconda-Platform/nb_conda,2015-12-09 23:12:58.000,2022-01-26 14:48:31.000000,2020-09-11 21:06:00,158.0,,31.0,9.0,36.0,38.0,28.0,126.0,,,,4973.0,4.0,,,14.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/nb_conda,2021-02-08 11:04:25.512,338215.0,3.0,,,,,,,,,,,,,,,,,,,,,,
209,jupyterlab-tabular-data-editor,Manipulate your tabular data responsively and effectively within JupyterLab.,https://github.com/jupytercalpoly/jupyterlab-tabular-data-editor,,lab-renderer,16,True,jupyterlab-tabular-data-editor,jupytercalpoly/jupyterlab-tabular-data-editor,,https://github.com/jupytercalpoly/jupyterlab-tabular-data-editor,2020-06-17 20:38:15.000,2021-03-24 19:57:48.307000,2021-03-24 19:48:15,225.0,,18.0,7.0,189.0,31.0,103.0,118.0,2021-03-24 19:57:48.307,1.0.0,,1674.0,16.0,5.0,5.0,5.0,https://pypi.org/project/jupyterlab-tabular-data-editor,BSD-3-Clause,2021-03-24 19:56:11.000,,1345.0,,,,3.0,jupyterlab-tabular-data-editor,https://www.npmjs.com/package/jupyterlab-tabular-data-editor,2021-03-24 19:57:48.307,,329.0,,,,,,,,,,,,,,,,,
210,jupyter-fs,A filesystem-like contents manager for multiple backends in Jupyter.,https://github.com/jpmorganchase/jupyter-fs,,lab-extensions,16,True,jupyter-fs,jpmorganchase/jupyter-fs,conda-forge/jupyter-fs,https://github.com/jpmorganchase/jupyter-fs,2019-09-24 17:44:10.000,2022-03-29 14:26:34.000000,2021-11-29 04:50:28,345.0,,23.0,14.0,80.0,15.0,36.0,109.0,2021-06-04 01:03:11.000,0.3.1,,625.0,7.0,,,8.0,https://pypi.org/project/jupyter-fs,Apache-2.0,2021-06-04 01:03:11.000,,475.0,https://anaconda.org/conda-forge/jupyter-fs,2021-06-04 06:32:01.358,2709.0,3.0,,,,,,,,,,,,,,,,,,,,,,
211,nbzip,Zips and downloads all the contents of a jupyter notebook.,https://github.com/data-8/nbzip,,jupyter-extensions,16,False,nbzip,data-8/nbzip,,https://github.com/data-8/nbzip,2017-09-30 17:32:31.000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25,43.0,,15.0,7.0,12.0,9.0,5.0,77.0,2018-08-10 16:52:09.000,0.1.0,,825.0,4.0,274.0,270.0,6.0,https://pypi.org/project/nbzip,Apache-2.0,2018-08-10 16:52:09.000,4.0,825.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
212,Content Management,Jupyter Content Management Extensions.,https://github.com/jupyter-incubator/contentmanagement,,jupyter-extensions,16,False,jupyter_cms,jupyter-incubator/contentmanagement,conda-forge/jupyter_cms,https://github.com/jupyter-incubator/contentmanagement,2015-09-21 15:41:02.000,2021-11-17 19:16:08.958000,2018-06-11 01:51:34,136.0,,25.0,22.0,32.0,7.0,20.0,76.0,2017-04-05 01:49:01.000,0.7.0,,1360.0,12.0,6.0,,8.0,https://pypi.org/project/jupyter_cms,BSD-3-Clause,2017-04-05 01:49:01.000,6.0,278.0,https://anaconda.org/conda-forge/jupyter_cms,2021-11-17 19:16:08.958,71467.0,3.0,,,,,,,,,,,,,,,,,,,,,,
213,jupyterlab-sos,"Jupyterlab extension for SoS Polyglot Notebook and Workflow Engine, allows multiple kernels in one notebook.",https://github.com/vatlab/jupyterlab-sos,,lab-extensions,16,True,jupyterlab-sos,vatlab/jupyterlab-sos,conda-forge/jupyterlab-sos,https://github.com/vatlab/jupyterlab-sos,2018-03-20 16:07:18.000,2022-02-15 23:26:22.000000,2022-02-15 23:26:20,310.0,9.0,3.0,4.0,,10.0,48.0,49.0,2022-02-15 22:42:08.000,0.8.3,,733.0,43.0,,,4.0,https://pypi.org/project/jupyterlab-sos,BSD-3-Clause,2022-02-15 23:26:01.000,,149.0,https://anaconda.org/conda-forge/jupyterlab-sos,2021-04-16 15:33:43.971,13835.0,3.0,jupyterlab-sos,https://www.npmjs.com/package/jupyterlab-sos,2021-01-14 22:31:15.129,,123.0,,,,,,,,,,,,,,,,,
214,SudoSpawner,Spawn JupyterHub single-user servers with sudo.,https://github.com/jupyterhub/sudospawner,,hub-spawners,16,True,sudospawner,jupyterhub/sudospawner,,https://github.com/jupyterhub/sudospawner,2014-11-24 23:21:36.000,2021-09-10 08:58:36.000000,2021-09-10 08:58:36,115.0,,36.0,10.0,36.0,17.0,20.0,41.0,2018-06-19 13:50:35.000,0.5.2,,1270.0,8.0,40.0,37.0,14.0,https://pypi.org/project/sudospawner,BSD-3-Clause,2018-06-19 13:50:35.000,3.0,1270.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
215,jupyterlab_commands,Add arbitrary python commands to the jupyterlab command palette.,https://github.com/timkpaine/jupyterlab_commands,,lab-extensions,16,True,jupyterlab-commands,timkpaine/jupyterlab_commands,conda-forge/jupyterlab_commands,https://github.com/timkpaine/jupyterlab_commands,2018-08-01 15:55:08.000,2022-03-27 01:42:08.000000,2022-03-27 01:42:07,166.0,15.0,6.0,1.0,31.0,1.0,22.0,37.0,2021-11-30 04:16:14.000,0.3.2,,476.0,11.0,3.0,3.0,1.0,https://pypi.org/project/jupyterlab-commands,Apache-2.0,2021-11-30 04:16:14.000,,266.0,https://anaconda.org/conda-forge/jupyterlab_commands,2021-11-30 15:56:09.498,4633.0,3.0,,,,,,,,,,,,,,,,,,,,,,
216,Wolfram Kernel,Wolfram Language kernel for Jupyter notebooks.,https://github.com/WolframResearch/WolframLanguageForJupyter,,kernels,15,True,,WolframResearch/WolframLanguageForJupyter,,https://github.com/WolframResearch/WolframLanguageForJupyter,2019-01-18 19:37:06.000,2022-02-23 01:53:13.000000,2022-02-19 09:55:04,143.0,2.0,90.0,48.0,39.0,26.0,63.0,700.0,,,5316.0,161.0,3.0,,,7.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
217,nbgather,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,15,False,,microsoft/gather,,https://github.com/microsoft/gather,2018-10-08 23:32:10.000,2022-02-12 09:57:23.000000,2020-02-14 15:11:45,343.0,,27.0,13.0,35.0,10.0,16.0,429.0,2020-02-06 15:50:53.838,0.6.1,,49.0,9.0,,,12.0,,MIT,,,,,,,3.0,nbgather,https://www.npmjs.com/package/nbgather,2020-02-06 15:50:53.838,,49.0,,,,,,,,,,,,,,,,,
218,JupyterLab Voyager,JupyterLab extension visualize data with Voyager.,https://github.com/altair-viz/jupyterlab_voyager,,lab-renderer,15,False,,altair-viz/jupyterlab_voyager,,https://github.com/altair-viz/jupyterlab_voyager,2017-08-26 15:50:13.000,2022-03-15 19:11:31.000000,2019-08-14 17:21:34,87.0,,31.0,22.0,42.0,56.0,20.0,270.0,2019-08-14 17:26:02.030,1.0.2,,82.0,5.0,,,6.0,,BSD-3-Clause,,,,,,,3.0,jupyterlab_voyager,https://www.npmjs.com/package/jupyterlab_voyager,2019-08-14 17:26:02.030,,82.0,,,,,,,,,,,,,,,,,
219,JupyterLab Go-To-Definition,Navigate to variables definition with a click in JupyterLab (or with a few key strokes).,https://github.com/krassowski/jupyterlab-go-to-definition,,lab-extensions,15,True,,krassowski/jupyterlab-go-to-definition,,https://github.com/krassowski/jupyterlab-go-to-definition,2018-12-22 01:18:42.000,2021-08-23 19:48:16.000000,2021-07-28 12:06:05,89.0,,8.0,10.0,4.0,10.0,13.0,210.0,2020-03-14 15:54:46.503,1.0.0,,3329.0,19.0,14.0,11.0,2.0,,BSD-3-Clause,,,,,,,3.0,@krassowski/jupyterlab_go_to_definition,https://www.npmjs.com/package/@krassowski/jupyterlab_go_to_definition,2020-03-14 15:54:46.503,3.0,3329.0,,,,,,,,,,,,,,,,,
220,ipyexperiments,jupyter/ipython experiment containers for GPU and general RAM re-use.,https://github.com/stas00/ipyexperiments,,notebook-tools,15,True,ipyexperiments,stas00/ipyexperiments,,https://github.com/stas00/ipyexperiments,2018-11-15 01:19:40.000,2021-12-07 18:50:39.000000,2021-12-07 18:50:38,203.0,,11.0,6.0,2.0,1.0,5.0,145.0,2021-12-07 18:44:34.000,0.1.28,,445.0,24.0,7.0,5.0,3.0,https://pypi.org/project/ipyexperiments,Apache-2.0,2021-12-07 18:44:34.000,2.0,445.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
221,Kernel Detection,An Jupyter plugin to enable the automatic detection of conda and virtualenv environments as kernels.,https://github.com/Cadair/jupyter_environment_kernels,,kernels,15,False,environment_kernels,Cadair/jupyter_environment_kernels,,https://github.com/Cadair/jupyter_environment_kernels,2015-01-06 14:50:00.000,2018-02-20 00:36:41.000000,2018-02-12 13:00:01,77.0,,16.0,7.0,11.0,7.0,22.0,142.0,2018-02-12 13:01:06.000,1.1.1,,3062.0,3.0,6.0,,6.0,https://pypi.org/project/environment_kernels,BSD-2-Clause,2018-02-12 12:56:44.000,6.0,3062.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
222,JupyterLab Flake8,A jupyterlab extension to email notebooks directly from JupyterLab.,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,15,True,jupyterlab-email,timkpaine/jupyterlab_email,,https://github.com/timkpaine/jupyterlab_email,2018-08-07 14:14:40.000,2022-03-27 15:23:44.000000,2022-03-27 15:23:43,151.0,17.0,9.0,2.0,17.0,4.0,32.0,103.0,2022-03-15 23:37:04.000,0.2.4,,520.0,19.0,,,1.0,https://pypi.org/project/jupyterlab-email,Apache-2.0,2022-03-15 23:37:04.000,,270.0,,,,3.0,jupyterlab-flake8,https://www.npmjs.com/package/jupyterlab-flake8,2020-03-31 21:31:21.763,,250.0,,,,,,,,,,,,,,,,,
223,JupyterLab Top Bar,JupyterLab Top Bar extension.,https://github.com/jtpio/jupyterlab-topbar,,lab-extensions,15,True,,jtpio/jupyterlab-topbar,,https://github.com/jtpio/jupyterlab-topbar,2021-05-31 16:53:55.000,2021-12-10 13:46:30.000000,2021-12-07 08:56:36,217.0,,10.0,,,,,95.0,2020-10-30 20:22:49.425,0.6.0,,10214.0,13.0,,,4.0,,BSD-3-Clause,,,,,,,3.0,jupyterlab-topbar-extension,https://www.npmjs.com/package/jupyterlab-topbar-extension,2020-10-30 20:22:49.425,,10214.0,,,,,,,,,,,,,,,,,
224,JupyterLab Commenting,Commenting and annotation for JupyterLab.,https://github.com/jupyterlab/jupyterlab-commenting,,lab-extensions,15,False,jupyterlab-commenting-service,jupyterlab/jupyterlab-commenting,,https://github.com/jupyterlab/jupyterlab-commenting,2019-01-03 21:55:33.000,2021-02-10 20:06:33.000000,2020-05-01 11:42:37,332.0,,22.0,27.0,32.0,24.0,10.0,90.0,2020-05-01 11:39:08.310,0.3.0,,216.0,4.0,,,10.0,https://pypi.org/project/jupyterlab-commenting-service,BSD-3-Clause,2019-10-18 14:13:09.000,,71.0,,,,3.0,@jupyterlab/commenting-extension,https://www.npmjs.com/package/@jupyterlab/commenting-extension,2020-05-01 11:39:08.310,,145.0,,,,,,,,,,,,,,,,,
225,JupyterLab Kernelspy,A Jupyter Lab extension for inspecting messages to/from a kernel.,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,,lab-extensions,15,True,jupyterlab-kernelspy,jupyterlab-contrib/jupyterlab-kernelspy,conda-forge/jupyterlab-kernelspy,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,2018-04-20 16:11:58.000,2022-03-28 06:34:14.000000,2022-03-28 06:34:14,130.0,10.0,9.0,7.0,63.0,2.0,11.0,66.0,2021-09-02 09:12:12.587,3.0.6,,608.0,21.0,3.0,3.0,4.0,https://pypi.org/project/jupyterlab-kernelspy,BSD-3-Clause,2021-09-02 09:11:52.000,,287.0,https://anaconda.org/conda-forge/jupyterlab-kernelspy,2021-09-02 13:14:31.261,1451.0,3.0,jupyterlab-kernelspy,https://www.npmjs.com/package/jupyterlab-kernelspy,2021-09-02 09:12:12.587,,140.0,,,,,,,,,,,,,,,,,
226,nbcelltests,Cell-by-cell testing for production Jupyter notebooks in JupyterLab.,https://github.com/jpmorganchase/nbcelltests,,lab-extensions,15,True,nbcelltests,jpmorganchase/nbcelltests,conda-forge/nbcelltests,https://github.com/jpmorganchase/nbcelltests,2018-08-23 23:51:41.000,2022-03-29 01:09:13.000000,2022-03-29 01:09:12,552.0,8.0,16.0,10.0,137.0,31.0,83.0,61.0,2020-10-05 14:26:51.696,0.2.3,,363.0,17.0,,,7.0,https://pypi.org/project/nbcelltests,Apache-2.0,2020-10-05 14:26:38.000,,130.0,https://anaconda.org/conda-forge/nbcelltests,2020-10-05 19:20:36.194,4518.0,3.0,jupyterlab_celltests,https://www.npmjs.com/package/jupyterlab_celltests,2020-10-05 14:26:51.696,,28.0,,,,,,,,,,,,,,,,,
227,SSH Kernel,SSH Kernel for Jupyter.,https://github.com/NII-cloud-operation/sshkernel,,kernels,15,True,sshkernel,NII-cloud-operation/sshkernel,,https://github.com/NII-cloud-operation/sshkernel,2019-02-12 02:46:14.000,2021-11-04 09:42:14.000000,2021-11-04 09:33:21,398.0,,11.0,4.0,20.0,2.0,6.0,49.0,2021-11-04 09:42:14.000,0.11.1,,298.0,15.0,6.0,6.0,4.0,https://pypi.org/project/sshkernel,BSD-3-Clause,2021-11-04 09:42:14.000,,298.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
228,jupyter-nbrequirements,Dependency management and optimization in Jupyter Notebooks.,https://github.com/thoth-station/jupyter-nbrequirements,,jupyter-extensions,15,False,jupyter-nbrequirements,thoth-station/jupyter-nbrequirements,,https://github.com/thoth-station/jupyter-nbrequirements,2019-06-25 06:48:06.000,2022-02-12 14:04:34.000000,2021-10-21 06:25:29,348.0,,4.0,6.0,292.0,,32.0,13.0,2020-04-22 09:38:54.000,0.7.3,,1502.0,15.0,,,12.0,https://pypi.org/project/jupyter-nbrequirements,MIT,2020-04-22 09:38:54.000,,1502.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
229,ipyscales,A widget library for scales.,https://github.com/vidartf/ipyscales,,widgets,15,False,ipyscales,vidartf/ipyscales,conda-forge/ipyscales,https://github.com/vidartf/ipyscales,2017-08-24 20:16:19.000,2021-01-06 10:53:16.793000,2021-01-05 12:56:43,172.0,,3.0,2.0,21.0,2.0,4.0,13.0,2021-01-05 12:56:20.000,0.6.0,,1398.0,10.0,60.0,52.0,4.0,https://pypi.org/project/ipyscales,BSD-3-Clause,2021-01-05 12:56:20.000,1.0,223.0,https://anaconda.org/conda-forge/ipyscales,2021-01-06 10:53:16.793,51535.0,3.0,jupyter-scales,https://www.npmjs.com/package/jupyter-scales,2021-01-05 09:52:46.342,7.0,30.0,,,,,,,,,,,,,,,,,
230,lgo,Interactive Go programming with Jupyter.,https://github.com/yunabe/lgo,,kernels,14,False,,yunabe/lgo,,https://github.com/yunabe/lgo,2017-10-05 15:29:10.000,2020-11-20 07:01:33.000000,2019-07-09 12:59:17,169.0,,111.0,48.0,16.0,23.0,53.0,2232.0,,,,,,,,9.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
231,gpu-jupyter,Leverage the flexibility of Jupyterlab through the power of your NVIDIA GPU to run your code from Tensorflow and..,https://github.com/iot-salzburg/gpu-jupyter,,notebook-environments,14,True,,iot-salzburg/gpu-jupyter,,https://github.com/iot-salzburg/gpu-jupyter,2019-11-12 20:10:23.000,2022-03-21 21:19:10.000000,2022-02-23 08:01:51,215.0,5.0,117.0,15.0,25.0,7.0,42.0,332.0,2021-04-08 06:54:08.000,1.4_cuda-11.0_ubuntu-18.04,,,5.0,,,10.0,,Apache-2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
232,JupyterLab Spreadsheet,"JupyterLab plugin for viewing spreadsheets, such as Excel .xls/.xlsx workbooks and OpenOffice .ods files.",https://github.com/quigleyj97/jupyterlab-spreadsheet,,lab-renderer,14,True,,quigleyj97/jupyterlab-spreadsheet,,https://github.com/quigleyj97/jupyterlab-spreadsheet,2018-10-13 22:51:03.000,2022-03-24 03:53:40.000000,2021-11-20 21:43:48,115.0,,12.0,9.0,29.0,6.0,18.0,144.0,2021-07-17 23:46:41.952,0.4.1,,4907.0,12.0,,,4.0,,BSD-3-Clause,,,,,,,3.0,jupyterlab-spreadsheet,https://www.npmjs.com/package/jupyterlab-spreadsheet,2021-07-17 23:46:41.952,,4907.0,,,,,,,,,,,,,,,,,
233,Neon Theme,"A flat, 80s neon inspired theme for JupyterLab.",https://github.com/yeebc/jupyterlab-neon-theme,,lab-themes,14,True,,yeebc/jupyterlab-neon-theme,,https://github.com/yeebc/jupyterlab-neon-theme,2019-09-27 14:29:10.000,2022-03-26 07:19:01.000000,2021-03-07 04:40:47,43.0,,5.0,5.0,7.0,2.0,10.0,113.0,2021-03-07 04:41:55.473,3.1.0,,1469.0,20.0,1.0,1.0,3.0,,BSD-3-Clause,,,,,,,2.0,@yeebc/jupyterlab_neon_theme,https://www.npmjs.com/package/@yeebc/jupyterlab_neon_theme,2021-03-07 04:41:55.473,,1469.0,,,,,,,,,,,,,,,,,
234,ipymaterialui,Jupyter Widgets based on React Material UI components.,https://github.com/maartenbreddels/ipymaterialui,,widgets,14,False,ipymaterialui,maartenbreddels/ipymaterialui,,https://github.com/maartenbreddels/ipymaterialui,2018-11-23 18:33:20.000,2022-02-11 13:07:18.000000,2019-10-29 13:53:37,74.0,,14.0,9.0,24.0,7.0,3.0,80.0,2019-10-29 13:57:12.560,0.1.4,,217.0,6.0,5.0,4.0,3.0,https://pypi.org/project/ipymaterialui,MIT,2019-10-29 13:56:17.000,1.0,109.0,,,,3.0,jupyter-materialui,https://www.npmjs.com/package/jupyter-materialui,2019-10-29 13:57:12.560,,108.0,,,,,,,,,,,,,,,,,
235,jupyterlab-sparkmonitor,JupyterLab extension that enables monitoring launched Apache Spark jobs from within a notebook.,https://github.com/itsjafer/jupyterlab-sparkmonitor,,lab-extensions,14,True,jupyterlab-sparkmonitor,itsjafer/jupyterlab-sparkmonitor,,https://github.com/itsjafer/jupyterlab-sparkmonitor,2020-03-12 20:59:01.000,2022-03-23 00:35:04.000000,2021-08-04 16:49:43,269.0,,20.0,5.0,22.0,8.0,8.0,72.0,2021-08-04 03:02:45.000,4.1.0,,769.0,15.0,,,9.0,https://pypi.org/project/jupyterlab-sparkmonitor,Apache-2.0,2021-08-04 03:02:45.000,,607.0,,,,3.0,jupyterlab_sparkmonitor,https://www.npmjs.com/package/jupyterlab_sparkmonitor,2020-07-29 07:52:58.288,,152.0,,itsjafer/sparkmonitor,https://hub.docker.com/r/itsjafer/sparkmonitor,2021-06-02 17:02:44.488613,,258.0,,,,,,,,,,,
236,jupyterlite,Wasm powered Jupyter running in the browser.,https://github.com/jtpio/jupyterlite,,notebook-environments,14,True,,jtpio/jupyterlite,,https://github.com/jtpio/jupyterlite,2021-07-08 07:21:45.000,2022-03-23 16:12:25.000000,2022-03-22 09:37:19,1712.0,340.0,6.0,1.0,3.0,,,61.0,,,,,,,,24.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
237,JupyterLab Email,A jupyterlab extension to email notebooks directly from JupyterLab.,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,14,True,jupyterlab_email,timkpaine/jupyterlab_email,,https://github.com/timkpaine/jupyterlab_email,2018-08-07 14:14:40.000,2022-03-27 15:23:44.000000,2022-03-27 15:23:43,151.0,17.0,2.0,2.0,17.0,4.0,32.0,51.0,2022-03-15 23:37:08.839,0.2.4,,453.0,15.0,,,1.0,https://pypi.org/project/jupyterlab_email,Apache-2.0,2019-06-30 05:06:14.000,,270.0,,,,3.0,jupyterlab_email,https://www.npmjs.com/package/jupyterlab_email,2022-03-15 23:37:08.839,,183.0,,,,,,,,,,,,,,,,,
238,WrapSpawner,Mechanism for runtime configuration of spawners for JupyterHub.,https://github.com/jupyterhub/wrapspawner,,hub-spawners,14,True,,jupyterhub/wrapspawner,,https://github.com/jupyterhub/wrapspawner,2016-09-21 21:48:31.000,2022-03-04 23:33:51.000000,2022-03-04 23:33:51,35.0,4.0,48.0,10.0,23.0,18.0,14.0,49.0,2022-03-02 16:00:43.000,1.0.1,,,2.0,7.0,7.0,16.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
239,PPExtensions,Set of iPython and Jupyter extensions to improve user experience.,https://github.com/paypal/PPExtensions,,jupyter-extensions,14,False,ppextensions,paypal/PPExtensions,,https://github.com/paypal/PPExtensions,2018-08-17 20:07:23.000,2019-11-22 13:46:43.000000,2018-12-07 00:05:33,32.0,,26.0,21.0,30.0,19.0,22.0,49.0,2019-08-02 19:51:00.000,0.0.6,,112.0,6.0,1.0,1.0,9.0,https://pypi.org/project/ppextensions,BSD-3-Clause,2019-08-02 19:51:00.000,,112.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
240,KnowledgeLab,KnowledgeRepo + JupyterLab.,https://github.com/timkpaine/knowledgelab,,lab-extensions,14,True,knowledgelab,timkpaine/knowledgelab,,https://github.com/timkpaine/knowledgelab,2017-10-18 01:10:58.000,2022-03-27 15:40:33.000000,2022-03-27 15:40:33,133.0,16.0,6.0,7.0,26.0,5.0,24.0,45.0,2018-10-16 21:43:49.317,0.0.6,,34.0,5.0,2.0,2.0,3.0,https://pypi.org/project/knowledgelab,Apache-2.0,2017-10-19 21:16:50.000,,24.0,,,,3.0,knowledgelab,https://www.npmjs.com/package/knowledgelab,2018-10-16 21:43:49.317,,10.0,,,,,,,,,,,,,,,,,
241,pidgy,Interactive computing in Markdown.,https://github.com/deathbeds/pidgy,,kernels,14,True,pidgy,deathbeds/pidgy,,https://github.com/deathbeds/pidgy,2018-02-26 20:44:05.000,2022-01-26 14:34:15.000000,2021-12-14 02:28:59,324.0,,6.0,5.0,48.0,8.0,12.0,32.0,2020-04-23 22:26:32.000,2020.4.23,1.0,160.0,9.0,,,3.0,https://pypi.org/project/pidgy,BSD-3-Clause,2021-11-27 00:19:00.000,,160.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
242,Kernel Management,Experimental new kernel management framework for Jupyter.,https://github.com/takluyver/jupyter_kernel_mgmt,,notebook-tools,14,False,jupyter-kernel-mgmt,takluyver/jupyter_kernel_mgmt,,https://github.com/takluyver/jupyter_kernel_mgmt,2018-04-01 20:06:08.000,2020-08-27 01:11:14.000000,2020-01-29 22:31:34,1783.0,,7.0,8.0,23.0,10.0,14.0,13.0,2020-01-15 19:12:57.000,0.5.1,17.0,130.0,7.0,4.0,,74.0,https://pypi.org/project/jupyter-kernel-mgmt,BSD-3-Clause,2019-12-07 18:06:15.000,4.0,130.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
243,IElixir,Jupyters kernel for Elixir programming language.,https://github.com/pprzetacznik/IElixir,,kernels,13,True,,pprzetacznik/IElixir,,https://github.com/pprzetacznik/IElixir,2015-07-06 11:39:08.000,2021-12-03 09:17:20.000000,2021-03-20 17:27:38,282.0,,39.0,11.0,31.0,10.0,20.0,339.0,2021-05-11 21:22:51.418,0.0.1,,8.0,8.0,,,19.0,,Apache-2.0,,,,,,,3.0,jupyterlab-ielixir,https://www.npmjs.com/package/jupyterlab-ielixir,2021-05-11 21:22:51.418,,5.0,,pprzetacznik/ielixir,https://hub.docker.com/r/pprzetacznik/ielixir,2021-03-20 17:48:12.317861,1.0,317.0,,,,,,,,,,ielixir,
244,SQLCell,"SQLCell is a magic function for the Jupyter Notebook that executes raw, parallel, parameterized SQL queries with the..",https://github.com/tmthyjames/SQLCell,,magic,13,False,sqlcell,tmthyjames/SQLCell,,https://github.com/tmthyjames/SQLCell,2016-08-15 01:54:46.000,2021-08-23 20:09:58.000000,2020-10-06 02:14:24,310.0,,9.0,11.0,46.0,65.0,24.0,146.0,2019-05-19 02:21:20.000,0.2.0,,124.0,15.0,2.0,1.0,14.0,https://pypi.org/project/sqlcell,MIT,2019-05-20 11:16:28.000,1.0,124.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
245,Material Darker Theme,The Material Darker theme for JupyterLab.,https://github.com/oriolmirosa/jupyterlab_materialdarker,,lab-themes,13,True,jupyterlab-materialdarker,oriolmirosa/jupyterlab_materialdarker,,https://github.com/oriolmirosa/jupyterlab_materialdarker,2018-03-07 23:24:13.000,2022-03-30 16:18:06.000000,2021-08-31 15:09:09,49.0,,14.0,9.0,4.0,4.0,14.0,128.0,2021-08-31 14:45:22.000,0.6.0,,818.0,20.0,4.0,4.0,2.0,https://pypi.org/project/jupyterlab-materialdarker,BSD-3-Clause,2021-08-31 14:45:22.000,,208.0,,,,2.0,@oriolmirosa/jupyterlab_materialdarker,https://www.npmjs.com/package/@oriolmirosa/jupyterlab_materialdarker,2021-08-31 13:58:49.807,,610.0,,,,,,,,,,,,,,,,,
