,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,conda_dependent_project_count,trending,pypi,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,cran_id,gem_id,hex_id,bitbucket_id
38,Jupyter Book,"Create beautiful, publication-quality books and documents from computational content.",https://github.com/executablebooks/jupyter-book,,notebook-sharing,29,True,jupyter-book,executablebooks/jupyter-book,conda-forge/jupyter-book,https://github.com/executablebooks/jupyter-book,BSD-3-Clause,2018-06-14 01:55:51.000,2022-06-25 17:20:19.000000,2022-06-23 11:42:59,1368.0,23.0,508.0,62.0,653.0,437.0,650.0,2946.0,2022-06-03 14:09:27.000,0.13,,42545.0,41.0,62.0,,108.0,https://pypi.org/project/jupyter-book,2022-06-03 14:18:41.000,62.0,41346.0,https://anaconda.org/conda-forge/jupyter-book,2022-06-03 19:20:51.874,19199.0,2.0,,,,,,,,,,,,,,,,,,,,,,
39,BeakerX,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,29,False,beakerx,twosigma/beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,Apache-2.0,2013-12-03 14:16:36.000,2022-06-15 11:25:51.000000,2021-01-21 14:02:57,1689.0,,385.0,128.0,3797.0,349.0,4174.0,2665.0,2022-06-15 11:25:51.000,2.3.13,31.0,22859.0,54.0,23.0,,81.0,https://pypi.org/project/beakerx,2022-06-15 11:25:51.000,22.0,10889.0,https://anaconda.org/conda-forge/beakerx,2021-11-18 19:15:17.218,520131.0,2.0,beakerx,https://www.npmjs.com/package/beakerx,2019-04-06 03:31:02.776,1.0,419.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,247503.0,,,,,,,,,,,,
40,nbdime,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,29,True,nbdime,jupyter/nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,BSD-3-Clause,2015-11-16 09:25:53.000,2022-06-29 13:31:48.000000,2022-06-19 09:48:02,1963.0,4.0,133.0,45.0,341.0,67.0,221.0,2247.0,2021-10-26 00:11:36.407,1.0.1,,309277.0,27.0,215.0,74.0,39.0,https://pypi.org/project/nbdime,2021-10-25 23:22:53.000,141.0,219059.0,https://anaconda.org/conda-forge/nbdime,2021-10-26 17:29:52.628,553134.0,2.0,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,2021-10-26 00:11:36.407,,81838.0,,,,,,,,,,,,,,,,,
41,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,29,True,sparkmagic,jupyter-incubator/sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,BSD-3-Clause,2015-09-21 15:35:25.000,2022-05-20 09:05:22.000000,2022-05-02 22:12:52,1212.0,36.0,398.0,52.0,369.0,138.0,271.0,1134.0,2022-05-02 22:18:06.000,0.20.0,,33147.0,50.0,20.0,,57.0,https://pypi.org/project/sparkmagic,2022-05-02 22:18:06.000,20.0,32356.0,https://anaconda.org/conda-forge/sparkmagic,2022-05-09 18:27:42.421,45916.0,1.0,,,,,,,,,,,,,-2.0,,,,,,,,,
42,nbgrader,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,29,True,nbgrader,jupyter/nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,BSD-3-Clause,2014-09-13 03:27:36.000,2022-06-29 14:40:52.000000,2022-06-29 09:49:58,3279.0,256.0,309.0,44.0,820.0,201.0,599.0,1091.0,2022-06-23 11:04:59.000,0.7.1,3.0,3438.0,27.0,17.0,,96.0,https://pypi.org/project/nbgrader,2022-06-28 11:07:44.000,17.0,1685.0,https://anaconda.org/conda-forge/nbgrader,2022-06-23 17:56:54.463,113945.0,1.0,,,,,,,,,,,,,,,,,,,,,,
43,JupyterLab Debugger,"A visual debugger for Jupyter notebooks, consoles, and source files.",https://github.com/jupyterlab/debugger,,lab-extensions,28,False,,jupyterlab/debugger,,https://github.com/jupyterlab/debugger,BSD-3-Clause,2019-07-19 18:19:17.000,2022-06-09 13:10:14.876000,2021-03-31 14:20:34,1174.0,,2367.0,21.0,322.0,31.0,245.0,12120.0,2022-06-07 15:02:55.365,3.4.3,,111307.0,167.0,2.0,,11.0,,,,,,,,1.0,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,2022-06-09 13:10:14.876,2.0,111307.0,,,,,,,,,,,,,,,,,
44,Jupyter Themes,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,28,True,jupyterthemes,dunovank/jupyter-themes,,https://github.com/dunovank/jupyter-themes,MIT,2014-12-10 23:22:23.000,2022-02-03 18:32:35.000000,2022-02-03 18:32:34,636.0,,1018.0,160.0,76.0,205.0,198.0,9148.0,2018-11-22 17:02:16.000,0.20.0,,32958.0,116.0,99.0,,43.0,https://pypi.org/project/jupyterthemes,2018-11-22 17:02:16.000,99.0,32958.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
45,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/widgetti/ipyvolume,,widgets,28,True,ipyvolume,maartenbreddels/ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2022-06-08 12:42:54.000000,2022-06-08 12:42:54,972.0,1.0,224.0,53.0,114.0,167.0,128.0,1765.0,2019-07-07 19:46:13.862,0.5.2,,64460.0,48.0,859.0,806.0,40.0,https://pypi.org/project/ipyvolume,2021-10-29 20:42:04.000,50.0,56636.0,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451,365423.0,2.0,ipyvolume,https://www.npmjs.com/package/ipyvolume,2021-10-29 20:42:48.194,3.0,2115.0,,,,,,widgetti/ipyvolume,,1.0,,,,,,,,,
46,repo2docker,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,28,True,jupyter-repo2docker,jupyterhub/repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2022-06-29 01:02:45.000000,2022-06-22 15:36:30,2337.0,21.0,305.0,46.0,691.0,169.0,323.0,1359.0,2022-02-06 14:43:19.000,2022.02.0,,3318.0,18.0,181.0,156.0,110.0,https://pypi.org/project/jupyter-repo2docker,2022-02-06 14:20:14.000,25.0,3318.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
47,JupyterLab LSP,Coding assistance for JupyterLab (code navigation + hover suggestions + linters + autocompletion + rename) using..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,28,True,jupyterlab-lsp,jupyter-lsp/jupyterlab-lsp,conda-forge/jupyter-lsp,https://github.com/jupyter-lsp/jupyterlab-lsp,BSD-3-Clause,2019-08-17 11:34:22.000,2022-06-27 16:51:58.000000,2022-06-25 01:42:59,2391.0,32.0,101.0,18.0,400.0,158.0,262.0,1277.0,2022-03-21 19:31:19.000,3.10.1,,22797.0,66.0,187.0,180.0,41.0,https://pypi.org/project/jupyterlab-lsp,2022-03-21 19:12:23.000,5.0,16132.0,https://anaconda.org/conda-forge/jupyter-lsp,2021-12-12 16:35:34.220,43873.0,1.0,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,2022-03-21 19:22:11.218,2.0,4576.0,,,,,,,,,,,,,,,,,
48,jupyter-dash,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,28,True,jupyter-dash,plotly/jupyter-dash,conda-forge/jupyter-dash,https://github.com/plotly/jupyter-dash,MIT,2020-04-26 18:43:59.000,2022-06-28 17:24:24.000000,2022-06-28 17:24:21,156.0,8.0,207.0,33.0,36.0,39.0,22.0,766.0,2022-04-01 20:13:44.000,0.4.2,77.0,362069.0,14.0,1695.0,1656.0,10.0,https://pypi.org/project/jupyter-dash,2022-04-01 20:05:08.000,39.0,340013.0,https://anaconda.org/conda-forge/jupyter-dash,2022-04-02 17:05:39.218,152954.0,2.0,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,2021-01-22 17:06:54.671,,14003.0,,,,,,,,-1.0,,,,,,,,,
49,VSCode Jupyter,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,28,True,,microsoft/vscode-jupyter,conda-forge/vscode-jupyter,https://github.com/microsoft/vscode-jupyter,MIT,2020-09-10 23:39:14.000,2022-06-30 11:57:04.000000,2022-06-30 03:37:16,7060.0,348.0,136.0,37.0,2390.0,746.0,6748.0,649.0,2022-06-07 18:23:25.000,2022.5.100,,1965.0,25.0,,,252.0,,,,,https://anaconda.org/conda-forge/vscode-jupyter,2022-04-12 12:37:00.421,29489.0,2.0,,,,,,,,,,,,,,,,,,,,,,
50,Stencila,"Author, collaborate on, and publish beautiful interactive documents.",https://github.com/stencila/stencila,,notebook-sharing,28,True,,stencila/stencila,,https://github.com/stencila/stencila,Apache-2.0,2012-05-31 02:43:31.000,2022-06-29 17:12:02.000000,2022-06-29 08:37:29,9516.0,378.0,39.0,24.0,902.0,77.0,496.0,643.0,2022-06-29 08:37:35.000,1.13.1,3164.0,526.0,100.0,25.0,17.0,34.0,,,,,,,,2.0,stencila,https://www.npmjs.com/package/stencila,2020-11-06 15:20:04.059,8.0,103.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16459.0,,,,,,,,,,,,
51,jupyter-console,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,28,True,jupyter-console,jupyter/jupyter_console,conda-forge/jupyter_console,https://github.com/jupyter/jupyter_console,BSD-3-Clause,2015-04-09 06:58:55.000,2022-06-23 05:16:34.737000,2022-06-22 16:00:22,584.0,3.0,134.0,26.0,126.0,56.0,88.0,194.0,2022-06-22 16:01:33.000,6.4.4,44.0,4316694.0,20.0,77.0,,59.0,https://pypi.org/project/jupyter-console,2022-06-22 16:01:27.000,77.0,4284527.0,https://anaconda.org/conda-forge/jupyter_console,2022-06-23 05:16:34.737,2379388.0,2.0,,,,,,,,,,,,,,,,,,,,,,
52,JupyterLab TOC,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,27,True,,jupyterlab/jupyterlab-toc,,https://github.com/jupyterlab/jupyterlab-toc,BSD-3-Clause,2018-03-12 15:55:19.000,2022-06-09 13:13:13.725000,2021-08-10 23:33:21,523.0,,2367.0,30.0,62.0,64.0,51.0,12120.0,2022-06-07 15:06:05.312,5.4.3,,121208.0,158.0,6.0,,14.0,,,,,,,,1.0,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,2022-06-09 13:13:13.725,6.0,121208.0,,,,,,,,,,,,,,,,,
53,facets-overview,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,27,False,facets-overview,pair-code/facets,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2021-11-29 10:48:23.000000,2021-05-06 12:01:05,264.0,,836.0,275.0,93.0,76.0,76.0,6870.0,2019-07-24 15:57:06.000,1.0.0,,232060.0,4.0,126.0,122.0,28.0,https://pypi.org/project/facets-overview,2019-07-24 15:57:06.000,4.0,232060.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
54,PixieDust,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,27,False,pixiedust,pixiedust/pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41,2157.0,,162.0,41.0,374.0,164.0,260.0,1027.0,2021-02-01 03:34:36.000,1.1.19,,13271.0,92.0,267.0,238.0,33.0,https://pypi.org/project/pixiedust,2021-02-01 03:34:36.000,29.0,12066.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331,37372.0,2.0,,,,,,,,,,,,,,,,,,,,,,
55,pythreejs,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,27,True,pythreejs,jupyter-widgets/pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000,2022-06-17 17:50:59.000000,2021-12-06 21:48:19,1667.0,,175.0,40.0,166.0,73.0,148.0,819.0,2021-02-26 14:01:21.000,2.3.0,,75652.0,43.0,65.0,20.0,29.0,https://pypi.org/project/pythreejs,2021-02-26 14:01:21.000,38.0,65496.0,https://anaconda.org/conda-forge/pythreejs,2021-03-02 13:32:39.505,395723.0,2.0,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2021-02-26 13:59:06.062,7.0,4736.0,,,,,,,,,,,,,,,,,
56,responsible-ai-widgets,"This project provides responsible AI user interfaces for Fairlearn, interpret-community, and Error Analysis, as well..",https://github.com/microsoft/responsible-ai-toolbox,,widgets,27,True,raiwidgets,microsoft/responsible-ai-toolbox,,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2022-06-29 23:16:44.000000,2022-06-29 21:07:44,1111.0,168.0,122.0,16.0,1262.0,55.0,213.0,512.0,2022-06-10 13:59:31.000,0.19.0,,9163.0,36.0,35.0,32.0,25.0,https://pypi.org/project/raiwidgets,2022-06-10 06:18:19.000,3.0,9163.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
57,DockerSpawner,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,27,True,dockerspawner,jupyterhub/dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,BSD-3-Clause,2014-09-26 20:08:26.000,2022-06-21 11:59:14.000000,2022-06-21 11:59:13,626.0,10.0,277.0,26.0,203.0,15.0,236.0,425.0,2021-07-22 10:16:21.000,12.1.0,,8831.0,16.0,151.0,125.0,64.0,https://pypi.org/project/dockerspawner,2021-07-22 10:16:21.000,26.0,8549.0,https://anaconda.org/conda-forge/dockerspawner,2021-08-17 09:21:01.475,12159.0,2.0,,,,,,,,,,,,,,,,,,,,,,
58,Jupyter Sphinx,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,27,True,jupyter_sphinx,jupyter/jupyter-sphinx,conda-forge/jupyter_sphinx,https://github.com/jupyter/jupyter-sphinx,BSD-3-Clause,2016-11-15 18:36:37.000,2022-06-25 22:24:01.026000,2022-06-25 19:26:22,372.0,18.0,53.0,22.0,86.0,41.0,81.0,152.0,2022-06-25 19:39:15.000,0.4.0,,121654.0,20.0,136.0,,25.0,https://pypi.org/project/jupyter_sphinx,2022-06-25 19:39:15.000,136.0,119472.0,https://anaconda.org/conda-forge/jupyter_sphinx,2022-06-25 22:24:01.026,137479.0,2.0,,,,,,,,,,,,,3.0,,,,,,,,,
59,Knowledge Repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,https://github.com/airbnb/knowledge-repo,,notebook-sharing,26,True,knowledge-repo,airbnb/knowledge-repo,,https://github.com/airbnb/knowledge-repo,Apache-2.0,2016-08-17 23:32:50.000,2022-06-13 05:23:20.000000,2022-06-13 05:23:20,990.0,61.0,692.0,183.0,380.0,122.0,166.0,5127.0,2022-04-20 02:55:58.000,0.9.1,,495.0,31.0,1.0,,67.0,https://pypi.org/project/knowledge-repo,2022-04-20 02:55:58.000,1.0,495.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
60,lux,Automatically visualize your pandas dataframe via a single print!.,https://github.com/lux-org/lux,,widgets,26,True,lux-api,lux-org/lux,conda-forge/lux-api,https://github.com/lux-org/lux,Apache-2.0,2020-01-08 04:53:29.000,2022-05-21 19:17:40.000000,2022-05-21 19:17:40,690.0,2.0,306.0,84.0,257.0,66.0,159.0,4034.0,2022-02-19 00:48:20.000,0.5.1,,33049.0,18.0,102.0,102.0,20.0,https://pypi.org/project/lux-api,2022-02-19 00:46:49.000,,31931.0,https://anaconda.org/conda-forge/lux-api,2022-02-22 06:05:22.978,5587.0,2.0,luxwidget,https://www.npmjs.com/package/luxwidget,2022-02-17 19:41:18.102,,769.0,,,,,,,,,,,,,,,,,
61,ipydagred3,ipywidgets library for drawing directed acyclic graphs in jupyterlab using dagre-d3.,https://github.com/timkpaine/ipydagred3,,widgets,26,True,ipydagred3,timkpaine/ipydagred3,conda-forge/ipydagred3,https://github.com/timkpaine/ipydagred3,Apache-2.0,2020-02-29 23:01:15.000,2022-06-28 12:39:00.000000,2022-06-28 12:38:59,260.0,43.0,837.0,2.0,68.0,3.0,16.0,2512.0,2022-06-22 17:35:36.698,3.1.1,,114566.0,101.0,89.0,11.0,3.0,https://pypi.org/project/ipydagred3,2022-05-06 22:43:10.000,1.0,236.0,https://anaconda.org/conda-forge/ipydagred3,2022-05-07 03:39:00.452,6138.0,2.0,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2022-06-22 17:35:36.698,77.0,114085.0,,,,,,,,,,,,,,,,,
62,evidently,Evaluate and monitor ML models from validation to production. Join our Discord: https://discord.com/invite/xZjKRaNp8b.,https://github.com/evidentlyai/evidently,,widgets,26,True,evidently,evidentlyai/evidently,conda-forge/evidently,https://github.com/evidentlyai/evidently,Apache-2.0,2020-11-25 15:20:08.000,2022-06-30 14:39:12.000000,2022-06-19 21:30:43,917.0,112.0,241.0,30.0,155.0,40.0,64.0,2479.0,,,,93011.0,53.0,3.0,,21.0,https://pypi.org/project/evidently,2022-05-31 09:07:40.000,3.0,92900.0,https://anaconda.org/conda-forge/evidently,2021-09-06 19:36:48.930,1119.0,2.0,,,,,,,,,,,,,,,,,,,,,,
63,DataLab,Interactive tools and developer experiences for Big Data on Google Cloud Platform.,https://github.com/googledatalab/datalab,,notebook-environments,26,True,datalab,googledatalab/datalab,,https://github.com/googledatalab/datalab,Apache-2.0,2014-08-06 18:37:34.000,2022-03-18 08:36:18.000000,2021-08-16 17:52:48,2054.0,,255.0,82.0,1292.0,228.0,667.0,975.0,2021-08-16 19:04:35.000,1.2.20210816,,71082.0,19.0,12.0,,52.0,https://pypi.org/project/datalab,2020-03-25 23:36:46.000,12.0,71082.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
64,Enterprise Gateway,"A lightweight, multi-tenant, scalable and secure gateway that enables Jupyter Notebooks to share resources across..",https://github.com/jupyter-server/enterprise_gateway,,kernels,26,True,jupyter_enterprise_gateway,jupyter/enterprise_gateway,conda-forge/jupyter_enterprise_gateway,https://github.com/jupyter-server/enterprise_gateway,BSD-3-Clause,2017-04-21 16:05:14.000,2022-06-29 17:49:14.000000,2022-06-27 18:51:30,1185.0,50.0,172.0,42.0,591.0,69.0,461.0,516.0,2022-01-27 22:17:10.000,2.6.0,17956.0,3103.0,32.0,,,100.0,https://pypi.org/project/jupyter_enterprise_gateway,2022-01-27 22:13:14.000,,1082.0,https://anaconda.org/conda-forge/jupyter_enterprise_gateway,2022-04-18 17:30:18.864,93576.0,1.0,,,,,,,,,,,jupyter-server/enterprise_gateway,,,,,,,,,,,
65,Metakernel,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,26,True,metakernel,Calysto/metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,BSD-3-Clause,2014-08-24 20:53:45.000,2022-06-26 13:59:57.000000,2022-06-26 13:59:57,1123.0,3.0,77.0,18.0,108.0,28.0,113.0,283.0,2022-03-29 15:39:45.000,0.29.0,29.0,251076.0,92.0,77.0,,30.0,https://pypi.org/project/metakernel,2022-03-29 15:39:38.000,77.0,243223.0,https://anaconda.org/conda-forge/metakernel,2022-03-29 22:58:53.906,580887.0,1.0,,,,,,,,,,,,,,,,,,,,,,
66,jupyter-server-proxy,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,26,True,jupyter-server-proxy,jupyterhub/jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,BSD-3-Clause,2016-10-18 22:02:06.000,2022-06-24 21:54:36.000000,2022-06-24 21:54:36,795.0,4.0,109.0,16.0,184.0,64.0,94.0,234.0,2022-01-24 23:18:09.000,3.2.1,,1130987.0,27.0,93.0,4.0,64.0,https://pypi.org/project/jupyter-server-proxy,2022-01-24 23:18:09.000,89.0,1103862.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2022-01-25 03:13:58.218,708208.0,2.0,@jupyterlab/server-proxy,https://www.npmjs.com/package/@jupyterlab/server-proxy,2022-01-24 23:17:43.903,,9420.0,,,,,,,,,,,,,,,,,
67,ipycytoscape,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,26,True,ipycytoscape,cytoscape/ipycytoscape,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,BSD-3-Clause,2020-02-05 13:46:52.000,2022-05-20 15:19:36.000000,2022-05-20 15:19:36,709.0,11.0,52.0,29.0,175.0,57.0,99.0,195.0,2022-04-04 22:26:36.000,1.3.3,3.0,11177.0,22.0,83.0,73.0,32.0,https://pypi.org/project/ipycytoscape,2022-04-04 22:26:36.000,10.0,9134.0,https://anaconda.org/conda-forge/ipycytoscape,2022-04-05 02:28:16.580,37016.0,2.0,jupyter-cytoscape,https://www.npmjs.com/package/jupyter-cytoscape,2022-04-04 22:06:25.396,,673.0,,,,,,,,,,,,,,,,,
68,nbgitpuller,Jupyter server extension to sync a git repository one-way to a local path.,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,26,True,nbgitpuller,jupyterhub/nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,BSD-3-Clause,2017-05-24 19:41:10.000,2022-06-27 14:03:15.000000,2022-06-22 08:23:11,499.0,20.0,60.0,12.0,146.0,57.0,79.0,162.0,2022-03-19 21:53:15.000,1.1.0,,9505.0,20.0,501.0,483.0,25.0,https://pypi.org/project/nbgitpuller,2022-03-19 21:53:15.000,18.0,8497.0,https://anaconda.org/conda-forge/nbgitpuller,2022-03-20 01:46:35.034,36309.0,2.0,,,,,,,,,,,,,,,,,,,,,,
69,fastpages,"An easy to use blogging platform, with enhanced support for Jupyter Notebooks.",https://github.com/fastai/fastpages,,notebook-tools,25,True,,fastai/fastpages,,https://github.com/fastai/fastpages,Apache-2.0,2020-02-03 05:19:46.000,2022-06-01 08:42:51.000000,2022-05-15 14:29:21,1200.0,10.0,739.0,40.0,321.0,20.0,305.0,3261.0,2020-09-05 21:53:23.000,2.1.6,,,9.0,136.0,136.0,55.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
70,qgrid,"An interactive grid for sorting, filtering, and editing DataFrames in Jupyter notebooks.",https://github.com/quantopian/qgrid,,widgets,25,False,qgrid,quantopian/qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,Apache-2.0,2014-09-30 04:33:20.000,2022-03-15 15:20:24.000000,2020-04-07 18:56:49,405.0,,385.0,89.0,102.0,152.0,125.0,2863.0,2020-04-07 16:43:54.000,1.3.1,,54902.0,73.0,82.0,,30.0,https://pypi.org/project/qgrid,2020-04-07 16:43:54.000,81.0,47369.0,https://anaconda.org/conda-forge/qgrid,2021-03-04 10:14:48.336,343695.0,2.0,qgrid,https://www.npmjs.com/package/qgrid,2018-07-11 05:36:40.781,1.0,924.0,,,,,,,,,,,,,,,,,
71,ipyregulartable,"High performance, editable, stylable datagrids in jupyter and jupyterlab.",https://github.com/jpmorganchase/ipyregulartable,,widgets,25,True,ipyregulartable,jpmorganchase/ipyregulartable,conda-forge/ipyregulartable,https://github.com/jpmorganchase/ipyregulartable,Apache-2.0,2020-06-15 21:45:08.000,2022-06-23 13:46:07.000000,2022-06-23 13:46:06,160.0,4.0,837.0,5.0,55.0,10.0,15.0,2512.0,2022-06-22 17:35:36.698,3.1.1,,114426.0,101.0,86.0,9.0,5.0,https://pypi.org/project/ipyregulartable,2021-01-08 04:41:11.000,,217.0,https://anaconda.org/conda-forge/ipyregulartable,2021-01-08 13:11:27.537,2370.0,2.0,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2022-06-22 17:35:36.698,77.0,114085.0,,,,,,,,,,,,,,,,,
72,docker-python,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,25,True,,kaggle/docker-python,,https://github.com/Kaggle/docker-python,Apache-2.0,2015-04-14 01:45:38.000,2022-06-28 19:57:57.000000,2022-06-28 19:57:56,2003.0,38.0,835.0,89.0,874.0,27.0,280.0,2129.0,2022-06-16 20:33:51.000,6c95d1e5ea0c6a6913e711a3eb105c8ffe24ab1293fa2d421a537c8416c882b4,,2245.0,75.0,,,146.0,,,,,,,,3.0,,,,,,kaggle/python,https://hub.docker.com/r/kaggle/python,2022-06-16 21:04:07.388709,161.0,193097.0,,,,,,,,,,,,
73,ipycanvas,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,25,True,ipycanvas,martinRenou/ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,BSD-3-Clause,2019-07-06 12:55:29.000,2022-06-28 17:37:28.000000,2022-06-22 12:18:37,438.0,29.0,50.0,11.0,152.0,42.0,69.0,611.0,2022-05-03 07:59:11.987,0.12.0,,34272.0,31.0,643.0,622.0,18.0,https://pypi.org/project/ipycanvas,2022-05-03 07:57:48.000,20.0,31292.0,https://anaconda.org/conda-forge/ipycanvas,2022-05-16 17:29:42.213,65245.0,2.0,ipycanvas,https://www.npmjs.com/package/ipycanvas,2022-05-03 07:59:11.987,1.0,1003.0,,,,,,,,,,,,,,,,,
74,nglview,Jupyter widget to interactively view molecular structures and trajectories.,https://github.com/nglviewer/nglview,,widgets,25,True,nglview,nglviewer/nglview,conda-forge/nglview,https://github.com/nglviewer/nglview,MIT,2015-11-09 16:48:57.000,2022-06-28 15:06:08.000000,2022-06-28 15:06:08,1416.0,5.0,109.0,23.0,593.0,27.0,402.0,561.0,2021-06-11 00:32:29.000,3.0.3,210.0,16910.0,75.0,41.0,2.0,33.0,https://pypi.org/project/nglview,2021-06-11 00:32:29.000,37.0,4345.0,https://anaconda.org/conda-forge/nglview,2021-06-11 04:58:09.722,444696.0,2.0,nglview-js-widgets,https://www.npmjs.com/package/nglview-js-widgets,2021-04-16 05:05:11.629,2.0,5505.0,,,,,,,,,,,,,,,,,
