,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,pypi_latest_release_published_at,pypi_dependent_project_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,trending,cran_id,pypi,go_id,go_url,gem_id,hex_id,bitbucket_id
284,jupyterlab-gitplus,JupyterLab extension to create GitHub commits & pull requests.,https://github.com/ReviewNB/jupyterlab-gitplus,,lab-extensions,8,False,jupyterlab_gitplus,ReviewNB/jupyterlab-gitplus,,https://github.com/ReviewNB/jupyterlab-gitplus,AGPL-3.0,2020-03-05 13:43:58.000,2023-02-28 12:12:05.000000,2023-02-28 12:09:08,114.0,,7.0,4.0,14.0,2.0,9.0,104.0,,,,204.0,,2.0,2.0,2.0,https://pypi.org/project/jupyterlab_gitplus,172.0,,,,3.0,@reviewnb/jupyterlab_gitplus,https://www.npmjs.com/package/@reviewnb/jupyterlab_gitplus,,,32.0,,,,,,,,,,,,,,,,,
285,Theme Toggle,JupyterLab extension to toggle the theme in the Top Bar area.,https://github.com/jtpio/jupyterlab-theme-toggle,,lab-themes,8,False,,jtpio/jupyterlab-theme-toggle,,https://github.com/jtpio/jupyterlab-theme-toggle,BSD-3-Clause,2019-07-27 08:45:07.000,2023-03-04 04:24:29.000000,2021-06-16 11:42:31,48.0,,3.0,1.0,18.0,3.0,1.0,11.0,,,,1099.0,,4.0,4.0,2.0,,,,,,3.0,jupyterlab-theme-toggle,https://www.npmjs.com/package/jupyterlab-theme-toggle,,,1099.0,,,,,,,,,,,,,,,,,
286,JupyterLab Spark,Spark Application UI extension for JupyterLab.,https://github.com/manuzhang/jupyterlab_spark,,lab-extensions,8,False,,manuzhang/jupyterlab_spark,,https://github.com/manuzhang/jupyterlab_spark,Apache-2.0,2019-04-20 06:31:59.000,2021-09-05 13:13:14.000000,2021-09-05 13:10:26,21.0,,2.0,4.0,11.0,2.0,3.0,9.0,2021-09-05 06:59:55.000,0.4.0,,26.0,3.0,2.0,2.0,2.0,,,,,,3.0,jupyterlab_spark,https://www.npmjs.com/package/jupyterlab_spark,,,26.0,,,,,,,,,,,,,,,,,
287,jupyterlab-executor,JupyterLab extension to execute the scripts from the file browser.,https://github.com/gavincyi/jupyterlab-executor,,lab-extensions,8,False,jupyterlab-executor,gavincyi/jupyterlab-executor,,https://github.com/gavincyi/jupyterlab-executor,BSD-3-Clause,2020-12-29 15:51:54.000,2021-03-24 22:08:04.000000,2021-03-24 21:14:10,40.0,,,2.0,4.0,,1.0,7.0,2021-03-24 21:39:03.790,2021.1.6,3.0,304.0,4.0,4.0,2.0,2.0,https://pypi.org/project/jupyterlab-executor,288.0,,,,3.0,@gavincyi/jupyterlab-executor,https://www.npmjs.com/package/@gavincyi/jupyterlab-executor,2021-03-24 21:39:03.790,2.0,16.0,,2021-03-24 21:26:53.000,,,,,,,,,,,,,,,
288,easyexplore,Toolbox for easy and effective data exploration in Python.,https://github.com/GianniBalistreri/easyexplore,,widgets,8,False,easyexplore,GianniBalistreri/easyexplore,,https://github.com/GianniBalistreri/easyexplore,GPL-3.0,2020-05-04 17:26:04.000,2023-04-16 18:36:15.000000,2023-04-01 21:00:35,335.0,3.0,2.0,1.0,82.0,8.0,16.0,4.0,,,,538.0,,1.0,1.0,4.0,https://pypi.org/project/easyexplore,538.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
289,Remote Authenticator,"A collection of JupyterHub Authenticators, including Header, Remote-User and Dummy, based on..",https://github.com/ucphhpc/jhub-authenticators,,hub-auth,8,False,jhub-authenticators,ucphhpc/jhub-authenticators,,https://github.com/ucphhpc/jhub-authenticators,GPL-3.0,2017-12-20 14:46:18.000,2023-03-08 13:41:56.000000,2023-03-08 13:41:52,231.0,,1.0,2.0,,,,1.0,2022-10-03 13:12:31.287,0.5.0,,173.0,19.0,2.0,1.0,5.0,https://pypi.org/project/jhub-authenticators,173.0,,,,3.0,,,,,,,2022-04-15 09:56:22.000,1.0,,,,,,,,,,,,,,
290,Vision UI,UI visual interface for fastai - now compatible with Google Colab.,https://github.com/asvcode/Vision_UI,,widgets,7,False,,asvcode/Vision_UI,,https://github.com/asvcode/Vision_UI,,2019-05-23 04:53:03.000,2020-07-05 04:00:59.000000,2020-07-05 04:00:59,112.0,,33.0,13.0,2.0,1.0,2.0,247.0,,,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
291,Gruvbox Theme,Gruvbox dark theme for Jupyter Lab. Modeled on classic gruvbox color palette and jupyter-themes gruvbox theme.,https://github.com/Rahlir/theme-gruvbox,,lab-themes,7,False,,Rahlir/theme-gruvbox,,https://github.com/Rahlir/theme-gruvbox,,2019-05-03 20:34:01.000,2020-04-12 19:23:01.000000,2020-04-12 19:22:55,44.0,,8.0,7.0,2.0,,,49.0,,,,57.0,,,,3.0,,,,,,3.0,@rahlir/theme-gruvbox,https://www.npmjs.com/package/@rahlir/theme-gruvbox,,,57.0,,,,,,,,,,,,,,,,,
292,ipyp5,p5.js Jupyter Widget.,https://github.com/jtpio/ipyp5,,widgets,7,False,ipyp5,jtpio/ipyp5,,https://github.com/jtpio/ipyp5,BSD-3-Clause,2018-03-06 17:50:12.000,2023-01-04 06:51:10.000000,2020-10-16 21:38:41,60.0,,5.0,4.0,21.0,5.0,,33.0,,,,20.0,,1.0,1.0,2.0,https://pypi.org/project/ipyp5,20.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
293,nb_black,A simple extension for Jupyter Notebook and Jupyter Lab to beautify Python code automatically using Black.,,,magic,7,False,nb_black,,conda-forge/nb_black,,,2019-05-02 16:13:43.498,2023-06-16 16:15:03.923000,,,,,,,,,,,,,28380.0,4.0,,,,https://pypi.org/project/nb_black,26503.0,https://anaconda.org/conda-forge/nb_black,2023-06-16 16:15:03.923,91976.0,3.0,,,,,,,,,,,,,,,,,,,,,,
294,ssh_ipykernel,A remote jupyter kernel via ssh.,https://github.com/bernhard-42/ssh_ipykernel,,kernels,6,False,ssh-ipykernel,bernhard-42/ssh_ipykernel,,https://github.com/bernhard-42/ssh_ipykernel,MIT,2019-09-01 17:43:26.000,2023-01-07 06:51:39.000000,2021-06-28 15:17:55,81.0,,1.0,4.0,22.0,3.0,,9.0,,,,131.0,,2.0,2.0,2.0,https://pypi.org/project/ssh-ipykernel,126.0,,,,3.0,interrupt-ipykernel-extension,https://www.npmjs.com/package/interrupt-ipykernel-extension,,,5.0,,,,,,,,,,,,,,,,,
295,Jupter-Notebook-REST-API,Run your jupyter notebooks as a REST API endpoint. This isnt a jupyter server but rather just a way to run your..,https://github.com/Invictify/Jupter-Notebook-REST-API,,notebook-tools,5,False,,Invictify/Jupter-Notebook-REST-API,,https://github.com/Invictify/Jupter-Notebook-REST-API,MIT,2020-03-31 22:48:04.000,2022-12-08 03:56:51.000000,2020-03-31 23:00:06,2.0,,8.0,4.0,16.0,,,67.0,,,,,,,,2.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
296,jupyterterminals,Jupyter plugin to support inline terminal shells along with buttons to control them.,https://github.com/willkessler/jupyterterminals,,jupyter-extensions,5,False,jupyterterminals,willkessler/jupyterterminals,,https://github.com/willkessler/jupyterterminals,MIT,2020-03-08 16:36:18.000,2023-01-05 23:10:50.000000,2023-01-05 23:08:38,55.0,,2.0,3.0,15.0,,1.0,8.0,,,,32.0,,2.0,2.0,2.0,https://pypi.org/project/jupyterterminals,32.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
297,SSH Authenticator,A simple SSH authenticator for JupyterHub.,https://github.com/andreas-h/sshauthenticator,,hub-auth,4,False,,andreas-h/sshauthenticator,,https://github.com/andreas-h/sshauthenticator,BSD-3-Clause,2019-09-03 10:20:22.000,2019-09-03 15:17:32.000000,2019-09-03 15:17:07,4.0,,1.0,2.0,,,,6.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
298,Nord Theme,JupyterLab - Nord Theme.,https://github.com/kenshohara/theme-nord-extension,,lab-themes,3,False,,kenshohara/theme-nord-extension,,https://github.com/kenshohara/theme-nord-extension,,2019-06-11 02:09:21.000,2020-09-20 09:11:33.000000,2020-09-20 09:10:43,13.0,,1.0,2.0,3.0,1.0,4.0,24.0,,,,15.0,,2.0,2.0,,,,,,,3.0,@kenshohara/theme-nord-extension,https://www.npmjs.com/package/@kenshohara/theme-nord-extension,,,15.0,,,,,,,,,,,,,,,,,
299,kernel-relay,kernel-relay is a GraphQL service for interfacing with one or more Jupyter kernels.,https://github.com/nteract/kernel-relay,,kernels,3,False,,nteract/kernel-relay,,https://github.com/nteract/kernel-relay,,2019-02-04 21:12:54.000,2023-01-04 02:47:40.000000,2019-07-10 04:14:14,12.0,,5.0,13.0,30.0,10.0,2.0,12.0,,,,,,2.0,2.0,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
