,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,pypi_latest_release_published_at,pypi_dependent_project_count,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,trending,pypi,cran_id,go_id,go_url,gem_id,hex_id,bitbucket_id
0,best-of-ml-python - Data Visualization,Python-based data visualization libraries.,https://github.com/ml-tooling/best-of-ml-python#data-visualization,True,widgets,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ipython,"Official repository for IPython itself. Other repos in the IPython organization contain things like the website,..",https://github.com/ipython/ipython,,components,46,True,ipython,ipython/ipython,conda-forge/ipython,https://github.com/ipython/ipython,BSD-3-Clause,2010-05-10 04:46:06.000,2023-07-26 19:01:22.000000,2023-07-26 09:30:35,26607.0,60.0,4259.0,760.0,6902.0,1548.0,5606.0,15875.0,2021-01-30 02:36:56.000,7.18.1,320256.0,26878725.0,86.0,427675.0,427675.0,954.0,https://pypi.org/project/ipython,26626438.0,https://anaconda.org/conda-forge/ipython,2023-06-02 17:57:56.118,21714881.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2,bokeh,"Interactive Data Visualization in the browser, from Python.",https://github.com/bokeh/bokeh,,widgets,44,True,bokeh,bokeh/bokeh,conda-forge/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2023-07-27 13:27:08.000000,2023-07-27 11:38:16,20175.0,82.0,4111.0,446.0,5767.0,757.0,6635.0,17789.0,2023-07-20 10:11:25.000,3.2.1,,3524624.0,172.0,76570.0,72859.0,665.0,https://pypi.org/project/bokeh,3191168.0,https://anaconda.org/conda-forge/bokeh,2023-07-20 14:00:10.384,12029405.0,1.0,@bokeh/bokehjs,2023-07-20 10:11:25.000,3703.0,https://www.npmjs.com/package/@bokeh/bokehjs,2023-07-20 10:11:16.430,8.0,8337.0,,,,,,,,,,,,,,,
3,Jupyter,Jupyter Interactive Notebook.,https://github.com/jupyter/notebook,,notebook-environments,43,True,notebook,jupyter/notebook,conda-forge/jupyter,https://github.com/jupyter/notebook,BSD-3-Clause,2015-04-09 06:58:03.000,2023-07-27 07:06:18.000000,2023-07-27 07:05:55,13417.0,62.0,4159.0,320.0,2271.0,1993.0,2705.0,11369.0,2023-07-19 15:53:06.000,7.0.0,13555.0,14194489.0,129.0,8921.0,48.0,637.0,https://pypi.org/project/notebook,13842574.0,https://anaconda.org/conda-forge/jupyter,2023-06-16 13:17:46.215,3529427.0,1.0,,2023-07-19 15:52:56.000,8873.0,,,,,jupyter/datascience-notebook,https://hub.docker.com/r/jupyter/datascience-notebook,2023-07-26 18:14:33.540638,1032.0,30343007.0,,,,,,,,,,
4,nbconvert,Jupyter Notebook Conversion.,https://github.com/jupyter/nbconvert,,notebook-sharing,39,True,nbconvert,jupyter/nbconvert,conda-forge/nbconvert,https://github.com/jupyter/nbconvert,BSD-3-Clause,2015-04-09 06:58:23.000,2023-07-25 19:35:27.976000,2023-07-25 16:46:42,3987.0,32.0,529.0,51.0,915.0,498.0,629.0,1534.0,2023-07-25 16:47:05.000,7.7.3,585.0,17501918.0,82.0,227421.0,218942.0,263.0,https://pypi.org/project/nbconvert,17086217.0,https://anaconda.org/conda-forge/nbconvert,2023-07-25 19:35:27.976,13302080.0,1.0,,2023-07-25 16:46:56.000,8479.0,,,,,,,,,,,,,,,,,,,
5,JupyterHub,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,38,True,jupyterhub,jupyterhub/jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,BSD-3-Clause,2014-06-12 23:22:10.000,2023-07-19 08:44:44.000000,2023-07-14 16:38:14,6915.0,111.0,1929.0,267.0,2153.0,202.0,2123.0,7601.0,2023-06-08 08:41:01.436,4.0.1,,211839.0,73.0,2771.0,2391.0,341.0,https://pypi.org/project/jupyterhub,156706.0,https://anaconda.org/conda-forge/jupyterhub,2023-06-09 00:00:05.747,968662.0,1.0,,2023-06-08 08:41:01.436,380.0,,,,,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2023-07-14 16:49:06.594824,328.0,4781893.0,,,,,,,,,,
6,panel,Panel: The powerful data exploration & web app framework for Python.,https://github.com/holoviz/panel,,widgets,38,True,panel,holoviz/panel,conda-forge/panel,https://github.com/holoviz/panel,BSD-3-Clause,2018-08-23 12:14:24.000,2023-07-27 14:04:51.000000,2023-07-26 16:11:11,3118.0,319.0,351.0,52.0,2627.0,742.0,1934.0,2986.0,2023-07-25 16:39:56.000,1.2.1,,550086.0,54.0,7730.0,7730.0,133.0,https://pypi.org/project/panel,456088.0,https://anaconda.org/conda-forge/panel,2023-07-25 20:11:18.179,1081258.0,1.0,@holoviz/panel,,,https://www.npmjs.com/package/@holoviz/panel,,,64775.0,,,,,,,,,,,,,,,
7,ipywidgets,Interactive Widgets for the Jupyter Notebook.,https://github.com/jupyter-widgets/ipywidgets,,widgets,38,True,ipywidgets,jupyter-widgets/ipywidgets,conda-forge/ipywidgets,https://github.com/jupyter-widgets/ipywidgets,BSD-3-Clause,2015-04-17 20:29:25.000,2023-07-27 14:01:15.000000,2023-07-04 15:39:22,7760.0,22.0,928.0,75.0,1862.0,710.0,1305.0,2846.0,2023-07-04 15:19:25.000,8.0.7,,10028056.0,150.0,17102.0,7846.0,207.0,https://pypi.org/project/ipywidgets,9663363.0,https://anaconda.org/conda-forge/ipywidgets,2023-07-04 16:57:10.113,10484683.0,1.0,@jupyter-widgets/jupyterlab-manager,2023-07-04 15:11:42.534,9161.0,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2023-07-04 15:05:13.384,95.0,56320.0,,,,,,,,,,,,,,,
8,IPython Kernel,IPython Kernel for Jupyter.,https://github.com/ipython/ipykernel,,kernels,38,True,ipykernel,ipython/ipykernel,ipykernel,https://github.com/ipython/ipykernel,BSD-3-Clause,2015-04-09 07:44:14.000,2023-07-25 16:19:47.000000,2023-07-25 16:19:33,2851.0,20.0,351.0,35.0,670.0,258.0,229.0,566.0,2023-07-25 16:19:55.000,6.25.0,1664.0,16759746.0,121.0,282714.0,272655.0,171.0,https://pypi.org/project/ipykernel,16751593.0,https://anaconda.org/anaconda/ipykernel,2023-06-16 13:05:58.237,744262.0,1.0,,2023-07-25 16:19:47.000,10022.0,,,,,,,,,,37.0,,,,,,,,,
9,pandas-profiling,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames.,https://github.com/ydataai/ydata-profiling,,widgets,37,True,pandas-profiling,pandas-profiling/pandas-profiling,conda-forge/pandas-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2023-07-27 14:04:37.000000,2023-07-26 11:35:38,1316.0,41.0,1508.0,152.0,679.0,173.0,523.0,10935.0,2023-07-19 17:50:30.000,4.3.2,,934057.0,47.0,1174.0,988.0,111.0,https://pypi.org/project/pandas-profiling,929414.0,https://anaconda.org/conda-forge/pandas-profiling,2023-06-16 13:22:30.453,385424.0,1.0,,2023-02-03 17:59:40.571,186.0,,,,,,,,,,,ydataai/ydata-profiling,,,,,,,,
10,Jupytext,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,35,True,jupytext,mwouts/jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,MIT,2018-06-15 05:25:36.000,2023-07-26 10:39:09.000000,2023-07-18 20:50:43,2329.0,24.0,381.0,68.0,508.0,114.0,495.0,6088.0,2023-07-18 20:53:53.000,1.15.0-de1,,515290.0,119.0,5701.0,5480.0,79.0,https://pypi.org/project/jupytext,490550.0,https://anaconda.org/conda-forge/jupytext,2023-06-30 12:51:32.874,637656.0,1.0,jupyterlab-jupytext,2023-07-18 20:58:01.000,219.0,https://www.npmjs.com/package/jupyterlab-jupytext,2023-06-04 20:20:55.075,2.0,7507.0,,,,,,,,,,,,,,,
11,Voila,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,34,True,voila,voila-dashboards/voila,conda-forge/voila,https://github.com/voila-dashboards/voila,BSD-3-Clause,2018-08-21 14:21:42.000,2023-07-27 13:51:03.000000,2023-07-27 06:55:40,1392.0,13.0,475.0,76.0,686.0,301.0,392.0,4851.0,2023-06-26 10:19:09.000,0.4.1,765.0,258025.0,91.0,10075.0,9997.0,65.0,https://pypi.org/project/voila,249311.0,https://anaconda.org/conda-forge/voila,2023-06-26 11:23:10.382,285902.0,1.0,@jupyter-voila/jupyterlab-preview,2023-07-07 01:37:17.032,76.0,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,2020-05-19 10:24:11.555,2.0,272.0,,,,,,,,,,,,,,,
12,qtconsole,Jupyter Qt Console.,https://github.com/jupyter/qtconsole,,others,34,True,qtconsole,jupyter/qtconsole,conda-forge/qtconsole,https://github.com/jupyter/qtconsole,BSD-3-Clause,2015-04-09 06:59:10.000,2023-06-16 13:21:26.060000,2023-05-14 21:34:31,1939.0,6.0,182.0,23.0,253.0,104.0,224.0,370.0,,,,3917847.0,38.0,141196.0,141196.0,120.0,https://pypi.org/project/qtconsole,3868513.0,https://anaconda.org/conda-forge/qtconsole,2023-06-16 13:21:26.060,4242769.0,1.0,,,,,,,,,,,,,,,,,,,,,,
13,evidently,Evaluate and monitor ML models from validation to production. Join our Discord: https://discord.com/invite/xZjKRaNp8b.,https://github.com/evidentlyai/evidently,,widgets,33,True,evidently,evidentlyai/evidently,conda-forge/evidently,https://github.com/evidentlyai/evidently,Apache-2.0,2020-11-25 15:20:08.000,2023-07-27 09:43:45.000000,2023-07-26 20:03:43,1764.0,70.0,410.0,38.0,473.0,80.0,147.0,3721.0,2023-07-26 15:41:47.000,0.4.0,,313813.0,52.0,2116.0,2116.0,41.0,https://pypi.org/project/evidently,313460.0,https://anaconda.org/conda-forge/evidently,2023-06-12 20:39:40.191,8126.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14,Jupyter Book,"Create beautiful, publication-quality books and documents from computational content.",https://github.com/executablebooks/jupyter-book,,notebook-sharing,33,True,jupyter-book,executablebooks/jupyter-book,conda-forge/jupyter-book,https://github.com/executablebooks/jupyter-book,BSD-3-Clause,2018-06-14 01:55:51.000,2023-07-26 09:01:17.000000,2023-07-26 09:01:16,1424.0,3.0,626.0,62.0,731.0,555.0,724.0,3451.0,2023-03-14 01:34:01.609,0.15.1,,122881.0,46.0,10782.0,10672.0,126.0,https://pypi.org/project/jupyter-book,119783.0,https://anaconda.org/conda-forge/jupyter-book,2023-06-16 19:24:49.553,89856.0,2.0,,2020-04-28 17:42:58.000,110.0,,,,,,,,,,,,,,,,,,,
15,nikola,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,33,True,nikola,getnikola/nikola,,https://github.com/getnikola/nikola,MIT,2012-04-14 13:53:22.000,2023-07-26 18:26:12.000000,2023-07-26 18:25:52,10375.0,27.0,441.0,78.0,1523.0,59.0,2088.0,2463.0,2023-04-30 10:43:00.749,8.2.4,7.0,1499.0,87.0,624.0,488.0,236.0,https://pypi.org/project/nikola,1499.0,,,,2.0,,2022-05-01 17:06:34.000,136.0,,,,,,,,,,,,,,,,,,,
16,nbformat,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,33,True,nbformat,jupyter/nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,BSD-3-Clause,2015-04-09 01:07:29.000,2023-07-10 13:41:09.796000,2023-07-10 10:06:16,1022.0,7.0,140.0,24.0,230.0,61.0,78.0,213.0,2023-07-10 10:06:43.000,5.9.1,178.0,16619860.0,25.0,226931.0,226931.0,77.0,https://pypi.org/project/nbformat,16136095.0,https://anaconda.org/conda-forge/nbformat,2023-07-10 13:41:09.796,17407115.0,1.0,nbformat-schema,,,https://www.npmjs.com/package/nbformat-schema,,,230.0,,,,,,,,,,,,,,,
17,nteract,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,32,True,nteract_on_jupyter,nteract/nteract,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2023-07-18 22:38:39.000000,2023-07-18 22:38:35,11261.0,7.0,579.0,154.0,3986.0,188.0,1522.0,6047.0,2021-10-22 17:46:48.907,7.0.20,1454071.0,89195.0,94.0,42.0,2.0,178.0,https://pypi.org/project/nteract_on_jupyter,3204.0,,,,2.0,@nteract/messaging,2019-07-16 03:59:16.000,5.0,https://www.npmjs.com/package/@nteract/messaging,2021-10-22 17:46:48.907,35.0,69084.0,,,,,,,,,,,,,,,
18,ipyleaflet,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,32,True,ipyleaflet,jupyter-widgets/ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2023-06-05 07:39:09.482000,2023-06-02 07:03:26,1146.0,1.0,326.0,64.0,563.0,224.0,340.0,1384.0,2023-06-02 07:09:46.000,0.17.3,,209323.0,66.0,4852.0,4852.0,83.0,https://pypi.org/project/ipyleaflet,140765.0,https://anaconda.org/conda-forge/ipyleaflet,2023-06-05 07:39:09.482,1048465.0,1.0,jupyter-leaflet,,,https://www.npmjs.com/package/jupyter-leaflet,,,56367.0,,,,,,,,,,,,,,,
19,JupyterLab,JupyterLab computational environment.,https://github.com/jupyterlab/jupyterlab,,notebook-environments,31,True,jupyterlab,jupyterlab/jupyterlab,conda-forge/jupyterlab,https://github.com/jupyterlab/jupyterlab,BSD-3-Clause,2016-06-03 20:09:17.000,2023-07-25 12:34:30.000000,,,,2724.0,,,2366.0,,13138.0,2023-07-20 16:26:52.113,0.0.1,,5311666.0,487.0,2536.0,,430.0,https://pypi.org/project/jupyterlab,4874032.0,https://anaconda.org/conda-forge/jupyterlab,2023-07-13 13:08:37.316,8366858.0,2.0,@jupyterlab/ui-components,2023-07-13 10:49:07.151,2185.0,https://www.npmjs.com/package/@jupyterlab/ui-components,2023-07-13 10:53:30.787,351.0,217454.0,,,,,,,,,,,,,,,
20,xonsh,"Python-powered, cross-platform, Unix-gazing shell.",https://github.com/xonsh/xonsh,,kernels,31,False,xonsh,xonsh/xonsh,,https://github.com/xonsh/xonsh,BSD-1-Clause,2015-01-21 22:05:27.000,2023-07-27 07:47:55.000000,2023-07-27 07:47:51,10448.0,25.0,614.0,104.0,2568.0,269.0,2189.0,7145.0,2023-05-19 13:37:00.773,0.14.0,8952.0,6623.0,122.0,90.0,,313.0,https://pypi.org/project/xonsh,6534.0,,,,1.0,,2023-05-19 13:37:00.773,90.0,,,,,,,,,,,,,,,,,,,
21,papermill,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,31,True,papermill,nteract/papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2023-06-28 21:44:22.000000,2023-06-08 14:23:52,939.0,1.0,396.0,91.0,348.0,131.0,246.0,5320.0,2022-08-15 04:13:05.241,2.4.0,,1022049.0,72.0,5267.0,5049.0,109.0,https://pypi.org/project/papermill,1013995.0,https://anaconda.org/conda-forge/papermill,2023-06-16 16:09:40.383,475236.0,2.0,,2022-08-15 04:13:05.241,218.0,,,,,,,,,,,,,,,,,,,
22,bqplot,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,31,True,bqplot,bqplot/bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2023-07-27 13:38:57.000000,2023-07-27 13:38:57,3654.0,13.0,443.0,102.0,1036.0,217.0,367.0,3452.0,2023-07-11 13:52:57.000,0.12.40,,177531.0,62.0,44.0,44.0,62.0,https://pypi.org/project/bqplot,142298.0,https://anaconda.org/conda-forge/bqplot,2023-07-12 07:26:23.351,1191501.0,2.0,bqplot,,,https://www.npmjs.com/package/bqplot,,,3878.0,,,,,,,,,,,,,,,
23,nbdime,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,31,True,nbdime,jupyter/nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,BSD-3-Clause,2015-11-16 09:25:53.000,2023-07-27 08:20:18.000000,2023-04-30 15:45:30,2000.0,5.0,163.0,46.0,365.0,77.0,237.0,2484.0,2023-04-30 16:02:31.000,3.2.1,,228564.0,30.0,273.0,126.0,45.0,https://pypi.org/project/nbdime,178832.0,https://anaconda.org/conda-forge/nbdime,2023-06-16 13:24:46.315,892203.0,2.0,nbdime-jupyterlab,2023-04-30 15:45:50.349,144.0,https://www.npmjs.com/package/nbdime-jupyterlab,2023-04-22 13:32:12.327,3.0,38439.0,,,,,,,,,,,,,,,
24,jupyter-matplotlib,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,31,True,ipympl,matplotlib/ipympl,conda-forge/ipympl,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2023-07-03 20:07:54.000000,2023-06-16 01:18:19,510.0,2.0,212.0,39.0,246.0,141.0,151.0,1446.0,2023-02-15 19:39:15.846,0.11.3,,234880.0,49.0,8223.0,8084.0,32.0,https://pypi.org/project/ipympl,200155.0,https://anaconda.org/conda-forge/ipympl,2023-06-16 13:22:32.078,1394402.0,2.0,jupyter-matplotlib,2023-02-15 19:26:01.770,137.0,https://www.npmjs.com/package/jupyter-matplotlib,2023-02-15 19:39:15.846,2.0,16849.0,,,,,,,,,,,,,,,
25,KubeSpawner,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,31,True,jupyterhub-kubespawner,jupyterhub/kubespawner,conda-forge/jupyterhub-kubespawner,https://github.com/jupyterhub/kubespawner,BSD-3-Clause,2015-11-21 07:02:52.000,2023-07-26 08:11:01.000000,2023-07-26 08:11:00,1487.0,81.0,294.0,31.0,424.0,74.0,266.0,483.0,2023-05-31 09:13:00.761,6.0.0,,66798.0,35.0,147.0,133.0,81.0,https://pypi.org/project/jupyterhub-kubespawner,66194.0,https://anaconda.org/conda-forge/jupyterhub-kubespawner,2023-06-16 19:25:10.727,16935.0,1.0,,2018-01-30 12:48:13.000,14.0,,,,,,,,,,,,,,,,,,,
26,jupyter_server,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,31,True,jupyter_server,jupyter-server/jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,BSD-3-Clause,2016-09-21 19:18:45.000,2023-07-26 09:57:42.000000,2023-07-26 09:57:41,12634.0,28.0,233.0,38.0,899.0,134.0,267.0,403.0,2023-06-27 03:53:04.000,2.7.0,1785.0,15703646.0,100.0,,,512.0,https://pypi.org/project/jupyter_server,15498329.0,https://anaconda.org/conda-forge/jupyter_server,2023-06-27 13:00:55.378,6979262.0,3.0,,,,,,,,,,,,,,,,,,,,,,
27,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,31,True,oauthenticator,jupyterhub/oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,BSD-3-Clause,2014-09-23 21:37:06.000,2023-07-17 15:37:37.000000,2023-07-09 08:01:54,1446.0,161.0,348.0,24.0,385.0,47.0,230.0,372.0,2023-07-08 12:49:01.254,16.0.3,,24945.0,36.0,402.0,357.0,113.0,https://pypi.org/project/oauthenticator,23742.0,https://anaconda.org/conda-forge/oauthenticator,2023-07-08 14:41:34.429,39729.0,1.0,,2022-06-09 11:01:21.000,45.0,,,,,,,,,,,,,,,,,,,
28,nbclient,A client library for executing notebooks. Formally nbconverts ExecutePreprocessor.,https://github.com/jupyter/nbclient,,notebook-tools,31,True,nbclient,jupyter/nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,BSD-3-Clause,2020-01-13 17:29:49.000,2023-07-10 11:08:08.000000,2023-07-10 11:08:04,362.0,7.0,49.0,12.0,188.0,34.0,68.0,122.0,2023-05-22 15:04:06.000,0.8.0,344.0,11040462.0,32.0,115067.0,115067.0,37.0,https://pypi.org/project/nbclient,10782864.0,https://anaconda.org/conda-forge/nbclient,2023-06-16 19:18:04.408,10560958.0,1.0,,,,,,,,,,,,,,,,,,,,,,
29,Docker Stacks,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,30,True,,jupyter/docker-stacks,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2023-07-27 09:55:16.000000,2023-07-26 16:09:47,3390.0,90.0,2891.0,188.0,1116.0,22.0,809.0,7809.0,,,,932028.0,,,,233.0,,,,,,2.0,,,,,,,,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2023-07-26 18:12:28.093243,410.0,89474739.0,,,,,,,,,,
30,facets-overview,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,30,True,facets-overview,pair-code/facets,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-05-24 15:58:01.158000,2023-05-24 15:56:22,277.0,3.0,909.0,269.0,98.0,82.0,81.0,7148.0,2023-05-24 15:58:01.158,1.1.1,,157088.0,9.0,200.0,192.0,31.0,https://pypi.org/project/facets-overview,157088.0,,,,2.0,,2023-05-24 15:58:01.158,8.0,,,,,,,,,,,,,,,,,,,
31,Perspective,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",https://github.com/finos/perspective,,lab-extensions,30,True,perspective-python,finos/perspective,conda-forge/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2023-07-26 16:38:03.000000,2023-07-24 23:51:40,5696.0,119.0,769.0,109.0,1497.0,85.0,562.0,6508.0,2023-07-20 14:58:15.000,2.3.2,155.0,18709.0,41.0,11.0,11.0,92.0,https://pypi.org/project/perspective-python,6061.0,https://anaconda.org/conda-forge/perspective,2023-07-24 12:56:31.372,419004.0,1.0,@finos/perspective-jupyterlab,,,https://www.npmjs.com/package/@finos/perspective-jupyterlab,,,1169.0,,,,,,,,,,,,,,,
32,Contrib NBextensions,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,30,True,jupyter_contrib_nbextensions,ipython-contrib/jupyter_contrib_nbextensions,conda-forge/jupyter_contrib_nbextensions,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,BSD-3-Clause,2013-07-13 17:05:16.000,2023-06-16 13:22:12.750000,2022-12-21 19:56:24,2660.0,,803.0,135.0,847.0,352.0,460.0,5054.0,2022-11-15 17:33:00.905,0.7.0,,404942.0,18.0,239.0,,136.0,https://pypi.org/project/jupyter_contrib_nbextensions,383719.0,https://anaconda.org/conda-forge/jupyter_contrib_nbextensions,2023-06-16 13:22:12.750,1761531.0,1.0,,2022-11-15 17:33:00.905,239.0,,,,,,,,,,,,,,,,,,,
33,D-Tale,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,30,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-07-21 17:08:11.000000,2023-07-21 17:08:11,733.0,42.0,348.0,73.0,262.0,47.0,474.0,4160.0,2023-07-19 16:44:58.000,3.3.0,,125223.0,171.0,804.0,787.0,30.0,https://pypi.org/project/dtale,119005.0,https://anaconda.org/conda-forge/dtale,2023-07-19 17:10:42.907,236293.0,2.0,,2023-07-19 16:26:09.000,17.0,,,,,,,,,,,,,,,,,,,
34,dtale,Visualizer for pandas data structures.,https://github.com/man-group/dtale,,jupyter-extensions,30,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-07-21 17:08:11.000000,2023-07-21 17:08:11,733.0,42.0,340.0,73.0,262.0,47.0,474.0,4160.0,2023-07-19 16:44:58.000,3.3.0,,125223.0,133.0,787.0,787.0,30.0,https://pypi.org/project/dtale,119005.0,https://anaconda.org/conda-forge/dtale,2023-07-19 17:10:42.907,236293.0,1.0,,,,,,,,,,,,,,,,,,,,,,
35,ipyparallel,IPython Parallel: Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,30,False,ipyparallel,ipython/ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2023-07-27 00:28:48.000000,2023-07-27 00:28:47,2830.0,25.0,962.0,122.0,475.0,53.0,289.0,2440.0,2023-04-14 13:35:06.415,8.6.1,,259535.0,45.0,292.0,,112.0,https://pypi.org/project/ipyparallel,249492.0,https://anaconda.org/conda-forge/ipyparallel,2023-06-16 13:17:51.662,873777.0,1.0,,2023-04-14 13:35:06.415,292.0,,,,,,,,,,,,6.0,,,,,,,
36,JupyterLab LSP,Coding assistance for JupyterLab (code navigation + hover suggestions + linters + autocompletion + rename) using..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,30,True,jupyterlab-lsp,jupyter-lsp/jupyterlab-lsp,conda-forge/jupyter-lsp,https://github.com/jupyter-lsp/jupyterlab-lsp,BSD-3-Clause,2019-08-17 11:34:22.000,2023-07-20 02:00:05.000000,2023-05-28 15:11:21,2631.0,21.0,118.0,17.0,473.0,174.0,305.0,1545.0,2023-05-28 15:29:13.000,4.2.0,,43447.0,46.0,1587.0,1587.0,48.0,https://pypi.org/project/jupyterlab-lsp,26459.0,https://anaconda.org/conda-forge/jupyter-lsp,2023-06-16 19:21:35.480,336672.0,1.0,@krassowski/jupyterlab-lsp,,,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,,,7086.0,,,,,,,,,,,,,,,
37,JupyterLab Git,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,30,True,jupyterlab-git,jupyterlab/jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,BSD-3-Clause,2017-06-20 17:31:00.000,2023-07-26 12:34:02.000000,2023-07-19 14:27:24,1840.0,11.0,285.0,35.0,669.0,109.0,463.0,1281.0,2022-12-15 13:34:32.046,0.41.0,14.0,125873.0,69.0,51.0,21.0,86.0,https://pypi.org/project/jupyterlab-git,96126.0,https://anaconda.org/conda-forge/jupyterlab-git,2023-06-16 16:12:20.095,456354.0,1.0,@jupyterlab/git,2022-04-26 06:31:56.000,24.0,https://www.npmjs.com/package/@jupyterlab/git,2023-06-19 13:07:11.513,6.0,21450.0,,,,,,,,,,,,,,,
