,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,trending,cran_id,pypi,go_id,go_url,gem_id,hex_id,docs_url,bitbucket_id
80,pythreejs,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,24,False,pythreejs,jupyter-widgets/pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,,2013-12-23 17:02:11.000,2023-06-16 13:16:30.947000,2023-02-20 00:24:10,1723.0,,177.0,40.0,173.0,60.0,174.0,919.0,2022-08-31 09:02:38.000,2.4.1,,67917.0,18.0,30.0,30.0,30.0,https://pypi.org/project/pythreejs,,,59031.0,https://anaconda.org/conda-forge/pythreejs,2023-06-16 13:16:30.947,523510.0,3.0,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,,,3317.0,,,,,,,,,,,,,,,
81,gmaps,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,24,False,gmaps,pbugnion/gmaps,conda-forge/gmaps,https://github.com/pbugnion/gmaps,BSD-3-Clause,2014-12-01 09:12:06.000,2023-06-16 13:23:14.332000,2019-07-22 06:22:45,1380.0,,150.0,25.0,154.0,79.0,137.0,761.0,2019-07-21 08:49:48.715,0.9.0,,10377.0,96.0,51.0,4.0,16.0,https://pypi.org/project/gmaps,2021-12-15 15:42:57.506,44.0,5589.0,https://anaconda.org/conda-forge/gmaps,2023-06-16 13:23:14.332,310962.0,3.0,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,2019-07-21 08:49:48.715,3.0,996.0,,,,,,,,,,,,,,,
82,Bash Kernel,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,24,True,bash_kernel,takluyver/bash_kernel,conda-forge/bash_kernel,https://github.com/takluyver/bash_kernel,BSD-3-Clause,2014-06-27 00:27:25.000,2024-03-06 00:13:54.000000,2023-11-24 20:17:44,112.0,,126.0,27.0,36.0,36.0,67.0,671.0,2023-11-24 20:37:29.000,0.9.3,,38678.0,5.0,211.0,211.0,20.0,https://pypi.org/project/bash_kernel,,,34791.0,https://anaconda.org/conda-forge/bash_kernel,2023-11-25 15:23:54.394,159384.0,2.0,,,,,,,,,,,,,,,,,,,,
83,Mapbox GL,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,24,False,mapboxgl,mapbox/mapboxgl-jupyter,,https://github.com/mapbox/mapboxgl-jupyter,MIT,2017-08-08 15:10:51.000,2022-01-11 05:18:07.000000,2021-04-19 05:00:36,221.0,,138.0,132.0,91.0,43.0,67.0,648.0,2019-06-03 21:24:10.000,0.10.2,,16987.0,20.0,205.0,190.0,22.0,https://pypi.org/project/mapboxgl,2019-06-02 16:02:54.380,15.0,16987.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
84,Resource Usage,Jupyter Notebook Extension for monitoring your own Resource Usage.,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,24,True,jupyter-resource-usage,jupyter-server/jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,BSD-2-Clause,2016-04-22 07:01:34.000,2024-03-07 13:21:04.000000,2024-02-13 09:40:55,378.0,4.0,97.0,9.0,140.0,42.0,46.0,435.0,2023-08-29 14:10:55.000,1.0.1,265.0,51114.0,13.0,562.0,562.0,34.0,https://pypi.org/project/jupyter-resource-usage,,,38151.0,https://anaconda.org/conda-forge/nbresuse,2023-06-16 19:18:24.900,558426.0,2.0,@jupyter-server/resource-usage,https://www.npmjs.com/package/@jupyter-server/resource-usage,,,1324.0,,,,,,,,,,,,,,,
85,ipytest,Pytest in IPython notebooks.,https://github.com/chmp/ipytest,,notebook-tools,24,True,ipytest,chmp/ipytest,,https://github.com/chmp/ipytest,MIT,2016-02-07 20:24:41.000,2024-02-18 11:12:00.000000,2024-02-18 11:09:58,350.0,24.0,17.0,4.0,50.0,2.0,57.0,280.0,2024-02-18 11:12:00.000,0.14.0,,51662.0,41.0,395.0,373.0,5.0,https://pypi.org/project/ipytest,2024-02-18 11:12:00.000,22.0,51662.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
86,LDAP Authenticator,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,24,True,jupyterhub-ldapauthenticator,jupyterhub/ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,BSD-3-Clause,2016-01-17 05:11:49.000,2024-02-06 07:22:50.000000,2024-02-06 07:22:50,194.0,4.0,171.0,20.0,84.0,71.0,83.0,196.0,2020-08-28 12:01:56.000,1.3.2,,10163.0,9.0,138.0,131.0,32.0,https://pypi.org/project/jupyterhub-ldapauthenticator,2020-08-28 12:01:56.000,7.0,9667.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2023-06-16 16:08:49.184,34245.0,1.0,,,,,,,,,,,,,,,,,,,,
87,fastpages,"An easy to use blogging platform, with enhanced support for Jupyter Notebooks.",https://github.com/fastai/fastpages,,notebook-tools,23,False,,fastai/fastpages,,https://github.com/fastai/fastpages,Apache-2.0,2020-02-03 05:19:46.000,2022-11-13 18:05:19.000000,2022-11-13 18:05:19,1208.0,,756.0,44.0,326.0,,328.0,3513.0,2020-09-05 21:53:23.000,2.1.6,,,9.0,144.0,144.0,55.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
88,BinderHub,"Run your code in the cloud, with technology so advanced, it feels like magic!.",https://github.com/jupyterhub/binderhub,,notebook-sharing,23,True,binderhub,jupyterhub/binderhub,,https://github.com/jupyterhub/binderhub,BSD-3-Clause,2017-04-26 00:28:26.000,2024-03-07 02:48:51.000000,2024-03-06 21:39:22,3417.0,61.0,368.0,78.0,1127.0,198.0,484.0,2448.0,,,,45.0,1.0,9.0,9.0,95.0,https://pypi.org/project/binderhub,,,45.0,,,,3.0,,,,,,,,,,,,,,binderhub,,,,,,
89,IJavascript,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,23,False,,n-riesco/ijavascript,,https://github.com/n-riesco/ijavascript,,2015-02-02 15:46:34.000,2024-02-22 12:46:40.000000,2022-12-28 22:18:25,332.0,,152.0,42.0,44.0,55.0,188.0,2116.0,2021-11-15 23:43:33.000,5.2.1,,2001.0,33.0,85.0,85.0,17.0,,,,,,,,2.0,ijavascript,https://www.npmjs.com/package/ijavascript,,,2001.0,,,,,,,,,,,,,,,
90,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/widgetti/ipyvolume,,widgets,23,True,ipyvolume,maartenbreddels/ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2023-11-29 14:26:24.000000,2023-07-07 13:05:16,1007.0,,228.0,52.0,124.0,185.0,131.0,1898.0,,,,46025.0,20.0,16.0,16.0,45.0,https://pypi.org/project/ipyvolume,,,39554.0,https://anaconda.org/conda-forge/ipyvolume,2023-06-05 11:50:27.103,457035.0,3.0,ipyvolume,https://www.npmjs.com/package/ipyvolume,,,1095.0,,,,,,widgetti/ipyvolume,,,,,,,,,
91,Variable Inspector,Variable Inspector extension for Jupyterlab.,https://github.com/jupyterlab-contrib/jupyterlab-variableInspector,,lab-extensions,23,True,lckr-jupyterlab-variableinspector,lckr/jupyterlab-variableInspector,conda-forge/jupyterlab-variableinspector,https://github.com/jupyterlab-contrib/jupyterlab-variableInspector,BSD-3-Clause,2018-06-13 18:16:02.000,2024-02-21 08:05:27.000000,2024-02-21 08:05:26,193.0,6.0,87.0,27.0,120.0,41.0,131.0,1047.0,2024-01-23 13:04:13.000,3.2.1,46.0,15641.0,9.0,6.0,6.0,22.0,https://pypi.org/project/lckr-jupyterlab-variableinspector,,,12574.0,https://anaconda.org/conda-forge/jupyterlab-variableinspector,2024-01-23 17:07:03.089,24903.0,1.0,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,,,2355.0,,,,,,jupyterlab-contrib/jupyterlab-variableInspector,,,,,,,,,
92,nbQA,"Run ruff, isort, pyupgrade, mypy, pylint, flake8, and more on Jupyter Notebooks.",https://github.com/nbQA-dev/nbQA,,notebook-tools,23,True,nbqa,nbQA-dev/nbQA,conda-forge/nbqa,https://github.com/nbQA-dev/nbQA,MIT,2020-07-11 15:30:54.000,2024-03-03 21:17:57.330000,2024-03-03 16:27:06,709.0,9.0,37.0,8.0,552.0,7.0,283.0,943.0,2024-03-03 18:16:52.000,1.8.3,,147249.0,48.0,,,26.0,https://pypi.org/project/nbqa,,,143902.0,https://anaconda.org/conda-forge/nbqa,2024-03-03 21:17:57.330,137235.0,3.0,,,,,,,,,,,,,,,,,,,,
93,nglview,Jupyter widget to interactively view molecular structures and trajectories.,https://github.com/nglviewer/nglview,,widgets,23,False,nglview,nglviewer/nglview,conda-forge/nglview,https://github.com/nglviewer/nglview,,2015-11-09 16:48:57.000,2024-03-03 17:47:54.218000,2024-03-03 15:27:38,1444.0,8.0,128.0,24.0,614.0,26.0,456.0,769.0,2024-03-03 15:28:32.000,3.1.2,287.0,33446.0,84.0,4.0,4.0,38.0,https://pypi.org/project/nglview,,,11632.0,https://anaconda.org/conda-forge/nglview,2024-03-03 17:47:54.218,711207.0,3.0,nglview-js-widgets,https://www.npmjs.com/package/nglview-js-widgets,,,6008.0,,,,,,,,,,,,,,,
94,Enterprise Gateway,"A lightweight, multi-tenant, scalable and secure gateway that enables Jupyter Notebooks to share resources across..",https://github.com/jupyter-server/enterprise_gateway,,kernels,23,False,jupyter_enterprise_gateway,jupyter/enterprise_gateway,conda-forge/jupyter_enterprise_gateway,https://github.com/jupyter-server/enterprise_gateway,,2017-04-21 16:05:14.000,2024-03-06 12:01:24.000000,2024-02-20 05:04:04,1362.0,15.0,205.0,39.0,775.0,68.0,497.0,601.0,2024-02-20 05:17:30.000,3.2.3,34317.0,7340.0,38.0,,,116.0,https://pypi.org/project/jupyter_enterprise_gateway,,,3671.0,https://anaconda.org/conda-forge/jupyter_enterprise_gateway,2024-02-20 22:41:29.015,135448.0,2.0,,,,,,,,,,,jupyter-server/enterprise_gateway,,,,,,,,,
95,Kernel Gateway,Jupyter Kernel Gateway.,https://github.com/jupyter-server/kernel_gateway,,kernels,23,False,jupyter-kernel-gateway,jupyter/kernel_gateway,conda-forge/jupyter_kernel_gateway,https://github.com/jupyter-server/kernel_gateway,,2015-09-21 15:34:11.000,2024-03-01 17:11:52.020000,2024-02-29 15:08:14,621.0,55.0,122.0,39.0,213.0,16.0,169.0,476.0,2024-02-06 00:32:29.000,3.0.0,154.0,25106.0,16.0,,,47.0,https://pypi.org/project/jupyter-kernel-gateway,,,20577.0,https://anaconda.org/conda-forge/jupyter_kernel_gateway,2024-03-01 17:11:52.020,203735.0,2.0,,,,,,,,,,,jupyter-server/kernel_gateway,,,,,,,,,
96,Octave Kernel,An Octave kernel for IPython.,https://github.com/Calysto/octave_kernel,,kernels,23,False,octave_kernel,calysto/octave_kernel,conda-forge/octave_kernel,https://github.com/Calysto/octave_kernel,BSD-3-Clause,2014-07-31 01:59:06.000,2023-06-16 13:22:04.819000,2022-12-18 16:07:56,423.0,,64.0,24.0,52.0,33.0,150.0,436.0,2022-11-29 02:04:58.000,0.35.1,153.0,15542.0,36.0,71.0,71.0,20.0,https://pypi.org/project/octave_kernel,,,9602.0,https://anaconda.org/conda-forge/octave_kernel,2023-06-16 13:22:04.819,516702.0,2.0,,,,,,,,,,,,,,,,,,,,
97,xeus-python,Jupyter kernel for the Python programming language.,https://github.com/jupyter-xeus/xeus-python,,kernels,23,True,xeus-python,jupyter-xeus/xeus-python,conda-forge/xeus-python,https://github.com/jupyter-xeus/xeus-python,BSD-3-Clause,2018-10-12 13:18:30.000,2024-03-04 13:36:00.000000,2024-02-23 09:10:46,929.0,13.0,67.0,15.0,425.0,63.0,126.0,409.0,2023-11-29 16:23:49.000,0.15.11,,40850.0,88.0,3.0,,22.0,https://pypi.org/project/xeus-python,2023-12-22 15:54:22.000,3.0,10121.0,https://anaconda.org/conda-forge/xeus-python,2024-01-11 15:43:18.351,1382843.0,2.0,,,,,,,,,,,,,,,,,,,,
98,ThebeLab,Turn static HTML pages into live documents with Jupyter kernels.,https://github.com/executablebooks/thebe,,notebook-sharing,23,True,,executablebooks/thebe,,https://github.com/executablebooks/thebe,BSD-3-Clause,2017-03-14 12:17:22.000,2024-02-29 08:45:46.000000,2023-12-21 10:01:33,823.0,6.0,67.0,25.0,510.0,101.0,124.0,365.0,2021-10-26 10:05:57.827,0.8.2,,10182.0,19.0,11.0,10.0,29.0,,,,,,,,3.0,thebe,https://www.npmjs.com/package/thebe,2023-12-21 10:04:16.431,1.0,10182.0,,,,,,,,,,,,,,,
99,JupyterLab Templates,Support for jupyter notebook templates in jupyterlab.,https://github.com/finos/jupyterlab_templates,,lab-extensions,23,True,jupyterlab_templates,jpmorganchase/jupyterlab_templates,conda-forge/jupyterlab_templates,https://github.com/finos/jupyterlab_templates,Apache-2.0,2018-03-17 21:38:11.000,2024-02-19 14:43:47.000000,2024-02-19 14:43:46,466.0,31.0,62.0,16.0,160.0,8.0,83.0,362.0,2024-02-12 21:50:29.000,0.5.1,,21634.0,17.0,8.0,8.0,21.0,https://pypi.org/project/jupyterlab_templates,,,17904.0,https://anaconda.org/conda-forge/jupyterlab_templates,2023-08-17 13:29:47.158,18982.0,1.0,jupyterlab_templates,https://www.npmjs.com/package/jupyterlab_templates,,,3309.0,,,,,,finos/jupyterlab_templates,,,,,,,,,
100,jupyter-console,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,23,True,jupyter-console,jupyter/jupyter_console,conda-forge/jupyter_console,https://github.com/jupyter/jupyter_console,BSD-3-Clause,2015-04-09 06:58:55.000,2023-09-13 20:27:19.000000,2023-03-06 14:13:15,629.0,,144.0,28.0,141.0,62.0,94.0,240.0,2023-03-06 14:13:35.000,6.6.3,371.0,4401378.0,18.0,,,60.0,https://pypi.org/project/jupyter-console,,,4356236.0,https://anaconda.org/conda-forge/jupyter_console,2023-06-16 13:18:03.803,4287121.0,2.0,,,,,,,,,,,,-4.0,,,,,,,,
101,nbgitpuller,Jupyter server extension to sync a git repository one-way to a local path.,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,23,True,nbgitpuller,jupyterhub/nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,BSD-3-Clause,2017-05-24 19:41:10.000,2024-02-28 08:22:26.000000,2024-02-05 20:35:51,595.0,6.0,77.0,16.0,186.0,67.0,89.0,200.0,,,,27226.0,13.0,746.0,746.0,31.0,https://pypi.org/project/nbgitpuller,,,25257.0,https://anaconda.org/conda-forge/nbgitpuller,2023-08-07 11:09:29.679,84706.0,2.0,,,,,,,,,,,,,,,,,,,,
102,Hydrogen,"Run code interactively, inspect data, and plot. All the power of Jupyter kernels, inside your favorite text editor.",https://github.com/nteract/hydrogen,,notebook-environments,22,False,,nteract/hydrogen,,https://github.com/nteract/hydrogen,MIT,2015-05-11 01:16:55.000,2024-03-07 01:45:01.000000,2023-01-10 01:11:13,2371.0,,352.0,85.0,880.0,170.0,1103.0,3897.0,2023-01-10 01:02:49.000,2.16.5,,,92.0,,,90.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
103,gophernotes,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,22,True,,gopherdata/gophernotes,,https://github.com/gopherdata/gophernotes,MIT,2016-01-22 19:22:16.000,2023-11-03 18:02:49.000000,2023-11-03 18:01:39,402.0,,244.0,84.0,78.0,53.0,130.0,3744.0,2022-05-31 17:34:28.000,0.7.5,44.0,891.0,17.0,15.0,15.0,29.0,,,,,,,,2.0,,,,,,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,7.0,87412.0,,,,,github.com/gopherdata/gophernotes,https://pkg.go.dev/github.com/gopherdata/gophernotes,,,,
104,watermark,"An IPython magic extension for printing date and time stamps, version numbers, and hardware information.",https://github.com/rasbt/watermark,,magic,22,True,watermark,rasbt/watermark,conda-forge/watermark,https://github.com/rasbt/watermark,BSD-3-Clause,2014-07-30 03:46:33.000,2023-07-02 15:47:55.854000,2023-07-02 14:29:01,123.0,,88.0,13.0,47.0,19.0,28.0,858.0,2023-07-02 14:38:00.400,2.4.3,,35360.0,27.0,2334.0,2235.0,19.0,https://pypi.org/project/watermark,2023-07-02 14:38:00.400,99.0,28387.0,https://anaconda.org/conda-forge/watermark,2023-07-02 15:47:55.854,278953.0,2.0,,,,,,,,,,,,,,,,,,,,
105,Appmode,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,22,True,appmode,oschuett/appmode,conda-forge/appmode,https://github.com/oschuett/appmode,MIT,2017-03-17 13:33:53.000,2024-02-05 15:13:33.000000,2023-05-18 15:12:24,102.0,,66.0,24.0,16.0,5.0,54.0,429.0,2023-05-18 14:28:00.000,0.9.0,,6732.0,9.0,359.0,359.0,9.0,https://pypi.org/project/appmode,,,1702.0,https://anaconda.org/conda-forge/appmode,2024-02-05 12:45:27.862,221349.0,2.0,,,,,,,,,,,,,,,,,,,,
106,jupyter-server-proxy,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,22,True,jupyter-server-proxy,jupyterhub/jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,BSD-3-Clause,2016-10-18 22:02:06.000,2024-02-23 11:17:22.000000,2024-02-23 09:11:45,1079.0,25.0,134.0,18.0,267.0,62.0,129.0,322.0,2018-12-10 14:39:58.000,0.8.8,,232061.0,18.0,,,71.0,https://pypi.org/project/jupyter-server-proxy,,,197232.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2023-09-25 14:14:34.674,1453107.0,2.0,@jupyterlab/server-proxy,https://www.npmjs.com/package/@jupyterlab/server-proxy,,,3240.0,,,,,,,-4.0,,,,,,,,
107,scrapbook,A library for recording and reading data in notebooks.,https://github.com/nteract/scrapbook,,notebook-sharing,22,False,nteract-scrapbook,nteract/scrapbook,conda-forge/nteract-scrapbook,https://github.com/nteract/scrapbook,BSD-3-Clause,2018-10-22 04:17:04.000,2023-06-16 19:17:54.716000,2022-04-13 16:57:42,184.0,,28.0,18.0,41.0,24.0,26.0,277.0,2021-01-06 19:12:18.000,0.4.2,,11014.0,7.0,353.0,335.0,11.0,https://pypi.org/project/nteract-scrapbook,2021-01-06 19:12:18.000,18.0,10689.0,https://anaconda.org/conda-forge/nteract-scrapbook,2023-06-16 19:17:54.716,15959.0,3.0,,,,,,,,,,,,,,,,,,,,
108,ipywebrtc,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,22,True,ipywebrtc,maartenbreddels/ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,MIT,2017-08-10 18:07:51.000,2024-02-20 10:19:50.000000,2024-02-06 14:17:16,218.0,1.0,38.0,10.0,79.0,34.0,28.0,231.0,,,,39647.0,8.0,1008.0,1008.0,10.0,https://pypi.org/project/ipywebrtc,,,35065.0,https://anaconda.org/conda-forge/ipywebrtc,2023-06-16 13:24:24.196,334052.0,3.0,jupyter-webrtc,https://www.npmjs.com/package/jupyter-webrtc,,,354.0,,,,,,,,,,,,,,,
109,BatchSpawner,Custom Spawner for Jupyterhub to start servers in batch scheduled systems.,https://github.com/jupyterhub/batchspawner,,hub-spawners,22,True,batchspawner,jupyterhub/batchspawner,,https://github.com/jupyterhub/batchspawner,BSD-3-Clause,2015-10-27 03:53:10.000,2024-03-07 10:14:37.000000,2024-02-20 18:19:41,419.0,12.0,128.0,17.0,158.0,75.0,83.0,170.0,2022-10-05 04:48:28.224,1.2.0,,3800.0,10.0,36.0,32.0,45.0,https://pypi.org/project/batchspawner,2022-10-05 04:48:28.224,4.0,3800.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
110,ipylab,Control JupyterLab from Python Notebooks with Jupyter Widgets.,https://github.com/jtpio/ipylab,,lab-extensions,22,True,ipylab,jtpio/ipylab,conda-forge/ipylab,https://github.com/jtpio/ipylab,BSD-3-Clause,2019-11-15 19:52:12.000,2024-02-26 10:21:36.000000,2023-10-09 07:01:31,224.0,,13.0,8.0,90.0,25.0,22.0,168.0,2023-08-11 05:48:03.000,1.0.0,133.0,110276.0,15.0,98.0,98.0,7.0,https://pypi.org/project/ipylab,,,109097.0,https://anaconda.org/conda-forge/ipylab,2023-08-11 12:01:52.980,28713.0,2.0,ipylab,https://www.npmjs.com/package/ipylab,,,422.0,,,,,,,,,,,,,,,
111,Native Authenticator,JupyterHub-native User Authenticator.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,22,True,jupyterhub-nativeauthenticator,jupyterhub/nativeauthenticator,,https://github.com/jupyterhub/nativeauthenticator,BSD-3-Clause,2018-12-03 17:38:18.000,2024-02-06 07:26:19.000000,2024-02-06 07:26:18,583.0,9.0,63.0,13.0,159.0,33.0,73.0,69.0,2023-05-22 08:28:01.738,1.2.0,,11668.0,13.0,75.0,75.0,22.0,https://pypi.org/project/jupyterhub-nativeauthenticator,2022-09-09 11:33:03.525,,11668.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
112,LTI Authenticator,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,22,True,jupyterhub-ltiauthenticator,jupyterhub/ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,BSD-3-Clause,2017-12-15 02:54:15.000,2024-03-06 20:09:58.000000,2024-03-06 20:09:57,469.0,26.0,50.0,7.0,144.0,4.0,47.0,62.0,2024-01-04 13:15:25.000,1.6.2,,2940.0,14.0,115.0,106.0,18.0,https://pypi.org/project/jupyterhub-ltiauthenticator,2024-01-04 13:15:25.000,9.0,2940.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
113,ML Workspace,All-in-one web-based IDE specialized for machine learning and data science.,https://github.com/ml-tooling/ml-workspace,,notebook-environments,21,True,,ml-tooling/ml-workspace,,https://github.com/ml-tooling/ml-workspace,Apache-2.0,2019-05-27 16:55:15.000,2023-11-14 19:49:37.000000,2023-11-14 19:49:36,847.0,,424.0,73.0,33.0,2.0,92.0,3325.0,2021-07-13 22:12:59.000,0.13.2,,9538.0,4.0,,,12.0,,,,,,,,3.0,,,,,,mltooling/ml-workspace,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,27.0,553211.0,,,,,,,,,,
114,xeus-cling,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,21,True,,jupyter-xeus/xeus-cling,conda-forge/xeus-cling,https://github.com/jupyter-xeus/xeus-cling,BSD-3-Clause,2017-04-20 15:35:44.000,2024-01-06 22:00:58.000000,2023-08-05 06:50:25,531.0,,282.0,66.0,225.0,167.0,126.0,2897.0,,,,5185.0,20.0,,,26.0,,,,,https://anaconda.org/conda-forge/xeus-cling,2023-11-11 12:27:30.968,233365.0,2.0,,,,,,,,,,,,,,,,,,,,
115,IHaskell,A Haskell kernel for the Jupyter project.,https://github.com/IHaskell/IHaskell,,kernels,21,True,,gibiansky/IHaskell,,https://github.com/IHaskell/IHaskell,MIT,2013-08-26 07:16:09.000,2024-03-03 05:28:36.000000,2024-03-03 02:36:27,2278.0,52.0,249.0,49.0,697.0,39.0,741.0,2536.0,,,,6.0,,,,114.0,,,,,,,,2.0,ihaskell_jupyterlab,https://www.npmjs.com/package/ihaskell_jupyterlab,,,6.0,,,,,,IHaskell/IHaskell,,,,,,,,,
116,JupyterLab Dash,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,21,False,jupyterlab-dash,plotly/jupyterlab-dash,,https://github.com/plotly/jupyterlab-dash,MIT,2018-11-07 19:47:52.000,2021-01-22 17:06:54.671000,2020-05-19 11:44:34,41.0,,237.0,52.0,12.0,22.0,8.0,885.0,2021-01-22 17:06:54.671,0.4.0,,3956.0,10.0,621.0,617.0,7.0,https://pypi.org/project/jupyterlab-dash,2019-07-13 16:38:26.000,1.0,1869.0,,,,1.0,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,2021-01-22 17:06:54.671,3.0,2087.0,,,,,,,,,,,,,,,
117,What-If Tool,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,21,True,witwidget,PAIR-code/what-if-tool,conda-forge/tensorboard-plugin-wit,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2024-02-21 01:44:13.000000,2024-02-01 21:38:56,330.0,1.0,161.0,29.0,110.0,80.0,56.0,874.0,2021-10-12 17:42:50.869,1.8.1,,52286.0,40.0,8.0,2.0,20.0,https://pypi.org/project/witwidget,2021-10-12 17:42:30.000,4.0,3360.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2023-06-16 19:20:28.498,2135355.0,3.0,wit-widget,https://www.npmjs.com/package/wit-widget,2021-10-12 17:42:50.869,2.0,1474.0,,,,,,,,,,,,,,,
118,IRuby,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,21,True,,SciRuby/iruby,,https://github.com/SciRuby/iruby,MIT,2015-03-03 18:05:50.000,2024-02-08 14:58:01.000000,2024-02-08 14:58:00,722.0,4.0,22.0,30.0,144.0,45.0,147.0,826.0,2021-08-17 16:20:34.000,0.7.4,15.0,19.0,10.0,226.0,226.0,47.0,,,,,,,,2.0,,,,,,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2023-02-03 04:21:45.711711,5.0,2117.0,,,,,,,iruby,,,
119,Code Formatter,A JupyterLab plugin to facilitate invocation of code formatters.,https://github.com/ryantam626/jupyterlab_code_formatter,,lab-extensions,21,True,jupyterlab_code_formatter,ryantam626/jupyterlab_code_formatter,conda-forge/jupyterlab_code_formatter,https://github.com/ryantam626/jupyterlab_code_formatter,MIT,2018-08-12 20:50:17.000,2024-01-30 13:49:51.000000,2023-06-18 21:06:46,488.0,,52.0,7.0,139.0,29.0,165.0,789.0,,,,84070.0,42.0,,,42.0,https://pypi.org/project/jupyterlab_code_formatter,,,70962.0,https://anaconda.org/conda-forge/jupyterlab_code_formatter,2023-06-16 16:15:01.154,699531.0,2.0,@ryantam626/jupyterlab_code_formatter,https://www.npmjs.com/package/@ryantam626/jupyterlab_code_formatter,,,1252.0,,,,,,,,,,,,,,,
