,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,pypi_latest_release_published_at,pypi_dependent_project_count,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,trending,cran_id,pypi,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,bitbucket_id
78,jupyter-console,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,25,True,jupyter-console,jupyter/jupyter_console,conda-forge/jupyter_console,https://github.com/jupyter/jupyter_console,BSD-3-Clause,2015-04-09 06:58:55.000,2023-06-16 13:18:03.803000,2023-03-06 14:13:15,629.0,,144.0,27.0,140.0,60.0,93.0,221.0,2023-03-06 14:13:35.000,6.6.3,280.0,4497965.0,18.0,,,60.0,https://pypi.org/project/jupyter-console,4455246.0,https://anaconda.org/conda-forge/jupyter_console,2023-06-16 13:18:03.803,3672338.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
79,LDAP Authenticator,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,25,True,jupyterhub-ldapauthenticator,jupyterhub/ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,BSD-3-Clause,2016-01-17 05:11:49.000,2023-06-16 16:08:49.184000,2023-06-05 08:00:57,186.0,19.0,166.0,20.0,78.0,65.0,83.0,188.0,2020-08-28 12:01:56.000,1.3.2,,10441.0,9.0,119.0,112.0,32.0,https://pypi.org/project/jupyterhub-ldapauthenticator,9920.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2023-06-16 16:08:49.184,31291.0,1.0,,2020-08-28 12:01:56.000,7.0,,,,,,,,,,,,,,,,,,,,
80,jdaviz,JWST astronomical data analysis tools in the Jupyter platform.,https://github.com/spacetelescope/jdaviz,,widgets,25,True,jdaviz,spacetelescope/jdaviz,,https://github.com/spacetelescope/jdaviz,BSD-3-Clause,2019-05-07 17:54:06.000,2023-06-29 13:58:20.000000,2023-06-23 14:22:42,4418.0,149.0,47.0,18.0,1369.0,292.0,602.0,96.0,2023-05-25 17:31:49.000,3.5.0,,1535.0,25.0,24.0,24.0,28.0,https://pypi.org/project/jdaviz,1535.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
81,Contrib NBextensions,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,24,False,jupyter_contrib_nbextensions,ipython-contrib/jupyter_contrib_nbextensions,conda-forge/jupyter_contrib_nbextensions,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,2013-07-13 17:05:16.000,2023-06-16 13:22:12.750000,2022-12-21 19:56:24,2660.0,,777.0,136.0,847.0,336.0,460.0,5047.0,2022-11-15 17:24:23.000,0.7.0,,357293.0,16.0,,,136.0,https://pypi.org/project/jupyter_contrib_nbextensions,336171.0,https://anaconda.org/conda-forge/jupyter_contrib_nbextensions,2023-06-16 13:22:12.750,1732033.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
82,BinderHub,"Run your code in the cloud, with technology so advanced, it feels like magic!.",https://github.com/jupyterhub/binderhub,,notebook-sharing,24,True,binderhub,jupyterhub/binderhub,,https://github.com/jupyterhub/binderhub,BSD-3-Clause,2017-04-26 00:28:26.000,2023-06-27 21:03:57.000000,2023-06-14 11:11:42,3148.0,112.0,377.0,80.0,1026.0,222.0,477.0,2337.0,2018-11-07 17:41:58.000,0.1.0,,25.0,1.0,9.0,9.0,95.0,https://pypi.org/project/binderhub,25.0,,,,3.0,,2018-11-07 17:41:58.000,,,,,,,,,,,,,,binderhub,,,,,,,
83,datapane,Build full-stack data apps in 100% Python.,https://github.com/datapane/datapane,,others,24,True,datapane,datapane/datapane,conda-forge/datapane,https://github.com/datapane/datapane,Apache-2.0,2020-04-23 20:56:54.000,2023-06-16 19:20:42.042000,2023-04-21 13:42:57,345.0,20.0,77.0,16.0,118.0,5.0,106.0,1248.0,2023-05-24 10:15:36.748,0.16.5,,18869.0,87.0,11.0,,16.0,https://pypi.org/project/datapane,16976.0,https://anaconda.org/conda-forge/datapane,2023-06-16 19:20:42.042,66268.0,3.0,,2022-04-09 14:26:48.000,11.0,,,,,,,,,,,,,,,,,,,,
84,Octave Kernel,An Octave kernel for IPython.,https://github.com/Calysto/octave_kernel,,kernels,24,True,octave_kernel,calysto/octave_kernel,conda-forge/octave_kernel,https://github.com/Calysto/octave_kernel,BSD-3-Clause,2014-07-31 01:59:06.000,2023-06-16 13:22:04.819000,2022-12-18 16:07:56,423.0,,63.0,24.0,52.0,32.0,150.0,430.0,2022-11-29 02:05:39.186,0.35.1,124.0,12121.0,114.0,54.0,47.0,20.0,https://pypi.org/project/octave_kernel,5837.0,https://anaconda.org/conda-forge/octave_kernel,2023-06-16 13:22:04.819,490090.0,2.0,,2022-03-31 08:36:20.000,7.0,,,,,,,,,,,,,,,,,,,,
85,ThebeLab,Turn static HTML pages into live documents with Jupyter kernels.,https://github.com/executablebooks/thebe,,notebook-sharing,24,True,,executablebooks/thebe,,https://github.com/executablebooks/thebe,BSD-3-Clause,2017-03-14 12:17:22.000,2023-06-29 08:56:34.000000,2023-06-27 14:52:31,750.0,43.0,58.0,24.0,457.0,82.0,109.0,328.0,2021-10-26 10:05:57.827,0.8.2,,10738.0,13.0,7.0,6.0,27.0,,,,,,3.0,thebe,,,https://www.npmjs.com/package/thebe,2023-05-31 20:39:55.981,1.0,10738.0,,,,,,,,,,,,,,,,
86,Metakernel,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,24,True,metakernel,Calysto/metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,BSD-3-Clause,2014-08-24 20:53:45.000,2023-06-16 13:17:52.879000,2023-04-25 16:12:26,1139.0,1.0,84.0,17.0,120.0,29.0,115.0,313.0,2022-12-12 16:23:09.261,0.29.4,96.0,26954.0,96.0,825.0,749.0,32.0,https://pypi.org/project/metakernel,18630.0,https://anaconda.org/conda-forge/metakernel,2023-06-16 13:17:52.879,715512.0,2.0,,2022-03-29 15:39:38.000,76.0,,,,,,,,,,,,,,,,,,,,
87,ipytest,Pytest in IPython notebooks.,https://github.com/chmp/ipytest,,notebook-tools,24,True,ipytest,chmp/ipytest,,https://github.com/chmp/ipytest,MIT,2016-02-07 20:24:41.000,2023-05-19 07:54:53.000000,2023-05-19 07:54:10,322.0,32.0,19.0,5.0,43.0,1.0,56.0,265.0,2023-05-19 07:54:53.000,0.13.3,,24563.0,20.0,289.0,289.0,5.0,https://pypi.org/project/ipytest,24563.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
88,nbgitpuller,Jupyter server extension to sync a git repository one-way to a local path.,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,24,True,nbgitpuller,jupyterhub/nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,BSD-3-Clause,2017-05-24 19:41:10.000,2023-06-16 16:15:48.436000,2023-06-01 07:25:57,552.0,24.0,72.0,15.0,167.0,60.0,85.0,182.0,,,,29527.0,12.0,642.0,642.0,29.0,https://pypi.org/project/nbgitpuller,28097.0,https://anaconda.org/conda-forge/nbgitpuller,2023-06-16 16:15:48.436,68686.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
89,Jupyter Themes,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,23,True,jupyterthemes,dunovank/jupyter-themes,,https://github.com/dunovank/jupyter-themes,MIT,2014-12-10 23:22:23.000,2023-05-30 13:48:44.000000,2023-05-30 13:48:44,637.0,1.0,1056.0,160.0,78.0,190.0,201.0,9587.0,,,,30446.0,,,,43.0,https://pypi.org/project/jupyterthemes,30446.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
90,Hydrogen,"Run code interactively, inspect data, and plot. All the power of Jupyter kernels, inside your favorite text editor.",https://github.com/nteract/hydrogen,,notebook-environments,23,True,,nteract/hydrogen,,https://github.com/nteract/hydrogen,MIT,2015-05-11 01:16:55.000,2023-06-29 10:04:42.000000,2023-01-10 01:11:13,2371.0,,352.0,91.0,874.0,170.0,1100.0,3859.0,2023-01-10 01:02:49.000,2.16.5,,,92.0,,,90.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
91,fastpages,"An easy to use blogging platform, with enhanced support for Jupyter Notebooks.",https://github.com/fastai/fastpages,,notebook-tools,23,True,,fastai/fastpages,,https://github.com/fastai/fastpages,Apache-2.0,2020-02-03 05:19:46.000,2022-11-13 18:05:19.000000,2022-11-13 18:05:19,1208.0,,769.0,44.0,326.0,,328.0,3487.0,2020-09-05 21:53:23.000,2.1.6,,,9.0,142.0,142.0,55.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
92,notedown,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,23,False,notedown,aaren/notedown,conda-forge/notedown,https://github.com/aaren/notedown,BSD-2-Clause,2014-02-17 17:28:59.000,2023-06-16 16:08:46.317000,2017-11-16 19:29:56,264.0,,114.0,20.0,29.0,46.0,29.0,842.0,2017-11-16 17:59:43.000,1.5.1,,8231.0,26.0,256.0,227.0,7.0,https://pypi.org/project/notedown,7646.0,https://anaconda.org/conda-forge/notedown,2023-06-16 16:08:46.317,35120.0,3.0,,2017-11-16 17:59:43.000,29.0,,,,,,,,,,,,,,,,,,,,
93,Bash Kernel,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,23,True,bash_kernel,takluyver/bash_kernel,conda-forge/bash_kernel,https://github.com/takluyver/bash_kernel,BSD-3-Clause,2014-06-27 00:27:25.000,2023-06-29 13:29:49.000000,2023-06-29 13:29:16,104.0,3.0,139.0,27.0,31.0,37.0,65.0,638.0,2023-06-29 13:30:26.682,0.9.1,,15276.0,13.0,177.0,150.0,17.0,https://pypi.org/project/bash_kernel,12472.0,https://anaconda.org/conda-forge/bash_kernel,2023-06-16 16:16:52.485,126215.0,2.0,,2022-12-17 19:23:02.426,27.0,,,,,,,,,,,5.0,,,,,,,,,
94,Mapbox GL,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,23,False,mapboxgl,mapbox/mapboxgl-jupyter,,https://github.com/mapbox/mapboxgl-jupyter,MIT,2017-08-08 15:10:51.000,2022-01-11 05:18:07.000000,2021-04-19 05:00:36,221.0,,133.0,119.0,91.0,34.0,67.0,638.0,2019-06-03 21:24:10.000,0.10.2,,13283.0,14.0,163.0,163.0,21.0,https://pypi.org/project/mapboxgl,13283.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
95,pivottablejs,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,23,False,pivottablejs,nicolaskruchten/jupyter_pivottablejs,anaconda/pivottablejs,https://github.com/nicolaskruchten/jupyter_pivottablejs,MIT,2015-09-09 13:39:18.000,2023-06-16 13:18:14.055000,2018-12-04 14:43:25,32.0,,73.0,22.0,7.0,21.0,41.0,574.0,2018-01-15 18:14:37.000,0.9.0,,21739.0,10.0,369.0,348.0,3.0,https://pypi.org/project/pivottablejs,21713.0,https://anaconda.org/anaconda/pivottablejs,2023-06-16 13:18:14.055,2367.0,3.0,,2018-01-15 18:14:37.000,21.0,,,,,,,,,,,,,,,,,,,,
96,JupyterLab Drawio,A standalone embedding of the FOSS drawio / mxgraph package into jupyterlab.,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,23,False,jupyterlab-drawio,QuantStack/jupyterlab-drawio,conda-forge/jupyterlab-drawio,https://github.com/QuantStack/jupyterlab-drawio,BSD-3-Clause,2018-01-31 16:38:30.000,2023-06-16 19:25:47.823000,2021-06-29 12:29:51,101.0,,66.0,29.0,52.0,42.0,25.0,571.0,2021-04-29 10:22:28.814,0.9.0,,4983.0,11.0,1325.0,1323.0,16.0,https://pypi.org/project/jupyterlab-drawio,1876.0,https://anaconda.org/conda-forge/jupyterlab-drawio,2023-06-16 19:25:47.823,17363.0,1.0,jupyterlab-drawio,2021-04-29 10:19:55.000,,https://www.npmjs.com/package/jupyterlab-drawio,2021-04-29 10:22:28.814,2.0,2413.0,,,,,,,5.0,,,,,,,,,
97,Enterprise Gateway,"A lightweight, multi-tenant, scalable and secure gateway that enables Jupyter Notebooks to share resources across..",https://github.com/jupyter-server/enterprise_gateway,,kernels,23,False,jupyter_enterprise_gateway,jupyter/enterprise_gateway,conda-forge/jupyter_enterprise_gateway,https://github.com/jupyter-server/enterprise_gateway,,2017-04-21 16:05:14.000,2023-06-26 22:00:04.000000,2023-06-22 22:53:00,1337.0,14.0,207.0,42.0,722.0,63.0,490.0,560.0,2023-03-18 23:02:09.000,3.2.2,29631.0,4626.0,40.0,,,112.0,https://pypi.org/project/jupyter_enterprise_gateway,2329.0,https://anaconda.org/conda-forge/jupyter_enterprise_gateway,2023-06-16 13:24:38.315,124754.0,2.0,,2022-01-27 22:13:14.000,,,,,,,,,,,jupyter-server/enterprise_gateway,,,,,,,,,,
98,Appmode,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,23,True,appmode,oschuett/appmode,conda-forge/appmode,https://github.com/oschuett/appmode,MIT,2017-03-17 13:33:53.000,2023-06-16 13:23:23.036000,2023-05-18 15:12:24,102.0,5.0,69.0,25.0,16.0,4.0,53.0,419.0,2023-05-18 14:28:00.000,0.9.0,,4643.0,9.0,349.0,349.0,9.0,https://pypi.org/project/appmode,1501.0,https://anaconda.org/conda-forge/appmode,2023-06-16 13:23:23.036,210515.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
99,nbval,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,23,False,nbval,computationalmodelling/nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,,2015-04-09 09:40:33.000,2023-06-16 13:18:53.317000,2023-01-11 11:27:13,465.0,,46.0,11.0,95.0,38.0,65.0,407.0,,,,144002.0,8.0,2343.0,2343.0,33.0,https://pypi.org/project/nbval,139269.0,https://anaconda.org/conda-forge/nbval,2023-06-16 13:18:53.317,350260.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
100,ipydatagrid,Fast Datagrid widget for the Jupyter Notebook and JupyterLab.,https://github.com/bloomberg/ipydatagrid,,widgets,23,True,ipydatagrid,bloomberg/ipydatagrid,conda-forge/ipydatagrid,https://github.com/bloomberg/ipydatagrid,BSD-3-Clause,2019-07-19 09:06:19.000,2023-06-16 19:25:00.911000,2023-05-22 15:56:06,759.0,3.0,41.0,14.0,309.0,48.0,64.0,397.0,2023-05-23 07:55:17.000,1.1.16,,8964.0,36.0,74.0,74.0,17.0,https://pypi.org/project/ipydatagrid,7041.0,https://anaconda.org/conda-forge/ipydatagrid,2023-06-16 19:25:00.911,44708.0,3.0,ipydatagrid,,,https://www.npmjs.com/package/ipydatagrid,,,327.0,,,,,,,,,,,,,,,,
101,jupyter-server-proxy,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,23,True,jupyter-server-proxy,jupyterhub/jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,BSD-3-Clause,2016-10-18 22:02:06.000,2023-06-27 22:29:40.000000,2023-06-27 22:29:39,994.0,79.0,125.0,18.0,235.0,62.0,118.0,294.0,2018-12-10 14:39:58.000,0.8.8,,171094.0,17.0,2.0,2.0,69.0,https://pypi.org/project/jupyter-server-proxy,139810.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2023-06-16 16:14:16.845,1332989.0,2.0,@jupyterlab/server-proxy,,,https://www.npmjs.com/package/@jupyterlab/server-proxy,,,5650.0,,,,,,,-4.0,,,,,,,,,
102,scrapbook,A library for recording and reading data in notebooks.,https://github.com/nteract/scrapbook,,notebook-sharing,23,False,nteract-scrapbook,nteract/scrapbook,conda-forge/nteract-scrapbook,https://github.com/nteract/scrapbook,BSD-3-Clause,2018-10-22 04:17:04.000,2023-06-16 19:17:54.716000,2022-04-13 16:57:42,184.0,,27.0,19.0,41.0,24.0,25.0,261.0,2021-01-06 19:12:18.000,0.4.2,,20248.0,7.0,275.0,252.0,11.0,https://pypi.org/project/nteract-scrapbook,19882.0,https://anaconda.org/conda-forge/nteract-scrapbook,2023-06-16 19:17:54.716,14643.0,3.0,,2021-01-06 19:12:18.000,23.0,,,,,,,,,,,,,,,,,,,,
103,ipycytoscape,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,23,True,ipycytoscape,cytoscape/ipycytoscape,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,BSD-3-Clause,2020-02-05 13:46:52.000,2023-06-16 19:18:19.577000,2023-05-23 19:06:45,716.0,1.0,59.0,31.0,191.0,62.0,99.0,233.0,2022-04-04 22:26:36.000,1.3.3,3.0,22980.0,22.0,164.0,146.0,32.0,https://pypi.org/project/ipycytoscape,14321.0,https://anaconda.org/conda-forge/ipycytoscape,2023-06-16 19:18:19.577,306964.0,3.0,jupyter-cytoscape,2022-04-04 22:26:36.000,16.0,https://www.npmjs.com/package/jupyter-cytoscape,2022-04-04 22:06:25.396,2.0,789.0,,,,,,,,,,,,,,,,
104,ipywebrtc,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,23,True,ipywebrtc,maartenbreddels/ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,MIT,2017-08-10 18:07:51.000,2023-06-16 13:24:24.196000,2023-03-06 12:26:30,217.0,,36.0,12.0,74.0,30.0,28.0,228.0,,,,60676.0,8.0,829.0,829.0,9.0,https://pypi.org/project/ipywebrtc,55801.0,https://anaconda.org/conda-forge/ipywebrtc,2023-06-16 13:24:24.196,314462.0,3.0,jupyter-webrtc,,,https://www.npmjs.com/package/jupyter-webrtc,,,383.0,,,,,,,,,,,,,,,,
105,Native Authenticator,JupyterHub-native User Authenticator.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,23,True,jupyterhub-nativeauthenticator,jupyterhub/nativeauthenticator,,https://github.com/jupyterhub/nativeauthenticator,BSD-3-Clause,2018-12-03 17:38:18.000,2023-06-06 07:05:13.000000,2023-06-06 07:05:12,562.0,39.0,63.0,11.0,149.0,30.0,73.0,63.0,2023-05-22 08:28:01.738,1.2.0,,7877.0,13.0,53.0,53.0,22.0,https://pypi.org/project/jupyterhub-nativeauthenticator,7877.0,,,,2.0,,2022-09-09 11:33:03.525,,,,,,,,,,,,,,,,,,,,,
106,LTI Authenticator,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,23,True,jupyterhub-ltiauthenticator,jupyterhub/ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,BSD-3-Clause,2017-12-15 02:54:15.000,2023-06-16 08:51:50.000000,2023-06-16 08:51:49,432.0,46.0,49.0,7.0,123.0,3.0,43.0,57.0,2023-06-16 08:44:01.377,1.6.1,,2159.0,13.0,99.0,90.0,18.0,https://pypi.org/project/jupyterhub-ltiauthenticator,2159.0,,,,2.0,,2021-11-15 20:11:03.000,9.0,,,,,,,,,,,,,,,,,,,,
107,gophernotes,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,22,True,,gopherdata/gophernotes,,https://github.com/gopherdata/gophernotes,MIT,2016-01-22 19:22:16.000,2023-03-29 09:07:02.000000,2023-03-29 09:05:21,401.0,,238.0,83.0,78.0,52.0,128.0,3607.0,2022-05-31 17:34:28.000,0.7.5,43.0,975.0,22.0,13.0,12.0,29.0,,,,,,2.0,,,,,,,,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,7.0,86803.0,,,,,github.com/gopherdata/gophernotes,https://pkg.go.dev/github.com/gopherdata/gophernotes,2022-05-31 17:31:46,1.0,,,
108,colabcode,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,22,False,colabcode,abhishekkrthakur/colabcode,,https://github.com/abhishekkrthakur/colabcode,MIT,2020-09-09 10:06:26.000,2023-05-31 15:54:53.000000,2021-06-11 15:16:36,44.0,,284.0,19.0,39.0,63.0,33.0,1929.0,2021-06-11 15:17:12.000,0.3.0,,4609.0,13.0,125.0,125.0,8.0,https://pypi.org/project/colabcode,4609.0,,,,3.0,,2021-06-11 15:17:12.000,,,,,,,,,,,,,,,,,,,,,
109,JupyterLab Dash,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,22,False,jupyterlab-dash,plotly/jupyterlab-dash,,https://github.com/plotly/jupyterlab-dash,MIT,2018-11-07 19:47:52.000,2021-01-22 17:06:54.671000,2020-05-19 11:44:34,41.0,,237.0,49.0,12.0,22.0,8.0,884.0,2021-01-22 17:06:54.671,0.4.0,,9704.0,10.0,424.0,420.0,7.0,https://pypi.org/project/jupyterlab-dash,1362.0,,,,2.0,jupyterlab-dash,2019-07-13 16:38:26.000,2.0,https://www.npmjs.com/package/jupyterlab-dash,2021-01-22 17:06:54.671,2.0,8342.0,,,,,,,,,,,,,,,,
110,ipyvizzu,Build animated charts in Jupyter Notebook and similar environments with a simple Python syntax.,https://github.com/vizzuhq/ipyvizzu,,widgets,22,True,ipyvizzu,vizzuhq/ipyvizzu,,https://github.com/vizzuhq/ipyvizzu,Apache-2.0,2022-01-05 22:37:39.000,2023-06-10 11:49:33.000000,2023-06-10 11:48:53,973.0,32.0,83.0,17.0,158.0,24.0,61.0,840.0,2023-03-22 07:06:54.000,0.15.0,84.0,655.0,20.0,59.0,59.0,19.0,https://pypi.org/project/ipyvizzu,651.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
111,JupyterLab Debugger,"A visual debugger for Jupyter notebooks, consoles, and source files.",https://github.com/jupyterlab/debugger,,lab-extensions,22,False,,jupyterlab/debugger,,https://github.com/jupyterlab/debugger,BSD-3-Clause,2019-07-19 18:19:17.000,2022-03-15 11:03:46.000000,2021-03-31 14:20:34,1174.0,,38.0,21.0,322.0,17.0,245.0,555.0,2020-12-10 14:31:28.000,0.3.7,,86989.0,28.0,,,11.0,,,,,,1.0,@jupyterlab/debugger,,,https://www.npmjs.com/package/@jupyterlab/debugger,,,86989.0,,,,,,,,,,,,,,,,
112,JupyterLab Templates,Support for jupyter notebook templates in jupyterlab.,https://github.com/finos/jupyterlab_templates,,lab-extensions,22,True,jupyterlab_templates,jpmorganchase/jupyterlab_templates,conda-forge/jupyterlab_templates,https://github.com/finos/jupyterlab_templates,Apache-2.0,2018-03-17 21:38:11.000,2023-06-29 03:52:49.000000,2023-06-28 12:38:49,399.0,6.0,61.0,17.0,131.0,6.0,79.0,341.0,2023-03-28 17:09:00.653,0.4.0,,11740.0,25.0,14.0,7.0,18.0,https://pypi.org/project/jupyterlab_templates,8293.0,https://anaconda.org/conda-forge/jupyterlab_templates,2023-06-16 19:19:03.892,13350.0,1.0,jupyterlab_templates,2021-03-28 03:21:43.000,5.0,https://www.npmjs.com/package/jupyterlab_templates,2022-11-16 20:28:24.501,2.0,3087.0,,,,,,finos/jupyterlab_templates,,,,,,,,,,
113,Jupyter Sphinx,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,22,True,jupyter_sphinx,jupyter/jupyter-sphinx,conda-forge/jupyter_sphinx,https://github.com/jupyter/jupyter-sphinx,BSD-3-Clause,2016-11-15 18:36:37.000,2023-06-16 13:24:13.395000,2022-06-25 19:26:22,372.0,,55.0,22.0,88.0,51.0,86.0,164.0,2022-06-25 19:35:21.000,0.4.0,,99870.0,13.0,,,25.0,https://pypi.org/project/jupyter_sphinx,96987.0,https://anaconda.org/conda-forge/jupyter_sphinx,2023-06-16 13:24:13.395,216246.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
114,SystemdSpawner,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,22,True,jupyterhub-systemdspawner,jupyterhub/systemdspawner,conda-forge/jupyterhub-systemdspawner,https://github.com/jupyterhub/systemdspawner,BSD-3-Clause,2016-09-06 07:20:44.000,2023-06-16 16:16:00.682000,2023-06-08 13:13:25,228.0,70.0,47.0,9.0,63.0,27.0,49.0,89.0,2023-06-08 13:14:00.415,1.0.1,,6162.0,20.0,28.0,27.0,20.0,https://pypi.org/project/jupyterhub-systemdspawner,5549.0,https://anaconda.org/conda-forge/jupyterhub-systemdspawner,2023-06-16 16:16:00.682,28836.0,2.0,,2023-01-11 00:33:05.122,1.0,,,,,,,,,,,,,,,,,,,,
115,ML Workspace,All-in-one web-based IDE specialized for machine learning and data science.,https://github.com/ml-tooling/ml-workspace,,notebook-environments,21,False,,ml-tooling/ml-workspace,,https://github.com/ml-tooling/ml-workspace,Apache-2.0,2019-05-27 16:55:15.000,2022-12-25 14:22:01.000000,2021-11-22 20:42:15,846.0,,394.0,74.0,32.0,3.0,91.0,3110.0,2021-07-13 22:12:59.000,0.13.2,,10828.0,4.0,,,11.0,,,,,,3.0,,,,,,,,mltooling/ml-workspace,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,27.0,530576.0,,,,,,,,,,,
116,xeus-cling,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,21,True,,jupyter-xeus/xeus-cling,conda-forge/xeus-cling,https://github.com/jupyter-xeus/xeus-cling,BSD-3-Clause,2017-04-20 15:35:44.000,2023-06-21 18:45:44.000000,2023-06-21 18:45:43,522.0,8.0,264.0,63.0,218.0,148.0,122.0,2674.0,,,,3800.0,18.0,,,24.0,,,https://anaconda.org/conda-forge/xeus-cling,2023-06-16 16:12:37.512,205246.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
117,IJulia.jl,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,21,True,,JuliaLang/IJulia.jl,,https://github.com/JuliaLang/IJulia.jl,MIT,2013-03-05 18:20:21.000,2023-06-02 22:50:55.000000,2023-06-02 22:48:38,718.0,5.0,390.0,121.0,268.0,116.0,701.0,2643.0,2023-06-02 17:41:48.000,1.24.2,,,45.0,,,106.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
118,IJavascript,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,21,False,,n-riesco/ijavascript,,https://github.com/n-riesco/ijavascript,,2015-02-02 15:46:34.000,2022-12-28 22:18:25.000000,2022-12-28 22:18:25,332.0,,147.0,41.0,43.0,53.0,185.0,2043.0,2021-11-15 23:43:33.000,5.2.1,,3754.0,33.0,75.0,75.0,16.0,,,,,,2.0,ijavascript,,,https://www.npmjs.com/package/ijavascript,,,3754.0,,,,,,,,,,,,,,,,
