,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,trending,updated_github_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,cran_id,pypi,gem_id,hex_id,bitbucket_id
215,JupyterLab Voyager,JupyterLab extension visualize data with Voyager.,https://github.com/altair-viz/jupyterlab_voyager,,lab-renderer,15,False,,altair-viz/jupyterlab_voyager,,https://github.com/altair-viz/jupyterlab_voyager,2017-08-26 15:50:13.000,2022-02-10 17:07:42.000000,2019-08-14 17:21:34,87.0,,31.0,22.0,40.0,56.0,20.0,268.0,2019-08-14 17:26:02.030,1.0.2,,73.0,5.0,,,6.0,,BSD-3-Clause,,,,,,,3.0,jupyterlab_voyager,https://www.npmjs.com/package/jupyterlab_voyager,2019-08-14 17:26:02.030,,73.0,,,,,,,,,,,,,,,,,
216,pynb,Jupyter Notebooks as plain Python code with embedded Markdown text.,https://github.com/elehcimd/pynb,,notebook-sharing,15,False,pynb,elehcimd/pynb,,https://github.com/elehcimd/pynb,2017-11-14 11:13:22.000,2020-07-07 15:27:22.000000,2020-07-07 15:27:10,154.0,,6.0,18.0,6.0,,8.0,236.0,2020-07-07 15:27:22.000,0.2.4,,48.0,17.0,18.0,17.0,8.0,https://pypi.org/project/pynb,MIT,2020-07-07 15:27:22.000,1.0,48.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
217,JupyterLab Go-To-Definition,Navigate to variables definition with a click in JupyterLab (or with a few key strokes).,https://github.com/krassowski/jupyterlab-go-to-definition,,lab-extensions,15,True,,krassowski/jupyterlab-go-to-definition,,https://github.com/krassowski/jupyterlab-go-to-definition,2018-12-22 01:18:42.000,2021-08-23 19:48:16.000000,2021-07-28 12:06:05,89.0,,9.0,10.0,4.0,10.0,13.0,209.0,2020-03-14 15:54:46.503,1.0.0,,2891.0,19.0,14.0,11.0,2.0,,BSD-3-Clause,,,,,,,3.0,@krassowski/jupyterlab_go_to_definition,https://www.npmjs.com/package/@krassowski/jupyterlab_go_to_definition,2020-03-14 15:54:46.503,3.0,2891.0,,,,,,,,,,,,,,,,,
218,notebookJS,notebookJS: seamless JavaScript integration in Python Notebooks.,https://github.com/jorgehpo/notebookJS,,kernels,15,True,notebookjs,jorgehpo/notebookJS,,https://github.com/jorgehpo/notebookJS,2021-04-12 03:55:17.000,2021-10-26 05:50:22.000000,2021-10-26 05:50:22,55.0,,42.0,4.0,1.0,1.0,,204.0,2021-06-29 14:01:39.572,0.6.6,,1086.0,24.0,15.0,2.0,2.0,https://pypi.org/project/notebookjs,MIT,2021-04-17 19:11:41.000,,172.0,,,,3.0,notebookjs,https://www.npmjs.com/package/notebookjs,2021-06-29 14:01:39.572,13.0,914.0,,,,,,,,,,,,,,,,,
219,ipyexperiments,jupyter/ipython experiment containers for GPU and general RAM re-use.,https://github.com/stas00/ipyexperiments,,notebook-tools,15,True,ipyexperiments,stas00/ipyexperiments,,https://github.com/stas00/ipyexperiments,2018-11-15 01:19:40.000,2021-12-07 18:50:39.000000,2021-12-07 18:50:38,203.0,6.0,10.0,6.0,2.0,1.0,5.0,144.0,2021-12-07 18:44:34.000,0.1.28,,94.0,24.0,7.0,5.0,3.0,https://pypi.org/project/ipyexperiments,Apache-2.0,2021-12-07 18:44:34.000,2.0,94.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
220,Kernel Detection,An Jupyter plugin to enable the automatic detection of conda and virtualenv environments as kernels.,https://github.com/Cadair/jupyter_environment_kernels,,kernels,15,False,environment_kernels,Cadair/jupyter_environment_kernels,,https://github.com/Cadair/jupyter_environment_kernels,2015-01-06 14:50:00.000,2018-02-20 00:36:41.000000,2018-02-12 13:00:01,77.0,,16.0,7.0,11.0,7.0,22.0,143.0,2018-02-12 13:01:06.000,1.1.1,,3303.0,3.0,6.0,,6.0,https://pypi.org/project/environment_kernels,BSD-2-Clause,2018-02-12 12:56:44.000,6.0,3303.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
221,xeus-sqlite,Jupyter kernel for SQLite.,https://github.com/jupyter-xeus/xeus-sqlite,,kernels,15,True,,jupyter-xeus/xeus-sqlite,conda-forge/xeus-sqlite,https://github.com/jupyter-xeus/xeus-sqlite,2020-03-11 11:24:36.000,2022-02-08 19:32:53.000000,2022-02-08 19:32:53,271.0,5.0,22.0,4.0,79.0,13.0,29.0,129.0,,,,560.0,7.0,,,12.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/xeus-sqlite,2021-10-06 15:32:55.274,11760.0,3.0,,,,,,,,,,,,,,,,,,,,,,
222,JupyterLab Top Bar,JupyterLab Top Bar extension.,https://github.com/jtpio/jupyterlab-topbar,,lab-extensions,15,True,,jtpio/jupyterlab-topbar,,https://github.com/jtpio/jupyterlab-topbar,2021-05-31 16:53:55.000,2021-12-10 13:46:30.000000,2021-12-07 08:56:36,217.0,2.0,10.0,,,,,95.0,2020-10-30 20:22:49.425,0.6.0,,10378.0,13.0,,,4.0,,BSD-3-Clause,,,,,,,3.0,jupyterlab-topbar-extension,https://www.npmjs.com/package/jupyterlab-topbar-extension,2020-10-30 20:22:49.425,,10378.0,,,,,,,,,,,,,,,,,
223,JupyterLab Kernelspy,A Jupyter Lab extension for inspecting messages to/from a kernel.,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,,lab-extensions,15,True,jupyterlab-kernelspy,jupyterlab-contrib/jupyterlab-kernelspy,conda-forge/jupyterlab-kernelspy,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,2018-04-20 16:11:58.000,2022-01-23 19:36:17.000000,2022-01-23 19:36:16,124.0,4.0,8.0,7.0,60.0,2.0,11.0,65.0,2021-09-02 09:12:12.587,3.0.6,,519.0,21.0,3.0,3.0,4.0,https://pypi.org/project/jupyterlab-kernelspy,BSD-3-Clause,2021-09-02 09:11:52.000,,114.0,https://anaconda.org/conda-forge/jupyterlab-kernelspy,2021-09-02 13:14:31.261,1290.0,3.0,jupyterlab-kernelspy,https://www.npmjs.com/package/jupyterlab-kernelspy,2021-09-02 09:12:12.587,,221.0,,,,,,,,,,,,,,,,,
224,jupyter-nbrequirements,Dependency management and optimization in Jupyter Notebooks.,https://github.com/thoth-station/jupyter-nbrequirements,,jupyter-extensions,15,False,jupyter-nbrequirements,thoth-station/jupyter-nbrequirements,,https://github.com/thoth-station/jupyter-nbrequirements,2019-06-25 06:48:06.000,2022-02-12 14:04:34.000000,2021-10-21 06:25:29,348.0,,4.0,6.0,292.0,,32.0,14.0,2020-04-22 09:38:54.000,0.7.3,,1371.0,15.0,,,12.0,https://pypi.org/project/jupyter-nbrequirements,MIT,2020-04-22 09:38:54.000,,1371.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
225,ipyscales,A widget library for scales.,https://github.com/vidartf/ipyscales,,widgets,15,False,ipyscales,vidartf/ipyscales,conda-forge/ipyscales,https://github.com/vidartf/ipyscales,2017-08-24 20:16:19.000,2021-01-06 10:53:16.793000,2021-01-05 12:56:43,172.0,,3.0,2.0,21.0,2.0,4.0,13.0,2021-01-05 12:56:20.000,0.6.0,,1251.0,10.0,59.0,51.0,4.0,https://pypi.org/project/ipyscales,BSD-3-Clause,2021-01-05 12:56:20.000,1.0,56.0,https://anaconda.org/conda-forge/ipyscales,2021-01-06 10:53:16.793,51278.0,3.0,jupyter-scales,https://www.npmjs.com/package/jupyter-scales,2021-01-05 09:52:46.342,7.0,30.0,,,,,,,,,,,,,,,,,
226,lgo,Interactive Go programming with Jupyter.,https://github.com/yunabe/lgo,,kernels,14,False,,yunabe/lgo,,https://github.com/yunabe/lgo,2017-10-05 15:29:10.000,2020-11-20 07:01:33.000000,2019-07-09 12:59:17,169.0,,110.0,48.0,16.0,23.0,53.0,2227.0,,,,,,,,9.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
227,IElixir,Jupyters kernel for Elixir programming language.,https://github.com/pprzetacznik/IElixir,,kernels,14,True,,pprzetacznik/IElixir,,https://github.com/pprzetacznik/IElixir,2015-07-06 11:39:08.000,2021-12-03 09:17:20.000000,2021-03-20 17:27:38,282.0,,39.0,11.0,31.0,10.0,20.0,338.0,2021-05-11 21:22:51.418,0.0.1,,14.0,8.0,,,19.0,,Apache-2.0,,,,,,,3.0,jupyterlab-ielixir,https://www.npmjs.com/package/jupyterlab-ielixir,2021-05-11 21:22:51.418,,11.0,pprzetacznik/ielixir,https://hub.docker.com/r/pprzetacznik/ielixir,2021-03-20 17:48:12.317861,1.0,315.0,,,,,,,,,,,ielixir,
228,gpu-jupyter,Leverage the flexibility of Jupyterlab through the power of your NVIDIA GPU to run your code from Tensorflow and..,https://github.com/iot-salzburg/gpu-jupyter,,notebook-environments,14,True,,iot-salzburg/gpu-jupyter,,https://github.com/iot-salzburg/gpu-jupyter,2019-11-12 20:10:23.000,2022-01-31 14:43:57.000000,2022-01-31 14:43:57,214.0,7.0,109.0,15.0,24.0,6.0,39.0,309.0,2021-04-08 06:54:08.000,1.4_cuda-11.0_ubuntu-18.04,,,5.0,,,10.0,,Apache-2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
229,jupyterlab-flake8,Jupyterlab python linter for notebooks and text files using flake8.,https://github.com/mlshapiro/jupyterlab-flake8,,lab-extensions,14,True,jupyterlab-flake8,mlshapiro/jupyterlab-flake8,,https://github.com/mlshapiro/jupyterlab-flake8,2018-04-11 16:16:59.000,2021-09-16 16:01:09.000000,2021-09-16 16:01:07,108.0,,9.0,9.0,13.0,5.0,33.0,104.0,2021-09-16 15:36:42.000,0.7.1,,441.0,19.0,,,5.0,https://pypi.org/project/jupyterlab-flake8,BSD-3-Clause,2021-09-16 15:36:42.000,,180.0,,,,3.0,jupyterlab-flake8,https://www.npmjs.com/package/jupyterlab-flake8,2020-03-31 21:31:21.763,,261.0,,,,,,,,,,,,,,,,,
230,JupyterLab Commenting,Commenting and annotation for JupyterLab.,https://github.com/jupyterlab/jupyterlab-commenting,,lab-extensions,14,False,jupyterlab-commenting-service,jupyterlab/jupyterlab-commenting,,https://github.com/jupyterlab/jupyterlab-commenting,2019-01-03 21:55:33.000,2021-02-10 20:06:33.000000,2020-05-01 11:42:37,332.0,,22.0,27.0,32.0,24.0,10.0,88.0,2020-05-01 11:39:08.310,0.3.0,,146.0,4.0,,,10.0,https://pypi.org/project/jupyterlab-commenting-service,BSD-3-Clause,2019-10-18 14:13:09.000,,27.0,,,,3.0,@jupyterlab/commenting-extension,https://www.npmjs.com/package/@jupyterlab/commenting-extension,2020-05-01 11:39:08.310,,119.0,,,,,,,,,,,,,,,,,
231,jupyterlite,Wasm powered Jupyter running in the browser.,https://github.com/jtpio/jupyterlite,,notebook-environments,14,True,,jtpio/jupyterlite,,https://github.com/jtpio/jupyterlite,2021-07-08 07:21:45.000,2022-02-17 08:00:11.000000,2022-02-17 07:39:45,1580.0,285.0,6.0,1.0,3.0,,,55.0,,,,,,,,22.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,
232,PPExtensions,Set of iPython and Jupyter extensions to improve user experience.,https://github.com/paypal/PPExtensions,,jupyter-extensions,14,False,ppextensions,paypal/PPExtensions,,https://github.com/paypal/PPExtensions,2018-08-17 20:07:23.000,2019-11-22 13:46:43.000000,2018-12-07 00:05:33,32.0,,26.0,21.0,30.0,19.0,22.0,49.0,2019-08-02 19:51:00.000,0.0.6,,46.0,6.0,1.0,1.0,9.0,https://pypi.org/project/ppextensions,BSD-3-Clause,2019-08-02 19:51:00.000,,46.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
233,SSH Kernel,SSH Kernel for Jupyter.,https://github.com/NII-cloud-operation/sshkernel,,kernels,14,True,sshkernel,NII-cloud-operation/sshkernel,,https://github.com/NII-cloud-operation/sshkernel,2019-02-12 02:46:14.000,2021-11-04 09:42:14.000000,2021-11-04 09:33:21,398.0,,10.0,4.0,20.0,2.0,6.0,48.0,2021-11-04 09:42:14.000,0.11.1,,148.0,15.0,6.0,6.0,4.0,https://pypi.org/project/sshkernel,BSD-3-Clause,2021-11-04 09:42:14.000,,148.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
234,pidgy,Interactive computing in Markdown.,https://github.com/deathbeds/pidgy,,kernels,14,True,pidgy,deathbeds/pidgy,,https://github.com/deathbeds/pidgy,2018-02-26 20:44:05.000,2022-01-26 14:34:15.000000,2021-12-14 02:28:59,324.0,14.0,6.0,5.0,48.0,8.0,12.0,32.0,2020-04-23 22:26:32.000,2020.4.23,1.0,51.0,9.0,,,3.0,https://pypi.org/project/pidgy,BSD-3-Clause,2021-11-27 00:19:00.000,,51.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
235,SAML Authenticator,jupyterhub-samlauthenticator.,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,,hub-auth,14,True,jupyterhub-samlauthenticator,HewlettPackard/jupyterhub-samlauthenticator,,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,2019-04-17 21:34:09.000,2022-01-29 10:43:57.000000,2021-08-25 15:02:59,112.0,,17.0,31.0,39.0,16.0,14.0,31.0,2020-07-13 15:59:02.000,0.0.9,13.0,331.0,8.0,,,6.0,https://pypi.org/project/jupyterhub-samlauthenticator,MIT,2020-07-13 15:59:02.000,,331.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
236,Kernel Management,Experimental new kernel management framework for Jupyter.,https://github.com/takluyver/jupyter_kernel_mgmt,,notebook-tools,14,False,jupyter-kernel-mgmt,takluyver/jupyter_kernel_mgmt,,https://github.com/takluyver/jupyter_kernel_mgmt,2018-04-01 20:06:08.000,2020-08-27 01:11:14.000000,2020-01-29 22:31:34,1783.0,,7.0,9.0,23.0,10.0,14.0,13.0,2020-01-15 19:12:57.000,0.5.1,17.0,25.0,7.0,4.0,,74.0,https://pypi.org/project/jupyter-kernel-mgmt,BSD-3-Clause,2019-12-07 18:06:15.000,4.0,25.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
237,SQLCell,"SQLCell is a magic function for the Jupyter Notebook that executes raw, parallel, parameterized SQL queries with the..",https://github.com/tmthyjames/SQLCell,,magic,13,False,sqlcell,tmthyjames/SQLCell,,https://github.com/tmthyjames/SQLCell,2016-08-15 01:54:46.000,2021-08-23 20:09:58.000000,2020-10-06 02:14:24,310.0,,9.0,11.0,46.0,65.0,24.0,145.0,2019-05-19 02:21:20.000,0.2.0,,39.0,15.0,2.0,1.0,14.0,https://pypi.org/project/sqlcell,MIT,2019-05-20 11:16:28.000,1.0,39.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
238,JupyterLab Spreadsheet,"JupyterLab plugin for viewing spreadsheets, such as Excel .xls/.xlsx workbooks and OpenOffice .ods files.",https://github.com/quigleyj97/jupyterlab-spreadsheet,,lab-renderer,13,True,,quigleyj97/jupyterlab-spreadsheet,,https://github.com/quigleyj97/jupyterlab-spreadsheet,2018-10-13 22:51:03.000,2022-01-22 05:25:32.000000,2021-11-20 21:43:48,115.0,1.0,12.0,8.0,26.0,6.0,18.0,142.0,2021-07-17 23:46:41.952,0.4.1,,4543.0,12.0,,,4.0,,BSD-3-Clause,,,,,,,3.0,jupyterlab-spreadsheet,https://www.npmjs.com/package/jupyterlab-spreadsheet,2021-07-17 23:46:41.952,,4543.0,,,,,,,,,,,,,,,,,
239,Material Darker Theme,The Material Darker theme for JupyterLab.,https://github.com/oriolmirosa/jupyterlab_materialdarker,,lab-themes,13,True,jupyterlab-materialdarker,oriolmirosa/jupyterlab_materialdarker,,https://github.com/oriolmirosa/jupyterlab_materialdarker,2018-03-07 23:24:13.000,2022-01-22 06:22:22.000000,2021-08-31 15:09:09,49.0,,14.0,9.0,1.0,4.0,14.0,128.0,2021-08-31 14:45:22.000,0.6.0,,900.0,20.0,4.0,4.0,2.0,https://pypi.org/project/jupyterlab-materialdarker,BSD-3-Clause,2021-08-31 14:45:22.000,,252.0,,,,2.0,@oriolmirosa/jupyterlab_materialdarker,https://www.npmjs.com/package/@oriolmirosa/jupyterlab_materialdarker,2021-08-31 13:58:49.807,,648.0,,,,,,,,,,,,,,,,,
240,JupyterLab Flake8,A jupyterlab extension to email notebooks directly from JupyterLab.,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,13,True,jupyterlab-email,timkpaine/jupyterlab_email,,https://github.com/timkpaine/jupyterlab_email,2018-08-07 14:14:40.000,2022-02-09 19:20:51.000000,2022-02-09 19:20:50,140.0,12.0,9.0,2.0,12.0,4.0,32.0,103.0,2020-06-25 16:29:14.000,0.2.3,,303.0,19.0,,,1.0,https://pypi.org/project/jupyterlab-email,Apache-2.0,2020-06-25 16:28:27.000,,42.0,,,,3.0,jupyterlab-flake8,https://www.npmjs.com/package/jupyterlab-flake8,2020-03-31 21:31:21.763,,261.0,,,,,,,,,,,,,,,,,
241,ipymaterialui,Jupyter Widgets based on React Material UI components.,https://github.com/maartenbreddels/ipymaterialui,,widgets,13,False,ipymaterialui,maartenbreddels/ipymaterialui,,https://github.com/maartenbreddels/ipymaterialui,2018-11-23 18:33:20.000,2022-02-11 13:07:18.000000,2019-10-29 13:53:37,74.0,,15.0,9.0,24.0,7.0,3.0,77.0,2019-10-29 13:57:12.560,0.1.4,,147.0,6.0,5.0,4.0,3.0,https://pypi.org/project/ipymaterialui,MIT,2019-10-29 13:56:17.000,1.0,53.0,,,,3.0,jupyter-materialui,https://www.npmjs.com/package/jupyter-materialui,2019-10-29 13:57:12.560,,94.0,,,,,,,,,,,,,,,,,
242,jupyterlab-sparkmonitor,JupyterLab extension that enables monitoring launched Apache Spark jobs from within a notebook.,https://github.com/itsjafer/jupyterlab-sparkmonitor,,lab-extensions,13,True,jupyterlab-sparkmonitor,itsjafer/jupyterlab-sparkmonitor,,https://github.com/itsjafer/jupyterlab-sparkmonitor,2020-03-12 20:59:01.000,2021-11-15 17:51:03.000000,2021-08-04 16:49:43,269.0,,17.0,6.0,21.0,7.0,8.0,72.0,2021-08-04 03:02:45.000,4.1.0,,884.0,15.0,,,9.0,https://pypi.org/project/jupyterlab-sparkmonitor,Apache-2.0,2021-08-04 03:02:45.000,,504.0,,,,3.0,jupyterlab_sparkmonitor,https://www.npmjs.com/package/jupyterlab_sparkmonitor,2020-07-29 07:52:58.288,,370.0,itsjafer/sparkmonitor,https://hub.docker.com/r/itsjafer/sparkmonitor,2021-06-02 17:02:44.488613,,248.0,,,,,,,,,,,,
243,allthekernels,A multiplexer kernel for Jupyter.,https://github.com/minrk/allthekernels,,kernels,13,False,allthekernels,minrk/allthekernels,conda-forge/allthekernels,https://github.com/minrk/allthekernels,2016-03-15 15:30:49.000,2020-12-14 09:10:56.000000,2020-12-14 09:10:54,37.0,,10.0,7.0,7.0,5.0,6.0,67.0,2019-12-10 13:17:26.000,1.1.0,,228.0,5.0,5.0,5.0,6.0,https://pypi.org/project/allthekernels,MIT,2019-12-10 13:17:26.000,,121.0,https://anaconda.org/conda-forge/allthekernels,2020-01-09 14:25:03.862,3227.0,3.0,,,,,,,,,,,,,,,,,,,,,,
244,nb_black,A simple extension for Jupyter Notebook and Jupyter Lab to beautify Python code automatically using Black.,https://github.com/dnanhkhoa/nb_black,,magic,13,False,nb_black,dnanhkhoa/nb_black,conda-forge/nb_black,https://github.com/dnanhkhoa/nb_black,2019-05-02 16:13:43.498,2019-11-30 11:30:08.595000,,,,7.0,,,,,62.0,2019-07-31 17:24:06.000,1.0.6,,41958.0,6.0,1.0,,,https://pypi.org/project/nb_black,MIT,2019-07-31 17:24:06.000,1.0,40034.0,https://anaconda.org/conda-forge/nb_black,2019-11-30 11:30:08.595,63499.0,3.0,,,,,,,,,,,,,,,,,,,,,,
245,JupyterLab Shortcutui,A JupyterLab extension for managing keyboard shortcuts.,https://github.com/jupyterlab/jupyterlab-shortcutui,,lab-extensions,13,False,,jupyterlab/jupyterlab-shortcutui,,https://github.com/jupyterlab/jupyterlab-shortcutui,2018-06-18 22:07:19.000,2020-01-17 16:59:32.000000,2020-01-17 16:59:32,191.0,,14.0,4.0,50.0,7.0,6.0,55.0,2019-09-05 11:54:07.000,0.4.0,,337.0,11.0,,,8.0,,BSD-3-Clause,,,,,,,3.0,@jupyterlab/shortcutui,https://www.npmjs.com/package/@jupyterlab/shortcutui,2020-01-17 14:43:21.930,,337.0,,,,,,,,,,,,,,,,,
246,KnowledgeLab,KnowledgeRepo + JupyterLab.,https://github.com/timkpaine/knowledgelab,,lab-extensions,13,True,knowledgelab,timkpaine/knowledgelab,,https://github.com/timkpaine/knowledgelab,2017-10-18 01:10:58.000,2022-02-12 12:13:42.000000,2022-02-02 18:58:14,119.0,9.0,6.0,8.0,20.0,5.0,24.0,43.0,2018-10-16 21:43:49.317,0.0.6,,30.0,5.0,2.0,2.0,3.0,https://pypi.org/project/knowledgelab,Apache-2.0,2017-10-19 21:16:50.000,,4.0,,,,3.0,knowledgelab,https://www.npmjs.com/package/knowledgelab,2018-10-16 21:43:49.317,,26.0,,,,,,,,,,,,,,,,,
247,JWT Authenticator,A Token Authenticator for JupyterHub.,https://github.com/mogthesprog/jwtauthenticator,,hub-auth,13,False,jupyterhub-jwtauthenticator,mogthesprog/jwtauthenticator,,https://github.com/mogthesprog/jwtauthenticator,2017-06-21 20:09:58.000,2021-04-15 07:40:37.000000,2019-02-13 10:57:15,24.0,,36.0,6.0,14.0,9.0,8.0,38.0,,,,198.0,1.0,11.0,8.0,7.0,https://pypi.org/project/jupyterhub-jwtauthenticator,Apache-2.0,2018-01-25 07:43:22.000,3.0,198.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
248,perfume,Interactive performance benchmarking in Jupyter.,https://github.com/leifwalsh/perfume,,widgets,13,False,perfume-bench,leifwalsh/perfume,,https://github.com/leifwalsh/perfume,2017-07-10 14:34:03.000,2022-02-14 17:50:06.000000,2020-10-31 19:46:42,196.0,,4.0,3.0,215.0,3.0,4.0,33.0,2018-05-20 05:11:04.000,0.1.6,,34.0,7.0,,,3.0,https://pypi.org/project/perfume-bench,BSD-3-Clause,2018-05-20 05:11:04.000,,34.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
249,dummyauthenticator,A Dummy JupyterHub Authenticator to make testing easy.,https://github.com/jupyterhub/dummyauthenticator,,hub-auth,13,True,jupyterhub-dummyauthenticator,jupyterhub/dummyauthenticator,,https://github.com/jupyterhub/dummyauthenticator,2016-02-14 21:57:32.000,2021-02-12 08:19:02.000000,2021-02-12 08:19:00,7.0,,14.0,4.0,2.0,6.0,2.0,28.0,2017-04-29 22:45:46.000,0.3.1,,2387.0,4.0,110.0,93.0,1.0,https://pypi.org/project/jupyterhub-dummyauthenticator,BSD-3-Clause,2017-04-29 22:45:46.000,17.0,2387.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
250,Null Authenticator,Null Authenticator for JupyterHub instances that should have no login mechanism.,https://github.com/jupyterhub/nullauthenticator,,hub-auth,13,False,nullauthenticator,jupyterhub/nullauthenticator,,https://github.com/jupyterhub/nullauthenticator,2017-08-30 09:12:22.000,2021-09-23 19:47:08.000000,2021-02-09 00:11:20,16.0,,9.0,5.0,4.0,1.0,,7.0,2017-08-30 13:12:25.000,1.0.0,,2486.0,1.0,83.0,74.0,5.0,https://pypi.org/project/nullauthenticator,BSD-3-Clause,2017-08-30 13:12:25.000,9.0,2486.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
251,pigeon,Quickly annotate data from the comfort of your Jupyter notebook.,https://github.com/agermanidis/pigeon,,widgets,12,False,pigeon-jupyter,agermanidis/pigeon,,https://github.com/agermanidis/pigeon,2017-09-05 00:04:14.000,2019-08-30 06:43:26.000000,2017-09-05 17:22:02,2.0,,48.0,8.0,2.0,9.0,,390.0,2017-09-05 01:20:43.000,0.1.0,,431.0,1.0,21.0,21.0,1.0,https://pypi.org/project/pigeon-jupyter,Apache-2.0,2017-09-05 01:20:43.000,,431.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
252,jupyter-manim,manim cell magic for IPython/Jupyter to show the output video.,https://github.com/krassowski/jupyter-manim,,magic,12,True,jupyter-manim,krassowski/jupyter-manim,,https://github.com/krassowski/jupyter-manim,2019-05-22 14:18:39.000,2022-01-02 21:32:22.000000,2022-01-02 21:32:22,42.0,1.0,11.0,12.0,9.0,5.0,19.0,175.0,2020-04-12 11:15:09.000,1.3,,249.0,6.0,,,5.0,https://pypi.org/project/jupyter-manim,MIT,2020-04-12 11:15:32.000,,249.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
253,Jupyter DataTables,Jupyter Notebook extension leveraging pandas DataFrames by integrating DataTables and ChartJS.,https://github.com/CermakM/jupyter-datatables,,widgets,12,False,jupyter-datatables,CermakM/jupyter-datatables,,https://github.com/CermakM/jupyter-datatables,2019-03-28 20:55:12.000,2019-12-11 12:10:31.000000,2019-12-11 12:10:07,147.0,,14.0,8.0,4.0,13.0,15.0,139.0,2019-11-22 07:33:04.000,0.3.9,,335.0,9.0,,,4.0,https://pypi.org/project/jupyter-datatables,MIT,2019-11-22 07:33:04.000,,335.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
254,Neon Theme,"A flat, 80s neon inspired theme for JupyterLab.",https://github.com/yeebc/jupyterlab-neon-theme,,lab-themes,12,True,,yeebc/jupyterlab-neon-theme,,https://github.com/yeebc/jupyterlab-neon-theme,2019-09-27 14:29:10.000,2021-03-07 04:41:55.473000,2021-03-07 04:40:47,43.0,,5.0,5.0,6.0,2.0,10.0,110.0,2021-03-07 04:41:55.473,3.1.0,,977.0,20.0,1.0,1.0,3.0,,BSD-3-Clause,,,,,,,2.0,@yeebc/jupyterlab_neon_theme,https://www.npmjs.com/package/@yeebc/jupyterlab_neon_theme,2021-03-07 04:41:55.473,,977.0,,,,,,,,,,,,,,,,,
255,JupyterLab Quickopen,Quickly open a file in JupyterLab by typing part of its name.,https://github.com/parente/jupyterlab-quickopen,,lab-extensions,12,True,jupyterlab-quickopen,parente/jupyterlab-quickopen,,https://github.com/parente/jupyterlab-quickopen,2018-12-04 01:00:58.000,2021-12-12 18:36:27.000000,2021-12-12 18:25:55,56.0,2.0,6.0,1.0,21.0,7.0,,71.0,2021-12-12 18:33:03.000,1.2.0,,390.0,9.0,1.0,,5.0,https://pypi.org/project/jupyterlab-quickopen,BSD-3-Clause,2021-12-12 18:33:03.000,1.0,318.0,,,,3.0,@parente/jupyterlab-quickopen,https://www.npmjs.com/package/@parente/jupyterlab-quickopen,2020-03-20 12:56:10.580,,72.0,,,,,,,,,,,,,,,,,
