,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,conda_dependent_project_count,updated_github_id,new_addition,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,bitbucket_id
75,nbgitpuller,Jupyter server extension to sync a git repository one-way to a local path.,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,26,True,nbgitpuller,jupyterhub/nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,BSD-3-Clause,2017-05-24 19:41:10.000,2023-10-01 08:03:42.000000,2023-10-01 08:03:41,583.0,21.0,80.0,16.0,175.0,71.0,86.0,191.0,2023-08-07 09:01:12.000,1.2.0,,24464.0,22.0,703.0,684.0,30.0,https://pypi.org/project/nbgitpuller,2023-08-07 09:01:12.000,19.0,22456.0,https://anaconda.org/conda-forge/nbgitpuller,2023-08-07 11:09:29.679,76337.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
76,Jupyter Sphinx,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,26,False,jupyter_sphinx,jupyter/jupyter-sphinx,conda-forge/jupyter_sphinx,https://github.com/jupyter/jupyter-sphinx,BSD-3-Clause,2016-11-15 18:36:37.000,2023-09-14 09:27:48.000000,2022-06-25 19:26:22,372.0,,60.0,23.0,93.0,54.0,87.0,170.0,2022-06-25 19:39:15.000,0.4.0,,81977.0,20.0,205.0,,25.0,https://pypi.org/project/jupyter_sphinx,2022-06-25 19:39:15.000,205.0,79124.0,https://anaconda.org/conda-forge/jupyter_sphinx,2023-06-16 13:24:13.395,225394.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
77,Knowledge Repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,https://github.com/airbnb/knowledge-repo,,notebook-sharing,25,True,knowledge-repo,airbnb/knowledge-repo,,https://github.com/airbnb/knowledge-repo,Apache-2.0,2016-08-17 23:32:50.000,2023-07-20 11:16:46.000000,2023-04-17 04:04:39,1329.0,,710.0,175.0,478.0,134.0,167.0,5378.0,2023-02-22 03:49:00.886,0.9.3,,576.0,33.0,17.0,16.0,73.0,https://pypi.org/project/knowledge-repo,2023-02-22 03:49:00.886,1.0,576.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
78,lux,Automatically visualize your pandas dataframe via a single print!.,https://github.com/lux-org/lux,,widgets,25,True,lux-api,lux-org/lux,conda-forge/lux-api,https://github.com/lux-org/lux,Apache-2.0,2020-01-08 04:53:29.000,2023-07-12 17:45:36.000000,2023-07-04 23:34:35,692.0,,354.0,91.0,262.0,81.0,159.0,4747.0,2022-02-19 00:48:20.000,0.5.1,,5246.0,18.0,167.0,163.0,21.0,https://pypi.org/project/lux-api,2022-02-19 00:46:49.000,2.0,4229.0,https://anaconda.org/conda-forge/lux-api,2023-06-16 19:24:44.344,20952.0,2.0,luxwidget,https://www.npmjs.com/package/luxwidget,2022-02-17 19:41:18.102,2.0,363.0,,,,,,,,,,,,,,,,,,
79,mercury,Convert Jupyter Notebooks to Web Apps.,https://github.com/mljar/mercury,,notebook-tools,25,True,mljar-mercury,mljar/mercury,,https://github.com/mljar/mercury,AGPL-3.0,2021-12-20 13:43:44.000,2023-09-23 10:24:25.000000,2023-09-23 10:24:21,767.0,34.0,201.0,43.0,19.0,44.0,301.0,3485.0,2023-06-05 11:41:41.000,2.3.1,,325.0,50.0,72.0,72.0,8.0,https://pypi.org/project/mljar-mercury,2022-09-02 09:05:19.173,,325.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
80,qgrid,"An interactive grid for sorting, filtering, and editing DataFrames in Jupyter notebooks.",https://github.com/quantopian/qgrid,,widgets,25,False,qgrid,quantopian/qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,Apache-2.0,2014-09-30 04:33:20.000,2023-06-16 16:08:00.950000,2020-04-07 18:56:49,405.0,,424.0,89.0,104.0,178.0,127.0,2987.0,2020-04-07 16:43:54.000,1.3.1,,46784.0,73.0,97.0,8.0,30.0,https://pypi.org/project/qgrid,2020-04-07 16:43:54.000,86.0,40497.0,https://anaconda.org/conda-forge/qgrid,2023-06-16 16:08:00.950,394803.0,2.0,qgrid,https://www.npmjs.com/package/qgrid,2018-07-11 05:36:40.781,3.0,482.0,,,,,,,,,,,,,,,,,,
81,nbviewer,nbconvert as a web service: Render Jupyter Notebooks as static web pages.,https://github.com/jupyter/nbviewer,,notebook-sharing,25,True,,jupyter/nbviewer,,https://github.com/jupyter/nbviewer,BSD-3-Clause,2012-08-05 11:42:33.000,2023-10-03 11:41:44.000000,2023-01-27 08:04:32,1494.0,,527.0,93.0,462.0,174.0,405.0,2155.0,,,,20800.0,,14.0,14.0,96.0,,,,,,,,2.0,,,,,,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2023-01-27 08:07:14.487852,33.0,2787285.0,,,,,,,,,,,,,
82,Code Formatter,A JupyterLab plugin to facilitate invocation of code formatters.,https://github.com/ryantam626/jupyterlab_code_formatter,,lab-extensions,25,True,jupyterlab_code_formatter,ryantam626/jupyterlab_code_formatter,conda-forge/jupyterlab_code_formatter,https://github.com/ryantam626/jupyterlab_code_formatter,MIT,2018-08-12 20:50:17.000,2023-09-12 11:35:01.000000,2023-06-18 21:06:46,488.0,,54.0,7.0,138.0,25.0,163.0,751.0,2023-05-21 13:17:02.977,2.2.1,,107671.0,62.0,19.0,,42.0,https://pypi.org/project/jupyterlab_code_formatter,2023-05-21 13:17:02.977,17.0,92977.0,https://anaconda.org/conda-forge/jupyterlab_code_formatter,2023-06-16 16:15:01.154,672557.0,2.0,@ryantam626/jupyterlab_code_formatter,https://www.npmjs.com/package/@ryantam626/jupyterlab_code_formatter,2023-04-16 18:07:15.321,2.0,2240.0,,,,,,,,,,,,,,,,,,
83,jdaviz,JWST astronomical data analysis tools in the Jupyter platform.,https://github.com/spacetelescope/jdaviz,,widgets,25,True,jdaviz,spacetelescope/jdaviz,,https://github.com/spacetelescope/jdaviz,BSD-3-Clause,2019-05-07 17:54:06.000,2023-10-05 14:41:46.000000,2023-10-04 16:43:37,4605.0,150.0,52.0,19.0,1538.0,315.0,635.0,106.0,2023-09-21 21:46:10.000,3.7.0,,2496.0,29.0,30.0,30.0,30.0,https://pypi.org/project/jdaviz,,,2496.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
84,.NET Interactive,".NET Interactive combines the power of .NET with many other languages to create notebooks, REPLs, and embedded coding..",https://github.com/dotnet/interactive,,kernels,24,True,,dotnet/interactive,,https://github.com/dotnet/interactive,MIT,2020-01-22 00:39:04.000,2023-10-05 15:05:18.000000,2023-10-05 14:57:25,4925.0,152.0,352.0,66.0,1735.0,431.0,959.0,2548.0,2023-09-12 21:03:46.000,1.0.4461040,428.0,14.0,24.0,,,113.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
85,BinderHub,"Run your code in the cloud, with technology so advanced, it feels like magic!.",https://github.com/jupyterhub/binderhub,,notebook-sharing,24,True,binderhub,jupyterhub/binderhub,,https://github.com/jupyterhub/binderhub,BSD-3-Clause,2017-04-26 00:28:26.000,2023-10-04 18:59:55.000000,2023-10-03 10:38:05,3202.0,49.0,377.0,80.0,1062.0,222.0,479.0,2383.0,2018-11-07 17:41:58.000,0.1.0,,27.0,1.0,9.0,9.0,95.0,https://pypi.org/project/binderhub,2018-11-07 17:41:58.000,,27.0,,,,3.0,,,,,,,,,,,,,,,binderhub,,,,,,,,
86,IJavascript,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,24,True,,n-riesco/ijavascript,,https://github.com/n-riesco/ijavascript,BSD-3-Clause,2015-02-02 15:46:34.000,2022-12-28 22:18:25.000000,2022-12-28 22:18:25,332.0,,183.0,41.0,43.0,52.0,187.0,2076.0,2021-11-15 23:43:33.000,5.2.1,,1998.0,33.0,103.0,79.0,17.0,,,,,,,,2.0,ijavascript,https://www.npmjs.com/package/ijavascript,2021-11-15 23:33:51.644,24.0,1998.0,,,,,,,,,,,,,,,,,,
87,IRkernel,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,24,True,,IRkernel/IRkernel,r/r-irkernel,https://github.com/IRkernel/IRkernel,MIT,2014-02-26 02:57:07.000,2023-10-02 04:40:17.467961,2023-03-06 15:57:54,599.0,,293.0,62.0,145.0,70.0,519.0,1648.0,2023-01-20 20:54:32.000,1.3.2,,16038.0,19.0,,,43.0,,,,,https://anaconda.org/r/r-irkernel,2023-06-16 13:05:29.034,140153.0,2.0,,,,,,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2023-10-02 04:40:17.467961,54.0,1701057.0,,,,,,IRkernel,,,,,,,
88,datapane,Build and share data reports in 100% Python.,https://github.com/datapane/datapane,,others,24,True,datapane,datapane/datapane,conda-forge/datapane,https://github.com/datapane/datapane,Apache-2.0,2020-04-23 20:56:54.000,2023-09-07 16:46:44.103000,2023-09-07 13:44:00,362.0,17.0,80.0,18.0,119.0,,112.0,1300.0,2023-09-07 13:59:32.000,0.17.0,,19856.0,90.0,14.0,,16.0,https://pypi.org/project/datapane,2023-09-07 13:59:32.000,14.0,17941.0,https://anaconda.org/conda-forge/datapane,2023-09-07 16:46:44.103,74690.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
89,nbQA,"Run ruff, isort, pyupgrade, mypy, pylint, flake8, and more on Jupyter Notebooks.",https://github.com/nbQA-dev/nbQA,,notebook-tools,24,True,nbqa,nbQA-dev/nbQA,conda-forge/nbqa,https://github.com/nbQA-dev/nbQA,MIT,2020-07-11 15:30:54.000,2023-10-02 23:33:50.000000,2023-10-02 16:40:51,692.0,4.0,38.0,7.0,546.0,8.0,279.0,880.0,2023-04-02 18:19:00.749,1.7.0,,86880.0,87.0,24.0,,29.0,https://pypi.org/project/nbqa,2022-03-09 09:31:55.000,24.0,83421.0,https://anaconda.org/conda-forge/nbqa,2023-06-16 19:23:19.382,124541.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
90,ipyvizzu,Build animated charts in Jupyter Notebook and similar environments with a simple Python syntax.,https://github.com/vizzuhq/ipyvizzu,,widgets,24,True,ipyvizzu,vizzuhq/ipyvizzu,,https://github.com/vizzuhq/ipyvizzu,Apache-2.0,2022-01-05 22:37:39.000,2023-09-21 14:52:53.000000,2023-09-20 20:06:55,1140.0,167.0,88.0,15.0,184.0,14.0,73.0,871.0,2023-08-22 14:31:29.000,0.16.1,98.0,629.0,22.0,77.0,74.0,20.0,https://pypi.org/project/ipyvizzu,2023-08-22 14:31:29.000,3.0,625.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
91,Kernel Gateway,Jupyter Kernel Gateway.,https://github.com/jupyter-server/kernel_gateway,,kernels,24,True,jupyter-kernel-gateway,jupyter/kernel_gateway,conda-forge/jupyter_kernel_gateway,https://github.com/jupyter-server/kernel_gateway,BSD-3-Clause,2015-09-21 15:34:11.000,2023-06-16 13:21:45.404000,2023-03-02 17:55:59,566.0,,128.0,40.0,201.0,15.0,168.0,453.0,2023-02-06 19:50:03.769,2.5.2,139.0,16197.0,28.0,49.0,43.0,44.0,https://pypi.org/project/jupyter-kernel-gateway,2021-08-24 23:55:16.000,6.0,13827.0,https://anaconda.org/conda-forge/jupyter_kernel_gateway,2023-06-16 13:21:45.404,201312.0,2.0,,,,,,,,,,,,,jupyter-server/kernel_gateway,,,,,,,,,,
92,ipydatagrid,Fast Datagrid widget for the Jupyter Notebook and JupyterLab.,https://github.com/bloomberg/ipydatagrid,,widgets,24,True,ipydatagrid,bloomberg/ipydatagrid,conda-forge/ipydatagrid,https://github.com/bloomberg/ipydatagrid,BSD-3-Clause,2019-07-19 09:06:19.000,2023-10-03 19:40:12.000000,2023-09-22 08:10:54,788.0,29.0,43.0,14.0,327.0,54.0,70.0,428.0,2023-09-08 07:25:27.000,1.2.0,,17794.0,38.0,105.0,105.0,19.0,https://pypi.org/project/ipydatagrid,,,15906.0,https://anaconda.org/conda-forge/ipydatagrid,2023-09-08 09:15:46.265,51053.0,3.0,ipydatagrid,https://www.npmjs.com/package/ipydatagrid,,,293.0,,,,,,,,,,,,,,,,,,
93,vega,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,24,True,vega,vega/ipyvega,conda-forge/vega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2023-10-01 02:15:36.000000,2023-10-01 02:13:38,646.0,7.0,62.0,29.0,414.0,13.0,91.0,363.0,2023-07-18 13:09:18.000,4.0.0,,17224.0,40.0,85.0,2.0,15.0,https://pypi.org/project/vega,2022-02-10 02:01:39.000,83.0,10770.0,https://anaconda.org/conda-forge/vega,2023-06-16 13:18:03.216,568019.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
94,ipycytoscape,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,24,True,ipycytoscape,cytoscape/ipycytoscape,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,BSD-3-Clause,2020-02-05 13:46:52.000,2023-10-02 22:12:46.000000,2023-05-23 19:06:45,716.0,,58.0,31.0,191.0,62.0,99.0,243.0,2022-04-04 22:26:36.000,1.3.3,3.0,20226.0,22.0,178.0,160.0,32.0,https://pypi.org/project/ipycytoscape,2022-04-04 22:26:36.000,16.0,11361.0,https://anaconda.org/conda-forge/ipycytoscape,2023-06-16 19:18:19.577,332996.0,3.0,jupyter-cytoscape,https://www.npmjs.com/package/jupyter-cytoscape,2022-04-04 22:06:25.396,2.0,1121.0,,,,,,,,,,,,,,,,,,
95,fastpages,"An easy to use blogging platform, with enhanced support for Jupyter Notebooks.",https://github.com/fastai/fastpages,,notebook-tools,23,True,,fastai/fastpages,,https://github.com/fastai/fastpages,Apache-2.0,2020-02-03 05:19:46.000,2022-11-13 18:05:19.000000,2022-11-13 18:05:19,1208.0,,763.0,44.0,326.0,,328.0,3499.0,2020-09-05 21:53:23.000,2.1.6,,,9.0,143.0,143.0,55.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
96,notedown,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,23,False,notedown,aaren/notedown,conda-forge/notedown,https://github.com/aaren/notedown,BSD-2-Clause,2014-02-17 17:28:59.000,2023-06-16 16:08:46.317000,2017-11-16 19:29:56,264.0,,114.0,21.0,29.0,46.0,29.0,847.0,2017-11-16 17:59:43.000,1.5.1,,8856.0,26.0,267.0,236.0,7.0,https://pypi.org/project/notedown,2017-11-16 17:59:43.000,31.0,8304.0,https://anaconda.org/conda-forge/notedown,2023-06-16 16:08:46.317,35342.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
97,watermark,"An IPython magic extension for printing date and time stamps, version numbers, and hardware information.",https://github.com/rasbt/watermark,,magic,23,True,watermark,rasbt/watermark,conda-forge/watermark,https://github.com/rasbt/watermark,BSD-3-Clause,2014-07-30 03:46:33.000,2023-07-02 15:47:55.854000,2023-07-02 14:29:01,123.0,,88.0,13.0,47.0,19.0,28.0,831.0,2023-07-02 14:38:00.400,2.4.3,,29542.0,27.0,2138.0,2045.0,19.0,https://pypi.org/project/watermark,2023-07-02 14:38:00.400,93.0,21789.0,https://anaconda.org/conda-forge/watermark,2023-07-02 15:47:55.854,271356.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
98,gmaps,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,23,False,gmaps,pbugnion/gmaps,conda-forge/gmaps,https://github.com/pbugnion/gmaps,BSD-3-Clause,2014-12-01 09:12:06.000,2023-06-16 13:23:14.332000,2019-07-22 06:22:45,1380.0,,146.0,25.0,154.0,73.0,137.0,756.0,2019-07-21 08:49:48.715,0.9.0,,10507.0,95.0,49.0,3.0,16.0,https://pypi.org/project/gmaps,2019-07-21 08:49:39.000,44.0,5343.0,https://anaconda.org/conda-forge/gmaps,2023-06-16 13:23:14.332,308112.0,3.0,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,2019-07-21 08:49:48.715,2.0,1163.0,,,,,,,,,,,,,,,,,,
99,Bash Kernel,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,23,True,bash_kernel,takluyver/bash_kernel,conda-forge/bash_kernel,https://github.com/takluyver/bash_kernel,BSD-3-Clause,2014-06-27 00:27:25.000,2023-09-21 07:00:26.000000,2023-09-21 07:00:26,109.0,5.0,123.0,27.0,34.0,35.0,66.0,653.0,2023-06-29 13:27:37.000,0.9.1,,27508.0,3.0,173.0,173.0,19.0,https://pypi.org/project/bash_kernel,,,24568.0,https://anaconda.org/conda-forge/bash_kernel,2023-06-16 16:16:52.485,144067.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
100,Mapbox GL,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,23,False,mapboxgl,mapbox/mapboxgl-jupyter,,https://github.com/mapbox/mapboxgl-jupyter,MIT,2017-08-08 15:10:51.000,2022-01-11 05:18:07.000000,2021-04-19 05:00:36,221.0,,138.0,123.0,91.0,43.0,67.0,640.0,2019-06-03 21:24:10.000,0.10.2,,12233.0,20.0,186.0,171.0,21.0,https://pypi.org/project/mapboxgl,2019-06-02 16:02:54.380,15.0,12233.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
101,pivottablejs,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,23,False,pivottablejs,nicolaskruchten/jupyter_pivottablejs,anaconda/pivottablejs,https://github.com/nicolaskruchten/jupyter_pivottablejs,MIT,2015-09-09 13:39:18.000,2023-08-31 16:23:08.000000,2018-12-04 14:43:25,32.0,,79.0,21.0,8.0,22.0,41.0,604.0,2018-01-15 18:14:37.000,0.9.0,,25058.0,10.0,387.0,366.0,3.0,https://pypi.org/project/pivottablejs,2018-01-15 18:14:37.000,21.0,25029.0,https://anaconda.org/anaconda/pivottablejs,2023-06-16 13:18:14.055,2723.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
102,Octave Kernel,An Octave kernel for IPython.,https://github.com/Calysto/octave_kernel,,kernels,23,True,octave_kernel,calysto/octave_kernel,conda-forge/octave_kernel,https://github.com/Calysto/octave_kernel,BSD-3-Clause,2014-07-31 01:59:06.000,2023-06-16 13:22:04.819000,2022-12-18 16:07:56,423.0,,64.0,24.0,52.0,32.0,150.0,432.0,2022-11-29 02:05:39.186,0.35.1,139.0,13267.0,114.0,61.0,54.0,20.0,https://pypi.org/project/octave_kernel,2022-11-29 02:05:39.186,7.0,7081.0,https://anaconda.org/conda-forge/octave_kernel,2023-06-16 13:22:04.819,507191.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
103,JupyterLab Templates,Support for jupyter notebook templates in jupyterlab.,https://github.com/finos/jupyterlab_templates,,lab-extensions,23,True,jupyterlab_templates,jpmorganchase/jupyterlab_templates,conda-forge/jupyterlab_templates,https://github.com/finos/jupyterlab_templates,Apache-2.0,2018-03-17 21:38:11.000,2023-09-11 12:26:31.000000,2023-09-11 12:26:30,419.0,14.0,62.0,16.0,139.0,6.0,81.0,349.0,2023-07-14 16:49:01.102,0.5.0,,16203.0,27.0,14.0,7.0,18.0,https://pypi.org/project/jupyterlab_templates,2023-07-14 16:49:01.102,5.0,12497.0,https://anaconda.org/conda-forge/jupyterlab_templates,2023-08-17 13:29:47.158,16526.0,2.0,jupyterlab_templates,https://www.npmjs.com/package/jupyterlab_templates,2023-07-14 16:47:40.070,2.0,3293.0,,,,,,,,finos/jupyterlab_templates,,,,,,,,,,
104,ThebeLab,Turn static HTML pages into live documents with Jupyter kernels.,https://github.com/executablebooks/thebe,,notebook-sharing,23,True,,executablebooks/thebe,,https://github.com/executablebooks/thebe,BSD-3-Clause,2017-03-14 12:17:22.000,2023-10-04 07:32:50.000000,2023-09-28 12:08:17,793.0,24.0,59.0,23.0,483.0,91.0,117.0,346.0,2021-10-26 10:05:57.827,0.8.2,,9671.0,16.0,8.0,7.0,28.0,,,,,,,,3.0,thebe,https://www.npmjs.com/package/thebe,2023-09-28 12:10:14.558,1.0,9671.0,,,,,,,,,,,,,,,,,,
105,dask-labextension,JupyterLab extension for Dask.,https://github.com/dask/dask-labextension,,lab-extensions,23,True,dask-labextension,dask/dask-labextension,conda-forge/dask-labextension,https://github.com/dask/dask-labextension,BSD-3-Clause,2016-09-26 19:01:37.000,2023-08-04 21:07:12.374000,2023-08-04 14:43:59,410.0,4.0,59.0,17.0,120.0,47.0,101.0,294.0,2023-08-04 14:55:02.000,7.0.0,,32919.0,28.0,11.0,2.0,24.0,https://pypi.org/project/dask-labextension,2023-08-04 14:55:02.000,7.0,7742.0,https://anaconda.org/conda-forge/dask-labextension,2023-08-04 21:07:12.374,918627.0,2.0,dask-labextension,https://www.npmjs.com/package/dask-labextension,2022-06-21 23:23:38.435,2.0,1003.0,,,,,,,,,,,,,,,,,,
106,ipytest,Pytest in IPython notebooks.,https://github.com/chmp/ipytest,,notebook-tools,23,True,ipytest,chmp/ipytest,,https://github.com/chmp/ipytest,MIT,2016-02-07 20:24:41.000,2023-09-20 18:27:28.000000,2023-05-19 07:54:10,322.0,,19.0,5.0,44.0,2.0,56.0,271.0,2023-05-19 07:58:00.869,0.13.3,,16802.0,39.0,329.0,309.0,5.0,https://pypi.org/project/ipytest,2023-05-19 07:58:00.869,20.0,16802.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
107,ipywebrtc,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,23,True,ipywebrtc,maartenbreddels/ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,MIT,2017-08-10 18:07:51.000,2023-06-16 13:24:24.196000,2023-03-06 12:26:30,217.0,,38.0,11.0,74.0,34.0,28.0,229.0,2021-03-29 11:27:31.000,0.6.0,,55129.0,13.0,900.0,885.0,9.0,https://pypi.org/project/ipywebrtc,2021-03-29 11:27:31.000,12.0,50434.0,https://anaconda.org/conda-forge/ipywebrtc,2023-06-16 13:24:24.196,325077.0,3.0,jupyter-webrtc,https://www.npmjs.com/package/jupyter-webrtc,2021-03-29 11:25:34.632,3.0,303.0,,,,,,,,,,,,,,,,,,
108,LDAP Authenticator,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,23,True,jupyterhub-ldapauthenticator,jupyterhub/ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,BSD-3-Clause,2016-01-17 05:11:49.000,2023-10-03 10:41:30.000000,2023-10-03 10:41:29,188.0,2.0,171.0,20.0,79.0,71.0,83.0,191.0,2020-08-28 12:01:56.000,1.3.2,,9389.0,9.0,127.0,120.0,32.0,https://pypi.org/project/jupyterhub-ldapauthenticator,2020-08-28 12:01:56.000,7.0,8875.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2023-06-16 16:08:49.184,32925.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
109,ipylab,Control JupyterLab from Python Notebooks with Jupyter Widgets.,https://github.com/jtpio/ipylab,,lab-extensions,23,True,ipylab,jtpio/ipylab,conda-forge/ipylab,https://github.com/jtpio/ipylab,BSD-3-Clause,2019-11-15 19:52:12.000,2023-08-11 12:01:52.980000,2023-08-11 05:47:41,223.0,3.0,11.0,8.0,87.0,20.0,21.0,155.0,2023-08-11 05:48:03.000,1.0.0,133.0,94597.0,16.0,73.0,62.0,7.0,https://pypi.org/project/ipylab,2023-08-11 05:47:52.000,9.0,93147.0,https://anaconda.org/conda-forge/ipylab,2023-08-11 12:01:52.980,26383.0,2.0,ipylab,https://www.npmjs.com/package/ipylab,2023-08-11 05:47:59.304,2.0,649.0,,,,,,,,,,,,,,,,,,
110,mknotebooks,A plugin for mkdocs to help you include Jupyter notebooks in your projects.,https://github.com/greenape/mknotebooks,,notebook-sharing,23,True,mknotebooks,greenape/mknotebooks,,https://github.com/greenape/mknotebooks,MIT,2018-09-18 08:13:25.000,2023-08-11 12:01:01.000000,2023-08-11 11:59:53,1742.0,41.0,20.0,2.0,1078.0,36.0,26.0,116.0,2023-08-07 10:13:29.000,0.8.0,,18340.0,866.0,463.0,430.0,14.0,https://pypi.org/project/mknotebooks,2023-08-11 12:01:01.000,33.0,18340.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
111,Native Authenticator,JupyterHub-native User Authenticator.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,23,True,jupyterhub-nativeauthenticator,jupyterhub/nativeauthenticator,,https://github.com/jupyterhub/nativeauthenticator,BSD-3-Clause,2018-12-03 17:38:18.000,2023-10-03 10:38:52.000000,2023-10-03 10:38:51,572.0,8.0,63.0,11.0,154.0,30.0,73.0,65.0,2023-05-22 08:28:01.738,1.2.0,,9153.0,13.0,62.0,62.0,22.0,https://pypi.org/project/jupyterhub-nativeauthenticator,2022-09-09 11:33:03.525,,9153.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
112,jupyter-packaging,Tools to help build and install Jupyter Python packages.,https://github.com/jupyter/jupyter-packaging,,components,23,True,jupyter-packaging,jupyter/jupyter-packaging,conda-forge/jupyter-packaging,https://github.com/jupyter/jupyter-packaging,BSD-3-Clause,2017-03-04 19:38:49.000,2023-10-03 11:40:54.000000,2023-04-15 13:12:28,431.0,,50.0,12.0,140.0,14.0,30.0,62.0,2022-08-25 15:33:01.697,0.12.3,61.0,324004.0,39.0,64.0,,30.0,https://pypi.org/project/jupyter-packaging,2022-08-25 15:33:01.697,64.0,310851.0,https://anaconda.org/conda-forge/jupyter-packaging,2023-06-16 19:19:02.319,539264.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
113,commuter,Notebook sharing hub.,https://github.com/nteract/commuter,,notebook-sharing,22,False,,nteract/commuter,,https://github.com/nteract/commuter,BSD-3-Clause,2017-01-03 22:23:32.000,2023-09-08 15:20:37.000000,2022-04-28 20:49:58,640.0,,579.0,41.0,255.0,52.0,39.0,6060.0,2020-10-27 19:53:29.453,5.11.0,,927.0,71.0,4.0,2.0,27.0,,,,,,,,3.0,@nteract/commuter,https://www.npmjs.com/package/@nteract/commuter,2020-10-27 19:53:29.453,2.0,927.0,,,,,,,,,,,,,,,,,,
114,Hydrogen,"Run code interactively, inspect data, and plot. All the power of Jupyter kernels, inside your favorite text editor.",https://github.com/nteract/hydrogen,,notebook-environments,22,True,,nteract/hydrogen,,https://github.com/nteract/hydrogen,MIT,2015-05-11 01:16:55.000,2023-10-04 21:10:04.000000,2023-01-10 01:11:13,2371.0,,352.0,89.0,878.0,169.0,1103.0,3873.0,2023-01-10 01:02:49.000,2.16.5,,,92.0,,,90.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
