,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,trending,pypi,cran_id,go_id,go_url,gem_id,docs_url,hex_id,bitbucket_id
0,best-of-ml-python - Data Visualization,Python-based data visualization libraries.,https://github.com/ml-tooling/best-of-ml-python#data-visualization,True,widgets,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ipython,"Official repository for IPython itself. Other repos in the IPython organization contain things like the website,..",https://github.com/ipython/ipython,,components,47,True,ipython,ipython/ipython,conda-forge/ipython,https://github.com/ipython/ipython,BSD-3-Clause,2010-05-10 04:46:06.000,2023-12-20 20:44:16.000000,2023-12-20 20:44:16,26792.0,125.0,4483.0,755.0,6979.0,1656.0,5643.0,16035.0,2023-11-27 09:58:30.000,8.18.1,320688.0,33669777.0,178.0,521307.0,484555.0,977.0,https://pypi.org/project/ipython,2023-11-27 09:58:30.000,36752.0,32985104.0,https://anaconda.org/conda-forge/ipython,2023-12-06 03:19:00.853,25237226.0,1.0,,,,,,,,,,,,,,,,,,,,
2,bokeh,"Interactive Data Visualization in the browser, from Python.",https://github.com/bokeh/bokeh,,widgets,45,True,bokeh,bokeh/bokeh,conda-forge/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2023-12-21 14:05:25.000000,2023-12-19 18:41:07,20343.0,127.0,4201.0,444.0,5928.0,759.0,6785.0,18420.0,2023-12-01 19:01:10.000,3.3.2,,4505918.0,188.0,84561.0,80761.0,679.0,https://pypi.org/project/bokeh,2023-12-16 09:15:19.000,3791.0,4180370.0,https://anaconda.org/conda-forge/bokeh,2023-12-01 23:42:13.932,13212476.0,1.0,@bokeh/bokehjs,https://www.npmjs.com/package/@bokeh/bokehjs,2023-12-16 09:15:11.254,9.0,10966.0,,,,,,,,,,,,,,,
3,Jupyter,Jupyter Interactive Notebook.,https://github.com/jupyter/notebook,,notebook-environments,43,True,notebook,jupyter/notebook,conda-forge/jupyter,https://github.com/jupyter/notebook,BSD-3-Clause,2015-04-09 06:58:03.000,2023-12-21 13:44:52.000000,2023-12-21 09:19:47,13492.0,48.0,4384.0,320.0,2362.0,2008.0,2791.0,11839.0,2023-10-17 12:42:06.000,7.0.6,15865.0,18159586.0,140.0,9748.0,704.0,645.0,https://pypi.org/project/notebook,2023-12-04 15:07:15.000,9044.0,17740169.0,https://anaconda.org/conda-forge/jupyter,2023-10-02 14:08:37.561,3977037.0,1.0,,,,,,jupyter/datascience-notebook,https://hub.docker.com/r/jupyter/datascience-notebook,2023-10-20 20:06:40.614669,1062.0,31782445.0,,,,,,,,,,
4,panel,Panel: The powerful data exploration & web app framework for Python.,https://github.com/holoviz/panel,,widgets,39,True,panel,holoviz/panel,conda-forge/panel,https://github.com/holoviz/panel,BSD-3-Clause,2018-08-23 12:14:24.000,2023-12-21 12:30:48.000000,2023-12-21 08:46:20,3500.0,299.0,399.0,52.0,3021.0,881.0,2176.0,3394.0,2023-12-20 18:14:26.000,1.3.6,,721271.0,62.0,9440.0,9440.0,153.0,https://pypi.org/project/panel,,,635125.0,https://anaconda.org/conda-forge/panel,2023-11-30 08:30:31.020,1244341.0,1.0,@holoviz/panel,https://www.npmjs.com/package/@holoviz/panel,,,56519.0,,,,,,,,,,,,,,,
5,nbconvert,Jupyter Notebook Conversion.,https://github.com/jupyter/nbconvert,,notebook-sharing,39,True,nbconvert,jupyter/nbconvert,conda-forge/nbconvert,https://github.com/jupyter/nbconvert,BSD-3-Clause,2015-04-09 06:58:23.000,2023-12-18 14:30:05.061000,2023-12-18 12:47:05,4024.0,27.0,522.0,51.0,946.0,497.0,640.0,1596.0,2023-12-18 12:47:29.000,7.13.0,861.0,21441166.0,63.0,245368.0,245368.0,267.0,https://pypi.org/project/nbconvert,,,21016467.0,https://anaconda.org/conda-forge/nbconvert,2023-12-18 14:30:05.061,15713324.0,1.0,,,,,,,,,,,,,,,,,,,,
6,JupyterHub,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,38,True,jupyterhub,jupyterhub/jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,BSD-3-Clause,2014-06-12 23:22:10.000,2023-12-20 13:41:16.000000,2023-12-18 14:38:38,7184.0,107.0,1974.0,266.0,2244.0,180.0,2181.0,7767.0,2023-08-10 09:30:00.000,4.0.2,,222532.0,74.0,3029.0,2637.0,354.0,https://pypi.org/project/jupyterhub,2023-08-10 09:30:00.000,392.0,153418.0,https://anaconda.org/conda-forge/jupyterhub,2023-08-10 13:04:08.285,1034693.0,1.0,,,,,,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2023-12-18 14:43:38.313494,330.0,5002092.0,,,,,,,,,,
7,IPython Kernel,IPython Kernel for Jupyter.,https://github.com/ipython/ipykernel,,kernels,38,True,ipykernel,ipython/ipykernel,ipykernel,https://github.com/ipython/ipykernel,BSD-3-Clause,2015-04-09 07:44:14.000,2023-12-21 02:03:50.000000,2023-12-21 02:03:50,2885.0,24.0,343.0,37.0,700.0,243.0,234.0,594.0,2023-11-27 18:25:10.000,6.27.1,2013.0,18300216.0,70.0,316386.0,316386.0,176.0,https://pypi.org/project/ipykernel,,,18291473.0,https://anaconda.org/anaconda/ipykernel,2023-08-08 23:38:38.779,841882.0,1.0,,,,,,,,,,,,,,,,,,,,
8,pandas-profiling,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames.,https://github.com/ydataai/ydata-profiling,,widgets,37,True,pandas-profiling,pandas-profiling/pandas-profiling,conda-forge/pandas-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2023-12-18 07:47:45.000000,2023-12-15 00:57:55,1368.0,38.0,1559.0,150.0,739.0,197.0,551.0,11587.0,2023-12-05 15:38:30.000,4.6.3,22.0,662977.0,54.0,2077.0,2077.0,117.0,https://pypi.org/project/pandas-profiling,,,658279.0,https://anaconda.org/conda-forge/pandas-profiling,2023-06-16 13:22:30.453,413460.0,1.0,,,,,,,,,,,ydataai/ydata-profiling,,,,,,,,,
9,Jupytext,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,36,True,jupytext,mwouts/jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,MIT,2018-06-15 05:25:36.000,2023-12-18 09:43:03.000000,2023-12-15 18:30:09,2419.0,67.0,373.0,69.0,554.0,114.0,530.0,6271.0,2023-12-03 17:21:23.000,1.16.0,,657794.0,100.0,6433.0,6433.0,84.0,https://pypi.org/project/jupytext,,,633910.0,https://anaconda.org/conda-forge/jupytext,2023-12-03 21:51:00.119,730835.0,1.0,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,,,6484.0,,,,,,,,,,,,,,,
10,evidently,Evaluate and monitor ML models from validation to production. Join our Discord: https://discord.com/invite/xZjKRaNp8b.,https://github.com/evidentlyai/evidently,,widgets,35,True,evidently,evidentlyai/evidently,conda-forge/evidently,https://github.com/evidentlyai/evidently,Apache-2.0,2020-11-25 15:20:08.000,2023-12-21 14:16:20.000000,2023-12-19 20:10:41,1920.0,109.0,468.0,43.0,624.0,113.0,185.0,4240.0,2023-12-19 21:14:01.000,0.4.12,,1031004.0,64.0,2719.0,2719.0,57.0,https://pypi.org/project/evidently,,,1030559.0,https://anaconda.org/conda-forge/evidently,2023-12-20 15:10:08.659,12469.0,1.0,,,,,,,,,,,,,,,,,,,,
11,ipywidgets,Interactive Widgets for the Jupyter Notebook.,https://github.com/jupyter-widgets/ipywidgets,,widgets,35,True,ipywidgets,jupyter-widgets/ipywidgets,conda-forge/ipywidgets,https://github.com/jupyter-widgets/ipywidgets,BSD-3-Clause,2015-04-17 20:29:25.000,2023-12-19 12:53:51.000000,2023-12-19 12:53:50,7816.0,11.0,940.0,76.0,1883.0,672.0,1317.0,2962.0,2023-09-13 09:49:35.000,8.1.1,,11833640.0,119.0,98.0,2.0,212.0,https://pypi.org/project/ipywidgets,,,11465112.0,https://anaconda.org/conda-forge/ipywidgets,2023-09-13 12:15:46.781,12439215.0,1.0,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2023-09-13 09:33:59.145,96.0,49574.0,,,,,,,,,,,,,,,
12,qtconsole,Jupyter Qt Console.,https://github.com/jupyter/qtconsole,,others,35,True,qtconsole,jupyter/qtconsole,conda-forge/qtconsole,https://github.com/jupyter/qtconsole,BSD-3-Clause,2015-04-09 06:59:10.000,2023-11-25 20:30:31.000000,2023-11-25 20:30:31,1971.0,27.0,186.0,23.0,261.0,108.0,229.0,386.0,,,,4889568.0,41.0,158150.0,158150.0,122.0,https://pypi.org/project/qtconsole,,,4780186.0,https://anaconda.org/conda-forge/qtconsole,2023-11-16 21:13:55.750,4594049.0,1.0,,,,,,,,,,,,,,,,,,,,
13,papermill,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,34,True,papermill,nteract/papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2023-12-18 20:13:13.000000,2023-12-18 20:13:13,972.0,33.0,402.0,93.0,376.0,129.0,252.0,5472.0,2023-11-01 22:59:26.000,2.5.0,,1376590.0,74.0,5746.0,5500.0,114.0,https://pypi.org/project/papermill,2023-11-01 22:59:26.000,246.0,1363843.0,https://anaconda.org/conda-forge/papermill,2023-08-30 21:31:47.332,535378.0,1.0,,,,,,,,,,,,,,,,,,,,
14,Voila,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,34,True,voila,voila-dashboards/voila,conda-forge/voila,https://github.com/voila-dashboards/voila,BSD-3-Clause,2018-08-21 14:21:42.000,2023-12-11 10:23:30.000000,2023-12-11 10:23:30,1439.0,17.0,487.0,77.0,722.0,290.0,424.0,5029.0,2023-10-31 09:04:25.000,0.5.5,1026.0,70523.0,102.0,10713.0,10625.0,68.0,https://pypi.org/project/voila,2023-10-31 09:04:11.000,86.0,62160.0,https://anaconda.org/conda-forge/voila,2023-10-31 12:26:37.734,311255.0,1.0,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,2020-05-19 10:24:11.555,2.0,345.0,,,,,,,,,,,,,,,
15,ipyleaflet,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,34,True,ipyleaflet,jupyter-widgets/ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2023-12-21 11:41:05.000000,2023-12-21 11:41:05,1165.0,16.0,341.0,65.0,585.0,227.0,346.0,1431.0,2023-12-15 14:14:28.000,0.18.1,,207608.0,69.0,6559.0,6559.0,87.0,https://pypi.org/project/ipyleaflet,,,130484.0,https://anaconda.org/conda-forge/ipyleaflet,2023-12-15 15:24:03.988,1091817.0,1.0,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,,,51733.0,,,,,,,,,,,,,,,
16,nbformat,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,34,True,nbformat,jupyter/nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,BSD-3-Clause,2015-04-09 01:07:29.000,2023-12-05 17:09:52.000000,2023-12-05 17:05:28,1040.0,9.0,153.0,22.0,249.0,63.0,80.0,230.0,2023-07-31 10:35:35.000,5.9.2,222.0,17455154.0,38.0,264086.0,255133.0,79.0,https://pypi.org/project/nbformat,2023-07-31 10:35:27.000,8951.0,16950640.0,https://anaconda.org/conda-forge/nbformat,2023-07-31 14:51:04.971,20684778.0,1.0,nbformat-schema,https://www.npmjs.com/package/nbformat-schema,2023-07-31 10:35:32.446,2.0,2.0,,,,,,,,,,,,,,,
17,nteract,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,33,True,nteract_on_jupyter,nteract/nteract,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2023-10-06 00:41:42.000000,2023-10-06 00:41:38,11271.0,6.0,579.0,154.0,3989.0,189.0,1522.0,6107.0,2021-10-22 17:46:48.907,7.0.20,1481711.0,90660.0,94.0,43.0,2.0,179.0,https://pypi.org/project/nteract_on_jupyter,2019-07-16 03:59:16.000,5.0,811.0,,,,2.0,@nteract/messaging,https://www.npmjs.com/package/@nteract/messaging,2021-10-22 17:46:48.907,36.0,73567.0,,,,,,,,,,,,,,,
18,Jupyter Book,"Create beautiful, publication-quality books and documents from computational content.",https://github.com/executablebooks/jupyter-book,,notebook-sharing,33,True,jupyter-book,executablebooks/jupyter-book,conda-forge/jupyter-book,https://github.com/executablebooks/jupyter-book,BSD-3-Clause,2018-06-14 01:55:51.000,2023-12-18 16:34:03.000000,2023-12-05 10:47:47,1459.0,21.0,626.0,63.0,748.0,579.0,730.0,3580.0,2023-03-14 01:34:01.609,0.15.1,,96999.0,46.0,12273.0,12121.0,134.0,https://pypi.org/project/jupyter-book,2023-03-14 01:34:01.609,152.0,93569.0,https://anaconda.org/conda-forge/jupyter-book,2023-06-16 19:24:49.553,116624.0,2.0,,,,,,,,,,,,,,,,,,,,
19,nbdime,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,33,True,nbdime,jupyter/nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,BSD-3-Clause,2015-11-16 09:25:53.000,2023-11-21 14:11:17.594000,2023-11-21 09:21:22,2132.0,101.0,164.0,42.0,409.0,77.0,263.0,2547.0,2023-11-21 09:21:51.000,4.0.1,74.0,369978.0,36.0,286.0,133.0,50.0,https://pypi.org/project/nbdime,2023-11-21 09:21:36.000,150.0,304533.0,https://anaconda.org/conda-forge/nbdime,2023-11-21 14:11:17.594,957100.0,2.0,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,2023-11-21 09:21:48.655,3.0,40250.0,,,,,,,,,,,,,,,
20,JupyterLab Debugger,"A visual debugger for Jupyter notebooks, consoles, and source files.",https://github.com/jupyterlab/debugger,,lab-extensions,32,False,,jupyterlab/debugger,,https://github.com/jupyterlab/debugger,BSD-3-Clause,2019-07-19 18:19:17.000,2023-12-20 16:47:16.749000,2021-03-31 14:20:34,1174.0,,2946.0,20.0,322.0,31.0,245.0,13484.0,2023-11-18 15:08:49.257,4.0.9,,70026.0,234.0,1489.0,1479.0,11.0,,,,,,,,1.0,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,2023-12-20 16:47:16.749,10.0,70026.0,,,,,,,6.0,,,,,,,,
21,Docker Stacks,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,32,True,,jupyter/docker-stacks,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2023-12-20 23:01:13.000000,2023-12-20 09:36:31,3650.0,155.0,2923.0,190.0,1196.0,25.0,850.0,8029.0,,,,892024.0,,21.0,21.0,238.0,,,,,,,,2.0,,,,,,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2023-10-20 20:03:34.298948,437.0,90094424.0,,,,,,,,,,
22,JupyterLab LSP,Coding assistance for JupyterLab (code navigation + hover suggestions + linters + autocompletion + rename) using..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,32,True,jupyterlab-lsp,jupyter-lsp/jupyterlab-lsp,conda-forge/jupyter-lsp,https://github.com/jupyter-lsp/jupyterlab-lsp,BSD-3-Clause,2019-08-17 11:34:22.000,2023-11-27 13:42:47.825000,2023-11-26 21:37:30,2865.0,54.0,132.0,20.0,509.0,172.0,355.0,1649.0,2023-11-26 21:44:38.000,5.0.1,,76215.0,67.0,1755.0,1731.0,51.0,https://pypi.org/project/jupyterlab-lsp,2023-11-26 21:42:57.000,20.0,43142.0,https://anaconda.org/conda-forge/jupyter-lsp,2023-11-27 13:42:47.825,1118560.0,1.0,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,2022-08-26 15:27:01.064,4.0,4392.0,,,,,,,,,,,,,,,
23,VSCode Jupyter,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,32,True,,microsoft/vscode-jupyter,conda-forge/vscode-jupyter,https://github.com/microsoft/vscode-jupyter,MIT,2020-09-10 23:39:14.000,2023-12-21 12:37:35.000000,2023-12-21 12:37:34,8539.0,239.0,246.0,42.0,4229.0,305.0,9148.0,1153.0,2023-11-14 18:47:44.000,2023.10.1100000000,,1904.0,33.0,2.0,2.0,266.0,,,,,https://anaconda.org/conda-forge/vscode-jupyter,2023-06-16 19:25:09.142,62848.0,2.0,,,,,,,,,,,,,,,,,,,,
24,jupyter_server,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,32,True,jupyter_server,jupyter-server/jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,BSD-3-Clause,2016-09-21 19:18:45.000,2023-12-16 12:52:31.000000,2023-12-16 12:52:31,12702.0,51.0,249.0,38.0,946.0,147.0,275.0,433.0,2023-12-06 21:16:45.000,2.12.1,2502.0,21134583.0,103.0,,,516.0,https://pypi.org/project/jupyter_server,,,20887963.0,https://anaconda.org/conda-forge/jupyter_server,2023-12-07 01:13:51.064,9615425.0,3.0,,,,,,,,,,,,,,,,,,,,
25,nbclient,A client library for executing notebooks. Formally nbconverts ExecutePreprocessor.,https://github.com/jupyter/nbclient,,notebook-tools,32,True,nbclient,jupyter/nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,BSD-3-Clause,2020-01-13 17:29:49.000,2023-12-11 13:19:06.000000,2023-12-11 03:42:24,375.0,10.0,52.0,11.0,200.0,42.0,69.0,128.0,2023-11-07 18:01:22.000,0.9.0,406.0,13417903.0,39.0,139736.0,139562.0,37.0,https://pypi.org/project/nbclient,2023-11-07 18:01:15.000,174.0,13132121.0,https://anaconda.org/conda-forge/nbclient,2023-06-16 19:18:04.408,13145336.0,1.0,,,,,,,,,,,,,,,,,,,,
26,JupyterLab,JupyterLab computational environment.,https://github.com/jupyterlab/jupyterlab,,notebook-environments,31,True,jupyterlab,jupyterlab/jupyterlab,conda-forge/jupyterlab,https://github.com/jupyterlab/jupyterlab,BSD-3-Clause,2016-06-03 20:09:17.000,2023-12-20 18:08:20.000000,,,,2946.0,,,2415.0,,13484.0,2023-11-18 15:12:32.512,4.0.9,,13027602.0,499.0,2799.0,,472.0,https://pypi.org/project/jupyterlab,2023-12-20 16:44:58.000,2423.0,12637103.0,https://anaconda.org/conda-forge/jupyterlab,2023-12-20 17:15:33.401,9504829.0,2.0,@jupyterlab/ui-components,https://www.npmjs.com/package/@jupyterlab/ui-components,2023-12-20 16:53:38.587,376.0,169457.0,,,,,,,,,,,,,,,
27,Perspective,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",https://github.com/finos/perspective,,lab-extensions,31,True,perspective-python,finos/perspective,conda-forge/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2023-12-19 21:44:48.000000,2023-12-12 03:40:48,5852.0,113.0,885.0,110.0,1583.0,84.0,614.0,7029.0,2023-11-29 21:48:30.000,2.7.1,1887.0,18053.0,48.0,104.0,104.0,93.0,https://pypi.org/project/perspective-python,,,5448.0,https://anaconda.org/conda-forge/perspective,2023-12-04 04:58:10.833,492290.0,1.0,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,,,507.0,,,,,,,,,,,,,,,
28,D-Tale,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,31,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-12-01 05:25:05.000000,2023-11-29 14:09:54,774.0,29.0,358.0,73.0,278.0,56.0,498.0,4380.0,2023-11-29 14:29:01.000,3.8.1,,117955.0,139.0,960.0,960.0,30.0,https://pypi.org/project/dtale,,,111910.0,https://anaconda.org/conda-forge/dtale,2023-11-29 15:12:38.018,259949.0,2.0,,,,,,,,,,,,,,,,,,,,
29,dtale,Visualizer for pandas data structures.,https://github.com/man-group/dtale,,jupyter-extensions,31,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-12-01 05:25:05.000000,2023-11-29 14:09:54,774.0,29.0,368.0,73.0,278.0,56.0,498.0,4380.0,2023-11-29 14:48:32.000,3.8.1,,117955.0,178.0,983.0,960.0,30.0,https://pypi.org/project/dtale,2023-11-29 14:48:32.000,23.0,111910.0,https://anaconda.org/conda-forge/dtale,2023-11-29 15:12:38.018,259949.0,1.0,,,,,,,,,,,,,,,,,,,,
30,nikola,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,31,True,nikola,getnikola/nikola,,https://github.com/getnikola/nikola,MIT,2012-04-14 13:53:22.000,2023-11-14 18:05:35.000000,2023-11-14 18:05:35,10383.0,6.0,441.0,78.0,1529.0,59.0,2094.0,2505.0,2023-04-30 10:43:00.749,8.2.4,43.0,2282.0,87.0,633.0,497.0,237.0,https://pypi.org/project/nikola,2023-04-30 10:43:00.749,136.0,2282.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
31,jupyter-matplotlib,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,31,True,ipympl,matplotlib/ipympl,conda-forge/ipympl,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2023-10-02 20:57:42.000000,2023-06-16 01:18:19,510.0,,221.0,39.0,246.0,149.0,154.0,1480.0,2023-02-15 19:39:15.846,0.11.3,,266682.0,49.0,9849.0,9669.0,32.0,https://pypi.org/project/ipympl,2023-02-15 19:26:01.770,177.0,233973.0,https://anaconda.org/conda-forge/ipympl,2023-06-16 13:22:32.078,1504679.0,2.0,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,2023-02-15 19:39:15.846,3.0,14581.0,,,,,,,,,,,,,,,
32,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,31,True,sparkmagic,jupyter-incubator/sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,BSD-3-Clause,2015-09-21 15:35:25.000,2023-11-30 14:01:02.000000,2023-11-26 14:25:24,1350.0,28.0,436.0,49.0,427.0,151.0,300.0,1271.0,2023-09-13 15:53:21.000,0.21.0,,26718.0,56.0,344.0,322.0,64.0,https://pypi.org/project/sparkmagic,2023-09-13 15:53:21.000,22.0,23871.0,https://anaconda.org/conda-forge/sparkmagic,2023-09-23 23:23:29.586,111063.0,1.0,,,,,,,,,,,,,,,,,,,,
33,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,31,True,oauthenticator,jupyterhub/oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,BSD-3-Clause,2014-09-23 21:37:06.000,2023-12-11 08:08:16.000000,2023-12-11 08:08:16,1546.0,52.0,359.0,21.0,422.0,54.0,244.0,388.0,2023-11-27 17:40:41.000,16.2.1,,26069.0,44.0,445.0,396.0,120.0,https://pypi.org/project/oauthenticator,2023-11-27 17:40:41.000,49.0,24881.0,https://anaconda.org/conda-forge/oauthenticator,2023-11-28 06:31:15.831,45167.0,1.0,,,,,,,,,,,,,,,,,,,,
34,Contrib NBextensions,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,30,True,jupyter_contrib_nbextensions,ipython-contrib/jupyter_contrib_nbextensions,conda-forge/jupyter_contrib_nbextensions,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,BSD-3-Clause,2013-07-13 17:05:16.000,2023-10-11 19:11:18.000000,2022-12-21 19:56:24,2660.0,,803.0,134.0,850.0,352.0,461.0,5123.0,2022-11-15 17:33:00.905,0.7.0,,422112.0,18.0,268.0,20.0,136.0,https://pypi.org/project/jupyter_contrib_nbextensions,2022-11-15 17:33:00.905,248.0,400939.0,https://anaconda.org/conda-forge/jupyter_contrib_nbextensions,2023-06-16 13:22:12.750,1863293.0,1.0,,,,,,,,,,,,,,,,,,,,
35,nbdev,Create delightful software with Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,30,True,nbdev,fastai/nbdev,,https://github.com/fastai/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2023-12-15 17:20:31.000000,2023-11-13 05:45:49,1679.0,30.0,464.0,46.0,541.0,129.0,713.0,4638.0,2023-10-19 04:40:00.000,2.3.13,,51258.0,155.0,147.0,,94.0,https://pypi.org/project/nbdev,2023-10-19 04:40:00.000,147.0,51258.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
36,ipython-sql,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,30,True,ipython-sql,catherinedevlin/ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2023-12-14 22:05:01.000000,2023-04-21 20:49:35,292.0,,297.0,47.0,97.0,111.0,43.0,1740.0,2023-02-27 00:06:57.430,0.5.0,,131128.0,19.0,5723.0,5655.0,55.0,https://pypi.org/project/ipython-sql,2023-02-27 00:06:57.430,68.0,128320.0,https://anaconda.org/conda-forge/ipython-sql,2023-06-16 13:23:09.898,247183.0,1.0,,,,,,,,,,,,,,,,,,,,
37,nbgrader,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,30,True,nbgrader,jupyter/nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,BSD-3-Clause,2014-09-13 03:27:36.000,2023-12-04 18:34:12.000000,2023-12-04 18:34:04,3409.0,4.0,319.0,44.0,933.0,264.0,643.0,1234.0,2023-09-05 12:35:02.000,0.9.1,308.0,9693.0,39.0,526.0,505.0,105.0,https://pypi.org/project/nbgrader,2023-09-05 12:34:49.000,21.0,5029.0,https://anaconda.org/conda-forge/nbgrader,2023-09-13 22:27:45.981,153843.0,1.0,,,,,,,,,,,,,,,,,,,,
38,bqplot,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,29,True,bqplot,bqplot/bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2023-11-06 09:55:37.480000,2023-10-04 07:40:23,3656.0,1.0,445.0,100.0,1043.0,224.0,368.0,3500.0,2023-08-04 08:28:46.000,0.12.41,,160379.0,63.0,52.0,52.0,64.0,https://pypi.org/project/bqplot,,,127770.0,https://anaconda.org/conda-forge/bqplot,2023-11-06 09:55:37.480,1246525.0,2.0,bqplot,https://www.npmjs.com/package/bqplot,,,3621.0,,,,,,,,,,,,,,,
