,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,updated_github_id,conda_dependent_project_count,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,bitbucket_id
38,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/widgetti/ipyvolume,,widgets,29,True,ipyvolume,maartenbreddels/ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2022-11-09 11:07:12.000000,2022-07-26 13:21:25,974.0,,225.0,53.0,117.0,173.0,128.0,1807.0,2019-07-07 19:46:13.862,0.5.2,,67691.0,48.0,967.0,914.0,41.0,https://pypi.org/project/ipyvolume,2021-10-29 20:42:04.000,50.0,60142.0,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451,399038.0,2.0,,,,,,ipyvolume,https://www.npmjs.com/package/ipyvolume,2021-10-29 20:42:48.194,3.0,1849.0,,widgetti/ipyvolume,,,,,,,,,,
39,JupyterLab LSP,Coding assistance for JupyterLab (code navigation + hover suggestions + linters + autocompletion + rename) using..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,29,True,jupyterlab-lsp,jupyter-lsp/jupyterlab-lsp,conda-forge/jupyter-lsp,https://github.com/jupyter-lsp/jupyterlab-lsp,BSD-3-Clause,2019-08-17 11:34:22.000,2022-12-04 12:00:39.000000,2022-09-28 16:07:11,2497.0,28.0,114.0,16.0,439.0,165.0,279.0,1382.0,2022-08-26 15:33:43.000,3.10.2,,28239.0,67.0,285.0,276.0,45.0,https://pypi.org/project/jupyterlab-lsp,2022-03-21 19:12:23.000,7.0,18706.0,https://anaconda.org/conda-forge/jupyter-lsp,2021-12-12 16:35:34.220,65975.0,1.0,,,,,,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,2022-08-26 15:27:01.064,2.0,7090.0,,,,,,,,,,,,
40,pythreejs,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,29,True,pythreejs,jupyter-widgets/pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000,2022-10-21 10:50:59.000000,2022-08-25 13:37:51,1715.0,,181.0,40.0,171.0,56.0,166.0,840.0,2022-08-31 09:02:38.000,2.4.1,,79398.0,45.0,70.0,21.0,30.0,https://pypi.org/project/pythreejs,2021-02-26 14:01:21.000,42.0,69282.0,https://anaconda.org/conda-forge/pythreejs,2022-09-06 14:51:41.037,442826.0,2.0,,,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2022-08-24 13:26:43.242,7.0,4511.0,,,,,,,,,,,,
41,responsible-ai-widgets,"This project provides responsible AI user interfaces for Fairlearn, interpret-community, and Error Analysis, as well..",https://github.com/microsoft/responsible-ai-toolbox,,widgets,29,True,raiwidgets,microsoft/responsible-ai-toolbox,,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2022-12-08 08:37:22.000000,2022-12-08 08:37:20,1377.0,109.0,159.0,19.0,1563.0,63.0,220.0,623.0,2022-10-25 17:58:30.000,0.23.0,,9201.0,40.0,43.0,40.0,29.0,https://pypi.org/project/raiwidgets,2022-06-10 06:18:19.000,3.0,9201.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
42,KubeSpawner,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,29,True,jupyterhub-kubespawner,jupyterhub/kubespawner,conda-forge/jupyterhub-kubespawner,https://github.com/jupyterhub/kubespawner,BSD-3-Clause,2015-11-21 07:02:52.000,2022-12-08 09:41:48.000000,2022-12-07 15:52:11,1325.0,85.0,271.0,30.0,384.0,69.0,248.0,442.0,2022-11-03 16:42:13.267,4.3.0,,47869.0,33.0,14.0,,77.0,https://pypi.org/project/jupyterhub-kubespawner,2022-05-19 17:08:22.000,14.0,47360.0,https://anaconda.org/conda-forge/jupyterhub-kubespawner,2022-09-13 23:09:14.985,10702.0,1.0,,,,,,,,,,,,,,,,,,,,,,
43,JupyterLab Debugger,"A visual debugger for Jupyter notebooks, consoles, and source files.",https://github.com/jupyterlab/debugger,,lab-extensions,28,False,,jupyterlab/debugger,,https://github.com/jupyterlab/debugger,BSD-3-Clause,2019-07-19 18:19:17.000,2022-12-06 13:33:43.285000,2021-03-31 14:20:34,1174.0,,2506.0,20.0,322.0,31.0,245.0,12494.0,2022-12-05 09:41:29.625,3.5.1,,87703.0,196.0,5.0,,11.0,,,,,,,,1.0,,,,,,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,2022-12-06 13:33:43.285,5.0,87703.0,,,,,,,,,,,,
44,JupyterLab TOC,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,28,False,,jupyterlab/jupyterlab-toc,,https://github.com/jupyterlab/jupyterlab-toc,BSD-3-Clause,2018-03-12 15:55:19.000,2022-12-06 13:37:27.000000,2021-08-10 23:33:21,523.0,,2506.0,31.0,63.0,64.0,51.0,12494.0,2022-12-05 09:45:03.147,5.5.1,,87229.0,187.0,14.0,,14.0,,,,,,,,1.0,,,,,,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,2022-12-06 13:37:27.000,14.0,87229.0,,,,,,,,,,,,
45,facets-overview,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,28,False,facets-overview,pair-code/facets,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2022-10-29 13:12:23.000000,2021-05-06 12:01:05,264.0,,900.0,273.0,93.0,82.0,76.0,7043.0,2019-07-24 15:57:06.000,1.0.0,,395581.0,4.0,157.0,150.0,28.0,https://pypi.org/project/facets-overview,2019-07-24 15:57:06.000,7.0,395581.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
46,BeakerX,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,28,False,beakerx,twosigma/beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,Apache-2.0,2013-12-03 14:16:36.000,2022-11-03 11:08:08.841000,2021-01-21 14:02:57,1689.0,,387.0,125.0,3797.0,348.0,4175.0,2702.0,2022-06-15 11:25:51.000,2.3.13,31.0,16078.0,54.0,23.0,,81.0,https://pypi.org/project/beakerx,2022-06-15 11:25:51.000,22.0,4614.0,https://anaconda.org/conda-forge/beakerx,2022-11-03 11:08:08.841,561157.0,2.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,248928.0,beakerx,https://www.npmjs.com/package/beakerx,2019-04-06 03:31:02.776,1.0,253.0,,,,,,,,,,,,
47,nbdime,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,28,True,nbdime,jupyter/nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,BSD-3-Clause,2015-11-16 09:25:53.000,2022-12-05 02:37:02.000000,2022-11-24 14:42:18,1967.0,2.0,137.0,43.0,352.0,70.0,222.0,2334.0,2021-10-26 00:11:36.407,1.0.1,,285867.0,27.0,230.0,89.0,41.0,https://pypi.org/project/nbdime,2021-10-25 23:22:53.000,141.0,232571.0,https://anaconda.org/conda-forge/nbdime,2021-10-26 17:29:52.628,710756.0,2.0,,,,,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,2021-10-26 00:11:36.407,,43425.0,,,,,,,,,,,,
48,ipython-sql,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,28,True,ipython-sql,catherinedevlin/ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2022-11-16 00:09:35.000000,2022-11-16 00:09:35,286.0,1.0,258.0,52.0,74.0,105.0,40.0,1602.0,2022-06-12 04:51:46.000,0.4.1,,105117.0,18.0,3778.0,3709.0,53.0,https://pypi.org/project/ipython-sql,2022-06-12 04:51:46.000,69.0,102613.0,https://anaconda.org/conda-forge/ipython-sql,2021-11-13 15:23:35.182,190317.0,1.0,,,,,,,,,,,,,,,,,,,,,,
49,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,28,True,sparkmagic,jupyter-incubator/sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,BSD-3-Clause,2015-09-21 15:35:25.000,2022-10-31 16:26:37.000000,2022-10-31 16:26:37,1214.0,2.0,408.0,52.0,372.0,148.0,285.0,1183.0,2022-05-02 22:18:06.000,0.20.0,,36153.0,50.0,287.0,267.0,58.0,https://pypi.org/project/sparkmagic,2022-05-02 22:18:06.000,20.0,35212.0,https://anaconda.org/conda-forge/sparkmagic,2022-05-09 18:27:42.421,60232.0,1.0,,,,,,,,,,,,,,,,,,,,,,
50,nbgrader,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,28,True,nbgrader,jupyter/nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,BSD-3-Clause,2014-09-13 03:27:36.000,2022-12-06 17:00:00.000000,2022-11-30 15:19:43,3339.0,27.0,318.0,43.0,855.0,215.0,622.0,1148.0,2022-09-27 21:47:44.689,0.8.1,66.0,4481.0,31.0,17.0,,98.0,https://pypi.org/project/nbgrader,2022-07-06 09:43:23.000,17.0,2663.0,https://anaconda.org/conda-forge/nbgrader,2022-09-28 03:43:17.179,129144.0,2.0,,,,,,,,,,,,,,,,,,,,,,
51,VSCode Jupyter,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,28,True,,microsoft/vscode-jupyter,conda-forge/vscode-jupyter,https://github.com/microsoft/vscode-jupyter,MIT,2020-09-10 23:39:14.000,2022-12-08 13:13:16.000000,2022-12-08 13:13:15,7649.0,347.0,174.0,41.0,3142.0,732.0,7740.0,837.0,2022-10-12 16:44:26.000,2022.09.120,,2118.0,32.0,,,256.0,,,,,https://anaconda.org/conda-forge/vscode-jupyter,2022-10-06 10:03:22.369,44498.0,2.0,,,,,,,,,,,,,,,,,,,,,,
52,Stencila,"Author, collaborate on, and publish beautiful interactive documents.",https://github.com/stencila/stencila,,notebook-sharing,28,True,,stencila/stencila,,https://github.com/stencila/stencila,Apache-2.0,2012-05-31 02:43:31.000,2022-12-08 10:35:52.000000,2022-12-01 20:29:42,10321.0,439.0,39.0,23.0,934.0,77.0,497.0,658.0,2022-07-29 06:53:21.000,1.16.0,3161.0,399.0,100.0,26.0,18.0,34.0,,,,,,,,2.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16465.0,stencila,https://www.npmjs.com/package/stencila,2020-11-06 15:20:04.059,8.0,85.0,,,,,,,,,,,,
53,qgrid,"An interactive grid for sorting, filtering, and editing DataFrames in Jupyter notebooks.",https://github.com/quantopian/qgrid,,widgets,27,False,qgrid,quantopian/qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,Apache-2.0,2014-09-30 04:33:20.000,2022-11-08 16:27:23.000000,2020-04-07 18:56:49,405.0,,412.0,89.0,104.0,171.0,125.0,2916.0,2020-04-07 16:43:54.000,1.3.1,,82308.0,73.0,83.0,,30.0,https://pypi.org/project/qgrid,2020-04-07 16:43:54.000,82.0,75392.0,https://anaconda.org/conda-forge/qgrid,2022-11-02 16:27:28.702,370849.0,2.0,,,,,,qgrid,https://www.npmjs.com/package/qgrid,2018-07-11 05:36:40.781,1.0,523.0,,,,,,,,,,,,
54,PixieDust,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,27,False,pixiedust,pixiedust/pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41,2157.0,,162.0,41.0,374.0,164.0,260.0,1024.0,2021-02-01 03:34:36.000,1.1.19,,15170.0,92.0,271.0,242.0,33.0,https://pypi.org/project/pixiedust,2021-02-01 03:34:36.000,29.0,14034.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331,42041.0,2.0,,,,,,,,,,,,,,,,,,,,,,
55,DataLab,Interactive tools and developer experiences for Big Data on Google Cloud Platform.,https://github.com/googledatalab/datalab,,notebook-environments,27,True,datalab,googledatalab/datalab,,https://github.com/googledatalab/datalab,Apache-2.0,2014-08-06 18:37:34.000,2022-09-02 20:50:03.000000,2022-09-02 20:50:03,2055.0,,255.0,82.0,1293.0,228.0,667.0,977.0,2022-09-02 21:15:20.926,1.2.1,,77654.0,19.0,12.0,,53.0,https://pypi.org/project/datalab,2020-03-25 23:36:46.000,12.0,77654.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
56,jupyter-dash,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,27,True,jupyter-dash,plotly/jupyter-dash,conda-forge/jupyter-dash,https://github.com/plotly/jupyter-dash,MIT,2020-04-26 18:43:59.000,2022-12-07 19:48:38.000000,2022-10-21 14:50:27,161.0,5.0,225.0,35.0,38.0,46.0,23.0,845.0,2022-04-01 20:13:44.000,0.4.2,77.0,425088.0,14.0,2165.0,2126.0,10.0,https://pypi.org/project/jupyter-dash,2022-04-01 20:05:08.000,39.0,403549.0,https://anaconda.org/conda-forge/jupyter-dash,2022-04-02 17:05:39.218,251451.0,2.0,,,,,,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,2021-01-22 17:06:54.671,,11479.0,,,,,,,,,,,,
57,DockerSpawner,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,27,True,dockerspawner,jupyterhub/dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,BSD-3-Clause,2014-09-26 20:08:26.000,2022-11-29 01:55:06.000000,2022-11-01 08:56:24,644.0,14.0,282.0,25.0,213.0,18.0,239.0,438.0,2021-07-22 10:16:21.000,12.1.0,,11840.0,16.0,164.0,138.0,66.0,https://pypi.org/project/dockerspawner,2021-07-22 10:16:21.000,26.0,11534.0,https://anaconda.org/conda-forge/dockerspawner,2021-08-17 09:21:01.475,15027.0,2.0,,,,,,,,,,,,,,,,,,,,,,
58,sos,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,27,True,sos-notebook,vatlab/SOS,conda-forge/sos,https://github.com/vatlab/sos,BSD-3-Clause,2016-02-13 00:46:46.000,2022-10-04 05:05:24.000000,2022-09-23 04:46:09,7579.0,1.0,32.0,7.0,64.0,62.0,1368.0,236.0,2022-08-09 15:38:02.363,0.23.4,,3697.0,163.0,3224.0,3191.0,36.0,https://pypi.org/project/sos-notebook,2022-04-09 05:07:36.000,33.0,962.0,https://anaconda.org/conda-forge/sos,2022-06-22 20:53:41.164,131286.0,2.0,,,,,,,,,,,,,,,,,,,,,,
59,jupyter-console,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,27,True,jupyter-console,jupyter/jupyter_console,conda-forge/jupyter_console,https://github.com/jupyter/jupyter_console,BSD-3-Clause,2015-04-09 06:58:55.000,2022-10-03 20:22:08.000000,2022-06-22 16:00:22,584.0,,134.0,27.0,127.0,57.0,88.0,206.0,2022-06-22 16:01:33.000,6.4.4,70.0,3509765.0,20.0,77.0,,59.0,https://pypi.org/project/jupyter-console,2022-06-22 16:01:27.000,77.0,3473081.0,https://anaconda.org/conda-forge/jupyter_console,2022-06-23 05:16:34.737,2934198.0,2.0,,,,,,,,,,,,,,,,,,,,,,
60,lux,Automatically visualize your pandas dataframe via a single print!.,https://github.com/lux-org/lux,,widgets,26,True,lux-api,lux-org/lux,conda-forge/lux-api,https://github.com/lux-org/lux,Apache-2.0,2020-01-08 04:53:29.000,2022-11-29 02:06:27.000000,2022-05-21 19:17:40,690.0,,326.0,86.0,259.0,66.0,159.0,4317.0,2022-02-19 00:48:20.000,0.5.1,,34106.0,18.0,125.0,125.0,20.0,https://pypi.org/project/lux-api,2022-02-19 00:46:49.000,,33033.0,https://anaconda.org/conda-forge/lux-api,2022-02-22 06:05:22.978,12388.0,2.0,,,,,,luxwidget,https://www.npmjs.com/package/luxwidget,2022-02-17 19:41:18.102,,510.0,,,,,,,,,,,,
61,ipyregulartable,"High performance, editable, stylable datagrids in jupyter and jupyterlab.",https://github.com/jpmorganchase/ipyregulartable,,widgets,26,True,ipyregulartable,jpmorganchase/ipyregulartable,conda-forge/ipyregulartable,https://github.com/jpmorganchase/ipyregulartable,Apache-2.0,2020-06-15 21:45:08.000,2022-12-07 12:16:20.308000,2022-11-23 02:22:46,184.0,16.0,869.0,5.0,65.0,12.0,15.0,2651.0,2022-12-07 12:16:20.308,5.0.4,,67884.0,108.0,98.0,11.0,5.0,https://pypi.org/project/ipyregulartable,2021-01-08 04:41:11.000,2.0,149.0,https://anaconda.org/conda-forge/ipyregulartable,2022-09-24 21:00:28.551,3598.0,2.0,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2022-12-07 12:16:20.308,85.0,67592.0,,,,,,,,,,,,
62,ipydagred3,ipywidgets library for drawing directed acyclic graphs in jupyterlab using dagre-d3.,https://github.com/timkpaine/ipydagred3,,widgets,26,True,ipydagred3,timkpaine/ipydagred3,conda-forge/ipydagred3,https://github.com/timkpaine/ipydagred3,Apache-2.0,2020-02-29 23:01:15.000,2022-12-07 12:16:20.308000,2022-11-22 01:36:53,281.0,11.0,869.0,3.0,78.0,4.0,16.0,2651.0,2022-12-07 12:16:20.308,5.0.4,,68204.0,108.0,99.0,13.0,3.0,https://pypi.org/project/ipydagred3,2022-05-06 22:43:10.000,1.0,129.0,https://anaconda.org/conda-forge/ipydagred3,2022-09-24 12:43:09.322,14985.0,2.0,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2022-12-07 12:16:20.308,85.0,67592.0,,,,,,,,,,,,
63,nbviewer,nbconvert as a web service: Render Jupyter Notebooks as static web pages.,https://github.com/jupyter/nbviewer,,notebook-sharing,26,True,,jupyter/nbviewer,,https://github.com/jupyter/nbviewer,BSD-3-Clause,2012-08-05 11:42:33.000,2022-11-29 02:25:40.000000,2022-11-07 11:00:36,1480.0,45.0,527.0,92.0,451.0,174.0,404.0,2062.0,,,,22408.0,,8.0,8.0,92.0,,,,,,,,2.0,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2022-08-22 11:29:43.791515,30.0,2778611.0,,,,,,,,,,,,,,,,,
64,itkwidgets,"Interactive Jupyter widgets to visualize images, point sets, and meshes in 2D and 3D.",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,26,True,itkwidgets,InsightSoftwareConsortium/itkwidgets,conda-forge/itkwidgets,https://github.com/InsightSoftwareConsortium/itkwidgets,Apache-2.0,2018-02-15 01:43:39.000,2022-11-30 16:47:51.000000,2022-11-24 02:39:23,270.0,117.0,65.0,24.0,364.0,96.0,128.0,481.0,2022-11-29 20:45:28.000,0.32.4,66.0,16000.0,88.0,14.0,,25.0,https://pypi.org/project/itkwidgets,2022-06-16 15:50:05.000,14.0,8711.0,https://anaconda.org/conda-forge/itkwidgets,2020-08-10 14:40:39.579,303495.0,2.0,,,,,,itkwidgets,https://www.npmjs.com/package/itkwidgets,2022-11-29 20:42:07.625,,1095.0,,,,,,,,,,,,
65,nbval,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,26,True,nbval,computationalmodelling/nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,BSD-3-Clause,2015-04-09 09:40:33.000,2022-10-24 14:20:57.000000,2022-09-17 19:29:50,457.0,8.0,46.0,10.0,91.0,38.0,62.0,392.0,2020-07-30 10:58:32.000,0.9.6,,97512.0,19.0,1991.0,1788.0,31.0,https://pypi.org/project/nbval,2020-07-30 10:58:32.000,203.0,93586.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985,266979.0,2.0,,,,,,,,,,,,,,,,,,,,,,
66,Metakernel,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,26,True,metakernel,Calysto/metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,BSD-3-Clause,2014-08-24 20:53:45.000,2022-12-01 15:02:51.677000,2022-12-01 11:45:08,1134.0,3.0,79.0,18.0,116.0,30.0,115.0,296.0,2022-12-01 11:45:47.620,0.29.3,52.0,33521.0,95.0,726.0,651.0,32.0,https://pypi.org/project/metakernel,2022-03-29 15:39:38.000,75.0,25404.0,https://anaconda.org/conda-forge/metakernel,2022-12-01 15:02:51.677,649075.0,1.0,,,,,,,,,,,,,,,,,,,,,,
67,jupyter-server-proxy,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,26,True,jupyter-server-proxy,jupyterhub/jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,BSD-3-Clause,2016-10-18 22:02:06.000,2022-12-01 18:30:24.000000,2022-11-10 20:20:12,833.0,26.0,122.0,17.0,198.0,73.0,98.0,261.0,2022-09-08 00:30:02.343,3.2.2,,160458.0,28.0,109.0,4.0,64.0,https://pypi.org/project/jupyter-server-proxy,2022-01-24 23:18:09.000,105.0,127412.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2022-09-08 09:19:11.744,1162198.0,2.0,,,,,,@jupyterlab/server-proxy,https://www.npmjs.com/package/@jupyterlab/server-proxy,2022-09-08 00:27:55.674,,7781.0,,,,,,,,,,,,
68,Knowledge Repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,https://github.com/airbnb/knowledge-repo,,notebook-sharing,25,True,knowledge-repo,airbnb/knowledge-repo,,https://github.com/airbnb/knowledge-repo,Apache-2.0,2016-08-17 23:32:50.000,2022-12-06 18:05:34.000000,2022-12-06 18:05:34,1061.0,48.0,701.0,180.0,394.0,125.0,167.0,5230.0,2022-04-20 02:55:58.000,0.9.1,,323.0,31.0,1.0,,69.0,https://pypi.org/project/knowledge-repo,2022-04-20 02:55:58.000,1.0,323.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
69,docker-python,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,25,True,,kaggle/docker-python,,https://github.com/Kaggle/docker-python,Apache-2.0,2015-04-14 01:45:38.000,2022-12-06 16:35:19.000000,2022-12-06 16:35:19,2020.0,12.0,870.0,91.0,887.0,25.0,284.0,2219.0,2022-10-19 13:41:37.000,7bc7dc4a89b73e0de1420b2f15f154152f1e0f36da029cda4676155fe10c1603,,2104.0,86.0,,,146.0,,,,,,,,3.0,kaggle/python,https://hub.docker.com/r/kaggle/python,2022-10-19 12:52:23.818674,164.0,193642.0,,,,,,,,,,,,,,,,,
70,.NET Interactive,".NET Interactive combines the power of .NET with many other languages to create notebooks, REPLs, and embedded coding..",https://github.com/dotnet/interactive,,kernels,25,True,,dotnet/interactive,,https://github.com/dotnet/interactive,MIT,2020-01-22 00:39:04.000,2022-12-07 16:09:51.000000,2022-12-07 15:51:04,4291.0,265.0,291.0,57.0,1345.0,401.0,749.0,2131.0,2022-12-07 16:09:51.000,1.0.3606021,405.0,20.0,17.0,,,97.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
71,NBextensions Configurator,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,25,True,jupyter_nbextensions_configurator,jupyter-contrib/jupyter_nbextensions_configurator,conda-forge/jupyter_nbextensions_configurator,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,BSD-3-Clause,2016-06-24 22:29:05.000,2022-11-14 20:59:33.000000,2022-11-14 20:56:42,510.0,8.0,113.0,19.0,62.0,54.0,32.0,914.0,2022-11-14 20:59:33.000,0.6.1,,350743.0,13.0,185.0,,22.0,https://pypi.org/project/jupyter_nbextensions_configurator,2018-12-29 12:36:16.000,185.0,334954.0,https://anaconda.org/conda-forge/jupyter_nbextensions_configurator,2021-03-04 09:52:38.721,1215785.0,2.0,,,,,,,,,,,,,,,,,,,,,,
72,nbgitpuller,Jupyter server extension to sync a git repository one-way to a local path.,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,25,True,nbgitpuller,jupyterhub/nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,BSD-3-Clause,2017-05-24 19:41:10.000,2022-11-14 11:52:26.000000,2022-11-08 20:23:07,503.0,4.0,67.0,13.0,148.0,63.0,81.0,173.0,2022-11-08 20:30:10.385,1.1.1,,10138.0,21.0,572.0,554.0,25.0,https://pypi.org/project/nbgitpuller,2022-03-19 21:53:15.000,18.0,8977.0,https://anaconda.org/conda-forge/nbgitpuller,2022-11-09 00:00:24.832,48770.0,2.0,,,,,,,,,,,,,,,,,,,,,,
73,Jupyter Sphinx,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,25,True,jupyter_sphinx,jupyter/jupyter-sphinx,conda-forge/jupyter_sphinx,https://github.com/jupyter/jupyter-sphinx,BSD-3-Clause,2016-11-15 18:36:37.000,2022-11-04 09:54:55.560000,2022-06-25 19:26:22,372.0,,56.0,21.0,87.0,43.0,84.0,158.0,2022-06-25 19:39:15.000,0.4.0,,148804.0,20.0,143.0,,25.0,https://pypi.org/project/jupyter_sphinx,2022-06-25 19:39:15.000,143.0,146200.0,https://anaconda.org/conda-forge/jupyter_sphinx,2022-11-04 09:54:55.560,179729.0,2.0,,,,,,,,,,,,,,,,,,,,,,
74,nbclient,A client library for executing notebooks. Formally nbconverts ExecutePreprocessor.,https://github.com/jupyter/nbclient,,notebook-tools,25,False,nbclient,jupyter/nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,,2020-01-13 17:29:49.000,2022-12-08 01:35:08.000000,2022-12-06 09:10:26,340.0,14.0,48.0,11.0,170.0,39.0,65.0,112.0,2022-11-29 17:24:01.500,0.7.2,150.0,9230457.0,35.0,86.0,,33.0,https://pypi.org/project/nbclient,2022-07-01 09:13:27.000,86.0,9035031.0,https://anaconda.org/conda-forge/nbclient,2022-11-30 08:00:35.235,6644183.0,2.0,,,,,,,,,,,,,,,,,,,,,,
