,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,pypi_latest_release_published_at,pypi_dependent_project_count,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,cran_id,pypi,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,bitbucket_id
77,BinderHub,"Run your code in the cloud, with technology so advanced, it feels like magic!.",https://github.com/jupyterhub/binderhub,,notebook-sharing,24,True,binderhub,jupyterhub/binderhub,,https://github.com/jupyterhub/binderhub,BSD-3-Clause,2017-04-26 00:28:26.000,2023-05-04 12:41:45.000000,2023-05-03 21:03:09,3098.0,86.0,373.0,81.0,1006.0,223.0,472.0,2303.0,2018-11-07 17:41:58.000,0.1.0,,25.0,1.0,8.0,8.0,94.0,https://pypi.org/project/binderhub,25.0,,,,3.0,,2018-11-07 17:41:58.000,,,,,,,,,,,,,,,binderhub,,,,,,,
78,IJavascript,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,24,True,,n-riesco/ijavascript,,https://github.com/n-riesco/ijavascript,BSD-3-Clause,2015-02-02 15:46:34.000,2022-12-28 22:18:25.000000,2022-12-28 22:18:25,332.0,,183.0,40.0,43.0,54.0,183.0,2020.0,2021-11-15 23:43:33.000,5.2.1,,3674.0,33.0,96.0,72.0,16.0,,,,,,2.0,ijavascript,,,https://www.npmjs.com/package/ijavascript,2021-11-15 23:33:51.644,24.0,3674.0,,,,,,,,,,,,,,,,,
79,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/widgetti/ipyvolume,,widgets,24,True,ipyvolume,maartenbreddels/ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2023-02-25 14:32:40.000000,2023-02-25 14:32:40,995.0,6.0,228.0,51.0,121.0,182.0,130.0,1843.0,,,,69597.0,18.0,15.0,15.0,45.0,https://pypi.org/project/ipyvolume,61970.0,https://anaconda.org/conda-forge/ipyvolume,2023-02-25 10:49:17.977,423613.0,2.0,ipyvolume,,,https://www.npmjs.com/package/ipyvolume,,,1979.0,,,,,,,,widgetti/ipyvolume,,,,,,,,,
80,Code Formatter,A JupyterLab plugin to facilitate invocation of code formatters.,https://github.com/ryantam626/jupyterlab_code_formatter,,lab-extensions,24,True,jupyterlab_code_formatter,ryantam626/jupyterlab_code_formatter,conda-forge/jupyterlab_code_formatter,https://github.com/ryantam626/jupyterlab_code_formatter,MIT,2018-08-12 20:50:17.000,2023-05-01 11:47:19.000000,2023-04-16 17:57:06,440.0,7.0,52.0,8.0,131.0,36.0,139.0,692.0,2023-04-16 18:10:36.589,1.6.1,,72981.0,62.0,23.0,2.0,39.0,https://pypi.org/project/jupyterlab_code_formatter,56974.0,https://anaconda.org/conda-forge/jupyterlab_code_formatter,2023-04-28 08:24:56.817,628728.0,1.0,@ryantam626/jupyterlab_code_formatter,2022-08-10 21:15:00.665,19.0,https://www.npmjs.com/package/@ryantam626/jupyterlab_code_formatter,2023-04-16 18:07:15.321,2.0,3176.0,,,,,,,,,,,,,,,,,
81,LFortran,Official main repository for LFortran.,https://github.com/lfortran/lfortran,,kernels,24,False,lfortran,lfortran/lfortran,conda-forge/lfortran,https://github.com/lfortran/lfortran,,2019-03-24 13:22:20.000,2023-05-03 23:42:28.000000,2023-05-03 20:47:05,11653.0,757.0,68.0,18.0,784.0,627.0,229.0,594.0,2023-04-28 21:31:24.000,0.19.0,,1300.0,14.0,,,56.0,https://pypi.org/project/lfortran,73.0,https://anaconda.org/conda-forge/lfortran,2023-04-29 03:15:33.962,56482.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
82,Enterprise Gateway,"A lightweight, multi-tenant, scalable and secure gateway that enables Jupyter Notebooks to share resources across..",https://github.com/jupyter-server/enterprise_gateway,,kernels,24,False,jupyter_enterprise_gateway,jupyter/enterprise_gateway,conda-forge/jupyter_enterprise_gateway,https://github.com/jupyter-server/enterprise_gateway,,2017-04-21 16:05:14.000,2023-05-02 16:05:06.000000,2023-05-02 16:04:43,1330.0,43.0,192.0,42.0,711.0,63.0,488.0,553.0,2023-03-18 23:02:09.000,3.2.2,28041.0,3848.0,37.0,,,112.0,https://pypi.org/project/jupyter_enterprise_gateway,1632.0,https://anaconda.org/conda-forge/jupyter_enterprise_gateway,2023-03-20 15:35:18.014,118687.0,2.0,,,,,,,,,,,,,,,jupyter-server/enterprise_gateway,,,,,,,,,
83,Kernel Gateway,Jupyter Kernel Gateway.,https://github.com/jupyter-server/kernel_gateway,,kernels,24,True,jupyter-kernel-gateway,jupyter/kernel_gateway,conda-forge/jupyter_kernel_gateway,https://github.com/jupyter-server/kernel_gateway,BSD-3-Clause,2015-09-21 15:34:11.000,2023-04-03 21:54:23.000000,2023-03-02 17:55:59,566.0,4.0,128.0,40.0,201.0,15.0,167.0,433.0,2023-02-06 19:50:03.769,2.5.2,119.0,17239.0,28.0,6.0,,44.0,https://pypi.org/project/jupyter-kernel-gateway,14804.0,https://anaconda.org/conda-forge/jupyter_kernel_gateway,2023-02-07 00:43:05.914,194710.0,2.0,,2021-08-24 23:55:16.000,6.0,,,,,,,,,,,,jupyter-server/kernel_gateway,,,,,,,,,
84,ipytest,Pytest in IPython notebooks.,https://github.com/chmp/ipytest,,notebook-tools,24,True,ipytest,chmp/ipytest,,https://github.com/chmp/ipytest,MIT,2016-02-07 20:24:41.000,2023-04-25 15:22:57.000000,2023-04-20 20:55:04,302.0,21.0,19.0,5.0,39.0,2.0,54.0,255.0,2023-04-06 15:24:01.952,0.13.1,,11320.0,37.0,294.0,276.0,5.0,https://pypi.org/project/ipytest,11320.0,,,,3.0,,2022-11-05 17:38:06.036,18.0,,,,,,,,,,,,,,,,,,,,,
85,ipycytoscape,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,24,True,ipycytoscape,cytoscape/ipycytoscape,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,BSD-3-Clause,2020-02-05 13:46:52.000,2023-04-03 21:34:41.000000,2022-09-12 13:05:27,715.0,,57.0,31.0,190.0,62.0,99.0,229.0,2022-04-04 22:26:36.000,1.3.3,3.0,18884.0,22.0,152.0,134.0,32.0,https://pypi.org/project/ipycytoscape,10473.0,https://anaconda.org/conda-forge/ipycytoscape,2022-09-12 13:43:52.218,288592.0,2.0,jupyter-cytoscape,2022-04-04 22:26:36.000,16.0,https://www.npmjs.com/package/jupyter-cytoscape,2022-04-04 22:06:25.396,2.0,817.0,,,,,,,,,,,,,,,,,
86,LDAP Authenticator,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,24,False,jupyterhub-ldapauthenticator,jupyterhub/ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,BSD-3-Clause,2016-01-17 05:11:49.000,2023-04-13 09:58:05.000000,2021-06-27 18:55:19,167.0,,166.0,20.0,77.0,65.0,82.0,185.0,2020-08-28 12:01:56.000,1.3.2,,10518.0,9.0,114.0,107.0,31.0,https://pypi.org/project/jupyterhub-ldapauthenticator,10006.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507,30255.0,1.0,,2020-08-28 12:01:56.000,7.0,,,,,,,,,,,,,,,,,,,,,
87,nbgitpuller,Jupyter server extension to sync a git repository one-way to a local path.,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,24,True,nbgitpuller,jupyterhub/nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,BSD-3-Clause,2017-05-24 19:41:10.000,2023-05-02 07:57:42.000000,2023-05-02 07:57:41,548.0,26.0,70.0,15.0,163.0,58.0,84.0,179.0,,,,11373.0,12.0,622.0,622.0,28.0,https://pypi.org/project/nbgitpuller,10025.0,https://anaconda.org/conda-forge/nbgitpuller,2022-11-09 00:00:24.832,63370.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
88,jdaviz,JWST astronomical data analysis tools in the Jupyter platform.,https://github.com/spacetelescope/jdaviz,,widgets,24,True,jdaviz,spacetelescope/jdaviz,,https://github.com/spacetelescope/jdaviz,BSD-3-Clause,2019-05-07 17:54:06.000,2023-05-04 14:18:40.000000,2023-05-03 23:49:20,4321.0,179.0,45.0,19.0,1303.0,324.0,586.0,89.0,2023-03-22 17:35:01.065,3.4.0,,592.0,31.0,23.0,23.0,31.0,https://pypi.org/project/jdaviz,592.0,,,,2.0,,2023-03-09 20:14:00.721,,,,,,,,,,,,,,,,,,,,,,
89,Jupyter Themes,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,23,False,jupyterthemes,dunovank/jupyter-themes,,https://github.com/dunovank/jupyter-themes,MIT,2014-12-10 23:22:23.000,2022-10-17 19:47:53.000000,2022-02-03 18:32:34,636.0,,1052.0,160.0,78.0,190.0,201.0,9523.0,,,,38199.0,,,,43.0,https://pypi.org/project/jupyterthemes,38199.0,,,,2.0,,,,,,,,-5.0,,,,,,,,,,,,,,,,
90,Hydrogen,"Run code interactively, inspect data, and plot. All the power of Jupyter kernels, inside your favorite text editor.",https://github.com/nteract/hydrogen,,notebook-environments,23,True,,nteract/hydrogen,,https://github.com/nteract/hydrogen,MIT,2015-05-11 01:16:55.000,2023-03-29 11:03:22.000000,2023-01-10 01:11:13,2371.0,,352.0,90.0,874.0,166.0,1100.0,3855.0,2023-01-10 01:02:49.000,2.16.5,,,92.0,,,90.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
91,fastpages,"An easy to use blogging platform, with enhanced support for Jupyter Notebooks.",https://github.com/fastai/fastpages,,notebook-tools,23,True,,fastai/fastpages,,https://github.com/fastai/fastpages,Apache-2.0,2020-02-03 05:19:46.000,2022-11-13 18:05:19.000000,2022-11-13 18:05:19,1208.0,,796.0,44.0,326.0,,328.0,3480.0,2020-09-05 21:53:23.000,2.1.6,,,9.0,141.0,141.0,55.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
92,qgrid,"An interactive grid for sorting, filtering, and editing DataFrames in Jupyter notebooks.",https://github.com/quantopian/qgrid,,widgets,23,False,qgrid,quantopian/qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,Apache-2.0,2014-09-30 04:33:20.000,2023-04-07 02:30:44.000000,2020-04-07 18:56:49,405.0,,398.0,87.0,104.0,157.0,125.0,2961.0,2020-04-07 16:34:17.000,1.3.1,,58211.0,21.0,2.0,2.0,30.0,https://pypi.org/project/qgrid,51563.0,https://anaconda.org/conda-forge/qgrid,2022-11-02 16:27:28.702,382371.0,3.0,qgrid,,,https://www.npmjs.com/package/qgrid,,,579.0,,,,,,,,,,,,,,,,,
93,ipyvizzu,Build animated charts in Jupyter Notebook and similar environments with a simple Python syntax.,https://github.com/vizzuhq/ipyvizzu,,widgets,23,True,ipyvizzu,vizzuhq/ipyvizzu,,https://github.com/vizzuhq/ipyvizzu,Apache-2.0,2022-01-05 22:37:39.000,2023-05-02 16:19:26.000000,2023-05-02 16:12:07,959.0,159.0,80.0,16.0,157.0,25.0,59.0,813.0,2023-03-22 07:06:54.000,0.15.0,56.0,631.0,20.0,49.0,49.0,18.0,https://pypi.org/project/ipyvizzu,628.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
94,gmaps,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,23,False,gmaps,pbugnion/gmaps,conda-forge/gmaps,https://github.com/pbugnion/gmaps,BSD-3-Clause,2014-12-01 09:12:06.000,2022-04-15 13:31:22.000000,2019-07-22 06:22:45,1380.0,,147.0,25.0,154.0,71.0,137.0,754.0,2019-07-21 08:49:48.715,0.9.0,,13110.0,95.0,49.0,3.0,16.0,https://pypi.org/project/gmaps,7665.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940,297861.0,3.0,jupyter-gmaps,2019-07-21 08:49:39.000,44.0,https://www.npmjs.com/package/jupyter-gmaps,2019-07-21 08:49:48.715,2.0,1309.0,,,,,,,,,,,,,,,,,
95,Mapbox GL,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,23,False,mapboxgl,mapbox/mapboxgl-jupyter,,https://github.com/mapbox/mapboxgl-jupyter,MIT,2017-08-08 15:10:51.000,2022-01-11 05:18:07.000000,2021-04-19 05:00:36,221.0,,138.0,119.0,91.0,42.0,67.0,634.0,2019-06-03 21:24:10.000,0.10.2,,11368.0,20.0,175.0,160.0,21.0,https://pypi.org/project/mapboxgl,11368.0,,,,3.0,,2019-06-02 15:18:57.000,15.0,,,,,,,,,,,,,,,,,,,,,
96,ipydatagrid,Fast Datagrid widget for the Jupyter Notebook and JupyterLab.,https://github.com/bloomberg/ipydatagrid,,widgets,23,True,ipydatagrid,bloomberg/ipydatagrid,conda-forge/ipydatagrid,https://github.com/bloomberg/ipydatagrid,BSD-3-Clause,2019-07-19 09:06:19.000,2023-04-12 14:33:13.000000,2023-02-24 09:12:08,756.0,17.0,42.0,14.0,302.0,54.0,62.0,377.0,2023-02-15 16:25:02.024,1.1.15,,5873.0,35.0,71.0,63.0,17.0,https://pypi.org/project/ipydatagrid,3874.0,https://anaconda.org/conda-forge/ipydatagrid,2023-02-15 22:20:07.551,40086.0,3.0,ipydatagrid,2022-11-29 08:30:36.753,6.0,https://www.npmjs.com/package/ipydatagrid,2023-02-15 16:17:55.537,2.0,515.0,,,,,,,,,,,,,,,,,
97,ThebeLab,Turn static HTML pages into live documents with Jupyter kernels.,https://github.com/executablebooks/thebe,,notebook-sharing,23,True,,executablebooks/thebe,,https://github.com/executablebooks/thebe,BSD-3-Clause,2017-03-14 12:17:22.000,2023-04-28 16:16:47.000000,2023-04-28 16:09:51,722.0,34.0,57.0,24.0,445.0,79.0,103.0,316.0,2021-10-26 10:05:57.827,0.8.2,,10051.0,11.0,7.0,6.0,26.0,,,,,,3.0,thebe,,,https://www.npmjs.com/package/thebe,2023-03-14 14:25:30.403,1.0,10051.0,,,,,,,,,,,,,,,,,
98,jupyter-server-proxy,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,23,True,jupyter-server-proxy,jupyterhub/jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,BSD-3-Clause,2016-10-18 22:02:06.000,2023-05-02 04:25:56.000000,2023-04-28 13:15:40,969.0,58.0,125.0,18.0,229.0,62.0,115.0,281.0,2018-12-10 14:39:58.000,0.8.8,,159068.0,16.0,2.0,2.0,69.0,https://pypi.org/project/jupyter-server-proxy,127457.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2022-09-08 09:19:11.744,1292841.0,2.0,@jupyterlab/server-proxy,,,https://www.npmjs.com/package/@jupyterlab/server-proxy,,,6262.0,,,,,,,,,,,,,,,,,
99,ipywebrtc,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,23,True,ipywebrtc,maartenbreddels/ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,MIT,2017-08-10 18:07:51.000,2023-03-06 12:49:44.000000,2023-03-06 12:26:30,217.0,8.0,36.0,11.0,74.0,30.0,28.0,222.0,,,,66165.0,8.0,764.0,764.0,9.0,https://pypi.org/project/ipywebrtc,61355.0,https://anaconda.org/conda-forge/ipywebrtc,2021-03-29 11:48:21.469,306435.0,3.0,jupyter-webrtc,,,https://www.npmjs.com/package/jupyter-webrtc,,,369.0,,,,,,,,,,,,,,,,,
100,LTI Authenticator,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,23,True,jupyterhub-ltiauthenticator,jupyterhub/ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,BSD-3-Clause,2017-12-15 02:54:15.000,2023-05-02 06:23:27.000000,2023-05-02 06:23:26,393.0,86.0,46.0,7.0,111.0,4.0,39.0,57.0,2023-03-31 10:44:15.000,1.5.0,,1519.0,10.0,98.0,89.0,15.0,https://pypi.org/project/jupyterhub-ltiauthenticator,1519.0,,,,2.0,,2023-03-01 09:15:00.819,9.0,,,,,,,,,,,,,,,,,,,,,
101,gophernotes,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,22,True,,gopherdata/gophernotes,,https://github.com/gopherdata/gophernotes,MIT,2016-01-22 19:22:16.000,2023-03-29 09:07:02.000000,2023-03-29 09:05:21,401.0,1.0,237.0,80.0,78.0,52.0,128.0,3557.0,2022-05-31 17:34:28.000,0.7.5,41.0,984.0,22.0,11.0,10.0,29.0,,,,,,2.0,,,,,,,,,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,7.0,86627.0,,,,,github.com/gopherdata/gophernotes,https://pkg.go.dev/github.com/gopherdata/gophernotes,2022-05-31 17:31:46,1.0,,,
102,IHaskell,A Haskell kernel for the Jupyter project.,https://github.com/IHaskell/IHaskell,,kernels,22,True,,gibiansky/IHaskell,,https://github.com/IHaskell/IHaskell,MIT,2013-08-26 07:16:09.000,2023-04-16 04:15:27.000000,2023-04-16 04:15:26,2160.0,4.0,250.0,47.0,639.0,50.0,719.0,2467.0,2018-08-01 13:19:52.714,0.0.6,,23.0,6.0,2.0,,112.0,,,,,,2.0,ihaskell_jupyterlab,,,https://www.npmjs.com/package/ihaskell_jupyterlab,2018-08-01 13:19:52.714,2.0,23.0,,,,,,,,IHaskell/IHaskell,,,,,,,,,
103,watermark,"An IPython magic extension for printing date and time stamps, version numbers, and hardware information.",https://github.com/rasbt/watermark,,magic,22,True,watermark,rasbt/watermark,conda-forge/watermark,https://github.com/rasbt/watermark,BSD-3-Clause,2014-07-30 03:46:33.000,2022-09-13 21:31:21.000000,2022-09-13 21:31:21,99.0,,82.0,14.0,44.0,17.0,28.0,788.0,2022-05-27 13:54:28.000,2.3.1,,24410.0,16.0,1872.0,1872.0,17.0,https://pypi.org/project/watermark,21198.0,https://anaconda.org/conda-forge/watermark,2022-05-30 23:29:14.790,253764.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
104,JupyterLab Debugger,"A visual debugger for Jupyter notebooks, consoles, and source files.",https://github.com/jupyterlab/debugger,,lab-extensions,22,False,,jupyterlab/debugger,,https://github.com/jupyterlab/debugger,BSD-3-Clause,2019-07-19 18:19:17.000,2022-03-15 11:03:46.000000,2021-03-31 14:20:34,1174.0,,38.0,21.0,322.0,17.0,245.0,551.0,2020-12-10 14:31:28.000,0.3.7,,80857.0,28.0,,,11.0,,,,,,1.0,@jupyterlab/debugger,,,https://www.npmjs.com/package/@jupyterlab/debugger,,,80857.0,,,,,,,,,,,,,,,,,
105,nbtutor,Visualize Python code execution (line-by-line) in Jupyter Notebook cells.,https://github.com/lgpage/nbtutor,,widgets,22,True,nbtutor,lgpage/nbtutor,conda-forge/nbtutor,https://github.com/lgpage/nbtutor,BSD-3-Clause,2016-11-07 14:08:25.000,2023-05-03 16:36:14.000000,2023-04-14 07:14:04,272.0,90.0,40.0,19.0,111.0,19.0,24.0,434.0,2022-04-19 10:58:08.000,2.0.3,,1785.0,8.0,36.0,33.0,4.0,https://pypi.org/project/nbtutor,109.0,https://anaconda.org/conda-forge/nbtutor,2022-04-19 19:03:10.872,129088.0,3.0,,2022-04-19 10:58:08.000,3.0,,,,,,,,,,,,,,,,,,,,,
106,JupyterLab Templates,Support for jupyter notebook templates in jupyterlab.,https://github.com/finos/jupyterlab_templates,,lab-extensions,22,True,jupyterlab_templates,jpmorganchase/jupyterlab_templates,conda-forge/jupyterlab_templates,https://github.com/finos/jupyterlab_templates,Apache-2.0,2018-03-17 21:38:11.000,2023-04-25 21:08:36.000000,2023-04-25 21:08:35,395.0,24.0,58.0,17.0,125.0,6.0,79.0,337.0,2023-03-28 17:03:54.000,0.4.0,,10975.0,15.0,7.0,7.0,17.0,https://pypi.org/project/jupyterlab_templates,7744.0,https://anaconda.org/conda-forge/jupyterlab_templates,2023-03-28 18:54:57.217,11530.0,1.0,jupyterlab_templates,,,https://www.npmjs.com/package/jupyterlab_templates,,,2911.0,,,,,,,,finos/jupyterlab_templates,,,,,,,,,
107,Native Authenticator,JupyterHub-native User Authenticator https://native-authenticator.readthedocs.io/en/latest/.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,22,True,jupyterhub-nativeauthenticator,jupyterhub/nativeauthenticator,,https://github.com/jupyterhub/nativeauthenticator,BSD-3-Clause,2018-12-03 17:38:18.000,2023-05-02 07:57:07.000000,2023-05-02 07:57:06,533.0,17.0,61.0,11.0,141.0,29.0,70.0,62.0,2022-09-09 11:33:03.525,1.1.0,,5618.0,12.0,51.0,51.0,21.0,https://pypi.org/project/jupyterhub-nativeauthenticator,5618.0,,,,2.0,,2022-09-09 11:33:03.525,,,,,,,,,,,,,,,,,,,,,,
108,ML Workspace,All-in-one web-based IDE specialized for machine learning and data science.,https://github.com/ml-tooling/ml-workspace,,notebook-environments,21,False,,ml-tooling/ml-workspace,,https://github.com/ml-tooling/ml-workspace,Apache-2.0,2019-05-27 16:55:15.000,2022-12-25 14:22:01.000000,2021-11-22 20:42:15,846.0,,394.0,72.0,32.0,3.0,90.0,3052.0,2021-07-13 22:12:59.000,0.13.2,,10916.0,4.0,,,11.0,,,,,,3.0,,,,,,,,,mltooling/ml-workspace,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,27.0,523974.0,,,,,,,,,,,
109,xeus-cling,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,21,True,,jupyter-xeus/xeus-cling,conda-forge/xeus-cling,https://github.com/jupyter-xeus/xeus-cling,BSD-3-Clause,2017-04-20 15:35:44.000,2023-04-12 08:56:19.000000,2023-04-12 08:55:43,520.0,6.0,263.0,61.0,217.0,147.0,122.0,2614.0,,,,3709.0,18.0,,,24.0,,,https://anaconda.org/conda-forge/xeus-cling,2023-04-12 08:30:57.660,196620.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
110,colabcode,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,21,False,colabcode,abhishekkrthakur/colabcode,,https://github.com/abhishekkrthakur/colabcode,MIT,2020-09-09 10:06:26.000,2022-08-22 10:08:00.000000,2021-06-11 15:16:36,44.0,,284.0,19.0,39.0,63.0,33.0,1913.0,2021-06-11 15:17:12.000,0.3.0,,4111.0,13.0,111.0,111.0,8.0,https://pypi.org/project/colabcode,4111.0,,,,3.0,,2021-06-11 15:17:12.000,,,,,,,,,,,,,,,,,,,,,,
111,Variable Inspector,Variable Inspector extension for Jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,21,True,lckr-jupyterlab-variableinspector,lckr/jupyterlab-variableInspector,conda-forge/jupyterlab-variableinspector,https://github.com/lckr/jupyterlab-variableInspector,BSD-3-Clause,2018-06-13 18:16:02.000,2023-04-25 12:19:31.000000,2023-01-10 15:02:24,169.0,,85.0,24.0,102.0,40.0,123.0,974.0,2021-04-10 13:07:39.934,3.0.9,,13504.0,11.0,7.0,5.0,19.0,https://pypi.org/project/lckr-jupyterlab-variableinspector,9141.0,https://anaconda.org/conda-forge/jupyterlab-variableinspector,2021-04-10 15:26:15.988,15148.0,2.0,@lckr/jupyterlab_variableinspector,,,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,2021-04-10 13:07:39.934,2.0,3758.0,,,,,,,,,,,,,,,,,
112,Apache Toree,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,21,True,toree,apache/incubator-toree,,https://github.com/apache/incubator-toree,Apache-2.0,2016-01-07 08:00:06.000,2023-02-16 15:13:34.000000,2023-02-08 18:25:23,1153.0,1.0,218.0,51.0,199.0,12.0,,713.0,2022-04-21 19:01:00.000,0.5.0,,11350.0,14.0,9.0,,106.0,https://pypi.org/project/toree,11350.0,,,,2.0,,2022-04-21 19:01:00.000,9.0,,,,,,,,,,,,,,,,,,,,,
113,ipycanvas,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,21,True,ipycanvas,martinRenou/ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,BSD-3-Clause,2019-07-06 12:55:29.000,2023-03-15 17:20:33.000000,2022-10-24 07:11:22,467.0,,56.0,12.0,174.0,52.0,80.0,656.0,2022-11-07 16:48:10.000,0.13.1,,20654.0,33.0,7.0,7.0,21.0,https://pypi.org/project/ipycanvas,16145.0,https://anaconda.org/conda-forge/ipycanvas,2022-08-29 09:30:23.393,146750.0,3.0,ipycanvas,,,https://www.npmjs.com/package/ipycanvas,,,1174.0,,,,,,,,,,,,,,,,,
114,Bash Kernel,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,21,True,bash_kernel,takluyver/bash_kernel,conda-forge/bash_kernel,https://github.com/takluyver/bash_kernel,BSD-3-Clause,2014-06-27 00:27:25.000,2023-04-11 12:08:51.000000,2023-04-11 12:08:51,103.0,2.0,127.0,26.0,31.0,36.0,63.0,633.0,2022-12-17 19:23:02.426,0.9.0,,14627.0,12.0,30.0,,17.0,https://pypi.org/project/bash_kernel,12014.0,https://anaconda.org/conda-forge/bash_kernel,2022-12-19 09:25:54.193,114977.0,2.0,,2022-12-17 19:23:02.426,30.0,,,,,,,,,,,,,,,,,,,,,
115,pivottablejs,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,21,False,pivottablejs,nicolaskruchten/jupyter_pivottablejs,anaconda/pivottablejs,https://github.com/nicolaskruchten/jupyter_pivottablejs,,2015-09-09 13:39:18.000,2023-03-16 14:09:45.996000,2018-12-04 14:43:25,32.0,,66.0,23.0,7.0,21.0,41.0,551.0,2018-01-15 18:11:51.000,0.9.0,,22492.0,8.0,319.0,319.0,3.0,https://pypi.org/project/pivottablejs,22466.0,https://anaconda.org/anaconda/pivottablejs,2023-03-16 14:09:45.996,2264.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
116,JupyterLab Renderers,Renderers and renderer extensions for JupyterLab.,https://github.com/jupyterlab/jupyter-renderers,,lab-renderer,21,True,jupyterlab-katex,jupyterlab/jupyter-renderers,conda-forge/jupyterlab-vega3,https://github.com/jupyterlab/jupyter-renderers,BSD-3-Clause,2017-06-08 16:59:07.000,2023-04-12 12:19:01.000000,2023-04-12 12:18:58,615.0,5.0,74.0,35.0,193.0,37.0,72.0,464.0,2022-11-15 08:09:59.040,3.3.1,,1825.0,32.0,7.0,3.0,29.0,https://pypi.org/project/jupyterlab-katex,347.0,https://anaconda.org/conda-forge/jupyterlab-vega3,2022-01-18 08:04:45.123,2486.0,1.0,@jupyterlab/geojson-extension,2022-01-17 16:38:22.000,1.0,https://www.npmjs.com/package/@jupyterlab/geojson-extension,2022-11-15 08:09:59.040,3.0,1383.0,,,,,,,,,,,,,,,,,
