,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,conda_dependent_project_count,npm_latest_release_published_at,npm_dependent_project_count,updated_github_id,trending,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,docs_url,bitbucket_id
76,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/widgetti/ipyvolume,,widgets,25,True,ipyvolume,maartenbreddels/ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2023-11-29 14:26:24.000000,2023-07-07 13:05:16,1007.0,,237.0,52.0,124.0,185.0,131.0,1900.0,2023-06-02 14:35:02.046,0.6.3,,46767.0,53.0,75.0,16.0,45.0,https://pypi.org/project/ipyvolume,2023-06-02 14:35:02.046,53.0,40355.0,https://anaconda.org/conda-forge/ipyvolume,2023-06-05 11:50:27.103,457426.0,2.0,,,,,,ipyvolume,https://www.npmjs.com/package/ipyvolume,1031.0,,2023-06-02 14:33:47.239,6.0,widgetti/ipyvolume,,,,,,,,,,,
77,ipydatagrid,Fast Datagrid widget for the Jupyter Notebook and JupyterLab.,https://github.com/bloomberg/ipydatagrid,,widgets,25,True,ipydatagrid,bloomberg/ipydatagrid,conda-forge/ipydatagrid,https://github.com/bloomberg/ipydatagrid,BSD-3-Clause,2019-07-19 09:06:19.000,2024-03-14 13:23:59.000000,2024-03-14 13:23:58,812.0,14.0,47.0,17.0,356.0,62.0,77.0,487.0,2024-02-19 09:25:15.617,1.2.1,,17633.0,39.0,149.0,134.0,21.0,https://pypi.org/project/ipydatagrid,2024-01-26 15:38:06.000,12.0,12587.0,https://anaconda.org/conda-forge/ipydatagrid,2024-01-26 16:24:22.470,57909.0,2.0,,,,,,ipydatagrid,https://www.npmjs.com/package/ipydatagrid,3481.0,,2024-02-19 09:25:15.617,3.0,,,,,,,,,,,,
78,Kernel Gateway,Jupyter Kernel Gateway.,https://github.com/jupyter-server/kernel_gateway,,kernels,25,False,jupyter-kernel-gateway,jupyter/kernel_gateway,conda-forge/jupyter_kernel_gateway,https://github.com/jupyter-server/kernel_gateway,,2015-09-21 15:34:11.000,2024-03-13 01:55:23.232000,2024-03-12 17:51:18,623.0,57.0,128.0,39.0,214.0,16.0,169.0,476.0,2024-03-12 17:51:38.000,3.0.1,165.0,28872.0,32.0,11.0,,47.0,https://pypi.org/project/jupyter-kernel-gateway,2024-03-12 17:51:31.000,11.0,24337.0,https://anaconda.org/conda-forge/jupyter_kernel_gateway,2024-03-13 01:55:23.232,203993.0,1.0,,,,,,,,,,,,jupyter-server/kernel_gateway,,,,,,,,,,,
79,Resource Usage,Jupyter Notebook Extension for monitoring your own Resource Usage.,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,25,True,jupyter-resource-usage,jupyter-server/jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,BSD-2-Clause,2016-04-22 07:01:34.000,2024-03-12 18:00:14.000000,2024-03-12 17:29:48,382.0,8.0,100.0,9.0,141.0,48.0,47.0,435.0,2024-03-12 17:30:10.000,1.0.2,272.0,57587.0,14.0,577.0,566.0,34.0,https://pypi.org/project/jupyter-resource-usage,2024-03-12 17:30:04.000,8.0,43629.0,https://anaconda.org/conda-forge/nbresuse,2023-06-16 19:18:24.900,558591.0,2.0,,,,,,@jupyter-server/resource-usage,https://www.npmjs.com/package/@jupyter-server/resource-usage,2315.0,,2024-03-12 17:30:01.111,3.0,,,,,,,,,,,,
80,Metakernel,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,25,True,metakernel,Calysto/metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,BSD-3-Clause,2014-08-24 20:53:45.000,2024-02-12 13:42:25.000000,2024-02-12 13:42:24,1151.0,1.0,86.0,17.0,129.0,31.0,116.0,332.0,2023-09-11 18:36:42.000,0.30.1,159.0,48471.0,99.0,929.0,851.0,34.0,https://pypi.org/project/metakernel,2023-09-11 18:36:35.000,78.0,30658.0,https://anaconda.org/conda-forge/metakernel,2023-09-11 20:10:34.918,765754.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
81,mkdocs-jupyter,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,25,True,mkdocs-jupyter,danielfrg/mkdocs-jupyter,conda-forge/mkdocs-jupyter,https://github.com/danielfrg/mkdocs-jupyter,Apache-2.0,2019-12-18 02:11:34.000,2024-02-14 03:18:21.000000,2024-02-14 03:18:20,233.0,4.0,37.0,5.0,78.0,21.0,92.0,320.0,,,,142382.0,20.0,2057.0,2057.0,21.0,https://pypi.org/project/mkdocs-jupyter,,,141001.0,https://anaconda.org/conda-forge/mkdocs-jupyter,2023-10-15 20:44:27.551,55266.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
82,ipycytoscape,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,25,True,ipycytoscape,cytoscape/ipycytoscape,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,BSD-3-Clause,2020-02-05 13:46:52.000,2024-01-01 17:45:14.000000,2023-05-23 19:06:45,716.0,,61.0,30.0,191.0,61.0,99.0,257.0,2022-03-28 22:52:15.000,1.3.1,4.0,36777.0,19.0,197.0,197.0,32.0,https://pypi.org/project/ipycytoscape,,,28362.0,https://anaconda.org/conda-forge/ipycytoscape,2023-06-16 19:18:19.577,370691.0,2.0,,,,,,jupyter-cytoscape,https://www.npmjs.com/package/jupyter-cytoscape,693.0,,,,,,,,,,,,,,,
83,.NET Interactive,".NET Interactive combines the power of .NET with many other languages to create notebooks, REPLs, and embedded coding..",https://github.com/dotnet/interactive,,kernels,24,True,,dotnet/interactive,,https://github.com/dotnet/interactive,MIT,2020-01-22 00:39:04.000,2024-03-14 14:05:18.000000,2024-03-04 17:50:07,5107.0,59.0,363.0,64.0,1873.0,500.0,999.0,2691.0,2023-12-05 19:01:38.000,1.0.4605020,447.0,12.0,26.0,,,118.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
84,BinderHub,"Run your code in the cloud, with technology so advanced, it feels like magic!.",https://github.com/jupyterhub/binderhub,,notebook-sharing,24,True,binderhub,jupyterhub/binderhub,,https://github.com/jupyterhub/binderhub,BSD-3-Clause,2017-04-26 00:28:26.000,2024-03-07 02:48:51.000000,2024-03-06 21:39:22,3417.0,55.0,389.0,78.0,1127.0,222.0,484.0,2451.0,2018-11-07 17:41:58.000,0.1.0,,41.0,1.0,9.0,9.0,95.0,https://pypi.org/project/binderhub,2018-11-07 17:41:58.000,,41.0,,,,3.0,,,,,,,,,,,,,,binderhub,,,,,,,,,
85,IRkernel,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,24,True,,IRkernel/IRkernel,r/r-irkernel,https://github.com/IRkernel/IRkernel,MIT,2014-02-26 02:57:07.000,2024-01-16 22:07:49.699000,2023-03-06 15:57:54,599.0,,293.0,62.0,145.0,70.0,519.0,1673.0,2023-01-20 20:54:32.000,1.3.2,,16665.0,19.0,,,43.0,,,,,https://anaconda.org/r/r-irkernel,2024-01-16 22:07:49.699,147517.0,2.0,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2023-10-20 20:02:50.541542,59.0,1849782.0,,,,,,,,,,IRkernel,,,,,,,,
86,almond,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,24,True,,almond-sh/almond,,https://github.com/almond-sh/almond,BSD-3-Clause,2015-03-10 22:48:50.000,2024-03-12 13:57:15.000000,2024-02-23 13:41:35,1510.0,34.0,242.0,56.0,1003.0,128.0,207.0,1568.0,2023-05-15 14:58:56.000,0.13.14,2315.0,207.0,66.0,,,40.0,,,,,,,,2.0,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2023-10-19 23:11:45.308515,6.0,18716.0,,,,,,,,,,,,,,,,,,
87,nbQA,"Run ruff, isort, pyupgrade, mypy, pylint, flake8, and more on Jupyter Notebooks.",https://github.com/nbQA-dev/nbQA,,notebook-tools,24,True,nbqa,nbQA-dev/nbQA,conda-forge/nbqa,https://github.com/nbQA-dev/nbQA,MIT,2020-07-11 15:30:54.000,2024-03-12 22:39:07.000000,2024-03-12 22:39:06,713.0,13.0,37.0,8.0,554.0,7.0,284.0,941.0,2024-03-07 21:02:51.000,1.8.4,,152176.0,49.0,,,26.0,https://pypi.org/project/nbqa,,,148822.0,https://anaconda.org/conda-forge/nbqa,2024-03-08 07:07:47.021,137526.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
88,ipyvizzu,Build animated charts in Jupyter Notebook and similar environments with a simple Python syntax.,https://github.com/vizzuhq/ipyvizzu,,widgets,24,True,ipyvizzu,vizzuhq/ipyvizzu,,https://github.com/vizzuhq/ipyvizzu,Apache-2.0,2022-01-05 22:37:39.000,2024-02-26 10:44:33.000000,2024-02-26 10:44:32,1211.0,35.0,89.0,15.0,206.0,14.0,77.0,909.0,2023-12-21 10:25:43.000,0.17.0,120.0,746.0,24.0,114.0,111.0,21.0,https://pypi.org/project/ipyvizzu,2023-12-21 10:25:43.000,3.0,742.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
89,gmaps,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,24,False,gmaps,pbugnion/gmaps,conda-forge/gmaps,https://github.com/pbugnion/gmaps,BSD-3-Clause,2014-12-01 09:12:06.000,2023-06-16 13:23:14.332000,2019-07-22 06:22:45,1380.0,,150.0,25.0,154.0,79.0,137.0,761.0,2019-07-21 08:49:48.715,0.9.0,,10493.0,96.0,51.0,4.0,16.0,https://pypi.org/project/gmaps,2021-12-15 15:42:57.506,44.0,5696.0,https://anaconda.org/conda-forge/gmaps,2023-06-16 13:23:14.332,311064.0,3.0,,,,,,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,1004.0,,2019-07-21 08:49:48.715,3.0,,,,,,,,,,,,
90,Bash Kernel,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,24,True,bash_kernel,takluyver/bash_kernel,conda-forge/bash_kernel,https://github.com/takluyver/bash_kernel,BSD-3-Clause,2014-06-27 00:27:25.000,2024-03-06 00:13:54.000000,2023-11-24 20:17:44,112.0,,143.0,27.0,36.0,36.0,67.0,671.0,2023-11-24 20:37:29.000,0.9.3,,39330.0,15.0,243.0,212.0,20.0,https://pypi.org/project/bash_kernel,2023-11-24 20:36:49.000,31.0,35432.0,https://anaconda.org/conda-forge/bash_kernel,2023-11-25 15:23:54.394,159838.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
91,Mapbox GL,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,24,False,mapboxgl,mapbox/mapboxgl-jupyter,,https://github.com/mapbox/mapboxgl-jupyter,MIT,2017-08-08 15:10:51.000,2022-01-11 05:18:07.000000,2021-04-19 05:00:36,221.0,,138.0,132.0,91.0,43.0,67.0,649.0,2019-06-03 21:24:10.000,0.10.2,,16754.0,20.0,205.0,190.0,22.0,https://pypi.org/project/mapboxgl,2019-06-02 16:02:54.380,15.0,16754.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
92,JupyterLab Templates,Support for jupyter notebook templates in jupyterlab.,https://github.com/finos/jupyterlab_templates,,lab-extensions,24,True,jupyterlab_templates,jpmorganchase/jupyterlab_templates,conda-forge/jupyterlab_templates,https://github.com/finos/jupyterlab_templates,Apache-2.0,2018-03-17 21:38:11.000,2024-02-19 14:43:47.000000,2024-02-19 14:43:46,466.0,29.0,64.0,16.0,160.0,8.0,83.0,367.0,2024-02-12 21:51:37.725,0.5.1,,21759.0,28.0,18.0,8.0,21.0,https://pypi.org/project/jupyterlab_templates,2024-02-12 21:50:37.000,7.0,18026.0,https://anaconda.org/conda-forge/jupyterlab_templates,2023-08-17 13:29:47.158,19026.0,1.0,,,,,,jupyterlab_templates,https://www.npmjs.com/package/jupyterlab_templates,3311.0,,2024-02-12 21:51:37.725,3.0,finos/jupyterlab_templates,,,,,,,,,,,
93,ipytest,Pytest in IPython notebooks.,https://github.com/chmp/ipytest,,notebook-tools,24,True,ipytest,chmp/ipytest,,https://github.com/chmp/ipytest,MIT,2016-02-07 20:24:41.000,2024-02-18 11:12:00.000000,2024-02-18 11:09:58,350.0,24.0,17.0,4.0,50.0,2.0,57.0,280.0,2024-02-18 11:12:00.000,0.14.0,,53410.0,41.0,397.0,375.0,5.0,https://pypi.org/project/ipytest,2024-02-18 11:12:00.000,22.0,53410.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
94,nbgitpuller,Jupyter server extension to sync a git repository one-way to a local path.,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,24,True,nbgitpuller,jupyterhub/nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,BSD-3-Clause,2017-05-24 19:41:10.000,2024-02-28 08:22:26.000000,2024-02-05 20:35:51,595.0,6.0,80.0,16.0,186.0,71.0,89.0,201.0,2023-08-07 09:01:12.000,1.2.0,,26390.0,22.0,767.0,748.0,31.0,https://pypi.org/project/nbgitpuller,2023-08-07 09:01:12.000,19.0,24415.0,https://anaconda.org/conda-forge/nbgitpuller,2023-08-07 11:09:29.679,84940.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
95,LDAP Authenticator,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,24,True,jupyterhub-ldapauthenticator,jupyterhub/ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,BSD-3-Clause,2016-01-17 05:11:49.000,2024-02-06 07:22:50.000000,2024-02-06 07:22:50,194.0,4.0,171.0,20.0,84.0,71.0,83.0,197.0,2020-08-28 12:01:56.000,1.3.2,,11460.0,9.0,138.0,131.0,32.0,https://pypi.org/project/jupyterhub-ldapauthenticator,2020-08-28 12:01:56.000,7.0,10964.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2023-06-16 16:08:49.184,34280.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
96,fastpages,"An easy to use blogging platform, with enhanced support for Jupyter Notebooks.",https://github.com/fastai/fastpages,,notebook-tools,23,False,,fastai/fastpages,,https://github.com/fastai/fastpages,Apache-2.0,2020-02-03 05:19:46.000,2022-11-13 18:05:19.000000,2022-11-13 18:05:19,1208.0,,796.0,44.0,326.0,,328.0,3515.0,2020-09-05 21:53:23.000,2.1.6,,,9.0,144.0,144.0,55.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
97,IHaskell,A Haskell kernel for the Jupyter project.,https://github.com/IHaskell/IHaskell,,kernels,23,True,,gibiansky/IHaskell,,https://github.com/IHaskell/IHaskell,MIT,2013-08-26 07:16:09.000,2024-03-13 03:29:14.000000,2024-03-13 03:29:10,2279.0,39.0,260.0,50.0,698.0,39.0,741.0,2535.0,2018-08-01 13:19:52.714,0.0.6,,6.0,6.0,3.0,,114.0,,,,,,,,2.0,,,,,,ihaskell_jupyterlab,https://www.npmjs.com/package/ihaskell_jupyterlab,6.0,,2018-08-01 13:19:52.714,3.0,IHaskell/IHaskell,,,,,,,,,,,
98,Variable Inspector,Variable Inspector extension for Jupyterlab.,https://github.com/jupyterlab-contrib/jupyterlab-variableInspector,,lab-extensions,23,True,lckr-jupyterlab-variableinspector,lckr/jupyterlab-variableInspector,conda-forge/jupyterlab-variableinspector,https://github.com/jupyterlab-contrib/jupyterlab-variableInspector,BSD-3-Clause,2018-06-13 18:16:02.000,2024-02-21 08:05:27.000000,2024-02-21 08:05:26,193.0,6.0,87.0,27.0,120.0,41.0,131.0,1050.0,2024-01-23 13:04:13.000,3.2.1,47.0,17321.0,9.0,6.0,6.0,22.0,https://pypi.org/project/lckr-jupyterlab-variableinspector,,,14634.0,https://anaconda.org/conda-forge/jupyterlab-variableinspector,2024-01-23 17:07:03.089,25412.0,2.0,,,,,,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,1960.0,,,,jupyterlab-contrib/jupyterlab-variableInspector,,,,,,,,,,,
99,nglview,Jupyter widget to interactively view molecular structures and trajectories.,https://github.com/nglviewer/nglview,,widgets,23,False,nglview,nglviewer/nglview,conda-forge/nglview,https://github.com/nglviewer/nglview,,2015-11-09 16:48:57.000,2024-03-08 22:52:42.000000,2024-03-03 15:27:38,1444.0,8.0,128.0,24.0,615.0,26.0,456.0,770.0,2024-03-03 15:28:32.000,3.1.2,287.0,33714.0,84.0,4.0,4.0,38.0,https://pypi.org/project/nglview,,,11887.0,https://anaconda.org/conda-forge/nglview,2024-03-03 17:47:54.218,712322.0,3.0,,,,,,nglview-js-widgets,https://www.npmjs.com/package/nglview-js-widgets,5996.0,,,,,,,,,,,,,,,
100,Enterprise Gateway,"A lightweight, multi-tenant, scalable and secure gateway that enables Jupyter Notebooks to share resources across..",https://github.com/jupyter-server/enterprise_gateway,,kernels,23,False,jupyter_enterprise_gateway,jupyter/enterprise_gateway,conda-forge/jupyter_enterprise_gateway,https://github.com/jupyter-server/enterprise_gateway,,2017-04-21 16:05:14.000,2024-03-09 06:01:26.000000,2024-03-09 06:01:25,1368.0,21.0,214.0,39.0,775.0,67.0,498.0,604.0,2024-02-20 05:17:30.000,3.2.3,34470.0,7399.0,41.0,1.0,,116.0,https://pypi.org/project/jupyter_enterprise_gateway,2024-02-20 05:03:07.000,1.0,3727.0,https://anaconda.org/conda-forge/jupyter_enterprise_gateway,2024-02-20 22:41:29.015,135478.0,2.0,,,,,,,,,,,,jupyter-server/enterprise_gateway,,,,,,,,,,,
101,Octave Kernel,An Octave kernel for IPython.,https://github.com/Calysto/octave_kernel,,kernels,23,False,octave_kernel,calysto/octave_kernel,conda-forge/octave_kernel,https://github.com/Calysto/octave_kernel,BSD-3-Clause,2014-07-31 01:59:06.000,2023-06-16 13:22:04.819000,2022-12-18 16:07:56,423.0,,64.0,24.0,52.0,33.0,150.0,438.0,2022-11-29 02:05:39.186,0.35.1,160.0,15686.0,114.0,78.0,71.0,20.0,https://pypi.org/project/octave_kernel,2022-11-29 02:05:39.186,7.0,9741.0,https://anaconda.org/conda-forge/octave_kernel,2023-06-16 13:22:04.819,517121.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
102,vega,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,23,True,vega,vega/ipyvega,conda-forge/vega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2024-03-01 01:43:30.000000,2024-02-01 02:10:41,658.0,6.0,62.0,30.0,447.0,13.0,91.0,369.0,2023-07-18 13:09:18.000,4.0.0,,30093.0,40.0,87.0,4.0,15.0,https://pypi.org/project/vega,2023-04-12 02:09:01.110,83.0,23892.0,https://anaconda.org/conda-forge/vega,2023-06-16 13:18:03.216,576705.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
103,ThebeLab,Turn static HTML pages into live documents with Jupyter kernels.,https://github.com/executablebooks/thebe,,notebook-sharing,23,True,,executablebooks/thebe,,https://github.com/executablebooks/thebe,BSD-3-Clause,2017-03-14 12:17:22.000,2024-03-14 08:51:09.000000,2023-12-21 10:01:33,823.0,4.0,67.0,25.0,511.0,102.0,124.0,366.0,2021-10-26 10:05:57.827,0.8.2,,10231.0,19.0,11.0,10.0,29.0,,,,,,,,3.0,,,,,,thebe,https://www.npmjs.com/package/thebe,10231.0,,2023-12-21 10:04:16.431,1.0,,,,,,,,,,,,
104,jupyter-console,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,23,True,jupyter-console,jupyter/jupyter_console,conda-forge/jupyter_console,https://github.com/jupyter/jupyter_console,BSD-3-Clause,2015-04-09 06:58:55.000,2023-09-13 20:27:19.000000,2023-03-06 14:13:15,629.0,,144.0,28.0,141.0,62.0,94.0,240.0,2023-03-06 14:13:35.000,6.6.3,372.0,4593551.0,18.0,,,60.0,https://pypi.org/project/jupyter-console,,,4548309.0,https://anaconda.org/conda-forge/jupyter_console,2023-06-16 13:18:03.803,4296643.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
105,ipywebrtc,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,23,True,ipywebrtc,maartenbreddels/ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,MIT,2017-08-10 18:07:51.000,2024-02-20 10:19:50.000000,2024-02-06 14:17:16,218.0,1.0,38.0,11.0,79.0,34.0,28.0,232.0,2021-03-29 11:27:31.000,0.6.0,,43988.0,13.0,1030.0,1013.0,10.0,https://pypi.org/project/ipywebrtc,2021-03-29 11:27:31.000,13.0,39390.0,https://anaconda.org/conda-forge/ipywebrtc,2023-06-16 13:24:24.196,334375.0,3.0,,,,,,jupyter-webrtc,https://www.npmjs.com/package/jupyter-webrtc,366.0,,2021-03-29 11:25:34.632,4.0,,,,,,,,,,,,
106,Rsession Proxy,Jupyter extensions for running an RStudio rsession proxy.,https://github.com/jupyterhub/jupyter-rsession-proxy,,jupyter-extensions,23,True,jupyter-rsession-proxy,jupyterhub/jupyter-rsession-proxy,conda-forge/jupyter-rsession-proxy,https://github.com/jupyterhub/jupyter-rsession-proxy,BSD-3-Clause,2016-12-09 06:26:18.000,2024-03-13 22:52:12.049000,2024-03-13 16:33:59,240.0,3.0,84.0,13.0,66.0,34.0,48.0,110.0,2024-03-13 16:40:42.000,2.2.1,,31246.0,15.0,49.0,48.0,22.0,https://pypi.org/project/jupyter-rsession-proxy,2024-03-13 16:40:42.000,1.0,30528.0,https://anaconda.org/conda-forge/jupyter-rsession-proxy,2024-03-13 22:52:12.049,23722.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
107,Hydrogen,"Run code interactively, inspect data, and plot. All the power of Jupyter kernels, inside your favorite text editor.",https://github.com/nteract/hydrogen,,notebook-environments,22,False,,nteract/hydrogen,,https://github.com/nteract/hydrogen,MIT,2015-05-11 01:16:55.000,2024-03-13 14:59:46.000000,2023-01-10 01:11:13,2371.0,,352.0,85.0,880.0,170.0,1103.0,3897.0,2023-01-10 01:02:49.000,2.16.5,,,92.0,,,90.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
108,gophernotes,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,22,True,,gopherdata/gophernotes,,https://github.com/gopherdata/gophernotes,MIT,2016-01-22 19:22:16.000,2023-11-03 18:02:49.000000,2023-11-03 18:01:39,402.0,,255.0,84.0,78.0,53.0,130.0,3748.0,2022-05-31 17:34:28.000,0.7.5,44.0,892.0,22.0,16.0,15.0,29.0,,,,,,,,2.0,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,7.0,87425.0,,,,,,,,,,,github.com/gopherdata/gophernotes,https://pkg.go.dev/github.com/gopherdata/gophernotes,2022-05-31 17:31:46,1.0,,,,
109,watermark,"An IPython magic extension for printing date and time stamps, version numbers, and hardware information.",https://github.com/rasbt/watermark,,magic,22,True,watermark,rasbt/watermark,conda-forge/watermark,https://github.com/rasbt/watermark,BSD-3-Clause,2014-07-30 03:46:33.000,2023-07-02 15:47:55.854000,2023-07-02 14:29:01,123.0,,88.0,13.0,47.0,19.0,28.0,860.0,2023-07-02 14:38:00.400,2.4.3,,34520.0,27.0,2345.0,2246.0,19.0,https://pypi.org/project/watermark,2023-07-02 14:38:00.400,99.0,27541.0,https://anaconda.org/conda-forge/watermark,2023-07-02 15:47:55.854,279175.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
110,notedown,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,22,False,notedown,aaren/notedown,conda-forge/notedown,https://github.com/aaren/notedown,BSD-2-Clause,2014-02-17 17:28:59.000,2023-06-16 16:08:46.317000,2017-11-16 19:29:56,264.0,,114.0,21.0,29.0,46.0,29.0,852.0,2017-11-16 17:59:43.000,1.5.1,,5132.0,26.0,285.0,254.0,7.0,https://pypi.org/project/notedown,2017-11-16 17:59:43.000,31.0,4617.0,https://anaconda.org/conda-forge/notedown,2023-06-16 16:08:46.317,35566.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
111,Apache Toree,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,22,True,toree,apache/incubator-toree,,https://github.com/apache/incubator-toree,Apache-2.0,2016-01-07 08:00:06.000,2024-02-17 10:09:11.000000,2023-10-01 17:07:29,1172.0,,220.0,49.0,222.0,12.0,,730.0,2022-04-21 19:01:00.000,0.5.0,,7386.0,14.0,9.0,,107.0,https://pypi.org/project/toree,2022-04-21 19:01:00.000,9.0,7386.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
112,pivottablejs,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,22,False,pivottablejs,nicolaskruchten/jupyter_pivottablejs,anaconda/pivottablejs,https://github.com/nicolaskruchten/jupyter_pivottablejs,MIT,2015-09-09 13:39:18.000,2023-12-06 04:45:55.894000,2018-12-04 14:43:25,32.0,,81.0,21.0,8.0,23.0,41.0,644.0,2018-01-15 18:14:37.000,0.9.0,,27823.0,10.0,434.0,412.0,3.0,https://pypi.org/project/pivottablejs,2018-01-15 18:14:37.000,22.0,27794.0,https://anaconda.org/anaconda/pivottablejs,2023-12-06 04:45:55.894,2892.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
113,JupyterLab Drawio,A standalone embedding of the FOSS drawio / mxgraph package into jupyterlab.,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,22,False,jupyterlab-drawio,QuantStack/jupyterlab-drawio,conda-forge/jupyterlab-drawio,https://github.com/QuantStack/jupyterlab-drawio,BSD-3-Clause,2018-01-31 16:38:30.000,2023-06-16 19:25:47.823000,2021-06-29 12:29:51,101.0,,69.0,28.0,52.0,43.0,25.0,589.0,2021-04-29 10:22:28.814,0.9.0,,4913.0,11.0,1358.0,1355.0,16.0,https://pypi.org/project/jupyterlab-drawio,2021-04-29 10:19:55.000,,2066.0,https://anaconda.org/conda-forge/jupyterlab-drawio,2023-06-16 19:25:47.823,21519.0,1.0,,,,,,jupyterlab-drawio,https://www.npmjs.com/package/jupyterlab-drawio,2215.0,,2021-04-29 10:22:28.814,3.0,,,,,,,,,,,,
114,Appmode,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,22,True,appmode,oschuett/appmode,conda-forge/appmode,https://github.com/oschuett/appmode,MIT,2017-03-17 13:33:53.000,2024-02-05 15:13:33.000000,2023-05-18 15:12:24,102.0,,70.0,24.0,16.0,7.0,54.0,429.0,2023-05-18 14:28:00.000,0.9.0,,6547.0,17.0,381.0,359.0,9.0,https://pypi.org/project/appmode,2023-05-18 14:25:00.792,22.0,1514.0,https://anaconda.org/conda-forge/appmode,2024-02-05 12:45:27.862,221460.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
