,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,updated_github_id,npm_latest_release_published_at,npm_dependent_project_count,trending,cran_id,go_id,go_url,pypi,gem_id,hex_id,bitbucket_id
39,KubeSpawner,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,30,True,jupyterhub-kubespawner,jupyterhub/kubespawner,conda-forge/jupyterhub-kubespawner,https://github.com/jupyterhub/kubespawner,BSD-3-Clause,2015-11-21 07:02:52.000,2023-08-31 12:20:09.000000,2023-08-31 12:19:34,1518.0,83.0,298.0,30.0,432.0,81.0,271.0,487.0,2023-05-31 09:13:00.761,6.0.0,,58702.0,36.0,153.0,139.0,82.0,https://pypi.org/project/jupyterhub-kubespawner,2023-05-31 09:13:00.761,14.0,58087.0,https://anaconda.org/conda-forge/jupyterhub-kubespawner,2023-06-16 19:25:10.727,17859.0,1.0,,,,,,,,,,,,,,,,,,,
40,RISE,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,29,True,RISE,damianavila/RISE,conda-forge/rise,https://github.com/damianavila/RISE,BSD-3-Clause,2013-08-26 18:55:36.000,2023-06-16 16:08:42.704000,2023-04-07 08:27:12,764.0,,414.0,83.0,199.0,154.0,290.0,3584.0,2020-10-29 01:31:20.000,5.7.1,,15323.0,31.0,2743.0,2571.0,44.0,https://pypi.org/project/RISE,2022-11-03 16:45:29.021,171.0,11101.0,https://anaconda.org/conda-forge/rise,2023-06-16 16:08:42.704,278428.0,2.0,,,,,,rise-reveal,https://www.npmjs.com/package/rise-reveal,4.0,,2019-07-03 12:51:16.722,1.0,,,,,,,,
41,responsible-ai-widgets,Responsible AI Toolbox is a suite of tools providing model and data exploration and assessment user interfaces and..,https://github.com/microsoft/responsible-ai-toolbox,,widgets,29,True,raiwidgets,microsoft/responsible-ai-toolbox,,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2023-08-31 14:13:55.000000,2023-08-31 14:13:54,1765.0,169.0,250.0,22.0,2015.0,81.0,223.0,936.0,2023-08-30 17:31:07.000,0.30.0,,7293.0,48.0,68.0,65.0,38.0,https://pypi.org/project/raiwidgets,2023-08-30 17:31:07.000,3.0,7293.0,,,,2.0,,,,,,,,,,,,,,,,,,,
42,facets-overview,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,28,True,facets-overview,pair-code/facets,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-05-24 15:56:22.000000,2023-05-24 15:56:22,277.0,,869.0,269.0,98.0,78.0,81.0,7164.0,2019-07-01 16:35:20.000,1.0.0,,182996.0,4.0,197.0,197.0,31.0,https://pypi.org/project/facets-overview,,,182996.0,,,,2.0,,,,,,,,,,,,,,,,,,,
43,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/widgetti/ipyvolume,,widgets,28,True,ipyvolume,maartenbreddels/ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2023-07-07 18:11:05.000000,2023-07-07 13:05:16,1007.0,5.0,238.0,52.0,123.0,185.0,131.0,1877.0,2023-06-02 14:35:02.046,0.6.3,,80910.0,53.0,71.0,15.0,45.0,https://pypi.org/project/ipyvolume,2023-06-02 14:35:02.046,51.0,73981.0,https://anaconda.org/conda-forge/ipyvolume,2023-06-05 11:50:27.103,442639.0,2.0,,,,,,ipyvolume,https://www.npmjs.com/package/ipyvolume,1255.0,widgetti/ipyvolume,2023-06-02 14:33:47.239,5.0,,,,,,,,
44,elyra,Elyra extends JupyterLab with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,28,True,elyra,elyra-ai/elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,Apache-2.0,2019-10-22 21:37:58.000,2023-08-14 23:34:05.000000,2023-06-19 16:00:23,1898.0,2.0,301.0,46.0,1458.0,267.0,1349.0,1660.0,2023-03-29 14:23:28.000,3.15.0,,4084.0,126.0,58.0,49.0,58.0,https://pypi.org/project/elyra,2023-03-29 00:28:01.071,3.0,2256.0,https://anaconda.org/conda-forge/elyra,2023-06-16 19:21:23.887,38952.0,1.0,,,,,,@elyra/services,https://www.npmjs.com/package/@elyra/services,746.0,,2023-03-29 00:30:07.768,6.0,,,,,,,,
45,repo2docker,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,28,True,jupyter-repo2docker,jupyterhub/repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2023-08-09 05:38:15.000000,2023-07-18 15:12:28,2681.0,41.0,324.0,48.0,782.0,159.0,356.0,1522.0,2022-10-18 19:01:00.000,2022.10.0,,3723.0,12.0,187.0,187.0,119.0,https://pypi.org/project/jupyter-repo2docker,,,3723.0,,,,1.0,,,,,,,,,,,,,,,,,,,
46,JupyterLab Git,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,28,True,jupyterlab-git,jupyterlab/jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,BSD-3-Clause,2017-06-20 17:31:00.000,2023-08-10 16:18:01.964000,2023-08-10 12:17:45,1849.0,18.0,269.0,35.0,671.0,86.0,477.0,1301.0,2023-08-10 12:18:21.000,0.42.0,35.0,146994.0,50.0,2.0,2.0,91.0,https://pypi.org/project/jupyterlab-git,,,116819.0,https://anaconda.org/conda-forge/jupyterlab-git,2023-08-10 16:18:01.964,470484.0,1.0,,,,,,@jupyterlab/git,https://www.npmjs.com/package/@jupyterlab/git,17794.0,,,,,,,,,,,
47,PixieDust,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,28,False,pixiedust,pixiedust/pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2023-06-16 16:19:15.930000,2021-02-16 04:46:41,2157.0,,160.0,42.0,374.0,164.0,261.0,1030.0,2019-12-04 15:06:08.000,1.1.18,,11444.0,19.0,258.0,258.0,33.0,https://pypi.org/project/pixiedust,,,10385.0,https://anaconda.org/conda-forge/pixiedust,2023-06-16 16:19:15.930,47694.0,1.0,,,,,,,,,,,,,,,,,,,
48,Jupyter Client,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,28,True,jupyter-client,jupyter/jupyter_client,conda-forge/jupyter_client,https://github.com/jupyter/jupyter_client,BSD-3-Clause,2015-04-09 06:57:29.000,2023-08-29 14:05:58.000000,2023-08-29 12:39:29,2567.0,8.0,254.0,35.0,605.0,163.0,195.0,326.0,2023-08-29 12:39:51.000,8.3.1,1259.0,21973053.0,61.0,,,129.0,https://pypi.org/project/jupyter-client,,,21493164.0,https://anaconda.org/conda-forge/jupyter_client,2023-08-29 14:05:58.000,17753976.0,1.0,,,,,,,,,,,,-5.0,,,,,,,
49,sos,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,28,True,sos-notebook,vatlab/SOS,conda-forge/sos,https://github.com/vatlab/sos,BSD-3-Clause,2016-02-13 00:46:46.000,2023-08-31 09:39:47.000000,2023-06-15 19:17:00,7588.0,2.0,38.0,8.0,70.0,66.0,1377.0,256.0,2023-07-30 02:07:20.000,0.24.2,,5567.0,166.0,4595.0,4559.0,36.0,https://pypi.org/project/sos-notebook,2023-07-30 02:07:20.000,36.0,1519.0,https://anaconda.org/conda-forge/sos,2023-06-20 14:53:13.483,157910.0,2.0,,,,,,,,,,,,,,,,,,,
50,docker-python,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,27,True,,kaggle/docker-python,,https://github.com/Kaggle/docker-python,Apache-2.0,2015-04-14 01:45:38.000,2023-08-29 18:50:24.000000,2023-08-29 14:41:14,2260.0,54.0,897.0,94.0,963.0,15.0,306.0,2391.0,2023-08-29 18:50:24.000,13246793b8f76cf8eb794947760afce5104ab3e3c759659e3757f82c5f0c61de,,1947.0,100.0,,,153.0,,,,,,,,3.0,kaggle/python,https://hub.docker.com/r/kaggle/python,2023-08-29 18:49:30.730463,170.0,194753.0,,,,,,,,,,,,,,
51,NBextensions Configurator,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,27,True,jupyter_nbextensions_configurator,jupyter-contrib/jupyter_nbextensions_configurator,conda-forge/jupyter_nbextensions_configurator,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,BSD-3-Clause,2016-06-24 22:29:05.000,2023-08-06 23:43:51.000000,2023-06-10 07:46:30,525.0,3.0,118.0,18.0,70.0,63.0,34.0,948.0,2023-05-05 07:10:14.000,0.6.3,,488158.0,17.0,494.0,479.0,23.0,https://pypi.org/project/jupyter_nbextensions_configurator,2022-11-15 16:25:34.569,15.0,470105.0,https://anaconda.org/conda-forge/jupyter_nbextensions_configurator,2023-06-16 13:20:40.292,1534549.0,2.0,,,,,,,,,,,,,,,,,,,
52,nglview,Jupyter widget to interactively view molecular structures and trajectories.,https://github.com/nglviewer/nglview,,widgets,27,True,nglview,nglviewer/nglview,conda-forge/nglview,https://github.com/nglviewer/nglview,MIT,2015-11-09 16:48:57.000,2023-08-31 02:02:35.000000,2023-08-31 02:01:56,1435.0,7.0,125.0,24.0,606.0,32.0,429.0,715.0,2023-08-31 02:02:35.000,3.0.7,274.0,32580.0,79.0,66.0,3.0,38.0,https://pypi.org/project/nglview,2023-08-31 02:00:41.000,59.0,9691.0,https://anaconda.org/conda-forge/nglview,2023-06-21 15:12:16.593,659052.0,2.0,,,,,,nglview-js-widgets,https://www.npmjs.com/package/nglview-js-widgets,5544.0,,2023-06-20 20:36:32.803,4.0,,,,,,,,
53,LFortran,Official main repository for LFortran.,https://github.com/lfortran/lfortran,,kernels,27,True,lfortran,lfortran/lfortran,conda-forge/lfortran,https://github.com/lfortran/lfortran,MIT,2019-03-24 13:22:20.000,2023-08-31 14:10:07.000000,2023-08-31 09:37:43,12815.0,1003.0,78.0,20.0,1141.0,740.0,413.0,698.0,2023-04-28 21:31:24.000,0.19.0,,1393.0,14.0,,,62.0,https://pypi.org/project/lfortran,2020-07-31 19:39:55.000,,77.0,https://anaconda.org/conda-forge/lfortran,2023-06-16 16:16:06.531,64528.0,1.0,,,,,,,,,,,,,,,,,,,
54,Stencila,"Author, collaborate on, and publish beautiful interactive documents.",https://github.com/stencila/stencila,,notebook-sharing,27,True,,stencila/stencila,,https://github.com/stencila/stencila,Apache-2.0,2012-05-31 02:43:31.000,2023-08-30 22:05:37.000000,2023-08-30 07:14:02,10640.0,87.0,39.0,24.0,1058.0,77.0,562.0,683.0,2023-06-22 06:49:21.000,2.0.0-alpha.5,4149.0,297.0,100.0,28.0,19.0,36.0,,,,,,,,2.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16465.0,stencila,https://www.npmjs.com/package/stencila,4.0,,2020-11-06 15:20:04.059,9.0,,,,,,,,
55,itkwidgets,"Interactive Jupyter widgets to visualize images, point sets, and meshes in 2D and 3D.",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,27,True,itkwidgets,InsightSoftwareConsortium/itkwidgets,conda-forge/itkwidgets,https://github.com/InsightSoftwareConsortium/itkwidgets,Apache-2.0,2018-02-15 01:43:39.000,2023-08-11 20:01:15.000000,2023-08-11 20:01:15,457.0,51.0,77.0,27.0,423.0,111.0,144.0,539.0,2023-03-02 22:39:14.000,0.32.6,86.0,10264.0,51.0,262.0,262.0,7.0,https://pypi.org/project/itkwidgets,,,3965.0,https://anaconda.org/conda-forge/itkwidgets,2023-06-16 16:12:17.646,338554.0,2.0,,,,,,itkwidgets,https://www.npmjs.com/package/itkwidgets,358.0,,,,,,,,,,,
56,DockerSpawner,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,27,True,dockerspawner,jupyterhub/dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,BSD-3-Clause,2014-09-26 20:08:26.000,2023-08-10 10:05:56.000000,2023-08-10 09:19:23,687.0,3.0,300.0,27.0,228.0,23.0,242.0,457.0,2021-12-15 16:31:08.730,0.0.1,,33522.0,16.0,192.0,166.0,67.0,https://pypi.org/project/dockerspawner,2021-07-22 10:16:21.000,26.0,33190.0,https://anaconda.org/conda-forge/dockerspawner,2023-06-16 16:11:56.911,18946.0,2.0,,,,,,,,,,,,,,,,,,,
57,Knowledge Repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,https://github.com/airbnb/knowledge-repo,,notebook-sharing,26,True,knowledge-repo,airbnb/knowledge-repo,,https://github.com/airbnb/knowledge-repo,Apache-2.0,2016-08-17 23:32:50.000,2023-07-20 11:16:46.000000,2023-04-17 04:04:39,1329.0,,657.0,175.0,478.0,124.0,167.0,5364.0,2023-02-22 03:46:18.000,0.9.3,,660.0,33.0,11.0,11.0,73.0,https://pypi.org/project/knowledge-repo,,,660.0,,,,2.0,,,,,,,,,,,,,,,,,,,
58,mercury,Convert Jupyter Notebooks to Web Apps.,https://github.com/mljar/mercury,,notebook-tools,26,True,mljar-mercury,mljar/mercury,,https://github.com/mljar/mercury,AGPL-3.0,2021-12-20 13:43:44.000,2023-08-30 14:03:17.000000,2023-08-30 14:03:14,763.0,57.0,197.0,42.0,19.0,39.0,296.0,3431.0,2023-06-05 11:41:41.000,2.3.1,,681.0,37.0,64.0,64.0,8.0,https://pypi.org/project/mljar-mercury,,,681.0,,,,2.0,,,,,,,,,,,,,,,,,,,
59,BeakerX,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,26,False,beakerx,twosigma/beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,Apache-2.0,2013-12-03 14:16:36.000,2023-06-16 13:23:56.494000,2021-01-21 14:02:57,1689.0,,376.0,124.0,3797.0,349.0,4175.0,2769.0,2018-12-04 18:27:21.000,1.3.0,35.0,17005.0,39.0,,,43.0,https://pypi.org/project/beakerx,,,5998.0,https://anaconda.org/conda-forge/beakerx,2023-06-16 13:23:56.494,610338.0,2.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,249215.0,beakerx,https://www.npmjs.com/package/beakerx,263.0,,,,,,,,,,,
60,almond,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,26,True,,almond-sh/almond,,https://github.com/almond-sh/almond,BSD-3-Clause,2015-03-10 22:48:50.000,2023-08-31 13:07:30.000000,2023-08-21 23:52:38,1426.0,153.0,223.0,60.0,923.0,110.0,204.0,1542.0,2023-05-15 14:58:56.000,0.13.14,2146.0,213.0,65.0,,,40.0,,,,,,,,1.0,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2023-07-17 13:12:50.397725,6.0,18049.0,,,,,,,,,,,,,,
61,DataLab,Interactive tools and developer experiences for Big Data on Google Cloud Platform.,https://github.com/googledatalab/datalab,,notebook-environments,26,True,datalab,googledatalab/datalab,,https://github.com/googledatalab/datalab,Apache-2.0,2014-08-06 18:37:34.000,2022-09-02 21:15:20.926000,2022-09-02 20:50:03,2055.0,,261.0,82.0,1293.0,232.0,667.0,977.0,2022-09-02 21:15:20.926,1.2.1,,93986.0,19.0,12.0,,53.0,https://pypi.org/project/datalab,2022-09-02 21:15:20.926,12.0,93986.0,,,,3.0,,,,,,,,,,,,,,,,,,,
62,jupyter-dash,OBSOLETE - Dash v2.11+ has Jupyter support built in!.,https://github.com/plotly/jupyter-dash,,widgets,26,True,jupyter-dash,plotly/jupyter-dash,conda-forge/jupyter-dash,https://github.com/plotly/jupyter-dash,MIT,2020-04-26 18:43:59.000,2023-08-29 14:01:15.000000,2023-08-11 17:18:48,162.0,1.0,237.0,42.0,49.0,52.0,28.0,937.0,2022-04-01 20:13:44.000,0.4.2,99.0,131695.0,14.0,3317.0,3244.0,10.0,https://pypi.org/project/jupyter-dash,2022-04-01 20:05:08.000,71.0,117976.0,https://anaconda.org/conda-forge/jupyter-dash,2023-06-16 19:23:51.624,339645.0,2.0,,,,,,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,3425.0,,2021-01-22 17:06:54.671,2.0,,,,,,,,
63,JupyterLab Debugger,"A visual debugger for Jupyter notebooks, consoles, and source files.",https://github.com/jupyterlab/debugger,,lab-extensions,26,False,,jupyterlab/debugger,,https://github.com/jupyterlab/debugger,BSD-3-Clause,2019-07-19 18:19:17.000,2022-03-15 11:03:46.000000,2021-03-31 14:20:34,1174.0,,39.0,20.0,322.0,17.0,245.0,556.0,2020-12-10 14:31:28.000,0.3.7,,79016.0,28.0,856.0,856.0,11.0,,,,,,,,1.0,,,,,,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,79016.0,,,,-5.0,,,,,,,
64,itables,Pandas DataFrames as Interactive DataTables.,https://github.com/mwouts/itables,,widgets,26,True,itables,mwouts/itables,conda-forge/itables,https://github.com/mwouts/itables,MIT,2019-04-15 22:09:44.000,2023-08-18 23:09:42.605000,2023-08-18 18:40:53,211.0,13.0,40.0,11.0,100.0,19.0,74.0,496.0,2023-08-18 18:42:04.000,1.5.4,,383889.0,39.0,294.0,294.0,6.0,https://pypi.org/project/itables,,,382429.0,https://anaconda.org/conda-forge/itables,2023-08-18 23:09:42.605,27749.0,2.0,,,,,,,,,,,,,,,,,,,
65,Resource Usage,Jupyter Notebook Extension for monitoring your own Resource Usage.,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,26,True,jupyter-resource-usage,jupyter-server/jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,BSD-2-Clause,2016-04-22 07:01:34.000,2023-08-29 14:10:47.000000,2023-08-29 14:10:17,370.0,15.0,99.0,8.0,130.0,39.0,45.0,394.0,2023-08-29 14:10:55.000,1.0.1,256.0,48130.0,13.0,435.0,427.0,34.0,https://pypi.org/project/jupyter-resource-usage,2023-08-29 14:10:47.000,6.0,34459.0,https://anaconda.org/conda-forge/nbresuse,2023-06-16 19:18:24.900,544991.0,2.0,,,,,,@jupyter-server/resource-usage,https://www.npmjs.com/package/@jupyter-server/resource-usage,372.0,,2023-08-29 14:10:39.529,2.0,,,,,,,,
66,Metakernel,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,26,True,metakernel,Calysto/metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,BSD-3-Clause,2014-08-24 20:53:45.000,2023-08-29 22:13:25.765000,2023-08-29 20:48:34,1146.0,7.0,85.0,17.0,125.0,31.0,115.0,319.0,2023-08-29 20:48:53.000,0.30.0,125.0,43261.0,55.0,765.0,765.0,33.0,https://pypi.org/project/metakernel,,,22847.0,https://anaconda.org/conda-forge/metakernel,2023-08-29 22:13:25.765,734731.0,1.0,,,,,,,,,,,,,,,,,,,
67,ipyvuetify,Jupyter widgets based on vuetify UI components.,https://github.com/widgetti/ipyvuetify,,widgets,26,True,ipyvuetify,mariobuikhuizen/ipyvuetify,conda-forge/ipyvuetify,https://github.com/widgetti/ipyvuetify,MIT,2019-05-14 17:35:51.000,2023-08-27 21:46:32.000000,2023-08-25 12:14:00,254.0,8.0,49.0,14.0,84.0,60.0,133.0,311.0,2023-04-18 19:26:36.690,1.8.10,,128145.0,55.0,933.0,894.0,12.0,https://pypi.org/project/ipyvuetify,2023-04-18 17:25:44.404,36.0,116568.0,https://anaconda.org/conda-forge/ipyvuetify,2023-06-16 16:15:58.169,140945.0,2.0,,,,,,jupyter-vuetify,https://www.npmjs.com/package/jupyter-vuetify,8701.0,widgetti/ipyvuetify,2023-04-18 19:26:36.690,3.0,,,,,,,,
68,jupyter-server-proxy,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,26,True,jupyter-server-proxy,jupyterhub/jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,BSD-3-Clause,2016-10-18 22:02:06.000,2023-08-01 08:34:32.000000,2023-07-12 19:20:15,996.0,10.0,133.0,18.0,238.0,72.0,118.0,303.0,2023-04-20 15:00:02.386,4.0.0,,168159.0,29.0,131.0,2.0,69.0,https://pypi.org/project/jupyter-server-proxy,2023-04-20 15:00:02.386,126.0,137984.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2023-06-16 16:14:16.845,1370599.0,2.0,,,,,,@jupyterlab/server-proxy,https://www.npmjs.com/package/@jupyterlab/server-proxy,4794.0,,2022-09-08 00:27:55.674,3.0,,,,,,,,
69,nbgitpuller,Jupyter server extension to sync a git repository one-way to a local path.,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,26,True,nbgitpuller,jupyterhub/nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,BSD-3-Clause,2017-05-24 19:41:10.000,2023-08-29 13:14:52.000000,2023-08-07 09:02:40,573.0,14.0,80.0,15.0,172.0,71.0,86.0,183.0,2023-08-07 09:01:12.000,1.2.0,,30625.0,22.0,686.0,667.0,30.0,https://pypi.org/project/nbgitpuller,2023-08-07 09:01:12.000,19.0,28589.0,https://anaconda.org/conda-forge/nbgitpuller,2023-08-07 11:09:29.679,73318.0,2.0,,,,,,,,,,,,,,,,,,,
70,lux,Automatically visualize your pandas dataframe via a single print!.,https://github.com/lux-org/lux,,widgets,25,True,lux-api,lux-org/lux,conda-forge/lux-api,https://github.com/lux-org/lux,Apache-2.0,2020-01-08 04:53:29.000,2023-07-12 17:45:36.000000,2023-07-04 23:34:35,692.0,2.0,354.0,91.0,262.0,81.0,159.0,4708.0,2022-02-19 00:48:20.000,0.5.1,,5985.0,18.0,162.0,158.0,21.0,https://pypi.org/project/lux-api,2022-02-19 00:46:49.000,2.0,4934.0,https://anaconda.org/conda-forge/lux-api,2023-06-16 19:24:44.344,20493.0,2.0,,,,,,luxwidget,https://www.npmjs.com/package/luxwidget,368.0,,2022-02-17 19:41:18.102,2.0,,,,,,,,
71,nbdev,Create delightful software with Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,25,True,nbdev,fastai/nbdev,,https://github.com/fastai/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2023-07-31 15:31:35.000000,2023-05-31 20:49:34,1634.0,,441.0,45.0,533.0,119.0,704.0,4489.0,2023-02-03 22:33:26.000,2.3.11,,51144.0,24.0,,,38.0,https://pypi.org/project/nbdev,,,51144.0,,,,2.0,,,,,,,,,,,,,,,,,,,
72,qgrid,"An interactive grid for sorting, filtering, and editing DataFrames in Jupyter notebooks.",https://github.com/quantopian/qgrid,,widgets,25,False,qgrid,quantopian/qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,Apache-2.0,2014-09-30 04:33:20.000,2023-06-16 16:08:00.950000,2020-04-07 18:56:49,405.0,,424.0,90.0,104.0,157.0,127.0,2978.0,2020-04-07 16:34:17.000,1.3.1,,51802.0,73.0,11.0,8.0,30.0,https://pypi.org/project/qgrid,,,45333.0,https://anaconda.org/conda-forge/qgrid,2023-06-16 16:08:00.950,393172.0,2.0,,,,,,qgrid,https://www.npmjs.com/package/qgrid,512.0,,2018-07-11 05:36:40.781,3.0,,,,,,,,
73,nbviewer,nbconvert as a web service: Render Jupyter Notebooks as static web pages.,https://github.com/jupyter/nbviewer,,notebook-sharing,25,True,,jupyter/nbviewer,,https://github.com/jupyter/nbviewer,BSD-3-Clause,2012-08-05 11:42:33.000,2023-08-14 23:13:34.000000,2023-01-27 08:04:32,1494.0,,514.0,93.0,462.0,174.0,405.0,2148.0,,,,21104.0,,13.0,13.0,96.0,,,,,,,,2.0,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2023-01-27 08:07:14.487852,33.0,2785844.0,,,,,,,,,,,,,,
74,pythreejs,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,25,False,pythreejs,jupyter-widgets/pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,,2013-12-23 17:02:11.000,2023-06-16 13:16:30.947000,2023-02-20 00:24:10,1723.0,,176.0,39.0,173.0,59.0,173.0,891.0,2022-08-31 09:02:38.000,2.4.1,,85858.0,18.0,26.0,26.0,30.0,https://pypi.org/project/pythreejs,,,76267.0,https://anaconda.org/conda-forge/pythreejs,2023-06-16 13:16:30.947,503225.0,2.0,,,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,3807.0,,,,,,,,,,,
75,Kernel Gateway,Jupyter Kernel Gateway.,https://github.com/jupyter-server/kernel_gateway,,kernels,25,True,jupyter-kernel-gateway,jupyter/kernel_gateway,conda-forge/jupyter_kernel_gateway,https://github.com/jupyter-server/kernel_gateway,BSD-3-Clause,2015-09-21 15:34:11.000,2023-06-16 13:21:45.404000,2023-03-02 17:55:59,566.0,,128.0,40.0,201.0,15.0,168.0,452.0,2023-02-06 19:50:03.769,2.5.2,139.0,15257.0,28.0,46.0,40.0,44.0,https://pypi.org/project/jupyter-kernel-gateway,2021-08-24 23:55:16.000,6.0,12839.0,https://anaconda.org/conda-forge/jupyter_kernel_gateway,2023-06-16 13:21:45.404,200542.0,2.0,,,,,,,,,jupyter-server/kernel_gateway,,,,,,,,,,
76,ipywebrtc,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,25,True,ipywebrtc,maartenbreddels/ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,MIT,2017-08-10 18:07:51.000,2023-06-16 13:24:24.196000,2023-03-06 12:26:30,217.0,,38.0,12.0,74.0,34.0,28.0,229.0,2021-03-29 11:27:31.000,0.6.0,,61396.0,13.0,877.0,862.0,9.0,https://pypi.org/project/ipywebrtc,2021-03-29 11:27:31.000,12.0,56694.0,https://anaconda.org/conda-forge/ipywebrtc,2023-06-16 13:24:24.196,321551.0,2.0,,,,,,jupyter-webrtc,https://www.npmjs.com/package/jupyter-webrtc,237.0,,2021-03-29 11:25:34.632,3.0,,,,,,,,
77,jupyter-console,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,25,True,jupyter-console,jupyter/jupyter_console,conda-forge/jupyter_console,https://github.com/jupyter/jupyter_console,BSD-3-Clause,2015-04-09 06:58:55.000,2023-06-16 13:18:03.803000,2023-03-06 14:13:15,629.0,,143.0,27.0,140.0,60.0,93.0,222.0,2023-03-06 14:13:35.000,6.6.3,312.0,5320537.0,18.0,,,60.0,https://pypi.org/project/jupyter-console,,,5276356.0,https://anaconda.org/conda-forge/jupyter_console,2023-06-16 13:18:03.803,3886382.0,2.0,,,,,,,,,,,,,,,,,,,
