,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,trending,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,cran_id,pypi,gem_id,hex_id,bitbucket_id
73,Enterprise Gateway,"A lightweight, multi-tenant, scalable and secure gateway that enables Jupyter Notebooks to share resources across..",https://github.com/jupyter-server/enterprise_gateway,,kernels,25,True,jupyter_enterprise_gateway,jupyter/enterprise_gateway,conda-forge/jupyter_enterprise_gateway,https://github.com/jupyter-server/enterprise_gateway,2017-04-21 16:05:14.000,2022-03-24 03:37:37.000000,2022-03-24 03:37:37,1130.0,25.0,163.0,45.0,534.0,69.0,434.0,494.0,2022-01-27 22:17:10.000,2.6.0,14743.0,3591.0,29.0,1.0,,91.0,https://pypi.org/project/jupyter_enterprise_gateway,BSD-3-Clause,2020-04-27 23:19:05.000,1.0,1602.0,https://anaconda.org/conda-forge/jupyter_enterprise_gateway,2022-01-28 02:04:17.886,88972.0,1.0,,,,,,,,,,,,jupyter-server/enterprise_gateway,,,,,,,,,,
74,vega,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,25,True,vega,vega/ipyvega,conda-forge/vega,https://github.com/vega/ipyvega,2015-08-04 03:22:47.000,2022-03-21 12:46:44.000000,2022-03-01 03:46:03,567.0,26.0,59.0,30.0,312.0,12.0,82.0,327.0,2022-02-10 02:01:39.000,3.6.0,,16132.0,39.0,84.0,,11.0,https://pypi.org/project/vega,BSD-3-Clause,2022-02-10 02:01:39.000,84.0,9257.0,https://anaconda.org/conda-forge/vega,2022-02-10 13:26:24.004,474421.0,2.0,,,,,,,,,,,,,,,,,,,,,,
75,Metakernel,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,25,True,metakernel,Calysto/metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,2014-08-24 20:53:45.000,2022-03-23 02:26:03.000000,2022-03-23 02:26:03,1117.0,5.0,75.0,19.0,103.0,27.0,113.0,272.0,2021-12-02 13:04:26.000,0.28.2,21.0,39891.0,91.0,75.0,,29.0,https://pypi.org/project/metakernel,BSD-3-Clause,2021-12-15 15:31:39.634,75.0,32212.0,https://anaconda.org/conda-forge/metakernel,2021-12-02 15:51:29.961,544907.0,1.0,,,,,,,,,,,,,,,,,,,,,,
76,gophernotes,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,24,True,,gopherdata/gophernotes,,https://github.com/gopherdata/gophernotes,2016-01-22 19:22:16.000,2022-03-13 22:04:03.000000,2022-03-13 22:04:03,394.0,7.0,226.0,78.0,77.0,46.0,123.0,3188.0,2022-01-09 15:20:57.000,0.7.4,40.0,1147.0,20.0,9.0,8.0,29.0,,MIT,,,,,,,2.0,,,,,,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,7.0,84904.0,,,,github.com/gopherdata/gophernotes,https://pkg.go.dev/github.com/gopherdata/gophernotes,2021-06-03 09:27:44.294,1.0,,,,,
77,fastpages,"An easy to use blogging platform, with enhanced support for Jupyter Notebooks.",https://github.com/fastai/fastpages,,notebook-tools,24,True,,fastai/fastpages,,https://github.com/fastai/fastpages,2020-02-03 05:19:46.000,2022-03-21 15:49:58.000000,2022-02-14 21:51:01,1193.0,5.0,704.0,40.0,315.0,20.0,292.0,3092.0,2020-09-05 21:53:23.000,2.1.6,,,9.0,130.0,130.0,56.0,,Apache-2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
78,evidently,Evaluate and monitor ML models from validation to production. Join our Discord: https://discord.com/invite/xZjKRaNp8b.,https://github.com/evidentlyai/evidently,,widgets,24,True,evidently,evidentlyai/evidently,conda-forge/evidently,https://github.com/evidentlyai/evidently,2020-11-25 15:20:08.000,2022-03-23 18:00:11.000000,2022-03-23 17:33:31,805.0,437.0,197.0,28.0,108.0,30.0,54.0,2215.0,,,,27802.0,49.0,2.0,,15.0,https://pypi.org/project/evidently,Apache-2.0,2022-03-23 17:51:13.000,2.0,27711.0,https://anaconda.org/conda-forge/evidently,2021-09-06 19:36:48.930,638.0,3.0,,,,,,,,,,,,,,,,,,,,,,
79,IRkernel,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,24,True,,IRkernel/IRkernel,r/r-irkernel,https://github.com/IRkernel/IRkernel,2014-02-26 02:57:07.000,2022-03-21 20:03:13.428064,2022-01-04 12:48:23,588.0,5.0,288.0,61.0,138.0,56.0,503.0,1506.0,2022-01-03 22:04:04.000,1.3,,13442.0,17.0,,,40.0,,MIT,,,,https://anaconda.org/r/r-irkernel,2020-03-10 23:18:20.173,59724.0,2.0,,,,,,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2022-03-21 20:03:13.428064,43.0,1234190.0,,,,,,,,IRkernel,,,,
80,watermark,"An IPython magic extension for printing date and time stamps, version numbers, and hardware information.",https://github.com/rasbt/watermark,,magic,24,True,watermark,rasbt/watermark,conda-forge/watermark,https://github.com/rasbt/watermark,2014-07-30 03:46:33.000,2022-01-29 23:24:03.000000,2022-01-29 23:24:03,94.0,8.0,76.0,12.0,42.0,17.0,28.0,604.0,2022-01-04 02:01:41.000,2.3.0,,21552.0,21.0,1478.0,1401.0,19.0,https://pypi.org/project/watermark,BSD-3-Clause,2022-01-04 02:01:41.000,77.0,18501.0,https://anaconda.org/conda-forge/watermark,2022-01-04 05:10:16.030,198317.0,2.0,,,,,,,,,,,,,,,,,,,,,,
81,Mapbox GL,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,24,True,mapboxgl,mapbox/mapboxgl-jupyter,,https://github.com/mapbox/mapboxgl-jupyter,2017-08-08 15:10:51.000,2022-01-11 05:18:07.000000,2021-04-19 05:00:36,221.0,,125.0,108.0,91.0,35.0,67.0,601.0,2019-06-03 21:24:10.000,0.10.2,,16040.0,20.0,141.0,127.0,21.0,https://pypi.org/project/mapboxgl,MIT,2019-06-02 15:18:57.000,14.0,16040.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
82,retrolab,JupyterLab distribution with a retro look and feel.,https://github.com/jupyterlab/retrolab,,notebook-environments,24,True,retrolab,jupyterlab/retrolab,conda-forge/retrolab,https://github.com/jupyterlab/retrolab,2020-12-07 16:37:07.000,2022-03-09 07:42:51.000000,2022-03-09 07:42:51,626.0,79.0,41.0,14.0,214.0,48.0,95.0,230.0,2022-03-03 10:07:16.000,0.3.20,706.0,4140.0,49.0,64.0,58.0,17.0,https://pypi.org/project/retrolab,BSD-3-Clause,2022-03-03 10:06:52.000,2.0,3327.0,https://anaconda.org/conda-forge/retrolab,2022-03-03 13:50:51.349,7009.0,3.0,@jupyterlab-classic/application,https://www.npmjs.com/package/@jupyterlab-classic/application,2021-04-19 14:22:28.986,4.0,66.0,,,,,,,,,,,,,,,,,
83,LDAP Authenticator,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,24,True,jupyterhub-ldapauthenticator,jupyterhub/ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,2016-01-17 05:11:49.000,2022-01-27 10:10:12.000000,2021-06-27 18:55:19,167.0,,149.0,19.0,74.0,58.0,79.0,173.0,2020-08-28 12:01:56.000,1.3.2,,8507.0,9.0,96.0,89.0,30.0,https://pypi.org/project/jupyterhub-ldapauthenticator,BSD-3-Clause,2020-08-28 12:01:56.000,7.0,7988.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507,23370.0,1.0,,,,,,,,,,,,,,,,,,,,,,
84,jupyter-packaging,Tools to help build and install Jupyter Python packages.,https://github.com/jupyter/jupyter-packaging,,components,24,True,jupyter-packaging,jupyter/jupyter-packaging,conda-forge/jupyter-packaging,https://github.com/jupyter/jupyter-packaging,2017-03-04 19:38:49.000,2022-03-12 00:17:35.000000,2022-03-12 00:17:35,328.0,15.0,40.0,12.0,97.0,10.0,23.0,50.0,2021-11-15 18:05:32.000,0.11.1,,260166.0,35.0,38.0,,24.0,https://pypi.org/project/jupyter-packaging,BSD-3-Clause,2021-11-15 18:04:49.000,38.0,250570.0,https://anaconda.org/conda-forge/jupyter-packaging,2021-11-15 22:16:59.924,211116.0,3.0,,,,,,,,,,,,,,,,,,,,,,
85,BinderHub,"Run your code in the cloud, with technology so advanced, it feels like magic!.",https://github.com/jupyterhub/binderhub,,notebook-sharing,23,True,binderhub,jupyterhub/binderhub,,https://github.com/jupyterhub/binderhub,2017-04-26 00:28:26.000,2022-03-09 14:39:28.000000,2022-03-09 12:33:56,2613.0,16.0,304.0,79.0,828.0,273.0,443.0,2095.0,2018-11-07 17:41:58.000,0.1.0,,52.0,1.0,6.0,6.0,82.0,https://pypi.org/project/binderhub,BSD-3-Clause,2018-11-07 17:41:58.000,,52.0,,,,3.0,,,,,,,,,,,,,,,,,,,binderhub,,,
86,NBextensions Configurator,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,23,False,jupyter_nbextensions_configurator,jupyter-contrib/jupyter_nbextensions_configurator,conda-forge/jupyter_nbextensions_configurator,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,2016-06-24 22:29:05.000,2021-03-04 09:52:38.721000,2020-03-01 13:46:17,488.0,,105.0,21.0,55.0,51.0,32.0,884.0,2018-12-29 12:36:16.000,0.4.1,,369139.0,13.0,181.0,,17.0,https://pypi.org/project/jupyter_nbextensions_configurator,BSD-3-Clause,2018-12-29 12:36:16.000,181.0,355674.0,https://anaconda.org/conda-forge/jupyter_nbextensions_configurator,2021-03-04 09:52:38.721,915656.0,2.0,,,,,,,,,,,,,,,,,,,,,,
87,gmaps,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,23,False,gmaps,pbugnion/gmaps,conda-forge/gmaps,https://github.com/pbugnion/gmaps,2014-12-01 09:12:06.000,2021-12-15 15:42:57.506000,2019-07-22 06:22:45,1380.0,,146.0,26.0,153.0,67.0,136.0,731.0,2019-07-21 08:49:48.715,0.9.0,,17013.0,95.0,45.0,1.0,16.0,https://pypi.org/project/gmaps,BSD-3-Clause,2021-12-15 15:42:57.506,44.0,11509.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940,253665.0,3.0,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,2019-07-21 08:49:48.715,,1131.0,,,,,,,,,,,,,,,,,
88,Apache Toree,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,23,True,toree,apache/incubator-toree,,https://github.com/apache/incubator-toree,2016-01-07 08:00:06.000,2022-03-15 19:55:24.000000,2022-03-15 19:55:24,1150.0,4.0,215.0,51.0,195.0,12.0,,695.0,2020-08-01 16:46:23.000,0.4.0,,12886.0,13.0,9.0,,103.0,https://pypi.org/project/toree,Apache-2.0,2020-08-01 16:46:23.000,9.0,12886.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
89,pivottablejs,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,23,False,pivottablejs,nicolaskruchten/jupyter_pivottablejs,anaconda/pivottablejs,https://github.com/nicolaskruchten/jupyter_pivottablejs,2015-09-09 13:39:18.000,2022-03-05 07:02:00.731000,2018-12-04 14:43:25,32.0,,62.0,21.0,7.0,17.0,40.0,460.0,2018-01-15 18:14:37.000,0.9.0,,15066.0,10.0,244.0,222.0,3.0,https://pypi.org/project/pivottablejs,MIT,2018-01-15 18:14:37.000,22.0,15051.0,https://anaconda.org/anaconda/pivottablejs,2022-03-05 07:02:00.731,1142.0,3.0,,,,,,,,,,,,,,,,,,,,,,
90,nbQA,"Run isort, pyupgrade, mypy, pylint, flake8, and more on Jupyter Notebooks.",https://github.com/nbQA-dev/nbQA,,notebook-tools,23,True,nbqa,nbQA-dev/nbQA,conda-forge/nbqa,https://github.com/nbQA-dev/nbQA,2020-07-11 15:30:54.000,2022-03-21 20:46:09.000000,2022-03-21 20:46:05,606.0,20.0,25.0,6.0,468.0,5.0,243.0,450.0,2022-03-09 09:31:55.000,1.3.1,,27324.0,77.0,2.0,,24.0,https://pypi.org/project/nbqa,MIT,2022-03-09 09:31:55.000,2.0,26066.0,https://anaconda.org/conda-forge/nbqa,2022-03-09 11:39:26.304,21395.0,2.0,,,,,,,,,,,,,,,,,,,,,,
91,Octave Kernel,An Octave kernel for IPython.,https://github.com/Calysto/octave_kernel,,kernels,23,True,octave_kernel,calysto/octave_kernel,conda-forge/octave_kernel,https://github.com/Calysto/octave_kernel,2014-07-31 01:59:06.000,2022-02-07 17:21:40.000000,2022-02-07 17:21:35,395.0,23.0,57.0,27.0,44.0,26.0,141.0,396.0,2022-02-07 17:22:59.000,0.34.1,35.0,25159.0,97.0,5.0,,17.0,https://pypi.org/project/octave_kernel,BSD-3-Clause,2018-06-11 13:11:15.000,5.0,18981.0,https://anaconda.org/conda-forge/octave_kernel,2022-01-04 03:07:02.922,389264.0,2.0,,,,,,,,,,,,,,,,,,,,,,
92,ipytest,Pytest in IPython notebooks.,https://github.com/chmp/ipytest,,notebook-tools,23,True,ipytest,chmp/ipytest,,https://github.com/chmp/ipytest,2016-02-07 20:24:41.000,2022-02-20 08:39:23.000000,2022-02-20 08:36:22,197.0,19.0,18.0,6.0,22.0,2.0,44.0,213.0,2022-02-12 12:24:45.000,0.1.0,,8876.0,30.0,172.0,160.0,4.0,https://pypi.org/project/ipytest,MIT,2022-02-12 12:15:23.000,12.0,8876.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
93,Jupyter Sphinx,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,23,True,jupyter_sphinx,jupyter/jupyter-sphinx,conda-forge/jupyter_sphinx,https://github.com/jupyter/jupyter-sphinx,2016-11-15 18:36:37.000,2022-02-11 17:13:54.000000,2021-12-20 09:52:04,353.0,,48.0,22.0,81.0,38.0,78.0,139.0,2020-09-21 17:37:11.000,0.3.2,,126541.0,12.0,17.0,,24.0,https://pypi.org/project/jupyter_sphinx,BSD-3-Clause,2018-08-06 23:12:20.000,17.0,124549.0,https://anaconda.org/conda-forge/jupyter_sphinx,2021-11-19 17:17:38.373,119543.0,2.0,,,,,,,,,,,,,,,,,,,,,,
94,jdaviz,JWST astronomical data analysis tools in the Jupyter platform.,https://github.com/spacetelescope/jdaviz,,widgets,23,True,jdaviz,spacetelescope/jdaviz,,https://github.com/spacetelescope/jdaviz,2019-05-07 17:54:06.000,2022-03-24 14:06:44.000000,2022-03-23 14:21:30,2917.0,364.0,28.0,15.0,652.0,245.0,313.0,54.0,2022-03-02 13:12:05.000,2.3.0,,521.0,11.0,,,25.0,https://pypi.org/project/jdaviz,BSD-3-Clause,2022-03-02 13:12:05.000,,521.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
95,commuter,Notebook sharing hub.,https://github.com/nteract/commuter,,notebook-sharing,22,True,,nteract/commuter,,https://github.com/nteract/commuter,2017-01-03 22:23:32.000,2022-02-17 23:45:58.000000,2022-02-14 05:06:18,638.0,4.0,562.0,41.0,248.0,52.0,39.0,5762.0,2020-10-27 19:53:29.453,5.11.0,,196.0,71.0,3.0,3.0,27.0,,BSD-3-Clause,,,,,,,3.0,@nteract/commuter,https://www.npmjs.com/package/@nteract/commuter,2020-10-27 19:53:29.453,,196.0,,,,,,,,,,,,,,,,,
96,ML Workspace,All-in-one web-based IDE specialized for machine learning and data science.,https://github.com/ml-tooling/ml-workspace,,notebook-environments,22,True,,ml-tooling/ml-workspace,,https://github.com/ml-tooling/ml-workspace,2019-05-27 16:55:15.000,2022-02-03 21:26:52.000000,2021-11-22 20:42:15,846.0,,330.0,66.0,29.0,8.0,73.0,2486.0,2021-07-13 22:12:59.000,0.13.2,,14779.0,4.0,,,10.0,,Apache-2.0,,,,,,,3.0,,,,,,mltooling/ml-workspace,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,21.0,502497.0,,,,,,,,,,,,
97,IHaskell,A Haskell kernel for the Jupyter project.,https://github.com/IHaskell/IHaskell,,kernels,22,True,,gibiansky/IHaskell,,https://github.com/IHaskell/IHaskell,2013-08-26 07:16:09.000,2022-03-22 00:22:06.000000,2022-03-16 04:47:49,2112.0,18.0,243.0,46.0,605.0,32.0,696.0,2341.0,2018-08-01 13:19:52.714,0.0.6,,11.0,6.0,,,106.0,,MIT,,,,,,,2.0,ihaskell_jupyterlab,https://www.npmjs.com/package/ihaskell_jupyterlab,2018-08-01 13:19:52.714,,11.0,,,,,,,IHaskell/IHaskell,,,,,,,,,,
98,colabcode,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,22,True,colabcode,abhishekkrthakur/colabcode,,https://github.com/abhishekkrthakur/colabcode,2020-09-09 10:06:26.000,2021-10-28 17:06:53.000000,2021-06-11 15:16:36,44.0,,225.0,19.0,37.0,42.0,31.0,1721.0,2021-06-11 15:17:12.000,0.3.0,,28644.0,13.0,58.0,58.0,8.0,https://pypi.org/project/colabcode,MIT,2021-06-11 15:17:12.000,,28644.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
99,JupyterLab Dash,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,22,False,jupyterlab-dash,plotly/jupyterlab-dash,,https://github.com/plotly/jupyterlab-dash,2018-11-07 19:47:52.000,2021-01-22 17:06:54.671000,2020-05-19 11:44:34,41.0,,178.0,44.0,12.0,22.0,8.0,689.0,2021-01-22 17:06:54.671,0.4.0,,13850.0,10.0,210.0,209.0,7.0,https://pypi.org/project/jupyterlab-dash,MIT,2019-07-13 16:38:26.000,1.0,1151.0,,,,1.0,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,2021-01-22 17:06:54.671,,12699.0,,,,,,,,,,,,,,,,,
100,What-If Tool,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,22,True,witwidget,PAIR-code/what-if-tool,conda-forge/tensorboard-plugin-wit,https://github.com/PAIR-code/what-if-tool,2018-09-07 20:26:10.000,2022-02-13 02:37:18.000000,2022-01-05 20:19:46,328.0,4.0,126.0,26.0,99.0,57.0,48.0,652.0,2021-10-12 17:42:50.869,1.8.1,,53401.0,40.0,3.0,,20.0,https://pypi.org/project/witwidget,Apache-2.0,2021-10-12 17:42:30.000,3.0,6998.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2022-01-06 08:51:02.032,882493.0,3.0,wit-widget,https://www.npmjs.com/package/wit-widget,2021-10-12 17:42:50.869,,4380.0,,,,,,,,,,,,,,,,,
101,JupyterLab Drawio,A standalone embedding of the FOSS drawio / mxgraph package into jupyterlab.,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,22,True,jupyterlab-drawio,QuantStack/jupyterlab-drawio,conda-forge/jupyterlab-drawio,https://github.com/QuantStack/jupyterlab-drawio,2018-01-31 16:38:30.000,2022-01-22 02:09:55.000000,2021-06-29 12:29:51,101.0,,59.0,29.0,43.0,39.0,25.0,521.0,2021-04-29 10:22:28.814,0.9.0,,7055.0,11.0,240.0,240.0,16.0,https://pypi.org/project/jupyterlab-drawio,BSD-3-Clause,2021-04-29 10:19:55.000,,1932.0,https://anaconda.org/conda-forge/jupyterlab-drawio,2021-05-05 11:07:42.247,2598.0,1.0,jupyterlab-drawio,https://www.npmjs.com/package/jupyterlab-drawio,2021-04-29 10:22:28.814,,4864.0,,,,,,,,,,,,,,,,,
102,JupyterLab Renderers,Renderers and renderer extensions for JupyterLab.,https://github.com/jupyterlab/jupyter-renderers,,lab-renderer,22,True,jupyterlab-katex,jupyterlab/jupyter-renderers,conda-forge/jupyterlab-vega3,https://github.com/jupyterlab/jupyter-renderers,2017-06-08 16:59:07.000,2022-02-28 07:31:05.000000,2022-02-28 07:30:54,548.0,23.0,65.0,34.0,172.0,32.0,71.0,431.0,2022-01-17 16:38:22.000,3.3.0,,2532.0,30.0,1.0,1.0,27.0,https://pypi.org/project/jupyterlab-katex,BSD-3-Clause,2022-01-17 16:38:22.000,,337.0,https://anaconda.org/conda-forge/jupyterlab-vega3,2022-01-18 08:04:45.123,719.0,1.0,@jupyterlab/geojson-extension,https://www.npmjs.com/package/@jupyterlab/geojson-extension,2021-03-11 21:19:20.467,,2136.0,,,,,,,,,,,,,,,,,
103,Kernel Gateway,Jupyter Kernel Gateway.,https://github.com/jupyter-server/kernel_gateway,,kernels,22,True,jupyter-kernel-gateway,jupyter/kernel_gateway,conda-forge/jupyter_kernel_gateway,https://github.com/jupyter-server/kernel_gateway,2015-09-21 15:34:11.000,2022-03-12 12:39:32.000000,2022-03-12 12:39:32,561.0,2.0,115.0,38.0,197.0,14.0,162.0,380.0,2021-08-25 00:19:46.000,2.5.1,104.0,10217.0,27.0,6.0,,44.0,https://pypi.org/project/jupyter-kernel-gateway,BSD-3-Clause,2021-08-24 23:55:16.000,6.0,7758.0,https://anaconda.org/conda-forge/jupyter_kernel_gateway,2021-08-25 14:07:50.232,162211.0,2.0,,,,,,,,,,,,jupyter-server/kernel_gateway,,,,,,,,,,
104,xeus-python,Jupyter kernel for the Python programming language.,https://github.com/jupyter-xeus/xeus-python,,kernels,22,True,xeus-python,jupyter-xeus/xeus-python,conda-forge/xeus-python,https://github.com/jupyter-xeus/xeus-python,2018-10-12 13:18:30.000,2022-03-09 21:34:41.000000,2022-03-02 08:44:34,779.0,16.0,58.0,18.0,357.0,50.0,120.0,330.0,2022-01-13 10:57:51.000,0.13.6,,33474.0,68.0,3.0,,18.0,https://pypi.org/project/xeus-python,BSD-3-Clause,2022-01-13 10:57:51.000,3.0,8867.0,https://anaconda.org/conda-forge/xeus-python,2022-03-08 19:50:07.314,959688.0,2.0,,,,,,,,,,,,,,,,,,,,,,
105,LFortran,Official mirror of https://gitlab.com/lfortran/lfortran. Please submit pull requests (PR) there. Any PR sent here will..,https://github.com/lfortran/lfortran,,kernels,22,True,lfortran,lfortran/lfortran,conda-forge/lfortran,https://github.com/lfortran/lfortran,2019-03-24 13:22:20.000,2022-03-21 14:03:25.000000,2022-03-21 14:02:57,8441.0,258.0,16.0,15.0,1.0,,,311.0,2020-07-31 19:39:55.000,0.3.0,,1167.0,12.0,,,24.0,https://pypi.org/project/lfortran,MIT,2020-07-31 19:39:55.000,,159.0,https://anaconda.org/conda-forge/lfortran,2021-09-23 07:31:07.722,32270.0,2.0,,,,,,,,,,,,,,,,,,,,,,
106,itables,Pandas DataFrames as Interactive DataTables.,https://github.com/mwouts/itables,,widgets,22,True,itables,mwouts/itables,conda-forge/itables,https://github.com/mwouts/itables,2019-04-15 22:09:44.000,2022-03-21 10:43:22.000000,2022-01-24 23:44:14,110.0,17.0,22.0,6.0,28.0,10.0,27.0,281.0,2022-01-24 23:49:51.000,0.4.5,,5433.0,12.0,109.0,103.0,3.0,https://pypi.org/project/itables,MIT,2022-01-24 23:49:51.000,6.0,5351.0,https://anaconda.org/conda-forge/itables,2022-01-25 02:52:05.317,165.0,3.0,,,,,,,,,,,,,,,,,,,,,,
107,ipyvuetify,Jupyter widgets based on vuetify UI components.,https://github.com/widgetti/ipyvuetify,,widgets,22,True,ipyvuetify,mariobuikhuizen/ipyvuetify,conda-forge/ipyvuetify,https://github.com/widgetti/ipyvuetify,2019-05-14 17:35:51.000,2022-02-07 15:52:42.724000,2022-02-07 12:02:17,208.0,5.0,43.0,12.0,55.0,40.0,120.0,250.0,2022-02-07 15:18:40.000,1.8.2,,54899.0,47.0,27.0,4.0,10.0,https://pypi.org/project/ipyvuetify,MIT,2022-02-07 12:27:29.000,22.0,46179.0,https://anaconda.org/conda-forge/ipyvuetify,2022-02-07 15:52:42.724,70568.0,3.0,jupyter-vuetify,https://www.npmjs.com/package/jupyter-vuetify,2022-02-07 12:38:56.331,1.0,6515.0,,,,,,,widgetti/ipyvuetify,,,,,,,,,,
108,scrapbook,A library for recording and reading data in notebooks.,https://github.com/nteract/scrapbook,,notebook-sharing,22,True,nteract-scrapbook,nteract/scrapbook,conda-forge/nteract-scrapbook,https://github.com/nteract/scrapbook,2018-10-22 04:17:04.000,2021-05-07 07:52:57.000000,2021-04-28 06:36:37,182.0,,24.0,18.0,41.0,24.0,25.0,234.0,2021-01-06 19:12:18.000,0.4.2,,60015.0,7.0,116.0,99.0,11.0,https://pypi.org/project/nteract-scrapbook,BSD-3-Clause,2021-01-06 19:12:18.000,17.0,59715.0,https://anaconda.org/conda-forge/nteract-scrapbook,2021-02-27 20:02:05.432,7502.0,3.0,,,,,,,,,,,,,,,,,,,,,,
109,ipywebrtc,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,22,True,ipywebrtc,maartenbreddels/ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,2017-08-10 18:07:51.000,2022-03-02 02:46:30.000000,2021-03-29 11:25:59,209.0,,31.0,13.0,56.0,29.0,20.0,205.0,2021-03-29 11:25:34.632,0.6.0,,37809.0,12.0,467.0,455.0,9.0,https://pypi.org/project/ipywebrtc,MIT,2019-07-04 12:53:46.000,11.0,33199.0,https://anaconda.org/conda-forge/ipywebrtc,2021-03-29 11:48:21.469,235591.0,3.0,jupyter-webrtc,https://www.npmjs.com/package/jupyter-webrtc,2021-03-29 11:25:34.632,1.0,327.0,,,,,,,,,,,,,,,,,
110,naas,"Schedule notebooks, run them like APIs, expose securely your assets: Jupyter as a viable Production environment.",https://github.com/jupyter-naas/naas,,notebook-tools,22,True,naas,jupyter-naas/naas,,https://github.com/jupyter-naas/naas,2020-09-20 17:09:00.000,2022-03-21 20:05:02.000000,2022-03-21 09:50:17,1575.0,66.0,14.0,3.0,177.0,21.0,106.0,175.0,2022-03-17 13:41:27.000,2.2.8,,17338.0,493.0,3.0,3.0,17.0,https://pypi.org/project/naas,AGPL-3.0,2022-03-21 09:56:16.000,,17338.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
111,mknotebooks,A plugin for mkdocs to help you include Jupyter notebooks in your projects.,https://github.com/greenape/mknotebooks,,notebook-sharing,22,True,mknotebooks,greenape/mknotebooks,,https://github.com/greenape/mknotebooks,2018-09-18 08:13:25.000,2022-03-24 11:57:04.000000,2022-03-24 11:57:03,1348.0,182.0,18.0,1.0,782.0,11.0,25.0,97.0,2021-09-07 13:41:02.000,0.7.0,,24701.0,667.0,183.0,163.0,13.0,https://pypi.org/project/mknotebooks,MIT,2022-03-24 11:46:55.000,20.0,24701.0,,,,3.0,,,,,,,,,,,,,-2.0,,,,,,,,,
