,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,conda_dependent_project_count,trending,pypi,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,cran_id,gem_id,hex_id,bitbucket_id
252,WrapSpawner,Mechanism for runtime configuration of spawners for JupyterHub.,https://github.com/jupyterhub/wrapspawner,,hub-spawners,13,True,,jupyterhub/wrapspawner,,,https://github.com/jupyterhub/wrapspawner,BSD-3-Clause,2016-09-21 21:48:31.000,2022-05-19 19:03:08.000000,2022-03-04 23:33:51,35.0,,49.0,10.0,24.0,18.0,14.0,54.0,7.0,7.0,16.0,,,2022-03-02 16:00:43.000,1.0.1,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
253,JupyterLab Email,A jupyterlab extension to email notebooks directly from JupyterLab.,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,13,True,jupyterlab_email,timkpaine/jupyterlab_email,,jupyterlab_email,https://github.com/timkpaine/jupyterlab_email,Apache-2.0,2018-08-07 14:14:40.000,2022-07-21 13:47:11.000000,2022-07-21 13:47:09,197.0,40.0,2.0,2.0,37.0,4.0,32.0,51.0,,,2.0,https://pypi.org/project/jupyterlab_email,2019-06-30 05:06:14.000,2022-03-15 23:37:08.839,0.2.4,15.0,,77.0,114.0,,,,https://www.npmjs.com/package/jupyterlab_email,2022-03-15 23:37:08.839,,37.0,3.0,,,,,,,,,,,,,,,,,,
254,JWT Authenticator,A Token Authenticator for JupyterHub.,https://github.com/mogthesprog/jwtauthenticator,,hub-auth,13,False,jupyterhub-jwtauthenticator,mogthesprog/jwtauthenticator,,,https://github.com/mogthesprog/jwtauthenticator,Apache-2.0,2017-06-21 20:09:58.000,2021-04-15 07:40:37.000000,2019-02-13 10:57:15,24.0,,37.0,6.0,14.0,9.0,8.0,41.0,11.0,8.0,7.0,https://pypi.org/project/jupyterhub-jwtauthenticator,2018-01-25 07:43:22.000,,,1.0,3.0,324.0,324.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
255,pidgy,Interactive computing in Markdown.,https://github.com/deathbeds/pidgy,,kernels,13,True,pidgy,deathbeds/pidgy,,,https://github.com/deathbeds/pidgy,BSD-3-Clause,2018-02-26 20:44:05.000,2022-08-09 01:17:07.000000,2022-08-09 01:17:07,329.0,5.0,6.0,5.0,52.0,8.0,12.0,34.0,,,3.0,https://pypi.org/project/pidgy,2021-11-27 00:19:00.000,2020-04-23 22:26:32.000,2020.4.23,9.0,,28.0,28.0,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,
256,SAML Authenticator,jupyterhub-samlauthenticator.,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,,hub-auth,13,True,jupyterhub-samlauthenticator,HewlettPackard/jupyterhub-samlauthenticator,,,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,MIT,2019-04-17 21:34:09.000,2022-03-21 15:14:31.000000,2022-03-21 15:14:31,113.0,,20.0,30.0,40.0,16.0,14.0,33.0,,,7.0,https://pypi.org/project/jupyterhub-samlauthenticator,2020-07-13 15:59:02.000,2020-07-13 15:59:02.000,0.0.9,8.0,,395.0,395.0,,,,,,,,2.0,13.0,,,,,,,,,,,,,,,,,
257,dummyauthenticator,A Dummy JupyterHub Authenticator to make testing easy.,https://github.com/jupyterhub/dummyauthenticator,,hub-auth,13,False,jupyterhub-dummyauthenticator,jupyterhub/dummyauthenticator,,,https://github.com/jupyterhub/dummyauthenticator,BSD-3-Clause,2016-02-14 21:57:32.000,2021-02-12 08:19:02.000000,2021-02-12 08:19:00,7.0,,14.0,4.0,2.0,6.0,2.0,28.0,120.0,103.0,1.0,https://pypi.org/project/jupyterhub-dummyauthenticator,2017-04-29 22:45:46.000,2017-04-29 22:45:46.000,0.3.1,4.0,17.0,3976.0,3976.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
258,Null Authenticator,Null Authenticator for JupyterHub instances that should have no login mechanism.,https://github.com/jupyterhub/nullauthenticator,,hub-auth,13,False,nullauthenticator,jupyterhub/nullauthenticator,,,https://github.com/jupyterhub/nullauthenticator,BSD-3-Clause,2017-08-30 09:12:22.000,2022-05-17 12:31:29.000000,2022-05-17 12:31:29,20.0,,9.0,5.0,5.0,1.0,,7.0,92.0,83.0,7.0,https://pypi.org/project/nullauthenticator,2017-08-30 13:12:25.000,2017-08-30 13:12:25.000,1.0.0,1.0,9.0,2157.0,2157.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
259,easyexplore,Toolbox for easy and effective data exploration in Python.,https://github.com/GianniBalistreri/easyexplore,,widgets,13,False,easyexplore,GianniBalistreri/easyexplore,,,https://github.com/GianniBalistreri/easyexplore,GPL-3.0,2020-05-04 17:26:04.000,2022-06-22 05:13:01.000000,2022-06-08 16:36:37,332.0,86.0,2.0,1.0,80.0,8.0,16.0,3.0,2.0,1.0,4.0,https://pypi.org/project/easyexplore,2022-06-08 16:40:13.000,2022-06-08 16:40:13.000,0.7.2,63.0,1.0,366.0,366.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
260,pigeon,Quickly annotate data from the comfort of your Jupyter notebook.,https://github.com/agermanidis/pigeon,,widgets,12,False,pigeon-jupyter,agermanidis/pigeon,,,https://github.com/agermanidis/pigeon,Apache-2.0,2017-09-05 00:04:14.000,2019-08-30 06:43:26.000000,2017-09-05 17:22:02,2.0,,92.0,8.0,2.0,11.0,,487.0,23.0,23.0,1.0,https://pypi.org/project/pigeon-jupyter,2017-09-05 01:20:43.000,2017-09-05 01:20:43.000,0.1.0,1.0,,244.0,244.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
261,nbmake-action,GitHub Action for testing notebooks.,https://github.com/treebeardtech/nbmake-action,,notebook-tools,12,True,,treebeardtech/nbmake-action,,,https://github.com/treebeardtech/nbmake-action,Apache-2.0,2020-02-06 15:49:32.000,2021-09-21 08:52:43.000000,2021-09-21 08:52:40,9.0,,6.0,8.0,41.0,,24.0,155.0,27.0,27.0,2.0,,,2020-12-11 15:26:11.000,0.2.1,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
262,Jupyter DataTables,Jupyter Notebook extension leveraging pandas DataFrames by integrating DataTables and ChartJS.,https://github.com/CermakM/jupyter-datatables,,widgets,12,False,jupyter-datatables,CermakM/jupyter-datatables,,,https://github.com/CermakM/jupyter-datatables,MIT,2019-03-28 20:55:12.000,2019-12-11 12:10:31.000000,2019-12-11 12:10:07,147.0,,15.0,8.0,4.0,13.0,15.0,142.0,,,4.0,https://pypi.org/project/jupyter-datatables,2019-11-22 07:33:04.000,2019-11-22 07:33:04.000,0.3.9,9.0,,464.0,464.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
263,JupyterLab Quickopen,Quickly open a file in JupyterLab by typing part of its name.,https://github.com/parente/jupyterlab-quickopen,,lab-extensions,12,True,jupyterlab-quickopen,parente/jupyterlab-quickopen,,@parente/jupyterlab-quickopen,https://github.com/parente/jupyterlab-quickopen,BSD-3-Clause,2018-12-04 01:00:58.000,2022-07-20 09:01:23.000000,2021-12-12 18:25:55,56.0,,8.0,1.0,30.0,7.0,,75.0,1.0,,5.0,https://pypi.org/project/jupyterlab-quickopen,2021-12-12 18:33:03.000,2021-12-12 18:33:03.000,1.2.0,9.0,1.0,423.0,472.0,,,,https://www.npmjs.com/package/@parente/jupyterlab-quickopen,2020-03-20 12:56:10.580,,49.0,3.0,,,,,,,,,,,,,,,,,,
264,Horizon Theme,VSCode Horizon Theme port for JupyterLab.,https://github.com/mohirio/jupyterlab-horizon-theme,,lab-themes,12,False,jupyterlab-horizon-theme,mohirio/jupyterlab-horizon-theme,,@mohirio/jupyterlab-horizon-theme,https://github.com/mohirio/jupyterlab-horizon-theme,BSD-3-Clause,2019-06-07 08:46:59.000,2022-03-17 13:56:35.000000,2021-04-11 16:55:54,25.0,,3.0,,2.0,1.0,4.0,52.0,,,1.0,https://pypi.org/project/jupyterlab-horizon-theme,2021-04-11 16:55:37.000,2021-04-11 16:55:37.000,3.0.1,13.0,,133.0,2680.0,,,,https://www.npmjs.com/package/@mohirio/jupyterlab-horizon-theme,2021-04-11 16:54:49.357,,2547.0,3.0,,,,,,,,,,,,,,,,,,
265,JupyterLab Python Files,JupyterLab extension to create Python files.,https://github.com/jtpio/jupyterlab-python-file,,lab-extensions,12,True,jupyterlab-python-file,jtpio/jupyterlab-python-file,conda-forge/jupyterlab-python-file,jupyterlab-python-file,https://github.com/jtpio/jupyterlab-python-file,BSD-3-Clause,2018-10-17 22:21:21.000,2021-08-27 11:18:53.000000,2021-08-27 11:18:51,92.0,,10.0,2.0,41.0,3.0,8.0,52.0,,,4.0,https://pypi.org/project/jupyterlab-python-file,2021-06-23 21:13:27.000,2021-06-23 21:13:28.000,0.5.5,10.0,,236.0,1173.0,https://anaconda.org/conda-forge/jupyterlab-python-file,2021-06-24 12:22:40.193,5930.0,https://www.npmjs.com/package/jupyterlab-python-file,2021-06-23 21:13:24.676,,665.0,3.0,77.0,,,,,,,,,,,,,,,,,
266,FargateSpawner,Spawns JupyterHub single user servers in Docker containers running in AWS Fargate.,https://github.com/uktrade/fargatespawner,,hub-spawners,12,False,fargatespawner,uktrade/fargatespawner,,,https://github.com/uktrade/fargatespawner,MIT,2018-09-12 14:06:22.000,2020-06-28 13:26:26.000000,2020-06-28 13:25:54,59.0,,20.0,13.0,12.0,6.0,5.0,37.0,1.0,1.0,3.0,https://pypi.org/project/fargatespawner,2020-06-28 13:26:26.000,2020-06-28 13:26:26.000,0.0.25,25.0,,254.0,254.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
267,Remote User Auth,REMOTE_USER authenticator for Jupyterhub.,https://github.com/cwaldbieser/jhub_remote_user_authenticator,,hub-auth,12,False,jhub_remote_user_authenticator,cwaldbieser/jhub_remote_user_authenticator,,,https://github.com/cwaldbieser/jhub_remote_user_authenticator,GPL-3.0,2015-11-04 03:17:18.000,2022-03-31 20:04:45.000000,2019-04-16 20:10:44,27.0,,25.0,3.0,7.0,8.0,11.0,33.0,1.0,,5.0,https://pypi.org/project/jhub_remote_user_authenticator,2018-09-27 22:26:32.000,2018-09-27 22:26:32.000,0.1.0,3.0,1.0,281.0,281.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
268,ICSharp,C# kernel for Jupyter.,https://github.com/zabirauf/icsharp,,kernels,11,False,,zabirauf/icsharp,,,https://github.com/zabirauf/icsharp,Apache-2.0,2014-09-22 07:57:50.000,2022-06-22 17:44:39.000000,2018-09-23 04:19:45,45.0,,57.0,19.0,19.0,33.0,13.0,266.0,,,10.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
269,jupyter-manim,manim cell magic for IPython/Jupyter to show the output video.,https://github.com/krassowski/jupyter-manim,,magic,11,True,jupyter-manim,krassowski/jupyter-manim,,,https://github.com/krassowski/jupyter-manim,MIT,2019-05-22 14:18:39.000,2022-01-02 21:32:22.000000,2022-01-02 21:32:22,42.0,,11.0,12.0,9.0,6.0,19.0,183.0,,,5.0,https://pypi.org/project/jupyter-manim,2020-04-12 11:15:32.000,2020-04-12 11:15:09.000,1.3,6.0,,139.0,139.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
270,Gruvbox Theme,Gruvbox dark theme for Jupyter Lab. Modeled on classic gruvbox color palette and jupyter-themes gruvbox theme.,https://github.com/Rahlir/theme-gruvbox,,lab-themes,11,False,,Rahlir/theme-gruvbox,,@rahlir/theme-gruvbox,https://github.com/Rahlir/theme-gruvbox,BSD-3-Clause,2019-05-03 20:34:01.000,2020-04-12 19:23:01.000000,2020-04-12 19:22:55,44.0,,10.0,5.0,2.0,,,47.0,1.0,,3.0,,,2019-09-22 14:06:52.149,1.1.0,5.0,,,148.0,,,,https://www.npmjs.com/package/@rahlir/theme-gruvbox,2019-09-22 14:06:52.149,1.0,148.0,3.0,,,,,,,,,,,,,,,,,,
271,perfume,Interactive performance benchmarking in Jupyter.,https://github.com/leifwalsh/perfume,,widgets,11,False,perfume-bench,leifwalsh/perfume,,,https://github.com/leifwalsh/perfume,BSD-3-Clause,2017-07-10 14:34:03.000,2022-08-15 17:49:15.000000,2020-10-31 19:46:42,196.0,,4.0,1.0,241.0,3.0,4.0,33.0,,,3.0,https://pypi.org/project/perfume-bench,2018-05-20 05:11:04.000,2018-05-20 05:11:04.000,0.1.6,7.0,,20.0,20.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
272,ipyaggrid,Jupyter widget - ag-grid in the notebook.,https://github.com/DGothrek/ipyaggrid,,widgets,11,False,ipyaggrid,DGothrek/ipyaggrid,,ipyaggrid,https://github.com/DGothrek/ipyaggrid,MIT,2019-05-06 04:24:26.000,2022-03-21 15:10:15.000000,2019-05-06 04:27:05,47.0,,2.0,1.0,,6.0,,13.0,9.0,,2.0,https://pypi.org/project/ipyaggrid,2022-03-21 15:10:15.000,2022-03-21 15:10:15.000,0.2.2,39.0,9.0,2589.0,5613.0,,,,https://www.npmjs.com/package/ipyaggrid,2022-03-21 14:53:56.947,,3024.0,3.0,,,,,,,,,,,,,,,,,,
273,remote_ikernel,"All your Jupyter kernels, on all your machines, in one place.",https://github.com/tdaff/remote_ikernel,,kernels,11,False,remote_ikernel,tdaff/remote_ikernel,,,https://github.com/tdaff/remote_ikernel,BSD-2-Clause,2017-07-11 14:29:42.000,2020-11-08 22:41:49.000000,2020-11-08 22:02:16,78.0,,11.0,2.0,4.0,9.0,18.0,12.0,3.0,,7.0,https://pypi.org/project/remote_ikernel,2017-08-10 16:57:34.000,2017-08-10 16:57:34.000,0.4.6,19.0,3.0,155.0,155.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,tdaff/remote_ikernel
274,jupyter2slides,Cloud Native Presentation Slides with Jupyter Notebook + Reveal.js.,https://github.com/datitran/jupyter2slides,,notebook-tools,10,False,,datitran/jupyter2slides,,,https://github.com/datitran/jupyter2slides,MIT,2016-07-26 12:38:17.000,2019-09-03 14:54:44.000000,2018-12-28 18:34:22,11.0,,168.0,50.0,1.0,11.0,4.0,771.0,,,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
275,ipyannotate,Jupyter Widget for data annotation.,https://github.com/ipyannotate/ipyannotate,,widgets,10,False,ipyannotate,ipyannotate/ipyannotate,,ipyannotate,https://github.com/ipyannotate/ipyannotate,,2018-07-23 19:23:28.000,2022-07-21 07:38:37.000000,2020-09-20 09:38:39,27.0,,10.0,6.0,23.0,4.0,,123.0,,,3.0,https://pypi.org/project/ipyannotate,2018-07-29 08:53:50.000,2018-10-05 14:26:44.945,0.1.0,2.0,,20.0,56.0,,,,https://www.npmjs.com/package/ipyannotate,2018-10-05 14:26:44.945,,36.0,3.0,,,,,,,,,,,,,,,,,,
276,jupyterlab-celltags,A JupyterLab extension for notebook cell tags.,https://github.com/jupyterlab/jupyterlab-celltags,,lab-extensions,10,False,,jupyterlab/jupyterlab-celltags,,,https://github.com/jupyterlab/jupyterlab-celltags,BSD-3-Clause,2018-06-18 22:02:23.000,2020-04-29 18:27:31.000000,2020-04-29 18:26:29,441.0,,25.0,13.0,184.0,12.0,7.0,109.0,,,10.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
277,jupyterlab-gitplus,JupyterLab extension to create GitHub commits & pull requests.,https://github.com/ReviewNB/jupyterlab-gitplus,,lab-extensions,10,True,jupyterlab_gitplus,ReviewNB/jupyterlab-gitplus,,@reviewnb/jupyterlab_gitplus,https://github.com/ReviewNB/jupyterlab-gitplus,AGPL-3.0,2020-03-05 13:43:58.000,2022-01-22 04:52:18.000000,2021-08-06 07:04:12,112.0,,8.0,3.0,13.0,8.0,8.0,94.0,,,2.0,https://pypi.org/project/jupyterlab_gitplus,2021-07-11 09:46:06.000,2021-07-11 09:46:06.000,0.3.2,17.0,,138.0,218.0,,,,https://www.npmjs.com/package/@reviewnb/jupyterlab_gitplus,2021-06-22 02:59:02.107,,80.0,3.0,,,,,,,,,,,,,,,,,,
278,JupyterLab Bytecode,JupyterLab extension to explore CPython Bytecode.,https://github.com/jtpio/jupyterlab-python-bytecode,,lab-extensions,10,False,,jtpio/jupyterlab-python-bytecode,,jupyterlab-python-bytecode,https://github.com/jtpio/jupyterlab-python-bytecode,BSD-3-Clause,2018-09-29 19:55:49.000,2022-07-20 11:11:29.000000,2020-10-16 21:38:08,114.0,,6.0,2.0,44.0,2.0,3.0,59.0,,,2.0,,,2020-03-12 15:14:07.198,1.0.0,12.0,,,38.0,,,,https://www.npmjs.com/package/jupyterlab-python-bytecode,2020-03-12 15:14:07.198,,38.0,3.0,,,,,,,,,,,,,,,,,,
279,ipyp5,p5.js Jupyter Widget.,https://github.com/jtpio/ipyp5,,widgets,10,False,ipyp5,jtpio/ipyp5,,,https://github.com/jtpio/ipyp5,BSD-3-Clause,2018-03-06 17:50:12.000,2022-06-22 05:18:52.000000,2020-10-16 21:38:41,60.0,,5.0,4.0,18.0,5.0,,33.0,,,2.0,https://pypi.org/project/ipyp5,2019-07-06 21:45:12.000,2019-07-06 21:45:12.000,0.1.1,2.0,,19.0,19.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
280,YarnSpawner,Spawn JupyterHub single user notebook servers in Hadoop/YARN containers.,https://github.com/jupyterhub/yarnspawner,,hub-spawners,10,False,jupyterhub-yarnspawner,jupyterhub/yarnspawner,conda-forge/jupyterhub-yarnspawner,,https://github.com/jupyterhub/yarnspawner,BSD-3-Clause,2018-12-18 19:31:03.000,2021-11-17 00:47:27.479000,2019-07-16 16:58:16,37.0,,9.0,6.0,12.0,5.0,4.0,19.0,,,2.0,https://pypi.org/project/jupyterhub-yarnspawner,2019-07-01 16:01:55.000,2019-07-01 16:01:55.000,0.4.0,4.0,,60.0,729.0,https://anaconda.org/conda-forge/jupyterhub-yarnspawner,2021-11-17 00:47:27.479,28782.0,,,,,3.0,,,,,,,,,,,,,,,,,,
281,CAS Authenticator,CAS authenticator for Jupyterhub.,https://github.com/cwaldbieser/jhub_cas_authenticator,,hub-auth,10,False,jhub_cas_authenticator,cwaldbieser/jhub_cas_authenticator,,,https://github.com/cwaldbieser/jhub_cas_authenticator,GPL-3.0,2017-09-17 19:17:08.000,2022-07-28 16:02:25.000000,2022-07-28 16:01:52,41.0,1.0,10.0,4.0,8.0,2.0,10.0,18.0,1.0,,4.0,https://pypi.org/project/jhub_cas_authenticator,2020-03-27 22:25:50.000,2020-03-27 22:25:50.000,1.0.2,7.0,1.0,185.0,185.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
282,Theme Toggle,JupyterLab extension to toggle the theme in the Top Bar area.,https://github.com/jtpio/jupyterlab-theme-toggle,,lab-themes,10,False,,jtpio/jupyterlab-theme-toggle,,jupyterlab-theme-toggle,https://github.com/jtpio/jupyterlab-theme-toggle,BSD-3-Clause,2019-07-27 08:45:07.000,2022-07-07 11:06:38.000000,2021-06-16 11:42:31,48.0,,3.0,1.0,16.0,2.0,1.0,11.0,2.0,2.0,2.0,,,2020-11-06 21:10:33.532,0.6.1,7.0,,,1482.0,,,,https://www.npmjs.com/package/jupyterlab-theme-toggle,2020-11-06 21:10:33.532,,1482.0,3.0,,,,,,,,,,,,,,,,,,
283,ssh_ipykernel,A remote jupyter kernel via ssh.,https://github.com/bernhard-42/ssh_ipykernel,,kernels,10,False,ssh-ipykernel,bernhard-42/ssh_ipykernel,,interrupt-ipykernel-extension,https://github.com/bernhard-42/ssh_ipykernel,MIT,2019-09-01 17:43:26.000,2022-07-20 05:47:05.000000,2021-06-28 15:17:55,81.0,,2.0,2.0,18.0,,,8.0,1.0,,2.0,https://pypi.org/project/ssh-ipykernel,2021-06-28 15:15:13.000,2021-06-28 15:15:13.000,1.2.3,12.0,1.0,520.0,543.0,,,,https://www.npmjs.com/package/interrupt-ipykernel-extension,2020-05-07 15:53:36.321,,23.0,3.0,,,,,,,,,,,,,,,,,,
284,Hash Authenticator,Authenticate users with passwords generated from their username.,https://github.com/thedataincubator/jupyterhub-hashauthenticator,,hub-auth,10,False,jupyterhub-hashauthenticator,thedataincubator/jupyterhub-hashauthenticator,,,https://github.com/thedataincubator/jupyterhub-hashauthenticator,BSD-3-Clause,2017-08-18 19:18:33.000,2021-03-09 21:34:23.000000,2021-03-09 21:34:14,40.0,,3.0,10.0,5.0,,,4.0,,,3.0,https://pypi.org/project/jupyterhub-hashauthenticator,2021-03-09 21:29:56.000,2021-03-09 21:29:56.000,0.4.1,6.0,,38.0,38.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
285,jnotebook-reader,"An awesome viewer to browse and render Jupyter Notebooks from local, Amazon S3, Google Cloud Storage or MinIO.",https://github.com/line/jnotebook_reader,,notebook-sharing,9,False,,line/jnotebook_reader,,,https://github.com/line/jnotebook_reader,Apache-2.0,2020-10-30 02:50:59.000,2022-07-01 06:09:06.000000,2022-07-01 06:09:06,14.0,2.0,15.0,13.0,13.0,,3.0,99.0,,,6.0,,,2021-02-10 02:34:21.000,1.0.2,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
286,Jupyter Helpers,A collection of helpers for Jupyter/IPython.,https://github.com/krassowski/jupyter-helpers,,notebook-tools,9,False,jupyter_helpers,krassowski/jupyter-helpers,,,https://github.com/krassowski/jupyter-helpers,MIT,2019-03-17 22:11:35.000,2021-07-31 11:45:58.000000,2021-07-31 11:45:57,27.0,,3.0,3.0,1.0,3.0,2.0,40.0,,,2.0,https://pypi.org/project/jupyter_helpers,2021-02-10 16:37:32.000,2021-02-10 16:37:32.000,0.2.3,5.0,,88.0,88.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
287,Nord Theme,JupyterLab - Nord Theme.,https://github.com/kenshohara/theme-nord-extension,,lab-themes,8,False,,kenshohara/theme-nord-extension,,@kenshohara/theme-nord-extension,https://github.com/kenshohara/theme-nord-extension,BSD-3-Clause,2019-06-11 02:09:21.000,2020-09-20 09:11:33.000000,2020-09-20 09:10:43,13.0,,1.0,,3.0,5.0,4.0,24.0,,,1.0,,,2020-09-20 07:58:25.186,2.2.5,7.0,,,50.0,,,,https://www.npmjs.com/package/@kenshohara/theme-nord-extension,2020-09-20 07:58:25.186,,50.0,3.0,,,,,,,,,,,,,,,,,,
288,Keberos Authenticator,A JupyterHub authenticator using Kerberos.,https://github.com/jupyterhub/kerberosauthenticator,,hub-auth,8,False,jupyterhub-kerberosauthenticator,jupyterhub/kerberosauthenticator,,,https://github.com/jupyterhub/kerberosauthenticator,BSD-3-Clause,2019-04-17 18:01:36.000,2019-07-16 16:57:42.000000,2019-07-16 16:57:24,21.0,,5.0,2.0,7.0,3.0,2.0,10.0,,,2.0,https://pypi.org/project/jupyterhub-kerberosauthenticator,2019-07-01 16:04:40.000,2019-07-01 16:04:40.000,0.2.0,2.0,,58.0,58.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
289,JupyterLab Spark,Spark Application UI extension for JupyterLab.,https://github.com/manuzhang/jupyterlab_spark,,lab-extensions,8,False,,manuzhang/jupyterlab_spark,,jupyterlab_spark,https://github.com/manuzhang/jupyterlab_spark,Apache-2.0,2019-04-20 06:31:59.000,2021-09-05 13:13:14.000000,2021-09-05 13:10:26,21.0,,2.0,3.0,11.0,2.0,3.0,9.0,,,2.0,,,2021-09-05 07:10:44.275,0.4.0,4.0,,,69.0,,,,https://www.npmjs.com/package/jupyterlab_spark,2021-09-05 07:10:44.275,,69.0,3.0,,,,,,,,,,,,,,,,,,
290,jupyterlab-executor,JupyterLab extension to execute the scripts from the file browser.,https://github.com/gavincyi/jupyterlab-executor,,lab-extensions,8,False,jupyterlab-executor,gavincyi/jupyterlab-executor,,@gavincyi/jupyterlab-executor,https://github.com/gavincyi/jupyterlab-executor,BSD-3-Clause,2020-12-29 15:51:54.000,2021-03-24 22:08:04.000000,2021-03-24 21:14:10,40.0,,,2.0,4.0,,1.0,5.0,,,2.0,https://pypi.org/project/jupyterlab-executor,2021-03-24 21:26:53.000,2021-03-24 21:39:03.790,2021.1.6,4.0,,36.0,62.0,,,,https://www.npmjs.com/package/@gavincyi/jupyterlab-executor,2021-03-24 21:39:03.790,,26.0,3.0,3.0,,,,,,,,,,,,,,,,,
291,Remote Authenticator,"A collection of JupyterHub Authenticators, including Header, Remote-User and Dummy, based on..",https://github.com/ucphhpc/jhub-authenticators,,hub-auth,8,False,jhub-authenticators,ucphhpc/jhub-authenticators,,,https://github.com/ucphhpc/jhub-authenticators,GPL-3.0,2017-12-20 14:46:18.000,2022-04-15 09:56:22.000000,2022-04-15 09:25:13,213.0,,1.0,2.0,,,,1.0,2.0,1.0,5.0,https://pypi.org/project/jhub-authenticators,2022-04-15 09:56:22.000,2022-04-15 09:56:22.000,0.3.7,16.0,1.0,84.0,84.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
292,Jupyter Black,Black formatter for Jupyter Notebook.,https://github.com/drillan/jupyter-black,,jupyter-extensions,7,True,,drillan/jupyter-black,,,https://github.com/drillan/jupyter-black,BSD-3-Clause,2018-08-10 05:21:02.000,2020-02-01 03:27:05.000000,2020-02-01 03:27:04,10.0,,20.0,4.0,3.0,10.0,12.0,403.0,,,2.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
293,Vision UI,UI visual interface for fastai - now compatible with Google Colab.,https://github.com/asvcode/Vision_UI,,widgets,7,False,,asvcode/Vision_UI,,,https://github.com/asvcode/Vision_UI,,2019-05-23 04:53:03.000,2020-07-05 04:00:59.000000,2020-07-05 04:00:59,112.0,,32.0,13.0,2.0,1.0,2.0,249.0,,,3.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
294,jupyterterminals,Jupyter plugin to support inline terminal shells along with buttons to control them.,https://github.com/willkessler/jupyterterminals,,jupyter-extensions,7,False,jupyterterminals,willkessler/jupyterterminals,,,https://github.com/willkessler/jupyterterminals,MIT,2020-03-08 16:36:18.000,2022-06-27 21:32:05.000000,2021-05-17 04:32:02,47.0,,2.0,2.0,11.0,,1.0,8.0,1.0,1.0,2.0,https://pypi.org/project/jupyterterminals,2020-04-28 05:56:20.000,2020-04-28 05:56:20.000,0.1.2,2.0,,37.0,37.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
295,Jupter-Notebook-REST-API,Run your jupyter notebooks as a REST API endpoint. This isnt a jupyter server but rather just a way to run your..,https://github.com/Invictify/Jupter-Notebook-REST-API,,notebook-tools,6,False,,Invictify/Jupter-Notebook-REST-API,,,https://github.com/Invictify/Jupter-Notebook-REST-API,MIT,2020-03-31 22:48:04.000,2022-08-11 13:45:33.000000,2020-03-31 23:00:06,2.0,,4.0,3.0,15.0,,,51.0,,,2.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
