,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,trending,pypi,cran_id,go_id,go_url,gem_id,hex_id,docs_url,bitbucket_id
76,Knowledge Repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,https://github.com/airbnb/knowledge-repo,,notebook-sharing,25,True,knowledge-repo,airbnb/knowledge-repo,,https://github.com/airbnb/knowledge-repo,Apache-2.0,2016-08-17 23:32:50.000,2023-07-20 11:16:46.000000,2023-04-17 04:04:39,1329.0,,710.0,173.0,478.0,134.0,167.0,5426.0,2023-02-22 03:49:00.886,0.9.3,,570.0,33.0,22.0,21.0,73.0,https://pypi.org/project/knowledge-repo,2023-02-22 03:49:00.886,1.0,570.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
77,mercury,Convert Jupyter Notebooks to Web Apps.,https://github.com/mljar/mercury,,notebook-tools,25,True,mljar-mercury,mljar/mercury,,https://github.com/mljar/mercury,AGPL-3.0,2021-12-20 13:43:44.000,2024-03-21 00:40:16.000000,2024-03-20 15:41:59,821.0,32.0,238.0,45.0,31.0,62.0,340.0,3743.0,2024-03-20 15:44:10.000,2.3.10,,343.0,50.0,105.0,105.0,14.0,https://pypi.org/project/mljar-mercury,2022-09-02 09:05:19.173,,343.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
78,RISE,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,25,False,RISE,damianavila/RISE,conda-forge/rise,https://github.com/damianavila/RISE,,2013-08-26 18:55:36.000,2023-10-29 13:51:07.000000,2023-10-29 13:51:05,770.0,,414.0,84.0,199.0,155.0,294.0,3646.0,,,,16500.0,9.0,2787.0,2787.0,44.0,https://pypi.org/project/RISE,,,12528.0,https://anaconda.org/conda-forge/rise,2023-06-16 16:08:42.704,289461.0,2.0,rise-reveal,https://www.npmjs.com/package/rise-reveal,,,7.0,,,,,,,,-3.0,,,,,,,,
79,nbviewer,nbconvert as a web service: Render Jupyter Notebooks as static web pages.,https://github.com/jupyter/nbviewer,,notebook-sharing,25,False,,jupyter/nbviewer,,https://github.com/jupyter/nbviewer,BSD-3-Clause,2012-08-05 11:42:33.000,2024-01-18 15:09:51.000000,2023-01-27 08:04:32,1494.0,,528.0,93.0,463.0,179.0,407.0,2188.0,,,,20091.0,,18.0,18.0,96.0,,,,,,,,2.0,,,,,,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2023-01-27 08:07:14.487852,33.0,2792706.0,,,4.0,,,,,,,,
80,IJavascript,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,25,False,,n-riesco/ijavascript,,https://github.com/n-riesco/ijavascript,BSD-3-Clause,2015-02-02 15:46:34.000,2024-02-22 12:46:40.000000,2022-12-28 22:18:25,332.0,,183.0,42.0,44.0,54.0,189.0,2125.0,2021-11-15 23:43:33.000,5.2.1,,2102.0,33.0,110.0,85.0,17.0,,,,,,,,2.0,ijavascript,https://www.npmjs.com/package/ijavascript,2021-11-15 23:33:51.644,25.0,2102.0,,,,,,,,,,,,,,,,
81,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/widgetti/ipyvolume,,widgets,25,True,ipyvolume,maartenbreddels/ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2023-11-29 14:26:24.000000,2023-07-07 13:05:16,1007.0,,237.0,52.0,124.0,186.0,131.0,1902.0,2023-06-02 14:35:02.046,0.6.3,,45307.0,53.0,76.0,16.0,45.0,https://pypi.org/project/ipyvolume,2023-06-02 14:35:02.046,54.0,39047.0,https://anaconda.org/conda-forge/ipyvolume,2023-06-05 11:50:27.103,458138.0,2.0,ipyvolume,https://www.npmjs.com/package/ipyvolume,2023-06-02 14:33:47.239,6.0,871.0,,,,,,,widgetti/ipyvolume,,,,,,,,,
82,ipydatagrid,Fast Datagrid widget for the Jupyter Notebook and JupyterLab.,https://github.com/bloomberg/ipydatagrid,,widgets,25,True,ipydatagrid,bloomberg/ipydatagrid,conda-forge/ipydatagrid,https://github.com/bloomberg/ipydatagrid,BSD-3-Clause,2019-07-19 09:06:19.000,2024-03-28 10:34:16.000000,2024-03-22 08:51:26,819.0,21.0,47.0,17.0,361.0,62.0,77.0,492.0,2024-02-19 09:25:15.617,1.2.1,,17672.0,39.0,153.0,138.0,22.0,https://pypi.org/project/ipydatagrid,2024-01-26 15:38:06.000,12.0,12892.0,https://anaconda.org/conda-forge/ipydatagrid,2024-01-26 16:24:22.470,58591.0,2.0,ipydatagrid,https://www.npmjs.com/package/ipydatagrid,2024-02-19 09:25:15.617,3.0,3197.0,,,,,,,,,,,,,,,,
83,ThebeLab,Turn static HTML pages into live documents with Jupyter kernels.,https://github.com/executablebooks/thebe,,notebook-sharing,25,True,,executablebooks/thebe,,https://github.com/executablebooks/thebe,BSD-3-Clause,2017-03-14 12:17:22.000,2024-03-23 13:07:39.000000,2024-03-15 11:06:11,839.0,16.0,67.0,24.0,513.0,103.0,127.0,371.0,2024-03-15 11:05:15.679,0.9.0,,8654.0,20.0,12.0,10.0,31.0,,,,,,,,2.0,thebe,https://www.npmjs.com/package/thebe,2024-03-15 11:05:15.679,2.0,8654.0,,,,,,,,,,,,,,,,
84,ipycytoscape,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,25,True,ipycytoscape,cytoscape/ipycytoscape,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,BSD-3-Clause,2020-02-05 13:46:52.000,2024-01-01 17:45:14.000000,2023-05-23 19:06:45,716.0,,61.0,30.0,191.0,62.0,99.0,258.0,2022-04-04 22:26:36.000,1.3.3,4.0,39181.0,22.0,223.0,198.0,32.0,https://pypi.org/project/ipycytoscape,2022-04-04 22:26:36.000,22.0,30728.0,https://anaconda.org/conda-forge/ipycytoscape,2023-06-16 19:18:19.577,374064.0,2.0,jupyter-cytoscape,https://www.npmjs.com/package/jupyter-cytoscape,2022-04-04 22:06:25.396,3.0,660.0,,,,,,,,,,,,,,,,
85,ipyregulartable,"High performance, editable, stylable datagrids in jupyter and jupyterlab.",https://github.com/finos/ipyregulartable,,widgets,24,True,ipyregulartable,jpmorganchase/ipyregulartable,conda-forge/ipyregulartable,https://github.com/finos/ipyregulartable,Apache-2.0,2020-06-15 21:45:08.000,2024-02-08 15:12:36.059000,2024-02-05 14:45:33,238.0,2.0,931.0,8.0,92.0,10.0,17.0,3027.0,2024-02-08 15:12:36.059,5.0.10,,77100.0,120.0,116.0,13.0,5.0,https://pypi.org/project/ipyregulartable,2021-01-08 04:41:11.000,2.0,115.0,https://anaconda.org/conda-forge/ipyregulartable,2023-06-16 19:23:44.012,5819.0,3.0,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2024-02-08 15:12:36.059,101.0,76840.0,,,,,,,finos/ipyregulartable,,,,,,,,,
86,ipydagred3,ipywidgets library for drawing directed acyclic graphs in jupyterlab using dagre-d3.,https://github.com/timkpaine/ipydagred3,,widgets,24,True,ipydagred3,timkpaine/ipydagred3,conda-forge/ipydagred3,https://github.com/timkpaine/ipydagred3,Apache-2.0,2020-02-29 23:01:15.000,2024-02-08 15:12:36.059000,2024-02-05 22:12:05,357.0,2.0,931.0,5.0,110.0,5.0,19.0,3027.0,2024-02-08 15:12:36.059,5.0.10,,78016.0,120.0,107.0,3.0,3.0,https://pypi.org/project/ipydagred3,2023-10-31 14:30:02.000,3.0,574.0,https://anaconda.org/conda-forge/ipydagred3,2023-11-01 13:35:17.799,27734.0,3.0,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2024-02-08 15:12:36.059,101.0,76840.0,,,,,,,,,,,,,,,,
87,.NET Interactive,".NET Interactive combines the power of .NET with many other languages to create notebooks, REPLs, and embedded coding..",https://github.com/dotnet/interactive,,kernels,24,True,,dotnet/interactive,,https://github.com/dotnet/interactive,MIT,2020-01-22 00:39:04.000,2024-03-27 16:24:51.000000,2024-03-27 16:20:52,5119.0,69.0,364.0,65.0,1882.0,504.0,1006.0,2712.0,2023-12-05 19:01:38.000,1.0.4605020,448.0,12.0,26.0,,,118.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
88,BinderHub,"Run your code in the cloud, with technology so advanced, it feels like magic!.",https://github.com/jupyterhub/binderhub,,notebook-sharing,24,True,binderhub,jupyterhub/binderhub,,https://github.com/jupyterhub/binderhub,BSD-3-Clause,2017-04-26 00:28:26.000,2024-03-25 12:40:36.000000,2024-03-06 21:39:22,3417.0,54.0,389.0,77.0,1127.0,222.0,484.0,2458.0,2018-11-07 17:41:58.000,0.1.0,,36.0,1.0,9.0,9.0,95.0,https://pypi.org/project/binderhub,2018-11-07 17:41:58.000,,36.0,,,,3.0,,,,,,,,,,,,,,binderhub,,,,,,,
89,IRkernel,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,24,True,,IRkernel/IRkernel,r/r-irkernel,https://github.com/IRkernel/IRkernel,MIT,2014-02-26 02:57:07.000,2024-01-16 22:07:49.699000,2023-03-06 15:57:54,599.0,,293.0,62.0,145.0,70.0,520.0,1674.0,2023-01-20 20:54:32.000,1.3.2,,16864.0,19.0,,,43.0,,,,,https://anaconda.org/r/r-irkernel,2024-01-16 22:07:49.699,148013.0,2.0,,,,,,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2023-10-20 20:02:50.541542,59.0,1873314.0,,,,,IRkernel,,,,,,
90,almond,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,24,True,,almond-sh/almond,,https://github.com/almond-sh/almond,BSD-3-Clause,2015-03-10 22:48:50.000,2024-03-26 14:17:33.000000,2024-02-23 13:41:35,1510.0,34.0,242.0,56.0,1006.0,128.0,207.0,1568.0,2023-05-15 14:58:56.000,0.13.14,2322.0,207.0,66.0,,,40.0,,,,,,,,2.0,,,,,,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2023-10-19 23:11:45.308515,6.0,18762.0,,,,,,,,,,,
91,Variable Inspector,Variable Inspector extension for Jupyterlab.,https://github.com/jupyterlab-contrib/jupyterlab-variableInspector,,lab-extensions,24,True,lckr-jupyterlab-variableinspector,lckr/jupyterlab-variableInspector,conda-forge/jupyterlab-variableinspector,https://github.com/jupyterlab-contrib/jupyterlab-variableInspector,BSD-3-Clause,2018-06-13 18:16:02.000,2024-02-21 08:05:27.000000,2024-02-21 08:05:26,193.0,6.0,91.0,27.0,120.0,41.0,131.0,1051.0,2024-01-23 13:04:13.000,3.2.1,57.0,22654.0,14.0,11.0,6.0,22.0,https://pypi.org/project/lckr-jupyterlab-variableinspector,2024-01-23 13:04:07.000,2.0,20495.0,https://anaconda.org/conda-forge/jupyterlab-variableinspector,2024-01-23 17:07:03.089,26644.0,2.0,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,2024-01-23 13:04:02.536,3.0,1397.0,,,,,,,jupyterlab-contrib/jupyterlab-variableInspector,,,,,,,,,
92,ipyvizzu,Build animated charts in Jupyter Notebook and similar environments with a simple Python syntax.,https://github.com/vizzuhq/ipyvizzu,,widgets,24,True,ipyvizzu,vizzuhq/ipyvizzu,,https://github.com/vizzuhq/ipyvizzu,Apache-2.0,2022-01-05 22:37:39.000,2024-02-26 10:44:33.000000,2024-02-26 10:44:32,1211.0,11.0,88.0,16.0,206.0,14.0,77.0,916.0,2023-12-21 10:25:43.000,0.17.0,120.0,792.0,24.0,116.0,113.0,21.0,https://pypi.org/project/ipyvizzu,2023-12-21 10:25:43.000,3.0,788.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
93,Code Formatter,A JupyterLab plugin to facilitate invocation of code formatters.,https://github.com/ryantam626/jupyterlab_code_formatter,,lab-extensions,24,True,jupyterlab_code_formatter,ryantam626/jupyterlab_code_formatter,conda-forge/jupyterlab_code_formatter,https://github.com/ryantam626/jupyterlab_code_formatter,MIT,2018-08-12 20:50:17.000,2024-01-30 13:49:51.000000,2023-06-18 21:06:46,488.0,,54.0,7.0,139.0,30.0,165.0,789.0,2023-05-21 13:17:02.977,2.2.1,,86266.0,62.0,29.0,,42.0,https://pypi.org/project/jupyterlab_code_formatter,2023-05-21 13:17:02.977,26.0,72859.0,https://anaconda.org/conda-forge/jupyterlab_code_formatter,2023-06-16 16:15:01.154,702796.0,2.0,@ryantam626/jupyterlab_code_formatter,https://www.npmjs.com/package/@ryantam626/jupyterlab_code_formatter,2023-04-16 18:07:15.321,3.0,1496.0,,,,,,,,,,,,,,,,
94,Bash Kernel,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,24,True,bash_kernel,takluyver/bash_kernel,conda-forge/bash_kernel,https://github.com/takluyver/bash_kernel,BSD-3-Clause,2014-06-27 00:27:25.000,2024-03-14 21:19:15.000000,2023-11-24 20:17:44,112.0,,126.0,27.0,37.0,37.0,67.0,672.0,2023-11-24 20:37:29.000,0.9.3,,40845.0,5.0,223.0,223.0,20.0,https://pypi.org/project/bash_kernel,,,36917.0,https://anaconda.org/conda-forge/bash_kernel,2023-11-25 15:23:54.394,161083.0,2.0,,,,,,,,,,,,,,,,,,,,,
95,JupyterLab Templates,Support for jupyter notebook templates in jupyterlab.,https://github.com/finos/jupyterlab_templates,,lab-extensions,24,True,jupyterlab_templates,jpmorganchase/jupyterlab_templates,conda-forge/jupyterlab_templates,https://github.com/finos/jupyterlab_templates,Apache-2.0,2018-03-17 21:38:11.000,2024-03-27 03:31:39.169000,2024-03-27 01:22:52,475.0,35.0,65.0,16.0,164.0,8.0,83.0,370.0,2024-03-27 00:32:26.000,0.5.2,,24000.0,28.0,18.0,8.0,21.0,https://pypi.org/project/jupyterlab_templates,2024-03-27 00:32:26.000,7.0,20165.0,https://anaconda.org/conda-forge/jupyterlab_templates,2024-03-27 03:31:39.169,19229.0,2.0,jupyterlab_templates,https://www.npmjs.com/package/jupyterlab_templates,2024-02-12 21:51:37.725,3.0,3408.0,,,,,,,finos/jupyterlab_templates,,,,,,,,,
96,ipytest,Pytest in IPython notebooks.,https://github.com/chmp/ipytest,,notebook-tools,24,True,ipytest,chmp/ipytest,,https://github.com/chmp/ipytest,MIT,2016-02-07 20:24:41.000,2024-02-18 11:12:00.000000,2024-02-18 11:09:58,350.0,24.0,17.0,4.0,50.0,2.0,57.0,282.0,2024-02-18 11:12:00.000,0.14.0,,41802.0,41.0,402.0,380.0,5.0,https://pypi.org/project/ipytest,2024-02-18 11:12:00.000,22.0,41802.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
97,nbgitpuller,Jupyter server extension to sync a git repository one-way to a local path.,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,24,True,nbgitpuller,jupyterhub/nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,BSD-3-Clause,2017-05-24 19:41:10.000,2024-03-27 16:34:09.000000,2024-02-05 20:35:51,595.0,6.0,80.0,16.0,187.0,71.0,89.0,201.0,2023-08-07 09:01:12.000,1.2.0,,27747.0,22.0,772.0,753.0,31.0,https://pypi.org/project/nbgitpuller,2023-08-07 09:01:12.000,19.0,25758.0,https://anaconda.org/conda-forge/nbgitpuller,2023-08-07 11:09:29.679,85566.0,2.0,,,,,,,,,,,,,,,,,,,,,
98,LDAP Authenticator,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,24,True,jupyterhub-ldapauthenticator,jupyterhub/ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,BSD-3-Clause,2016-01-17 05:11:49.000,2024-02-06 07:22:50.000000,2024-02-06 07:22:50,194.0,4.0,171.0,20.0,84.0,71.0,83.0,197.0,2020-08-28 12:01:56.000,1.3.2,,15364.0,9.0,138.0,131.0,32.0,https://pypi.org/project/jupyterhub-ldapauthenticator,2020-08-28 12:01:56.000,7.0,14867.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2023-06-16 16:08:49.184,34354.0,1.0,,,,,,,,,,,,,,,,,,,,,
99,fastpages,"An easy to use blogging platform, with enhanced support for Jupyter Notebooks.",https://github.com/fastai/fastpages,,notebook-tools,23,False,,fastai/fastpages,,https://github.com/fastai/fastpages,Apache-2.0,2020-02-03 05:19:46.000,2022-11-13 18:05:19.000000,2022-11-13 18:05:19,1208.0,,796.0,44.0,326.0,,328.0,3516.0,2020-09-05 21:53:23.000,2.1.6,,,9.0,144.0,144.0,55.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
100,Mapbox GL,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,23,False,mapboxgl,mapbox/mapboxgl-jupyter,,https://github.com/mapbox/mapboxgl-jupyter,MIT,2017-08-08 15:10:51.000,2022-01-11 05:18:07.000000,2021-04-19 05:00:36,221.0,,138.0,131.0,91.0,43.0,67.0,651.0,2019-06-03 21:24:10.000,0.10.2,,16426.0,14.0,190.0,190.0,22.0,https://pypi.org/project/mapboxgl,,,16426.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
101,Enterprise Gateway,"A lightweight, multi-tenant, scalable and secure gateway that enables Jupyter Notebooks to share resources across..",https://github.com/jupyter-server/enterprise_gateway,,kernels,23,False,jupyter_enterprise_gateway,jupyter/enterprise_gateway,conda-forge/jupyter_enterprise_gateway,https://github.com/jupyter-server/enterprise_gateway,,2017-04-21 16:05:14.000,2024-03-27 11:15:05.000000,2024-03-09 06:01:25,1368.0,20.0,214.0,40.0,776.0,67.0,498.0,607.0,2024-02-20 05:17:30.000,3.2.3,34785.0,7191.0,41.0,1.0,,116.0,https://pypi.org/project/jupyter_enterprise_gateway,2024-02-20 05:03:07.000,1.0,3512.0,https://anaconda.org/conda-forge/jupyter_enterprise_gateway,2024-02-20 22:41:29.015,135585.0,2.0,,,,,,,,,,,,jupyter-server/enterprise_gateway,,,,,,,,,
102,Kernel Gateway,Jupyter Kernel Gateway.,https://github.com/jupyter-server/kernel_gateway,,kernels,23,False,jupyter-kernel-gateway,jupyter/kernel_gateway,conda-forge/jupyter_kernel_gateway,https://github.com/jupyter-server/kernel_gateway,,2015-09-21 15:34:11.000,2024-03-13 01:55:23.232000,2024-03-12 17:51:18,623.0,57.0,122.0,39.0,214.0,16.0,169.0,480.0,2024-03-12 17:51:38.000,3.0.1,176.0,37733.0,17.0,,,47.0,https://pypi.org/project/jupyter-kernel-gateway,,,33188.0,https://anaconda.org/conda-forge/jupyter_kernel_gateway,2024-03-13 01:55:23.232,204443.0,2.0,,,,,,,,,,,,jupyter-server/kernel_gateway,,,,,,,,,
103,Octave Kernel,An Octave kernel for IPython.,https://github.com/Calysto/octave_kernel,,kernels,23,False,octave_kernel,calysto/octave_kernel,conda-forge/octave_kernel,https://github.com/Calysto/octave_kernel,BSD-3-Clause,2014-07-31 01:59:06.000,2023-06-16 13:22:04.819000,2022-12-18 16:07:56,423.0,,64.0,24.0,52.0,33.0,150.0,440.0,2022-11-29 02:05:39.186,0.35.1,163.0,15861.0,114.0,79.0,72.0,20.0,https://pypi.org/project/octave_kernel,2022-11-29 02:05:39.186,7.0,9907.0,https://anaconda.org/conda-forge/octave_kernel,2023-06-16 13:22:04.819,517868.0,2.0,,,,,,,,,,,,,,,,,,,,,
104,xeus-python,Jupyter kernel for the Python programming language.,https://github.com/jupyter-xeus/xeus-python,,kernels,23,True,xeus-python,jupyter-xeus/xeus-python,conda-forge/xeus-python,https://github.com/jupyter-xeus/xeus-python,BSD-3-Clause,2018-10-12 13:18:30.000,2024-03-19 09:35:39.000000,2024-03-14 08:07:17,934.0,18.0,68.0,14.0,430.0,64.0,126.0,412.0,2023-11-29 16:23:49.000,0.15.11,,46941.0,89.0,3.0,,23.0,https://pypi.org/project/xeus-python,2023-12-22 15:54:22.000,3.0,16084.0,https://anaconda.org/conda-forge/xeus-python,2024-03-14 09:50:13.300,1388576.0,2.0,,,,,,,,,,,,,,,,,,,,,
105,vega,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,23,True,vega,vega/ipyvega,conda-forge/vega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2024-03-01 01:43:30.000000,2024-02-01 02:10:41,658.0,6.0,62.0,30.0,447.0,13.0,91.0,369.0,2023-07-18 13:09:18.000,4.0.0,,21611.0,40.0,87.0,4.0,15.0,https://pypi.org/project/vega,2023-04-12 02:09:01.110,83.0,15402.0,https://anaconda.org/conda-forge/vega,2023-06-16 13:18:03.216,577508.0,3.0,,,,,,,,,,,,,,,,,,,,,
106,naas,"Low-code Python library to safely use notebooks in production: schedule workflows, generate assets, trigger webhooks,..",https://github.com/jupyter-naas/naas,,notebook-tools,23,True,naas,jupyter-naas/naas,,https://github.com/jupyter-naas/naas,AGPL-3.0,2020-09-20 17:09:00.000,2024-03-19 10:12:09.000000,2024-03-19 10:06:55,1899.0,49.0,23.0,4.0,249.0,40.0,145.0,273.0,2024-03-19 08:08:20.000,2.14.6,,2503.0,592.0,4.0,4.0,21.0,https://pypi.org/project/naas,2024-03-19 10:12:09.000,,2503.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
107,ipywebrtc,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,23,True,ipywebrtc,maartenbreddels/ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,MIT,2017-08-10 18:07:51.000,2024-02-20 10:19:50.000000,2024-02-06 14:17:16,218.0,1.0,38.0,11.0,79.0,34.0,28.0,232.0,2021-03-29 11:27:31.000,0.6.0,,49008.0,13.0,1041.0,1024.0,10.0,https://pypi.org/project/ipywebrtc,2021-03-29 11:27:31.000,13.0,44490.0,https://anaconda.org/conda-forge/ipywebrtc,2023-06-16 13:24:24.196,335035.0,3.0,jupyter-webrtc,https://www.npmjs.com/package/jupyter-webrtc,2021-03-29 11:25:34.632,4.0,278.0,,,,,,,,,,,,,,,,
108,BatchSpawner,Custom Spawner for Jupyterhub to start servers in batch scheduled systems.,https://github.com/jupyterhub/batchspawner,,hub-spawners,23,True,batchspawner,jupyterhub/batchspawner,,https://github.com/jupyterhub/batchspawner,BSD-3-Clause,2015-10-27 03:53:10.000,2024-03-19 09:06:16.000000,2024-03-19 09:06:15,448.0,39.0,126.0,17.0,161.0,62.0,89.0,172.0,2024-03-19 06:32:49.000,1.3.0,,4165.0,11.0,38.0,34.0,49.0,https://pypi.org/project/batchspawner,2024-03-19 06:32:49.000,4.0,4165.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
109,Rsession Proxy,Jupyter extensions for running an RStudio rsession proxy.,https://github.com/jupyterhub/jupyter-rsession-proxy,,jupyter-extensions,23,True,jupyter-rsession-proxy,jupyterhub/jupyter-rsession-proxy,conda-forge/jupyter-rsession-proxy,https://github.com/jupyterhub/jupyter-rsession-proxy,BSD-3-Clause,2016-12-09 06:26:18.000,2024-03-25 01:20:12.000000,2024-03-13 16:33:59,240.0,3.0,84.0,13.0,67.0,34.0,48.0,111.0,2024-03-13 16:40:42.000,2.2.1,,24233.0,15.0,50.0,49.0,22.0,https://pypi.org/project/jupyter-rsession-proxy,2024-03-13 16:40:42.000,1.0,23510.0,https://anaconda.org/conda-forge/jupyter-rsession-proxy,2024-03-13 22:52:12.049,23868.0,2.0,,,,,,,,,,,,,,,,,,,,,
110,jupyter-packaging,Tools to help build and install Jupyter Python packages.,https://github.com/jupyter/jupyter-packaging,,components,23,True,jupyter-packaging,jupyter/jupyter-packaging,conda-forge/jupyter-packaging,https://github.com/jupyter/jupyter-packaging,BSD-3-Clause,2017-03-04 19:38:49.000,2024-02-05 20:40:47.000000,2024-01-02 13:42:37,435.0,2.0,50.0,12.0,142.0,14.0,30.0,62.0,2022-08-25 15:33:01.697,0.12.3,63.0,492514.0,39.0,70.0,,30.0,https://pypi.org/project/jupyter-packaging,2022-08-25 15:33:01.697,70.0,480499.0,https://anaconda.org/conda-forge/jupyter-packaging,2023-06-16 19:19:02.319,552654.0,3.0,,,,,,,,,,,,,,,,,,,,,
111,Hydrogen,"Run code interactively, inspect data, and plot. All the power of Jupyter kernels, inside your favorite text editor.",https://github.com/nteract/hydrogen,,notebook-environments,22,False,,nteract/hydrogen,,https://github.com/nteract/hydrogen,MIT,2015-05-11 01:16:55.000,2024-03-27 20:22:41.000000,2023-01-10 01:11:13,2371.0,,352.0,82.0,880.0,170.0,1103.0,3899.0,2023-01-10 01:02:49.000,2.16.5,,,92.0,,,90.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
112,gophernotes,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,22,True,,gopherdata/gophernotes,,https://github.com/gopherdata/gophernotes,MIT,2016-01-22 19:22:16.000,2023-11-03 18:02:49.000000,2023-11-03 18:01:39,402.0,,245.0,84.0,78.0,53.0,131.0,3758.0,2022-05-31 17:34:28.000,0.7.5,44.0,892.0,17.0,15.0,15.0,29.0,,,,,,,,2.0,,,,,,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,7.0,87458.0,,,,,,github.com/gopherdata/gophernotes,https://pkg.go.dev/github.com/gopherdata/gophernotes,,,,
113,watermark,"An IPython magic extension for printing date and time stamps, version numbers, and hardware information.",https://github.com/rasbt/watermark,,magic,22,True,watermark,rasbt/watermark,conda-forge/watermark,https://github.com/rasbt/watermark,BSD-3-Clause,2014-07-30 03:46:33.000,2023-07-02 15:47:55.854000,2023-07-02 14:29:01,123.0,,88.0,13.0,47.0,19.0,28.0,863.0,2023-07-02 14:38:00.400,2.4.3,,36043.0,27.0,2372.0,2273.0,19.0,https://pypi.org/project/watermark,2023-07-02 14:38:00.400,99.0,29048.0,https://anaconda.org/conda-forge/watermark,2023-07-02 15:47:55.854,279810.0,2.0,,,,,,,,,,,,,,,,,,,,,
114,notedown,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,22,False,notedown,aaren/notedown,conda-forge/notedown,https://github.com/aaren/notedown,BSD-2-Clause,2014-02-17 17:28:59.000,2023-06-16 16:08:46.317000,2017-11-16 19:29:56,264.0,,114.0,21.0,29.0,46.0,29.0,851.0,2017-11-16 17:59:43.000,1.5.1,,5736.0,26.0,287.0,256.0,7.0,https://pypi.org/project/notedown,2017-11-16 17:59:43.000,31.0,5221.0,https://anaconda.org/conda-forge/notedown,2023-06-16 16:08:46.317,35572.0,3.0,,,,,,,,,,,,,,,,,,,,,
