,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,cran_id,pypi,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,bitbucket_id
36,D-Tale,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,30,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-04-10 17:42:11.775000,2023-04-10 16:36:30,680.0,32.0,336.0,71.0,242.0,45.0,466.0,3976.0,2023-04-10 17:24:16.000,2.14.0,,235322.0,161.0,677.0,662.0,29.0,https://pypi.org/project/dtale,2022-06-17 17:45:42.000,15.0,230007.0,https://anaconda.org/conda-forge/dtale,2023-04-10 17:42:11.775,201997.0,2.0,,,,,,,,,,,,,,,,,,,,,,
37,dtale,Visualizer for pandas data structures.,https://github.com/man-group/dtale,,jupyter-extensions,30,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-04-10 17:42:11.775000,2023-04-10 16:36:30,680.0,32.0,336.0,71.0,242.0,45.0,466.0,3976.0,2023-04-10 17:24:16.000,2.14.0,,235322.0,161.0,677.0,662.0,29.0,https://pypi.org/project/dtale,2022-06-17 17:45:42.000,15.0,230007.0,https://anaconda.org/conda-forge/dtale,2023-04-10 17:42:11.775,201997.0,1.0,,,,,,,,,,,,,,,,,,,,,,
38,nbdime,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,30,True,nbdime,jupyter/nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,BSD-3-Clause,2015-11-16 09:25:53.000,2023-04-12 20:56:39.000000,2023-03-24 23:20:15,1981.0,12.0,143.0,44.0,359.0,73.0,225.0,2430.0,2021-10-26 00:15:41.000,1.1.1,,237922.0,27.0,257.0,109.0,45.0,https://pypi.org/project/nbdime,2021-10-26 00:15:41.000,148.0,190412.0,https://anaconda.org/conda-forge/nbdime,2021-10-26 17:29:52.628,809549.0,2.0,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,2021-10-26 00:11:36.407,,36859.0,,,,,,,,,,,,,,,,
39,JupyterLab LSP,Coding assistance for JupyterLab (code navigation + hover suggestions + linters + autocompletion + rename) using..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,30,True,jupyterlab-lsp,jupyter-lsp/jupyterlab-lsp,conda-forge/jupyter-lsp,https://github.com/jupyter-lsp/jupyterlab-lsp,BSD-3-Clause,2019-08-17 11:34:22.000,2023-03-21 18:45:32.410000,2023-03-21 15:46:47,2593.0,30.0,120.0,17.0,459.0,176.0,293.0,1469.0,2023-03-21 17:26:54.000,4.0.1,,31768.0,67.0,1489.0,1472.0,46.0,https://pypi.org/project/jupyterlab-lsp,2022-08-26 15:29:01.642,13.0,21567.0,https://anaconda.org/conda-forge/jupyter-lsp,2023-03-21 18:45:32.410,87911.0,1.0,,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,2022-08-26 15:27:01.064,4.0,7366.0,,,,,,,,,,,,,,,,
40,repo2docker,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,30,True,jupyter-repo2docker,jupyterhub/repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2023-04-11 11:00:10.000000,2023-04-11 11:00:10,2600.0,69.0,326.0,47.0,764.0,182.0,344.0,1465.0,2022-10-18 19:01:00.000,2022.10.0,,2712.0,19.0,204.0,178.0,117.0,https://pypi.org/project/jupyter-repo2docker,2022-10-18 19:00:01.421,26.0,2712.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
41,nbgrader,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,30,True,nbgrader,jupyter/nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,BSD-3-Clause,2014-09-13 03:27:36.000,2023-04-13 07:19:02.000000,2023-03-28 07:55:44,3374.0,32.0,318.0,41.0,903.0,246.0,629.0,1177.0,2023-03-28 07:57:15.975,0.8.2,116.0,6333.0,32.0,438.0,419.0,100.0,https://pypi.org/project/nbgrader,2022-09-27 21:47:44.689,19.0,4498.0,https://anaconda.org/conda-forge/nbgrader,2023-03-31 14:26:09.849,137553.0,1.0,,,,,,,,,,,,,,,,,,,,,,
42,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,30,True,oauthenticator,jupyterhub/oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,BSD-3-Clause,2014-09-23 21:37:06.000,2023-04-12 14:15:02.000000,2023-04-12 07:51:51,1254.0,71.0,348.0,24.0,350.0,47.0,211.0,364.0,2022-09-08 08:55:21.120,15.1.0,,20615.0,31.0,381.0,337.0,110.0,https://pypi.org/project/oauthenticator,2022-09-08 08:55:21.120,44.0,19893.0,https://anaconda.org/conda-forge/oauthenticator,2022-09-08 13:19:36.567,34688.0,1.0,,,,,,,,,,,,,,,,,,,,,,
43,jupyter-console,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,30,True,jupyter-console,jupyter/jupyter_console,conda-forge/jupyter_console,https://github.com/jupyter/jupyter_console,BSD-3-Clause,2015-04-09 06:58:55.000,2023-04-02 12:31:16.000000,2023-03-06 14:13:15,629.0,45.0,146.0,26.0,140.0,63.0,90.0,216.0,2023-03-06 14:15:13.579,6.6.3,210.0,5066648.0,26.0,100.0,,60.0,https://pypi.org/project/jupyter-console,2023-03-06 14:15:13.579,100.0,5026298.0,https://anaconda.org/conda-forge/jupyter_console,2023-03-06 15:58:02.644,3388070.0,2.0,,,,,,,,,,,,,,,,,,,,,,
44,JupyterLab Debugger,"A visual debugger for Jupyter notebooks, consoles, and source files.",https://github.com/jupyterlab/debugger,,lab-extensions,29,False,,jupyterlab/debugger,,https://github.com/jupyterlab/debugger,BSD-3-Clause,2019-07-19 18:19:17.000,2023-04-07 11:43:53.698000,2021-03-31 14:20:34,1174.0,,2610.0,21.0,322.0,31.0,245.0,12810.0,2023-03-31 07:12:07.874,3.6.3,,90245.0,213.0,7.0,,11.0,,,,,,,,1.0,,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,2023-04-07 11:43:53.698,7.0,90245.0,,,,,,,,,,,,,,,,
45,facets-overview,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,29,True,facets-overview,pair-code/facets,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-02-18 14:13:46.000000,2023-02-18 14:13:42,274.0,8.0,906.0,271.0,97.0,84.0,81.0,7113.0,2023-02-18 14:16:02.071,1.1.0,,254253.0,8.0,181.0,173.0,30.0,https://pypi.org/project/facets-overview,2023-01-30 13:48:01.697,8.0,254253.0,,,,2.0,-1.0,,,,,,,,,,,,,,,,,,,,,
46,RISE,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,29,True,RISE,damianavila/RISE,conda-forge/rise,https://github.com/damianavila/RISE,BSD-3-Clause,2013-08-26 18:55:36.000,2023-04-07 08:27:25.000000,2023-04-07 08:27:12,764.0,3.0,414.0,83.0,199.0,153.0,288.0,3504.0,2020-10-29 01:31:20.000,5.7.1,,11343.0,31.0,2561.0,2391.0,44.0,https://pypi.org/project/RISE,2022-11-03 16:45:29.021,169.0,7158.0,https://anaconda.org/conda-forge/rise,2022-11-03 18:17:00.705,259111.0,2.0,1.0,rise-reveal,https://www.npmjs.com/package/rise-reveal,2019-07-03 12:51:16.722,1.0,6.0,,,,,,,,,,,,,,,,
47,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/widgetti/ipyvolume,,widgets,29,True,ipyvolume,maartenbreddels/ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2023-02-25 14:32:40.000000,2023-02-25 14:32:40,995.0,19.0,236.0,51.0,121.0,181.0,130.0,1833.0,2023-02-24 20:45:02.167,0.6.1,,62864.0,51.0,71.0,15.0,45.0,https://pypi.org/project/ipyvolume,2023-01-27 14:01:38.761,51.0,55424.0,https://anaconda.org/conda-forge/ipyvolume,2023-02-25 10:49:17.977,419542.0,2.0,,ipyvolume,https://www.npmjs.com/package/ipyvolume,2023-02-24 20:43:54.058,5.0,1771.0,,,,,,,widgetti/ipyvolume,,,,,,,,,
48,pythreejs,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,29,True,pythreejs,jupyter-widgets/pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000,2023-03-16 19:17:40.741000,2023-02-20 00:24:10,1723.0,8.0,184.0,40.0,173.0,59.0,172.0,861.0,2023-02-20 00:24:01.104,2.4.2,,90326.0,46.0,86.0,24.0,30.0,https://pypi.org/project/pythreejs,2023-02-20 00:24:01.104,52.0,80162.0,https://anaconda.org/conda-forge/pythreejs,2023-03-16 19:17:40.741,472590.0,2.0,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2023-02-20 00:16:17.277,10.0,4471.0,,,,,,,,,,,,,,,,
49,KubeSpawner,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,29,True,jupyterhub-kubespawner,jupyterhub/kubespawner,conda-forge/jupyterhub-kubespawner,https://github.com/jupyterhub/kubespawner,BSD-3-Clause,2015-11-21 07:02:52.000,2023-04-11 17:52:54.000000,2023-04-11 17:52:54,1383.0,39.0,287.0,31.0,402.0,75.0,254.0,449.0,2022-11-03 16:42:13.267,4.3.0,,48495.0,33.0,142.0,128.0,79.0,https://pypi.org/project/jupyterhub-kubespawner,2022-11-03 16:42:13.267,14.0,47971.0,https://anaconda.org/conda-forge/jupyterhub-kubespawner,2022-09-13 23:09:14.985,13118.0,1.0,,,,,,,,,,,,,,,,,,,,,,
50,sos,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,29,True,sos-notebook,vatlab/SOS,conda-forge/sos,https://github.com/vatlab/sos,BSD-3-Clause,2016-02-13 00:46:46.000,2023-02-19 02:04:39.589000,2023-02-18 21:57:11,7583.0,4.0,35.0,8.0,66.0,63.0,1375.0,246.0,2023-03-20 03:31:01.876,0.24.1,,3571.0,165.0,3900.0,3864.0,36.0,https://pypi.org/project/sos-notebook,2022-08-09 15:38:02.363,36.0,851.0,https://anaconda.org/conda-forge/sos,2023-02-19 02:04:39.589,141470.0,2.0,,,,,,,,,,,,,,,,,,,,,,
51,JupyterLab TOC,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,28,False,,jupyterlab/jupyterlab-toc,,https://github.com/jupyterlab/jupyterlab-toc,BSD-3-Clause,2018-03-12 15:55:19.000,2023-04-07 11:47:02.835000,2021-08-10 23:33:21,523.0,,2610.0,31.0,63.0,64.0,51.0,12810.0,2023-03-31 07:15:28.919,5.6.3,,93705.0,204.0,16.0,,14.0,,,,,,,,1.0,,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,2023-04-07 11:47:02.835,16.0,93705.0,,,,,,,,,,,,,,,,
52,Jupyter Themes,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,28,False,jupyterthemes,dunovank/jupyter-themes,,https://github.com/dunovank/jupyter-themes,MIT,2014-12-10 23:22:23.000,2022-10-17 19:47:53.000000,2022-02-03 18:32:34,636.0,,1051.0,160.0,78.0,199.0,201.0,9507.0,2018-11-22 17:02:16.000,0.20.0,,42226.0,116.0,118.0,,43.0,https://pypi.org/project/jupyterthemes,2018-11-22 17:02:16.000,118.0,42226.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
53,VSCode Jupyter,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,28,True,,microsoft/vscode-jupyter,conda-forge/vscode-jupyter,https://github.com/microsoft/vscode-jupyter,MIT,2020-09-10 23:39:14.000,2023-04-13 07:26:59.000000,2023-04-13 00:51:46,7960.0,235.0,199.0,43.0,3496.0,462.0,8290.0,974.0,2022-10-12 16:44:26.000,2022.09.120,,2022.0,32.0,,,258.0,,,,,https://anaconda.org/conda-forge/vscode-jupyter,2022-10-06 10:03:22.369,50566.0,2.0,,,,,,,,,,,,,,,,,,,,,,
54,responsible-ai-widgets,Responsible AI Toolbox is a suite of tools providing model and data exploration and assessment user interfaces and..,https://github.com/microsoft/responsible-ai-toolbox,,widgets,28,True,raiwidgets,microsoft/responsible-ai-toolbox,,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2023-04-13 13:21:23.000000,2023-04-11 20:37:48,1541.0,100.0,203.0,20.0,1747.0,72.0,221.0,760.0,2023-04-04 21:16:32.000,0.26.0,,7769.0,44.0,51.0,48.0,34.0,https://pypi.org/project/raiwidgets,2023-01-18 23:21:09.936,3.0,7769.0,,,,2.0,-1.0,,,,,,,,,,,,,,,,,,,,,
55,itkwidgets,"Interactive Jupyter widgets to visualize images, point sets, and meshes in 2D and 3D.",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,28,True,itkwidgets,InsightSoftwareConsortium/itkwidgets,conda-forge/itkwidgets,https://github.com/InsightSoftwareConsortium/itkwidgets,Apache-2.0,2018-02-15 01:43:39.000,2023-04-10 15:49:43.000000,2023-04-04 19:41:05,359.0,75.0,75.0,26.0,402.0,108.0,138.0,516.0,2023-03-02 22:39:43.651,0.32.6,75.0,12277.0,95.0,249.0,232.0,26.0,https://pypi.org/project/itkwidgets,2023-01-26 18:46:21.548,15.0,5612.0,https://anaconda.org/conda-forge/itkwidgets,2020-08-10 14:40:39.579,315703.0,2.0,,itkwidgets,https://www.npmjs.com/package/itkwidgets,2023-03-02 22:39:43.651,2.0,708.0,,,,,,,,,,,,,,,,
56,Knowledge Repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,https://github.com/airbnb/knowledge-repo,,notebook-sharing,27,True,knowledge-repo,airbnb/knowledge-repo,,https://github.com/airbnb/knowledge-repo,Apache-2.0,2016-08-17 23:32:50.000,2023-03-29 04:27:41.000000,2023-03-29 04:27:41,1325.0,142.0,706.0,174.0,471.0,125.0,167.0,5301.0,2023-02-22 03:49:00.886,0.9.3,,598.0,33.0,1.0,,73.0,https://pypi.org/project/knowledge-repo,2023-01-05 19:51:36.871,1.0,598.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
57,qgrid,"An interactive grid for sorting, filtering, and editing DataFrames in Jupyter notebooks.",https://github.com/quantopian/qgrid,,widgets,27,False,qgrid,quantopian/qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,Apache-2.0,2014-09-30 04:33:20.000,2023-04-07 02:30:44.000000,2020-04-07 18:56:49,405.0,,419.0,87.0,104.0,175.0,125.0,2959.0,2020-04-07 16:43:54.000,1.3.1,,62101.0,73.0,92.0,2.0,30.0,https://pypi.org/project/qgrid,2020-04-07 16:43:54.000,87.0,55272.0,https://anaconda.org/conda-forge/qgrid,2022-11-02 16:27:28.702,379933.0,2.0,1.0,qgrid,https://www.npmjs.com/package/qgrid,2018-07-11 05:36:40.781,3.0,702.0,,,,,,,,,,,,,,,,
58,BeakerX,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,27,False,beakerx,twosigma/beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,Apache-2.0,2013-12-03 14:16:36.000,2022-11-03 11:08:08.841000,2021-01-21 14:02:57,1689.0,,386.0,125.0,3797.0,349.0,4175.0,2740.0,2022-06-15 11:25:51.000,2.3.13,31.0,16323.0,55.0,23.0,,81.0,https://pypi.org/project/beakerx,2022-06-15 11:25:51.000,22.0,5197.0,https://anaconda.org/conda-forge/beakerx,2022-11-03 11:08:08.841,583071.0,2.0,,beakerx,https://www.npmjs.com/package/beakerx,2019-04-06 03:31:02.776,1.0,201.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,249058.0,,,,,,,,,,,
59,PixieDust,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,27,False,pixiedust,pixiedust/pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41,2157.0,,162.0,41.0,374.0,165.0,260.0,1029.0,2021-02-01 03:34:36.000,1.1.19,,19960.0,92.0,283.0,254.0,33.0,https://pypi.org/project/pixiedust,2021-02-01 03:34:36.000,29.0,18884.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331,44122.0,2.0,,,,,,,,,,,,,,,,,,,,,,
60,jupyter-dash,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,27,True,jupyter-dash,plotly/jupyter-dash,conda-forge/jupyter-dash,https://github.com/plotly/jupyter-dash,MIT,2020-04-26 18:43:59.000,2023-03-30 21:20:11.000000,2022-10-21 14:50:27,161.0,,239.0,40.0,42.0,52.0,23.0,891.0,2022-04-01 20:13:44.000,0.4.2,83.0,367829.0,14.0,2725.0,2654.0,10.0,https://pypi.org/project/jupyter-dash,2022-04-01 20:05:08.000,69.0,346472.0,https://anaconda.org/conda-forge/jupyter-dash,2022-04-02 17:05:39.218,318158.0,2.0,,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,2021-01-22 17:06:54.671,2.0,10385.0,,,,,,,,,,,,,,,,
61,nbval,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,27,True,nbval,computationalmodelling/nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,BSD-3-Clause,2015-04-09 09:40:33.000,2023-04-04 22:10:33.000000,2023-01-11 11:27:13,465.0,,51.0,9.0,95.0,43.0,65.0,399.0,2023-01-11 11:30:08.757,0.10.0,,146194.0,20.0,2532.0,2239.0,33.0,https://pypi.org/project/nbval,2023-01-11 11:30:08.757,293.0,141753.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985,319821.0,2.0,,,,,,,,,,,,,,,,,,,,,,
62,ipyregulartable,"High performance, editable, stylable datagrids in jupyter and jupyterlab.",https://github.com/finos/ipyregulartable,,widgets,26,True,ipyregulartable,jpmorganchase/ipyregulartable,conda-forge/ipyregulartable,https://github.com/finos/ipyregulartable,Apache-2.0,2020-06-15 21:45:08.000,2023-03-28 19:13:39.000000,2023-03-28 19:13:39,214.0,19.0,905.0,7.0,80.0,10.0,16.0,2756.0,2023-03-28 15:12:19.903,5.0.7,,65144.0,112.0,105.0,11.0,5.0,https://pypi.org/project/ipyregulartable,2022-09-24 16:00:47.625,2.0,141.0,https://anaconda.org/conda-forge/ipyregulartable,2022-09-24 21:00:28.551,4283.0,2.0,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2023-03-28 15:12:19.903,92.0,64856.0,,,,,,,finos/ipyregulartable,,,,,,,,,
63,ipydagred3,ipywidgets library for drawing directed acyclic graphs in jupyterlab using dagre-d3.,https://github.com/timkpaine/ipydagred3,,widgets,26,True,ipydagred3,timkpaine/ipydagred3,conda-forge/ipydagred3,https://github.com/timkpaine/ipydagred3,Apache-2.0,2020-02-29 23:01:15.000,2023-04-03 22:52:51.000000,2023-04-03 22:52:50,319.0,28.0,905.0,3.0,93.0,4.0,17.0,2756.0,2023-03-28 15:12:19.903,5.0.7,,65979.0,112.0,96.0,2.0,3.0,https://pypi.org/project/ipydagred3,2022-09-23 17:20:12.220,2.0,600.0,https://anaconda.org/conda-forge/ipydagred3,2022-09-24 12:43:09.322,18327.0,2.0,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2023-03-28 15:12:19.903,92.0,64856.0,,,,,,,,,,,,,,,,
64,docker-python,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,26,True,,kaggle/docker-python,,https://github.com/Kaggle/docker-python,Apache-2.0,2015-04-14 01:45:38.000,2023-04-13 14:05:49.000000,2023-04-13 14:05:43,2181.0,120.0,870.0,92.0,927.0,25.0,294.0,2292.0,2023-04-03 17:19:01.000,29091414ae3b30c84c4374fdc879954e4f3ed7226b7753baae5fcd511d762d5f,,2022.0,100.0,,,147.0,,,,,,,,3.0,,,,,,,kaggle/python,https://hub.docker.com/r/kaggle/python,2023-04-03 17:30:59.867764,167.0,194206.0,,,,,,,,,,,
65,almond,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,26,True,,almond-sh/almond,,https://github.com/almond-sh/almond,BSD-3-Clause,2015-03-10 22:48:50.000,2023-04-13 12:29:53.000000,2023-04-12 13:52:52,1122.0,45.0,237.0,62.0,768.0,117.0,202.0,1509.0,2023-04-12 13:53:27.000,0.13.7,1654.0,208.0,45.0,,,40.0,,,,,,,,1.0,1.0,,,,,,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2023-04-12 15:36:29.051040,6.0,17365.0,,,,,,,,,,,
66,DataLab,Interactive tools and developer experiences for Big Data on Google Cloud Platform.,https://github.com/googledatalab/datalab,,notebook-environments,26,True,datalab,googledatalab/datalab,,https://github.com/googledatalab/datalab,Apache-2.0,2014-08-06 18:37:34.000,2022-09-02 21:15:20.926000,2022-09-02 20:50:03,2055.0,,261.0,82.0,1293.0,232.0,667.0,979.0,2022-09-02 21:15:20.926,1.2.1,,85965.0,19.0,12.0,,53.0,https://pypi.org/project/datalab,2022-09-02 21:15:20.926,12.0,85965.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
67,nbQA,"Run ruff, isort, pyupgrade, mypy, pylint, flake8, and more on Jupyter Notebooks.",https://github.com/nbQA-dev/nbQA,,notebook-tools,26,True,nbqa,nbQA-dev/nbQA,conda-forge/nbqa,https://github.com/nbQA-dev/nbQA,MIT,2020-07-11 15:30:54.000,2023-04-10 21:21:34.000000,2023-04-02 16:19:43,677.0,14.0,35.0,8.0,535.0,3.0,272.0,737.0,2023-04-02 18:19:00.749,1.7.0,,112947.0,87.0,23.0,,29.0,https://pypi.org/project/nbqa,2023-01-09 22:43:07.649,23.0,109882.0,https://anaconda.org/conda-forge/nbqa,2023-04-04 08:28:28.947,91952.0,2.0,,,,,,,,,,,,,,,,,,,,,,
68,Stencila,"Author, collaborate on, and publish beautiful interactive documents.",https://github.com/stencila/stencila,,notebook-sharing,26,True,,stencila/stencila,,https://github.com/stencila/stencila,Apache-2.0,2012-05-31 02:43:31.000,2023-04-13 01:36:29.000000,2023-04-12 21:51:38,10483.0,162.0,39.0,24.0,1003.0,77.0,559.0,667.0,2023-04-12 06:47:56.000,2.0.0-alpha.3,3493.0,489.0,100.0,8.0,,35.0,,,,,,,,2.0,,stencila,https://www.npmjs.com/package/stencila,2020-11-06 15:20:04.059,8.0,198.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16465.0,,,,,,,,,,,
69,nglview,Jupyter widget to interactively view molecular structures and trajectories.,https://github.com/nglviewer/nglview,,widgets,26,True,nglview,nglviewer/nglview,conda-forge/nglview,https://github.com/nglviewer/nglview,MIT,2015-11-09 16:48:57.000,2023-03-27 14:34:18.000000,2023-03-27 14:34:18,1425.0,3.0,117.0,25.0,598.0,34.0,416.0,649.0,2021-06-11 00:32:29.000,3.0.3,261.0,23523.0,75.0,61.0,5.0,35.0,https://pypi.org/project/nglview,2021-06-11 00:32:29.000,52.0,9559.0,https://anaconda.org/conda-forge/nglview,2021-06-11 04:58:09.722,581182.0,2.0,,nglview-js-widgets,https://www.npmjs.com/package/nglview-js-widgets,2021-04-16 05:05:11.629,4.0,6001.0,,,,,,,,,,,,,,,,
70,DockerSpawner,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,26,True,dockerspawner,jupyterhub/dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,BSD-3-Clause,2014-09-26 20:08:26.000,2023-04-05 09:19:28.000000,2023-03-15 09:54:58,656.0,9.0,300.0,27.0,218.0,22.0,240.0,443.0,2021-12-15 16:31:08.730,0.0.1,,10900.0,16.0,179.0,153.0,66.0,https://pypi.org/project/dockerspawner,2021-07-22 10:16:21.000,26.0,10586.0,https://anaconda.org/conda-forge/dockerspawner,2021-08-17 09:21:01.475,16660.0,2.0,,,,,,,,,,,,,,,,,,,,,,
71,Resource Usage,Jupyter Notebook Extension for monitoring your own Resource Usage.,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,26,True,jupyter-resource-usage,jupyter-server/jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,BSD-2-Clause,2016-04-22 07:01:34.000,2023-04-04 07:46:16.000000,2023-04-04 07:45:58,354.0,29.0,87.0,7.0,116.0,36.0,38.0,364.0,2023-02-20 14:55:01.817,0.7.2,186.0,39112.0,11.0,335.0,328.0,32.0,https://pypi.org/project/jupyter-resource-usage,2023-01-06 07:20:00.619,5.0,24367.0,https://anaconda.org/conda-forge/nbresuse,2020-11-23 11:22:25.946,528855.0,2.0,,@jupyter-server/resource-usage,https://www.npmjs.com/package/@jupyter-server/resource-usage,2023-02-20 14:54:28.527,2.0,446.0,,,,,,,,,,,,,,,,
72,ipyvuetify,Jupyter widgets based on vuetify UI components.,https://github.com/widgetti/ipyvuetify,,widgets,26,True,ipyvuetify,mariobuikhuizen/ipyvuetify,conda-forge/ipyvuetify,https://github.com/widgetti/ipyvuetify,MIT,2019-05-14 17:35:51.000,2023-04-12 19:20:17.000000,2023-04-12 18:52:10,235.0,21.0,50.0,13.0,69.0,53.0,131.0,289.0,2023-04-04 19:22:00.802,1.8.9,,155204.0,54.0,795.0,756.0,12.0,https://pypi.org/project/ipyvuetify,2022-09-02 09:19:01.295,36.0,142523.0,https://anaconda.org/conda-forge/ipyvuetify,2022-09-02 13:29:25.078,116662.0,2.0,,jupyter-vuetify,https://www.npmjs.com/package/jupyter-vuetify,2023-04-04 19:21:53.719,3.0,10089.0,,,,,,,widgetti/ipyvuetify,,,,,,,,,
