,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,conda_dependent_project_count,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,pypi,gem_id,hex_id,bitbucket_id
113,pyforest,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,21,True,pyforest,8080labs/pyforest,,https://github.com/8080labs/pyforest,2019-08-12 07:35:46.000,2022-03-21 19:03:41.000000,2021-06-14 15:04:41,196.0,,179.0,34.0,31.0,13.0,14.0,968.0,2021-06-14 15:07:13.000,1.1.0,,9033.0,10.0,6.0,,13.0,https://pypi.org/project/pyforest,MIT,2021-06-14 15:07:13.000,6.0,9033.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
114,Variable Inspector,Variable Inspector extension for Jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,21,True,lckr-jupyterlab-variableinspector,lckr/jupyterlab-variableInspector,conda-forge/jupyterlab-variableinspector,https://github.com/lckr/jupyterlab-variableInspector,2018-06-13 18:16:02.000,2022-04-09 09:01:37.000000,2021-10-19 16:52:05,165.0,,83.0,27.0,84.0,42.0,115.0,909.0,2021-04-10 13:07:39.934,3.0.9,,16138.0,11.0,3.0,3.0,17.0,https://pypi.org/project/lckr-jupyterlab-variableinspector,BSD-3-Clause,2021-04-10 13:07:22.000,,8552.0,https://anaconda.org/conda-forge/jupyterlab-variableinspector,2021-04-10 15:26:15.988,4161.0,2.0,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,2021-04-10 13:07:39.934,,7266.0,,,,,,,,,,,,,,,,,
115,notedown,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,21,False,notedown,aaren/notedown,conda-forge/notedown,https://github.com/aaren/notedown,2014-02-17 17:28:59.000,2021-10-18 21:21:21.000000,2017-11-16 19:29:56,264.0,,91.0,20.0,29.0,39.0,29.0,820.0,2017-11-16 17:59:43.000,1.5.1,,5197.0,26.0,205.0,177.0,7.0,https://pypi.org/project/notedown,BSD-2-Clause,2017-11-16 17:59:43.000,28.0,4489.0,https://anaconda.org/conda-forge/notedown,2018-06-07 01:28:24.567,33289.0,3.0,,,,,,,,,,,,,,,,,,,,,,
116,What-If Tool,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,21,True,witwidget,PAIR-code/what-if-tool,conda-forge/tensorboard-plugin-wit,https://github.com/PAIR-code/what-if-tool,2018-09-07 20:26:10.000,2022-04-29 03:24:29.000000,2022-01-05 20:19:46,328.0,,130.0,26.0,100.0,57.0,48.0,674.0,2021-10-12 17:42:50.869,1.8.1,,54003.0,40.0,3.0,,20.0,https://pypi.org/project/witwidget,Apache-2.0,2021-10-12 17:42:30.000,3.0,7426.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2022-01-06 08:51:02.032,976130.0,3.0,wit-widget,https://www.npmjs.com/package/wit-widget,2021-10-12 17:42:50.869,,4137.0,,,,,,,,,,,,,,,,,
117,JupyterLab Latex,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,21,True,jupyterlab_latex,jupyterlab/jupyterlab-latex,conda-forge/jupyterlab-latex,https://github.com/jupyterlab/jupyterlab-latex,2017-10-24 02:12:37.000,2022-04-24 18:21:26.000000,2022-04-12 21:28:47,430.0,12.0,60.0,14.0,112.0,49.0,55.0,516.0,2021-09-15 15:34:35.000,3.1.0,,4127.0,16.0,3.0,2.0,21.0,https://pypi.org/project/jupyterlab_latex,BSD-3-Clause,2021-09-15 15:34:16.000,1.0,2614.0,https://anaconda.org/conda-forge/jupyterlab-latex,2021-09-15 23:50:03.130,3284.0,2.0,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,2021-07-06 17:15:27.404,,1382.0,,,,,,,,,,,,,,,,,
118,ipysheet,Jupyter handsontable integration.,https://github.com/QuantStack/ipysheet,,widgets,21,True,ipysheet,QuantStack/ipysheet,conda-forge/ipysheet,https://github.com/QuantStack/ipysheet,2017-07-10 13:46:31.000,2022-05-16 17:45:53.000000,2021-12-14 18:02:31,295.0,,59.0,18.0,110.0,60.0,57.0,486.0,2021-08-13 08:05:12.035,0.5.0,,41023.0,22.0,16.0,3.0,10.0,https://pypi.org/project/ipysheet,MIT,2021-08-11 12:28:11.000,13.0,35566.0,https://anaconda.org/conda-forge/ipysheet,2021-08-11 12:55:17.098,45461.0,3.0,ipysheet,https://www.npmjs.com/package/ipysheet,2021-08-13 08:05:12.035,,4321.0,,,,,,,,,,,,,,,,,
119,JupyterLab Renderers,Renderers and renderer extensions for JupyterLab.,https://github.com/jupyterlab/jupyter-renderers,,lab-renderer,21,True,jupyterlab-katex,jupyterlab/jupyter-renderers,conda-forge/jupyterlab-vega3,https://github.com/jupyterlab/jupyter-renderers,2017-06-08 16:59:07.000,2022-04-09 06:58:48.000000,2022-04-09 06:58:38,552.0,6.0,65.0,33.0,174.0,32.0,71.0,436.0,2022-01-17 16:38:22.000,3.3.0,,1690.0,30.0,1.0,1.0,27.0,https://pypi.org/project/jupyterlab-katex,BSD-3-Clause,2022-01-17 16:38:22.000,,158.0,https://anaconda.org/conda-forge/jupyterlab-vega3,2022-01-18 08:04:45.123,813.0,2.0,@jupyterlab/geojson-extension,https://www.npmjs.com/package/@jupyterlab/geojson-extension,2021-03-11 21:19:20.467,,1474.0,,,,,,,,,,,,,,,,,
120,itkwidgets,"Interactive Jupyter widgets to visualize images, point sets, and meshes in 2D and 3D.",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,21,True,itkwidgets,InsightSoftwareConsortium/itkwidgets,conda-forge/itkwidgets,https://github.com/InsightSoftwareConsortium/itkwidgets,2018-02-15 01:43:39.000,2022-05-17 14:49:15.000000,2022-03-12 13:54:32,879.0,2.0,55.0,23.0,269.0,75.0,100.0,433.0,2021-05-14 15:18:42.716,0.32.1,64.0,14997.0,64.0,9.0,,21.0,https://pypi.org/project/itkwidgets,Apache-2.0,2021-05-14 15:16:38.000,9.0,7495.0,https://anaconda.org/conda-forge/itkwidgets,2020-08-10 14:40:39.579,263796.0,3.0,itkwidgets,https://www.npmjs.com/package/itkwidgets,2021-05-14 15:18:42.716,,1220.0,,,,,,,,,,,,,,,,,
121,Appmode,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,21,False,appmode,oschuett/appmode,conda-forge/appmode,https://github.com/oschuett/appmode,2017-03-17 13:33:53.000,2021-11-16 11:28:50.190000,2021-04-26 19:20:06,96.0,,65.0,24.0,8.0,4.0,49.0,398.0,2020-06-09 08:23:50.000,0.8.0,,5782.0,16.0,334.0,312.0,8.0,https://pypi.org/project/appmode,MIT,2020-06-09 08:23:50.000,22.0,2850.0,https://anaconda.org/conda-forge/appmode,2021-11-16 11:28:50.190,158346.0,2.0,,,,,,,,,,,,,,,,,,,,,,
122,tributary,Streaming reactive and dataflow graphs in Python.,https://github.com/timkpaine/tributary,,widgets,21,True,tributary,timkpaine/tributary,conda-forge/tributary,https://github.com/timkpaine/tributary,2018-09-08 02:58:57.000,2022-05-17 02:09:09.609000,2022-04-30 03:18:01,633.0,38.0,32.0,14.0,78.0,9.0,73.0,367.0,2022-05-11 00:36:32.000,0.2.0,,856.0,16.0,22.0,22.0,7.0,https://pypi.org/project/tributary,Apache-2.0,2022-05-11 00:34:12.000,,151.0,https://anaconda.org/conda-forge/tributary,2022-05-17 02:09:09.609,16225.0,3.0,,,,,,,,,,,,,,,,,,,,,,
123,LFortran,Official mirror of https://gitlab.com/lfortran/lfortran. Please submit pull requests (PR) there. Any PR sent here will..,https://github.com/lfortran/lfortran,,kernels,21,True,lfortran,lfortran/lfortran,conda-forge/lfortran,https://github.com/lfortran/lfortran,2019-03-24 13:22:20.000,2022-05-18 21:47:12.000000,2022-05-18 21:46:53,8703.0,368.0,18.0,15.0,1.0,,,321.0,2020-07-31 19:39:55.000,0.3.0,,1057.0,12.0,,,24.0,https://pypi.org/project/lfortran,MIT,2020-07-31 19:39:55.000,,70.0,https://anaconda.org/conda-forge/lfortran,2021-09-23 07:31:07.722,33591.0,2.0,,,,,,,,,,,,,,,,,,,,,,
124,JupyterLab Templates,Support for jupyter notebook templates in jupyterlab.,https://github.com/jpmorganchase/jupyterlab_templates,,lab-extensions,21,True,jupyterlab_templates,jpmorganchase/jupyterlab_templates,conda-forge/jupyterlab_templates,https://github.com/jpmorganchase/jupyterlab_templates,2018-03-17 21:38:11.000,2022-04-09 13:35:22.000000,2022-04-09 13:35:21,328.0,12.0,50.0,14.0,85.0,8.0,70.0,299.0,2021-03-28 03:28:25.639,0.3.1,,11377.0,24.0,4.0,4.0,14.0,https://pypi.org/project/jupyterlab_templates,Apache-2.0,2019-06-30 05:07:41.000,,7822.0,https://anaconda.org/conda-forge/jupyterlab_templates,2021-03-28 15:22:13.818,5237.0,2.0,jupyterlab_templates,https://www.npmjs.com/package/jupyterlab_templates,2021-03-28 03:28:25.639,,3337.0,,,,,,,,,,,,,,,,,
125,itables,Pandas DataFrames as Interactive DataTables.,https://github.com/mwouts/itables,,widgets,21,True,itables,mwouts/itables,conda-forge/itables,https://github.com/mwouts/itables,2019-04-15 22:09:44.000,2022-05-11 12:17:04.000000,2022-04-13 12:54:46,115.0,5.0,25.0,6.0,34.0,10.0,32.0,295.0,2022-04-13 16:04:34.000,0.4.7,,6129.0,14.0,120.0,113.0,3.0,https://pypi.org/project/itables,MIT,2022-04-13 16:04:34.000,7.0,5990.0,https://anaconda.org/conda-forge/itables,2022-04-13 20:18:33.790,559.0,3.0,,,,,,,,,,,,,,,,,,,,,,
126,ipyvuetify,Jupyter widgets based on vuetify UI components.,https://github.com/widgetti/ipyvuetify,,widgets,21,True,ipyvuetify,mariobuikhuizen/ipyvuetify,conda-forge/ipyvuetify,https://github.com/widgetti/ipyvuetify,2019-05-14 17:35:51.000,2022-02-07 15:52:42.724000,2022-02-07 12:02:17,208.0,,43.0,13.0,55.0,43.0,121.0,252.0,2022-02-07 15:18:40.000,1.8.2,,54678.0,47.0,27.0,4.0,10.0,https://pypi.org/project/ipyvuetify,MIT,2022-02-07 12:27:29.000,22.0,45233.0,https://anaconda.org/conda-forge/ipyvuetify,2022-02-07 15:52:42.724,73564.0,3.0,jupyter-vuetify,https://www.npmjs.com/package/jupyter-vuetify,2022-02-07 12:38:56.331,1.0,7282.0,,,,,,,widgetti/ipyvuetify,,,,,,,,,,
127,scrapbook,A library for recording and reading data in notebooks.,https://github.com/nteract/scrapbook,,notebook-sharing,21,True,nteract-scrapbook,nteract/scrapbook,conda-forge/nteract-scrapbook,https://github.com/nteract/scrapbook,2018-10-22 04:17:04.000,2022-04-13 16:57:46.000000,2022-04-13 16:57:42,184.0,1.0,24.0,18.0,41.0,24.0,25.0,240.0,2021-01-06 19:12:18.000,0.4.2,,34362.0,7.0,140.0,123.0,11.0,https://pypi.org/project/nteract-scrapbook,BSD-3-Clause,2021-01-06 19:12:18.000,17.0,34072.0,https://anaconda.org/conda-forge/nteract-scrapbook,2021-02-27 20:02:05.432,7842.0,3.0,,,,,,,,,,,,,,,,,,,,,,
128,naas,"Schedule notebooks, run them like APIs, expose securely your assets: Jupyter as a viable Production environment.",https://github.com/jupyter-naas/naas,,notebook-tools,21,True,naas,jupyter-naas/naas,,https://github.com/jupyter-naas/naas,2020-09-20 17:09:00.000,2022-05-18 13:36:26.000000,2022-05-18 13:29:02,1656.0,114.0,16.0,1.0,182.0,22.0,107.0,191.0,2022-05-17 15:50:15.000,2.3.20,,8190.0,518.0,3.0,3.0,17.0,https://pypi.org/project/naas,AGPL-3.0,2022-05-18 13:36:26.000,,8190.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
129,bookstore,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,21,False,bookstore,nteract/bookstore,,https://github.com/nteract/bookstore,2018-10-16 18:54:00.000,2021-12-15 14:37:42.138000,2019-12-09 16:52:07,619.0,,18.0,20.0,109.0,35.0,39.0,180.0,2019-12-09 16:49:29.000,2.5.1,,1704124.0,19.0,11.0,10.0,7.0,https://pypi.org/project/bookstore,BSD-3-Clause,2019-12-09 16:49:29.000,1.0,1704124.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
130,BatchSpawner,Custom Spawner for Jupyterhub to start servers in batch scheduled systems.,https://github.com/jupyterhub/batchspawner,,hub-spawners,21,True,batchspawner,jupyterhub/batchspawner,,https://github.com/jupyterhub/batchspawner,2015-10-27 03:53:10.000,2022-05-07 17:15:32.000000,2022-04-14 12:04:26,352.0,21.0,103.0,15.0,124.0,63.0,73.0,134.0,2021-04-07 15:14:58.000,1.1.0,,1919.0,9.0,19.0,16.0,40.0,https://pypi.org/project/batchspawner,BSD-3-Clause,2021-04-07 15:14:58.000,3.0,1919.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
131,mkdocs-jupyter,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,21,True,mkdocs-jupyter,danielfrg/mkdocs-jupyter,conda-forge/mkdocs-jupyter,https://github.com/danielfrg/mkdocs-jupyter,2019-12-18 02:11:34.000,2022-05-09 04:04:40.000000,2022-05-04 20:37:55,165.0,10.0,16.0,3.0,36.0,2.0,42.0,122.0,2022-05-09 04:04:40.000,0.21.0,,17436.0,25.0,13.0,,13.0,https://pypi.org/project/mkdocs-jupyter,Apache-2.0,2022-05-09 04:04:40.000,13.0,16778.0,https://anaconda.org/conda-forge/mkdocs-jupyter,2022-03-16 09:12:13.740,11860.0,3.0,,,,,,,,,,,,,,,,,,,,,,
132,JupyterLab IFrame,View html as an embedded iframe in JupyterLab.,https://github.com/timkpaine/jupyterlab_iframe,,lab-extensions,21,True,jupyterlab_iframe,timkpaine/jupyterlab_iframe,conda-forge/jupyterlab_iframe,https://github.com/timkpaine/jupyterlab_iframe,2018-03-12 02:34:47.000,2022-04-12 02:28:00.150000,2022-04-11 19:43:17,276.0,46.0,16.0,3.0,55.0,6.0,62.0,80.0,2022-04-11 20:18:27.000,0.4.4,,2121.0,25.0,11.0,3.0,5.0,https://pypi.org/project/jupyterlab_iframe,Apache-2.0,2019-06-29 16:55:52.000,8.0,693.0,https://anaconda.org/conda-forge/jupyterlab_iframe,2022-04-12 02:28:00.150,6046.0,2.0,jupyterlab_iframe,https://www.npmjs.com/package/jupyterlab_iframe,2022-04-11 19:43:50.206,,1177.0,,,,,,,,,,,,,,,,,
133,LTI Authenticator,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,21,True,jupyterhub-ltiauthenticator,jupyterhub/ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,2017-12-15 02:54:15.000,2022-05-10 10:44:00.000000,2022-05-10 10:44:00,235.0,10.0,40.0,4.0,56.0,5.0,26.0,53.0,2021-11-15 20:11:03.000,1.3.0,,2625.0,8.0,84.0,75.0,13.0,https://pypi.org/project/jupyterhub-ltiauthenticator,BSD-3-Clause,2021-11-15 20:11:03.000,9.0,2625.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
134,Native Authenticator,JupyterHub-native User Authenticator https://native-authenticator.readthedocs.io/en/latest/.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,21,True,jupyterhub-nativeauthenticator,jupyterhub/nativeauthenticator,,https://github.com/jupyterhub/nativeauthenticator,2018-12-03 17:38:18.000,2022-05-17 12:21:20.000000,2022-05-17 12:21:20,494.0,10.0,50.0,9.0,116.0,22.0,69.0,48.0,2021-10-19 17:25:45.000,1.0.5,,4706.0,11.0,37.0,37.0,21.0,https://pypi.org/project/jupyterhub-nativeauthenticator,BSD-3-Clause,2021-10-19 17:25:45.000,,4706.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
135,ipydatawidgets,A set of widgets to help facilitate reuse of large datasets across widgets.,https://github.com/vidartf/ipydatawidgets,,widgets,21,True,ipydatawidgets,vidartf/ipydatawidgets,conda-forge/ipydatawidgets,https://github.com/vidartf/ipydatawidgets,2017-07-31 17:37:26.000,2022-05-19 10:50:19.000000,2022-05-19 10:50:15,287.0,21.0,7.0,5.0,36.0,3.0,6.0,28.0,2021-01-04 10:18:03.000,4.2.0,,53354.0,17.0,519.0,493.0,5.0,https://pypi.org/project/ipydatawidgets,BSD-3-Clause,2022-05-19 09:59:51.000,26.0,50274.0,https://anaconda.org/conda-forge/ipydatawidgets,2021-01-06 10:43:12.012,144794.0,3.0,,,,,,,,,,,,,,,,,,,,,,
136,Hydrogen,"Run code interactively, inspect data, and plot. All the power of Jupyter kernels, inside your favorite text editor.",https://github.com/nteract/hydrogen,,notebook-environments,20,True,,nteract/hydrogen,,https://github.com/nteract/hydrogen,2015-05-11 01:16:55.000,2022-04-12 06:39:29.000000,2022-03-25 21:26:26,2361.0,1.0,352.0,90.0,872.0,162.0,1096.0,3794.0,2021-06-02 09:44:54.000,2.16.3,,,90.0,,,89.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
137,IJulia.jl,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,20,True,,JuliaLang/IJulia.jl,,https://github.com/JuliaLang/IJulia.jl,2013-03-05 18:20:21.000,2022-04-29 13:52:06.000000,2022-04-11 14:12:51,704.0,2.0,379.0,122.0,257.0,96.0,686.0,2464.0,2022-04-11 14:26:39.000,1.23.3,,,42.0,,,100.0,,MIT,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
138,xeus-cling,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,20,True,,jupyter-xeus/xeus-cling,conda-forge/xeus-cling,https://github.com/jupyter-xeus/xeus-cling,2017-04-20 15:35:44.000,2022-03-08 22:30:52.790000,2022-01-17 13:34:34,472.0,,233.0,60.0,192.0,132.0,115.0,2197.0,,,,3455.0,15.0,,,20.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/xeus-cling,2022-03-08 22:30:52.790,141682.0,2.0,,,,,,,,,,,,,,,,,,,,,,
139,Bash Kernel,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,20,False,bash_kernel,takluyver/bash_kernel,conda-forge/bash_kernel,https://github.com/takluyver/bash_kernel,2014-06-27 00:27:25.000,2022-03-22 10:45:28.000000,2019-07-22 16:06:53,86.0,,109.0,24.0,26.0,40.0,53.0,579.0,2019-07-22 16:07:09.000,0.7.2,2839.0,7402.0,10.0,27.0,,13.0,https://pypi.org/project/bash_kernel,BSD-3-Clause,2019-07-22 16:07:09.000,27.0,5681.0,https://anaconda.org/conda-forge/bash_kernel,2021-11-16 13:29:31.555,53875.0,2.0,,,,,,,,,,,,,,,,,,,,,,
140,GPU Dashboards,A JupyterLab extension for displaying dashboards of GPU usage.,https://github.com/rapidsai/jupyterlab-nvdashboard,,lab-extensions,20,True,jupyterlab-nvdashboard,rapidsai/jupyterlab-nvdashboard,conda-forge/jupyterlab-nvdashboard,https://github.com/rapidsai/jupyterlab-nvdashboard,2019-08-12 15:22:10.000,2022-05-11 10:48:15.511000,2022-05-10 19:38:36,210.0,22.0,55.0,14.0,76.0,24.0,30.0,463.0,2022-05-10 19:49:24.000,0.7.0,,5720.0,108.0,,,16.0,https://pypi.org/project/jupyterlab-nvdashboard,BSD-3-Clause,2022-05-10 19:49:24.000,,2648.0,https://anaconda.org/conda-forge/jupyterlab-nvdashboard,2022-05-11 10:48:15.511,18423.0,2.0,jupyterlab-nvdashboard,https://www.npmjs.com/package/jupyterlab-nvdashboard,2021-04-27 07:19:46.929,,2437.0,,,,,,,,,,,,,,,,,
141,Matlab Kernel,Jupyter Kernel for Matlab.,https://github.com/Calysto/matlab_kernel,,kernels,20,True,matlab_kernel,calysto/matlab_kernel,conda-forge/matlab_kernel,https://github.com/Calysto/matlab_kernel,2015-01-31 12:51:06.000,2022-05-09 13:29:20.018000,2022-05-09 10:21:01,216.0,6.0,73.0,23.0,33.0,26.0,103.0,428.0,2022-05-09 10:21:42.000,0.17.1,,2275.0,44.0,1.0,,18.0,https://pypi.org/project/matlab_kernel,BSD-3-Clause,2018-11-30 21:07:39.000,1.0,1488.0,https://anaconda.org/conda-forge/matlab_kernel,2022-05-09 13:29:20.018,14172.0,2.0,,,,,,,,,,,,,,,,,,,,,,
142,pick,Customize your kernels on Launch!.,https://github.com/nteract/pick,,magic,20,False,pick,nteract/pick,,https://github.com/nteract/pick,2020-04-08 23:47:09.000,2021-12-06 15:27:43.000000,2020-11-04 01:10:24,87.0,,44.0,5.0,26.0,4.0,5.0,426.0,2021-12-06 15:27:43.000,1.2.0,,44137.0,19.0,112.0,,5.0,https://pypi.org/project/pick,BSD-3-Clause,2021-12-06 15:27:43.000,112.0,44137.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
143,JupyterLab GitHub,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,20,True,jupyterlab-github,jupyterlab/jupyterlab-github,,https://github.com/jupyterlab/jupyterlab-github,2017-10-15 17:18:11.000,2022-04-09 01:30:39.000000,2021-12-10 09:26:11,228.0,,86.0,27.0,73.0,24.0,36.0,323.0,2021-11-27 17:02:34.000,3.0.1,,2975.0,23.0,4.0,2.0,15.0,https://pypi.org/project/jupyterlab-github,BSD-3-Clause,2021-11-27 16:59:30.000,2.0,1166.0,,,,2.0,@jupyterlab/github,https://www.npmjs.com/package/@jupyterlab/github,2021-11-27 16:51:25.639,,1809.0,,,,,,,,,,,,,,,,,
144,ThebeLab,Turn static HTML pages into live documents with Jupyter kernels.,https://github.com/executablebooks/thebe,,notebook-sharing,20,True,,executablebooks/thebe,,https://github.com/executablebooks/thebe,2017-03-14 12:17:22.000,2022-05-02 08:08:05.000000,2021-11-19 12:06:20,676.0,,56.0,20.0,406.0,64.0,87.0,286.0,2021-10-26 10:05:57.827,0.8.2,,6229.0,6.0,5.0,5.0,26.0,,BSD-3-Clause,,,,,,,3.0,thebe,https://www.npmjs.com/package/thebe,2021-10-26 10:05:57.827,,6229.0,,,,,,,,,,,,,,,,,
145,JupyterLab System Monitor,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,20,True,jupyterlab-system-monitor,jtpio/jupyterlab-system-monitor,conda-forge/jupyterlab-system-monitor,https://github.com/jtpio/jupyterlab-system-monitor,2019-07-13 12:31:51.000,2022-04-09 05:41:03.000000,2022-02-15 08:27:46,176.0,,29.0,5.0,51.0,19.0,20.0,238.0,2021-02-04 22:39:49.000,0.8.0,,13985.0,20.0,38.0,37.0,7.0,https://pypi.org/project/jupyterlab-system-monitor,BSD-3-Clause,2021-02-04 22:37:18.000,1.0,6248.0,https://anaconda.org/conda-forge/jupyterlab-system-monitor,2021-02-25 11:47:38.410,8635.0,2.0,jupyterlab-system-monitor,https://www.npmjs.com/package/jupyterlab-system-monitor,2020-11-23 15:30:52.408,,7162.0,,,,,,,,,,,,,,,,,
146,OCaml Kernel,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,20,True,,akabe/ocaml-jupyter,,https://github.com/akabe/ocaml-jupyter,2017-07-14 14:15:05.000,2022-04-10 08:21:20.000000,2022-04-10 07:57:57,372.0,38.0,29.0,9.0,119.0,3.0,68.0,219.0,2022-04-10 08:38:48.000,2.8.0,65899.0,1136.0,32.0,,,18.0,,MIT,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
147,JupyterLab Data Explorer,First class datasets in JupyterLab.,https://github.com/jupyterlab/jupyterlab-data-explorer,,lab-extensions,20,False,,jupyterlab/jupyterlab-data-explorer,,https://github.com/jupyterlab/jupyterlab-data-explorer,2019-01-03 21:57:42.000,2022-05-19 06:12:35.000000,2020-05-24 13:16:16,426.0,,34.0,28.0,58.0,57.0,34.0,168.0,2019-10-03 18:34:08.594,3.0.0,,160.0,17.0,15.0,10.0,9.0,,BSD-3-Clause,,,,,,,2.0,@jupyterlab/dataregistry-extension,https://www.npmjs.com/package/@jupyterlab/dataregistry-extension,2019-10-03 18:34:08.594,5.0,160.0,,,,,,,,,,,,,,,,,
148,Spylon Kernel,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,20,False,spylon-kernel,vericast/spylon-kernel,conda-forge/spylon-kernel,https://github.com/vericast/spylon-kernel,2016-11-21 02:23:14.000,2021-06-10 08:02:43.000000,2018-09-20 15:43:57,188.0,,28.0,12.0,25.0,18.0,18.0,162.0,2018-03-23 20:36:58.000,0.4.1,,9447.0,14.0,81.0,81.0,6.0,https://pypi.org/project/spylon-kernel,BSD-3-Clause,2018-03-23 20:36:58.000,,8074.0,https://anaconda.org/conda-forge/spylon-kernel,2018-10-05 21:02:27.447,86515.0,2.0,,,,,,,,,,,,,,,,,,,,,,
149,Rsession Proxy,Jupyter extensions for running an RStudio rsession proxy.,https://github.com/jupyterhub/jupyter-rsession-proxy,,jupyter-extensions,20,True,jupyter-rsession-proxy,jupyterhub/jupyter-rsession-proxy,conda-forge/jupyter-rsession-proxy,https://github.com/jupyterhub/jupyter-rsession-proxy,2016-12-09 06:26:18.000,2022-03-29 01:55:15.000000,2021-12-22 18:40:06,219.0,,66.0,12.0,57.0,25.0,43.0,89.0,2021-12-01 19:23:10.000,2.0.1,,2715.0,12.0,37.0,37.0,19.0,https://pypi.org/project/jupyter-rsession-proxy,BSD-3-Clause,2021-12-01 19:23:10.000,,2461.0,https://anaconda.org/conda-forge/jupyter-rsession-proxy,2021-12-01 22:22:18.422,9167.0,3.0,,,,,,,,,,,,,,,,,,,,,,
150,IRuby,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,19,True,,SciRuby/iruby,,https://github.com/SciRuby/iruby,2015-03-03 18:05:50.000,2022-03-22 23:51:47.000000,2022-02-17 09:42:09,713.0,,18.0,30.0,135.0,44.0,140.0,705.0,2021-08-17 16:20:34.000,0.7.4,15.0,19.0,10.0,158.0,158.0,44.0,,MIT,,,,,,,3.0,,,,,,,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2021-09-28 04:43:56.581044,3.0,1634.0,,,,,,,,,iruby,,
