,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,pypi_latest_release_published_at,pypi_dependent_project_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,npm_latest_release_published_at,npm_dependent_project_count,trending,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,bitbucket_id
278,Remote User Auth,REMOTE_USER authenticator for Jupyterhub.,https://github.com/cwaldbieser/jhub_remote_user_authenticator,,hub-auth,10,False,jhub_remote_user_authenticator,cwaldbieser/jhub_remote_user_authenticator,,https://github.com/cwaldbieser/jhub_remote_user_authenticator,GPL-3.0,2015-11-04 03:17:18.000,2022-03-31 20:04:45.000000,2019-04-16 20:10:44,27.0,,26.0,3.0,7.0,8.0,11.0,39.0,,,,367.0,,,,5.0,https://pypi.org/project/jhub_remote_user_authenticator,367.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
279,YarnSpawner,Spawn JupyterHub single user notebook servers in Hadoop/YARN containers.,https://github.com/jupyterhub/yarnspawner,,hub-spawners,10,False,jupyterhub-yarnspawner,jupyterhub/yarnspawner,conda-forge/jupyterhub-yarnspawner,https://github.com/jupyterhub/yarnspawner,BSD-3-Clause,2018-12-18 19:31:03.000,2023-06-16 16:13:13.990000,2019-07-16 16:58:16,37.0,,15.0,7.0,13.0,7.0,4.0,19.0,2019-07-01 16:01:55.000,0.4.0,,677.0,4.0,,,2.0,https://pypi.org/project/jupyterhub-yarnspawner,42.0,https://anaconda.org/conda-forge/jupyterhub-yarnspawner,2023-06-16 16:13:13.990,36227.0,3.0,,,,,2019-07-01 16:01:55.000,,,,,,,,,,,,,,,,,,,
280,remote_ikernel,"All your Jupyter kernels, on all your machines, in one place.",https://github.com/tdaff/remote_ikernel,,kernels,10,False,remote_ikernel,tdaff/remote_ikernel,,https://github.com/tdaff/remote_ikernel,BSD-2-Clause,2017-07-11 14:29:42.000,2020-11-08 22:41:49.000000,2020-11-08 22:02:16,78.0,,12.0,2.0,4.0,11.0,18.0,14.0,2021-12-15 16:24:07.577,0.2.5,,98.0,19.0,4.0,,7.0,https://pypi.org/project/remote_ikernel,98.0,,,,3.0,,,,,2017-08-10 16:57:34.000,4.0,,,,,,,,,,,,,,,,,,tdaff/remote_ikernel
281,Theme Toggle,JupyterLab extension to toggle the theme in the Top Bar area.,https://github.com/jtpio/jupyterlab-theme-toggle,,lab-themes,10,False,,jtpio/jupyterlab-theme-toggle,,https://github.com/jtpio/jupyterlab-theme-toggle,BSD-3-Clause,2019-07-27 08:45:07.000,2023-07-26 08:11:35.000000,2021-06-16 11:42:31,48.0,,3.0,2.0,19.0,1.0,4.0,11.0,2020-11-06 21:10:33.532,0.6.1,,657.0,7.0,6.0,4.0,2.0,,,,,,3.0,jupyterlab-theme-toggle,https://www.npmjs.com/package/jupyterlab-theme-toggle,657.0,,,,,,,,,,2020-11-06 21:10:33.532,2.0,,,,,,,,,,
282,jupyterlab-executor,JupyterLab extension to execute the scripts from the file browser.,https://github.com/gavincyi/jupyterlab-executor,,lab-extensions,10,False,jupyterlab-executor,gavincyi/jupyterlab-executor,,https://github.com/gavincyi/jupyterlab-executor,BSD-3-Clause,2020-12-29 15:51:54.000,2023-09-10 20:17:39.000000,2023-09-10 20:15:08,11.0,11.0,,2.0,4.0,,2.0,9.0,2023-09-10 20:26:52.000,2023.1.1,3.0,422.0,5.0,4.0,2.0,2.0,https://pypi.org/project/jupyterlab-executor,348.0,,,,3.0,@gavincyi/jupyterlab-executor,https://www.npmjs.com/package/@gavincyi/jupyterlab-executor,74.0,,2023-09-10 20:17:39.000,,,,,,,,2021-03-24 21:39:03.790,2.0,,,,,,,,,,
283,jnotebook-reader,"An awesome viewer to browse and render Jupyter Notebooks from local, Amazon S3, Google Cloud Storage or MinIO.",https://github.com/line/jnotebook_reader,,notebook-sharing,9,False,,line/jnotebook_reader,,https://github.com/line/jnotebook_reader,Apache-2.0,2020-10-30 02:50:59.000,2022-12-06 05:30:25.000000,2022-12-06 05:30:25,15.0,,16.0,14.0,14.0,1.0,4.0,102.0,2021-02-10 02:34:21.000,1.0.2,,,3.0,,,7.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
284,Jupyter Helpers,A collection of helpers for Jupyter/IPython.,https://github.com/krassowski/jupyter-helpers,,notebook-tools,9,False,jupyter_helpers,krassowski/jupyter-helpers,,https://github.com/krassowski/jupyter-helpers,MIT,2019-03-17 22:11:35.000,2021-07-31 11:45:58.000000,2021-07-31 11:45:57,27.0,,3.0,4.0,1.0,3.0,2.0,45.0,2021-02-10 16:36:22.000,0.2.3-2,,117.0,5.0,,,2.0,https://pypi.org/project/jupyter_helpers,117.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
285,Keberos Authenticator,A JupyterHub authenticator using Kerberos.,https://github.com/jupyterhub/kerberosauthenticator,,hub-auth,9,False,jupyterhub-kerberosauthenticator,jupyterhub/kerberosauthenticator,,https://github.com/jupyterhub/kerberosauthenticator,BSD-3-Clause,2019-04-17 18:01:36.000,2019-07-16 16:57:42.000000,2019-07-16 16:57:24,21.0,,5.0,3.0,7.0,3.0,2.0,10.0,2019-07-01 16:05:41.987,0.2.0,,198.0,2.0,,,2.0,https://pypi.org/project/jupyterhub-kerberosauthenticator,198.0,,,,3.0,,,,,2019-07-01 16:05:41.987,,,,,,,,,,,,,,,,,,,
286,JupyterLab Spark,Spark Application UI extension for JupyterLab.,https://github.com/manuzhang/jupyterlab_spark,,lab-extensions,9,False,,manuzhang/jupyterlab_spark,,https://github.com/manuzhang/jupyterlab_spark,Apache-2.0,2019-04-20 06:31:59.000,2021-09-05 13:13:14.000000,2021-09-05 13:10:26,21.0,,2.0,4.0,11.0,2.0,3.0,9.0,2021-09-05 07:10:44.275,0.4.0,,35.0,4.0,4.0,2.0,2.0,,,,,,3.0,jupyterlab_spark,https://www.npmjs.com/package/jupyterlab_spark,35.0,,,,,,,,,,2021-09-05 07:10:44.275,2.0,,,,,,,,,,
287,Remote Authenticator,"A collection of JupyterHub Authenticators, including Header, Remote-User and Dummy, based on..",https://github.com/ucphhpc/jhub-authenticators,,hub-auth,9,False,jhub-authenticators,ucphhpc/jhub-authenticators,,https://github.com/ucphhpc/jhub-authenticators,GPL-3.0,2017-12-20 14:46:18.000,2023-08-12 18:33:03.000000,2023-08-12 18:33:01,234.0,3.0,1.0,2.0,,,,1.0,2022-10-03 13:12:31.287,0.5.0,,266.0,19.0,2.0,1.0,5.0,https://pypi.org/project/jhub-authenticators,266.0,,,,3.0,,,,,2022-04-15 09:56:22.000,1.0,,,,,,,,,,,,,,,,,,
288,Jupyter Black,Black formatter for Jupyter Notebook.,https://github.com/drillan/jupyter-black,,jupyter-extensions,8,True,,drillan/jupyter-black,,https://github.com/drillan/jupyter-black,BSD-3-Clause,2018-08-10 05:21:02.000,2020-02-01 03:27:05.000000,2020-02-01 03:27:04,10.0,,23.0,5.0,3.0,11.0,13.0,429.0,,,,,,,,2.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
289,JupyterLab Bytecode,JupyterLab extension to explore CPython Bytecode.,https://github.com/jtpio/jupyterlab-python-bytecode,,lab-extensions,8,False,,jtpio/jupyterlab-python-bytecode,,https://github.com/jtpio/jupyterlab-python-bytecode,BSD-3-Clause,2018-09-29 19:55:49.000,2023-01-03 15:16:54.000000,2020-10-16 21:38:08,114.0,,6.0,3.0,48.0,2.0,3.0,60.0,,,,38.0,,2.0,2.0,2.0,,,,,,3.0,jupyterlab-python-bytecode,https://www.npmjs.com/package/jupyterlab-python-bytecode,38.0,,,,,,,,,,,,,,,,,,,,,
290,perfume,Interactive performance benchmarking in Jupyter.,https://github.com/leifwalsh/perfume,,widgets,8,False,perfume-bench,leifwalsh/perfume,,https://github.com/leifwalsh/perfume,,2017-07-10 14:34:03.000,2023-10-09 17:35:32.000000,2020-10-31 19:46:42,196.0,,4.0,2.0,294.0,2.0,4.0,33.0,2018-05-20 05:09:14.000,0.1.6,,17.0,1.0,,,3.0,https://pypi.org/project/perfume-bench,17.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
291,Nord Theme,JupyterLab - Nord Theme.,https://github.com/kenshohara/theme-nord-extension,,lab-themes,8,False,,kenshohara/theme-nord-extension,,https://github.com/kenshohara/theme-nord-extension,BSD-3-Clause,2019-06-11 02:09:21.000,2020-09-20 09:11:33.000000,2020-09-20 09:10:43,13.0,,1.0,2.0,3.0,5.0,4.0,26.0,2020-09-20 07:58:25.186,2.2.5,,112.0,7.0,4.0,2.0,1.0,,,,,,3.0,@kenshohara/theme-nord-extension,https://www.npmjs.com/package/@kenshohara/theme-nord-extension,112.0,,,,,,,,,,2020-09-20 07:58:25.186,2.0,,,,,,,,,,
292,Hash Authenticator,Authenticate users with passwords generated from their username.,https://github.com/thedataincubator/jupyterhub-hashauthenticator,,hub-auth,8,False,jupyterhub-hashauthenticator,thedataincubator/jupyterhub-hashauthenticator,,https://github.com/thedataincubator/jupyterhub-hashauthenticator,BSD-3-Clause,2017-08-18 19:18:33.000,2023-01-06 07:30:16.000000,2023-01-06 07:29:25,42.0,,3.0,9.0,6.0,,,4.0,,,,27.0,,,,3.0,https://pypi.org/project/jupyterhub-hashauthenticator,27.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
293,Vision UI,UI visual interface for fastai - now compatible with Google Colab.,https://github.com/asvcode/Vision_UI,,widgets,7,False,,asvcode/Vision_UI,,https://github.com/asvcode/Vision_UI,,2019-05-23 04:53:03.000,2020-07-05 04:00:59.000000,2020-07-05 04:00:59,112.0,,34.0,13.0,2.0,1.0,2.0,248.0,,,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
294,ipyp5,p5.js Jupyter Widget.,https://github.com/jtpio/ipyp5,,widgets,7,False,ipyp5,jtpio/ipyp5,,https://github.com/jtpio/ipyp5,BSD-3-Clause,2018-03-06 17:50:12.000,2023-01-04 06:51:10.000000,2020-10-16 21:38:41,60.0,,5.0,5.0,21.0,5.0,,34.0,,,,12.0,,1.0,1.0,2.0,https://pypi.org/project/ipyp5,12.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
295,ipyaggrid,,https://github.com/DGothrek/ipyaggrid,,widgets,7,False,ipyaggrid,DGothrek/ipyaggrid,,https://github.com/DGothrek/ipyaggrid,MIT,2019-05-06 04:24:26.000,2019-05-06 04:27:06.000000,2019-05-06 04:27:05,47.0,,,1.0,,6.0,,11.0,,,,9768.0,,,,2.0,https://pypi.org/project/ipyaggrid,8751.0,,,,3.0,ipyaggrid,https://www.npmjs.com/package/ipyaggrid,1017.0,,,,,,,,,,,,-9.0,,,,,,,,,
296,jupyterterminals,Jupyter plugin to support inline terminal shells along with buttons to control them.,https://github.com/willkessler/jupyterterminals,,jupyter-extensions,7,False,jupyterterminals,willkessler/jupyterterminals,,https://github.com/willkessler/jupyterterminals,MIT,2020-03-08 16:36:18.000,2023-01-05 23:10:50.000000,2023-01-05 23:08:38,55.0,,2.0,3.0,15.0,,1.0,8.0,2020-04-28 05:56:20.000,0.1.2,,12.0,2.0,2.0,2.0,2.0,https://pypi.org/project/jupyterterminals,12.0,,,,3.0,,,,,2020-04-28 05:56:20.000,,,,,,,,,,,,,,,,,,,
297,easyexplore,Toolbox for easy and effective data exploration in Python.,https://github.com/GianniBalistreri/easyexplore,,widgets,6,False,easyexplore,GianniBalistreri/easyexplore,,https://github.com/GianniBalistreri/easyexplore,GPL-3.0,2020-05-04 17:26:04.000,2023-07-06 22:15:29.000000,2023-04-01 21:00:35,335.0,,2.0,1.0,83.0,8.0,16.0,5.0,,,,104.0,,1.0,1.0,4.0,https://pypi.org/project/easyexplore,104.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
298,Jupter-Notebook-REST-API,Run your jupyter notebooks as a REST API endpoint. This isnt a jupyter server but rather just a way to run your..,https://github.com/Invictify/Jupter-Notebook-REST-API,,notebook-tools,5,False,,Invictify/Jupter-Notebook-REST-API,,https://github.com/Invictify/Jupter-Notebook-REST-API,MIT,2020-03-31 22:48:04.000,2022-12-08 03:56:51.000000,2020-03-31 23:00:06,2.0,,8.0,3.0,16.0,,,70.0,,,,,,,,2.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
299,SSH Authenticator,A simple SSH authenticator for JupyterHub.,https://github.com/andreas-h/sshauthenticator,,hub-auth,4,False,,andreas-h/sshauthenticator,,https://github.com/andreas-h/sshauthenticator,BSD-3-Clause,2019-09-03 10:20:22.000,2019-09-03 15:17:32.000000,2019-09-03 15:17:07,4.0,,1.0,2.0,,,,6.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
300,kernel-relay,kernel-relay is a GraphQL service for interfacing with one or more Jupyter kernels.,https://github.com/nteract/kernel-relay,,kernels,3,False,,nteract/kernel-relay,,https://github.com/nteract/kernel-relay,,2019-02-04 21:12:54.000,2023-01-04 02:47:40.000000,2019-07-10 04:14:14,12.0,,5.0,13.0,30.0,10.0,2.0,12.0,,,,,,2.0,2.0,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
