,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,pypi_latest_release_published_at,pypi_dependent_project_count,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,trending,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,docs_url,bitbucket_id
75,JupyterLab Debugger,"A visual debugger for Jupyter notebooks, consoles, and source files.",https://github.com/jupyterlab/debugger,,lab-extensions,25,False,,jupyterlab/debugger,,https://github.com/jupyterlab/debugger,BSD-3-Clause,2019-07-19 18:19:17.000,2022-03-15 11:03:46.000000,2021-03-31 14:20:34,1174.0,,40.0,20.0,322.0,17.0,245.0,559.0,2020-12-10 14:31:28.000,0.3.7,,50988.0,28.0,1602.0,1602.0,11.0,,,,,,1.0,@jupyterlab/debugger,,,https://www.npmjs.com/package/@jupyterlab/debugger,,,50988.0,,,,,,,,,,,,,,,,,,
76,Resource Usage,Jupyter Notebook Extension for monitoring your own Resource Usage.,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,25,True,jupyter-resource-usage,jupyter-server/jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,BSD-2-Clause,2016-04-22 07:01:34.000,2024-01-09 08:32:31.000000,2024-01-09 08:32:28,377.0,4.0,99.0,9.0,138.0,41.0,45.0,427.0,2023-08-29 14:10:55.000,1.0.1,263.0,34449.0,13.0,528.0,518.0,34.0,https://pypi.org/project/jupyter-resource-usage,22138.0,https://anaconda.org/conda-forge/nbresuse,2023-06-16 19:18:24.900,556490.0,2.0,@jupyter-server/resource-usage,2023-08-29 14:10:47.000,7.0,https://www.npmjs.com/package/@jupyter-server/resource-usage,2023-08-29 14:10:39.529,3.0,208.0,,,,,,,,,,,,,,,,,,
77,ipyvuetify,Jupyter widgets based on vuetify UI components.,https://github.com/widgetti/ipyvuetify,,widgets,25,True,ipyvuetify,mariobuikhuizen/ipyvuetify,conda-forge/ipyvuetify,https://github.com/widgetti/ipyvuetify,MIT,2019-05-14 17:35:51.000,2023-12-21 19:51:14.000000,2023-11-23 16:32:50,267.0,9.0,52.0,15.0,91.0,65.0,136.0,323.0,2023-04-18 19:26:36.690,1.8.10,,87486.0,58.0,1084.0,1038.0,12.0,https://pypi.org/project/ipyvuetify,77394.0,https://anaconda.org/conda-forge/ipyvuetify,2023-06-16 16:15:58.169,155679.0,2.0,jupyter-vuetify,2023-11-28 14:03:36.000,42.0,https://www.npmjs.com/package/jupyter-vuetify,2023-11-28 14:03:49.530,4.0,7210.0,,,,,,,widgetti/ipyvuetify,,,,,,,,,,,
78,mkdocs-jupyter,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,25,True,mkdocs-jupyter,danielfrg/mkdocs-jupyter,conda-forge/mkdocs-jupyter,https://github.com/danielfrg/mkdocs-jupyter,Apache-2.0,2019-12-18 02:11:34.000,2023-12-06 19:12:00.000000,2023-10-15 18:55:46,229.0,2.0,36.0,5.0,74.0,16.0,92.0,306.0,2023-10-15 18:55:37.000,0.24.6,,130395.0,35.0,1968.0,1825.0,19.0,https://pypi.org/project/mkdocs-jupyter,129002.0,https://anaconda.org/conda-forge/mkdocs-jupyter,2023-10-15 20:44:27.551,52950.0,2.0,,2023-10-15 18:55:37.000,143.0,,,,,,,,,,,,,,,,,,,,,,
79,ipycytoscape,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,25,True,ipycytoscape,cytoscape/ipycytoscape,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,BSD-3-Clause,2020-02-05 13:46:52.000,2024-01-01 17:45:14.000000,2023-05-23 19:06:45,716.0,,60.0,30.0,191.0,62.0,99.0,252.0,2022-04-04 22:26:36.000,1.3.3,4.0,57049.0,22.0,211.0,186.0,32.0,https://pypi.org/project/ipycytoscape,48654.0,https://anaconda.org/conda-forge/ipycytoscape,2023-06-16 19:18:19.577,353977.0,2.0,jupyter-cytoscape,2022-04-04 22:26:36.000,22.0,https://www.npmjs.com/package/jupyter-cytoscape,2022-04-04 22:06:25.396,3.0,700.0,,,,,,,,,,,,,,,,,,
80,nbgitpuller,Jupyter server extension to sync a git repository one-way to a local path.,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,25,True,nbgitpuller,jupyterhub/nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,BSD-3-Clause,2017-05-24 19:41:10.000,2024-01-09 22:06:43.000000,2024-01-04 00:02:12,593.0,8.0,80.0,16.0,183.0,71.0,87.0,197.0,2023-08-07 09:01:12.000,1.2.0,,22395.0,22.0,739.0,720.0,31.0,https://pypi.org/project/nbgitpuller,20382.0,https://anaconda.org/conda-forge/nbgitpuller,2023-08-07 11:09:29.679,82554.0,2.0,,2023-08-07 09:01:12.000,19.0,,,,,,,,,,,,,,,,,,,,,,
81,jdaviz,JWST astronomical data analysis tools in the Jupyter platform.,https://github.com/spacetelescope/jdaviz,,widgets,25,True,jdaviz,spacetelescope/jdaviz,,https://github.com/spacetelescope/jdaviz,BSD-3-Clause,2019-05-07 17:54:06.000,2024-01-11 15:01:26.000000,2024-01-09 22:24:27,4737.0,118.0,54.0,19.0,1678.0,320.0,654.0,112.0,2023-12-21 21:05:26.000,3.8.1,,1343.0,32.0,37.0,37.0,32.0,https://pypi.org/project/jdaviz,1343.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
82,.NET Interactive,".NET Interactive combines the power of .NET with many other languages to create notebooks, REPLs, and embedded coding..",https://github.com/dotnet/interactive,,kernels,24,True,,dotnet/interactive,,https://github.com/dotnet/interactive,MIT,2020-01-22 00:39:04.000,2024-01-11 14:30:17.000000,2024-01-09 18:39:51,5064.0,122.0,363.0,66.0,1833.0,472.0,993.0,2631.0,2023-12-05 19:01:38.000,1.0.4605020,439.0,13.0,26.0,,,117.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
83,BinderHub,"Run your code in the cloud, with technology so advanced, it feels like magic!.",https://github.com/jupyterhub/binderhub,,notebook-sharing,24,True,binderhub,jupyterhub/binderhub,,https://github.com/jupyterhub/binderhub,BSD-3-Clause,2017-04-26 00:28:26.000,2024-01-09 06:01:06.000000,2024-01-09 06:01:05,3372.0,65.0,389.0,78.0,1105.0,222.0,484.0,2419.0,2018-11-07 17:41:58.000,0.1.0,,21.0,1.0,9.0,9.0,95.0,https://pypi.org/project/binderhub,21.0,,,,3.0,,2018-11-07 17:41:58.000,,,,,,,,,,,,,,binderhub,,,,,,,,,
84,IJavascript,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,24,False,,n-riesco/ijavascript,,https://github.com/n-riesco/ijavascript,BSD-3-Clause,2015-02-02 15:46:34.000,2022-12-28 22:18:25.000000,2022-12-28 22:18:25,332.0,,183.0,41.0,43.0,54.0,188.0,2099.0,2021-11-15 23:43:33.000,5.2.1,,1606.0,33.0,109.0,84.0,17.0,,,,,,2.0,ijavascript,,,https://www.npmjs.com/package/ijavascript,2021-11-15 23:33:51.644,25.0,1606.0,,,,,,,,,,,,,,,,,,
85,IRkernel,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,24,True,,IRkernel/IRkernel,r/r-irkernel,https://github.com/IRkernel/IRkernel,MIT,2014-02-26 02:57:07.000,2023-11-14 17:49:30.000000,2023-03-06 15:57:54,599.0,,293.0,62.0,145.0,70.0,519.0,1663.0,2023-01-20 20:54:32.000,1.3.2,,16234.0,19.0,,,43.0,,,https://anaconda.org/r/r-irkernel,2023-06-16 13:05:29.034,145192.0,2.0,,,,,,,,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2023-10-20 20:02:50.541542,57.0,1767486.0,,,,,IRkernel,,,,,,,,
86,almond,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,24,True,,almond-sh/almond,,https://github.com/almond-sh/almond,BSD-3-Clause,2015-03-10 22:48:50.000,2023-12-11 11:50:02.000000,2023-12-07 13:03:21,1476.0,24.0,242.0,58.0,972.0,128.0,207.0,1564.0,2023-05-15 14:58:56.000,0.13.14,2273.0,208.0,66.0,,,40.0,,,,,,2.0,,,,,,,,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2023-10-19 23:11:45.308515,6.0,18497.0,,,,,,,,,,,,,
87,Variable Inspector,Variable Inspector extension for Jupyterlab.,https://github.com/jupyterlab-contrib/jupyterlab-variableInspector,,lab-extensions,24,True,lckr-jupyterlab-variableinspector,lckr/jupyterlab-variableInspector,conda-forge/jupyterlab-variableinspector,https://github.com/jupyterlab-contrib/jupyterlab-variableInspector,BSD-3-Clause,2018-06-13 18:16:02.000,2023-12-07 22:44:00.000000,2023-12-07 08:08:15,187.0,5.0,89.0,27.0,116.0,41.0,131.0,1035.0,2023-11-04 07:42:41.000,3.1.0,15.0,12808.0,12.0,11.0,6.0,22.0,https://pypi.org/project/lckr-jupyterlab-variableinspector,7430.0,https://anaconda.org/conda-forge/jupyterlab-variableinspector,2023-11-04 16:50:36.029,22987.0,1.0,@lckr/jupyterlab_variableinspector,2023-11-04 07:42:36.000,2.0,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,2023-11-04 07:42:34.501,3.0,4682.0,,,,,,,jupyterlab-contrib/jupyterlab-variableInspector,,,,,,,,,,,
88,ipyvizzu,Build animated charts in Jupyter Notebook and similar environments with a simple Python syntax.,https://github.com/vizzuhq/ipyvizzu,,widgets,24,True,ipyvizzu,vizzuhq/ipyvizzu,,https://github.com/vizzuhq/ipyvizzu,Apache-2.0,2022-01-05 22:37:39.000,2024-01-09 18:03:00.000000,2024-01-09 18:02:58,1202.0,47.0,87.0,15.0,202.0,14.0,75.0,897.0,2023-12-21 10:25:43.000,0.17.0,112.0,1062.0,24.0,107.0,104.0,20.0,https://pypi.org/project/ipyvizzu,1058.0,,,,2.0,,2023-12-21 10:25:43.000,3.0,,,,,,,,,,,,,,,,,,,,,,
89,gmaps,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,24,False,gmaps,pbugnion/gmaps,conda-forge/gmaps,https://github.com/pbugnion/gmaps,BSD-3-Clause,2014-12-01 09:12:06.000,2023-06-16 13:23:14.332000,2019-07-22 06:22:45,1380.0,,150.0,25.0,154.0,74.0,137.0,761.0,2019-07-21 08:49:48.715,0.9.0,,8806.0,96.0,51.0,4.0,16.0,https://pypi.org/project/gmaps,3973.0,https://anaconda.org/conda-forge/gmaps,2023-06-16 13:23:14.332,310027.0,2.0,jupyter-gmaps,2021-12-15 15:42:57.506,44.0,https://www.npmjs.com/package/jupyter-gmaps,2019-07-21 08:49:48.715,3.0,958.0,,,,,,,,,,,,,,,,,,
90,Bash Kernel,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,24,True,bash_kernel,takluyver/bash_kernel,conda-forge/bash_kernel,https://github.com/takluyver/bash_kernel,BSD-3-Clause,2014-06-27 00:27:25.000,2023-11-25 15:23:54.394000,2023-11-24 20:17:44,112.0,3.0,143.0,28.0,35.0,35.0,67.0,665.0,2023-11-24 20:37:29.000,0.9.3,,38421.0,15.0,226.0,195.0,20.0,https://pypi.org/project/bash_kernel,34448.0,https://anaconda.org/conda-forge/bash_kernel,2023-11-25 15:23:54.394,154981.0,2.0,,2023-11-24 20:36:49.000,31.0,,,,,,,,,,,,,,,,,,,,,,
91,itables,Pandas DataFrames as Interactive DataTables.,https://github.com/mwouts/itables,,widgets,24,True,itables,mwouts/itables,conda-forge/itables,https://github.com/mwouts/itables,MIT,2019-04-15 22:09:44.000,2023-12-10 14:27:36.515000,2023-12-10 12:14:36,219.0,1.0,43.0,11.0,112.0,23.0,79.0,551.0,2023-12-10 12:15:58.000,1.6.3,,133430.0,43.0,379.0,379.0,6.0,https://pypi.org/project/itables,131850.0,https://anaconda.org/conda-forge/itables,2023-12-10 14:27:36.515,37943.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
92,vega,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,24,True,vega,vega/ipyvega,conda-forge/vega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2024-01-03 08:17:43.000000,2024-01-03 08:17:42,657.0,11.0,62.0,30.0,437.0,13.0,91.0,365.0,2023-07-18 13:09:18.000,4.0.0,,15848.0,40.0,87.0,4.0,15.0,https://pypi.org/project/vega,9553.0,https://anaconda.org/conda-forge/vega,2023-06-16 13:18:03.216,572898.0,2.0,,2023-04-12 02:09:01.110,83.0,,,,,,,,,,,,,,,,,,,,,,
93,ThebeLab,Turn static HTML pages into live documents with Jupyter kernels.,https://github.com/executablebooks/thebe,,notebook-sharing,24,True,,executablebooks/thebe,,https://github.com/executablebooks/thebe,BSD-3-Clause,2017-03-14 12:17:22.000,2024-01-10 11:44:07.000000,2023-12-21 10:01:33,823.0,30.0,65.0,25.0,505.0,101.0,124.0,356.0,2021-10-26 10:05:57.827,0.8.2,,8886.0,19.0,11.0,10.0,29.0,,,,,,3.0,thebe,,,https://www.npmjs.com/package/thebe,2023-12-21 10:04:16.431,1.0,8886.0,,,,,,,,,,,,,,,,,,
94,fastpages,"An easy to use blogging platform, with enhanced support for Jupyter Notebooks.",https://github.com/fastai/fastpages,,notebook-tools,23,False,,fastai/fastpages,,https://github.com/fastai/fastpages,Apache-2.0,2020-02-03 05:19:46.000,2022-11-13 18:05:19.000000,2022-11-13 18:05:19,1208.0,,796.0,44.0,326.0,,328.0,3516.0,2020-09-05 21:53:23.000,2.1.6,,,9.0,143.0,143.0,55.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
95,IHaskell,A Haskell kernel for the Jupyter project.,https://github.com/IHaskell/IHaskell,,kernels,23,True,,gibiansky/IHaskell,,https://github.com/IHaskell/IHaskell,MIT,2013-08-26 07:16:09.000,2024-01-09 11:27:46.000000,2024-01-09 11:27:42,2260.0,60.0,259.0,49.0,682.0,38.0,740.0,2514.0,2018-08-01 13:19:52.714,0.0.6,,4.0,6.0,2.0,,113.0,,,,,,2.0,ihaskell_jupyterlab,,,https://www.npmjs.com/package/ihaskell_jupyterlab,2018-08-01 13:19:52.714,2.0,4.0,,,,,,,IHaskell/IHaskell,,,,,,,,,,,
96,nglview,Jupyter widget to interactively view molecular structures and trajectories.,https://github.com/nglviewer/nglview,,widgets,23,False,nglview,nglviewer/nglview,conda-forge/nglview,https://github.com/nglviewer/nglview,,2015-11-09 16:48:57.000,2024-01-11 02:17:26.000000,2024-01-11 02:17:26,1440.0,4.0,127.0,24.0,611.0,40.0,440.0,753.0,2024-01-10 20:29:49.000,3.1.0,285.0,28116.0,82.0,4.0,4.0,38.0,https://pypi.org/project/nglview,6965.0,https://anaconda.org/conda-forge/nglview,2024-01-10 23:57:02.486,700729.0,3.0,nglview-js-widgets,,,https://www.npmjs.com/package/nglview-js-widgets,,,4853.0,,,,,,,,-4.0,,,,,,,,,,
97,Mapbox GL,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,23,False,mapboxgl,mapbox/mapboxgl-jupyter,,https://github.com/mapbox/mapboxgl-jupyter,MIT,2017-08-08 15:10:51.000,2022-01-11 05:18:07.000000,2021-04-19 05:00:36,221.0,,138.0,129.0,91.0,43.0,67.0,646.0,2019-06-03 21:24:10.000,0.10.2,,12177.0,14.0,184.0,184.0,22.0,https://pypi.org/project/mapboxgl,12177.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
98,pivottablejs,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,23,False,pivottablejs,nicolaskruchten/jupyter_pivottablejs,anaconda/pivottablejs,https://github.com/nicolaskruchten/jupyter_pivottablejs,MIT,2015-09-09 13:39:18.000,2023-12-06 04:45:55.894000,2018-12-04 14:43:25,32.0,,80.0,21.0,8.0,23.0,41.0,637.0,2018-01-15 18:14:37.000,0.9.0,,15587.0,10.0,415.0,394.0,3.0,https://pypi.org/project/pivottablejs,15558.0,https://anaconda.org/anaconda/pivottablejs,2023-12-06 04:45:55.894,2849.0,3.0,,2018-01-15 18:14:37.000,21.0,,,,,,,,,,,,,,,,,,,,,,
99,ipydatagrid,Fast Datagrid widget for the Jupyter Notebook and JupyterLab.,https://github.com/bloomberg/ipydatagrid,,widgets,23,True,ipydatagrid,bloomberg/ipydatagrid,conda-forge/ipydatagrid,https://github.com/bloomberg/ipydatagrid,BSD-3-Clause,2019-07-19 09:06:19.000,2024-01-09 18:10:24.000000,2023-12-09 20:00:09,798.0,7.0,45.0,16.0,338.0,61.0,71.0,466.0,2023-11-09 09:59:22.449,1.2.0,,28061.0,38.0,133.0,119.0,19.0,https://pypi.org/project/ipydatagrid,25057.0,https://anaconda.org/conda-forge/ipydatagrid,2023-09-08 09:15:46.265,54564.0,3.0,ipydatagrid,2023-09-08 07:36:21.000,11.0,https://www.npmjs.com/package/ipydatagrid,2023-11-09 09:59:22.449,3.0,1446.0,,,,,,,,,,,,,,,,,,
100,Octave Kernel,An Octave kernel for IPython.,https://github.com/Calysto/octave_kernel,,kernels,23,False,octave_kernel,calysto/octave_kernel,conda-forge/octave_kernel,https://github.com/Calysto/octave_kernel,BSD-3-Clause,2014-07-31 01:59:06.000,2023-06-16 13:22:04.819000,2022-12-18 16:07:56,423.0,,64.0,24.0,52.0,33.0,150.0,436.0,2022-11-29 02:05:39.186,0.35.1,151.0,11725.0,114.0,72.0,65.0,20.0,https://pypi.org/project/octave_kernel,5678.0,https://anaconda.org/conda-forge/octave_kernel,2023-06-16 13:22:04.819,513940.0,2.0,,2022-11-29 02:05:39.186,7.0,,,,,,,,,,,,,,,,,,,,,,
101,xeus-python,Jupyter kernel for the Python programming language.,https://github.com/jupyter-xeus/xeus-python,,kernels,23,True,xeus-python,jupyter-xeus/xeus-python,conda-forge/xeus-python,https://github.com/jupyter-xeus/xeus-python,BSD-3-Clause,2018-10-12 13:18:30.000,2024-01-11 15:01:01.910000,2024-01-11 10:22:26,922.0,18.0,66.0,15.0,419.0,63.0,126.0,397.0,2023-11-29 16:23:49.000,0.15.11,,36947.0,88.0,3.0,,21.0,https://pypi.org/project/xeus-python,5182.0,https://anaconda.org/conda-forge/xeus-python,2024-01-11 15:01:01.910,1365911.0,2.0,,2023-12-22 15:54:22.000,3.0,,,,,,,,,,,,,,,,,,,,,,
102,ipywebrtc,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,23,True,ipywebrtc,maartenbreddels/ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,MIT,2017-08-10 18:07:51.000,2023-06-16 13:24:24.196000,2023-03-06 12:26:30,217.0,,38.0,11.0,74.0,34.0,28.0,230.0,2021-03-29 11:27:31.000,0.6.0,,36970.0,13.0,979.0,962.0,9.0,https://pypi.org/project/ipywebrtc,32402.0,https://anaconda.org/conda-forge/ipywebrtc,2023-06-16 13:24:24.196,331304.0,3.0,jupyter-webrtc,2021-03-29 11:27:31.000,13.0,https://www.npmjs.com/package/jupyter-webrtc,2021-03-29 11:25:34.632,4.0,266.0,,,,,,,,,,,,,,,,,,
103,LDAP Authenticator,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,23,True,jupyterhub-ldapauthenticator,jupyterhub/ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,BSD-3-Clause,2016-01-17 05:11:49.000,2024-01-04 00:04:58.000000,2024-01-04 00:04:57,192.0,4.0,171.0,20.0,83.0,71.0,83.0,195.0,2020-08-28 12:01:56.000,1.3.2,,7709.0,9.0,136.0,129.0,32.0,https://pypi.org/project/jupyterhub-ldapauthenticator,7202.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2023-06-16 16:08:49.184,33988.0,1.0,,2020-08-28 12:01:56.000,7.0,,,,,,,,,,,,,,,,,,,,,,
104,ipylab,Control JupyterLab from Python Notebooks with Jupyter Widgets.,https://github.com/jtpio/ipylab,,lab-extensions,23,True,ipylab,jtpio/ipylab,conda-forge/ipylab,https://github.com/jtpio/ipylab,BSD-3-Clause,2019-11-15 19:52:12.000,2024-01-04 06:22:53.000000,2023-10-09 07:01:31,224.0,,13.0,8.0,90.0,23.0,21.0,164.0,2023-08-11 05:48:03.000,1.0.0,133.0,86654.0,16.0,97.0,81.0,7.0,https://pypi.org/project/ipylab,85431.0,https://anaconda.org/conda-forge/ipylab,2023-08-11 12:01:52.980,28049.0,2.0,ipylab,2023-08-11 05:47:52.000,13.0,https://www.npmjs.com/package/ipylab,2023-08-11 05:47:59.304,3.0,442.0,,,,,,,,,,,,,,,,,,
105,jupyter-packaging,Tools to help build and install Jupyter Python packages.,https://github.com/jupyter/jupyter-packaging,,components,23,True,jupyter-packaging,jupyter/jupyter-packaging,conda-forge/jupyter-packaging,https://github.com/jupyter/jupyter-packaging,BSD-3-Clause,2017-03-04 19:38:49.000,2024-01-02 13:42:39.000000,2024-01-02 13:42:37,435.0,4.0,50.0,12.0,141.0,14.0,30.0,62.0,2022-08-25 15:33:01.697,0.12.3,61.0,272997.0,39.0,70.0,,30.0,https://pypi.org/project/jupyter-packaging,260547.0,https://anaconda.org/conda-forge/jupyter-packaging,2023-06-16 19:19:02.319,547762.0,3.0,,2022-08-25 15:33:01.697,70.0,,,,,,,,,,,,,,,,,,,,,,
106,Hydrogen,"Run code interactively, inspect data, and plot. All the power of Jupyter kernels, inside your favorite text editor.",https://github.com/nteract/hydrogen,,notebook-environments,22,True,,nteract/hydrogen,,https://github.com/nteract/hydrogen,MIT,2015-05-11 01:16:55.000,2024-01-11 12:56:48.000000,2023-01-10 01:11:13,2371.0,,352.0,87.0,880.0,170.0,1103.0,3886.0,2023-01-10 01:02:49.000,2.16.5,,,92.0,,,90.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
107,gophernotes,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,22,True,,gopherdata/gophernotes,,https://github.com/gopherdata/gophernotes,MIT,2016-01-22 19:22:16.000,2023-11-03 18:02:49.000000,2023-11-03 18:01:39,402.0,1.0,255.0,83.0,78.0,53.0,130.0,3720.0,2022-05-31 17:34:28.000,0.7.5,44.0,909.0,22.0,16.0,15.0,29.0,,,,,,2.0,,,,,,,,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,7.0,87294.0,,,,,,github.com/gopherdata/gophernotes,https://pkg.go.dev/github.com/gopherdata/gophernotes,2022-05-31 17:31:46,1.0,,,,
108,What-If Tool,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,22,True,witwidget,PAIR-code/what-if-tool,conda-forge/tensorboard-plugin-wit,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2024-01-09 01:44:29.000000,2023-04-27 23:44:02,329.0,,157.0,29.0,109.0,80.0,56.0,864.0,2021-10-12 17:42:50.869,1.8.1,,52351.0,40.0,8.0,2.0,20.0,https://pypi.org/project/witwidget,2268.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2023-06-16 19:20:28.498,2116171.0,3.0,wit-widget,2021-10-12 17:42:30.000,4.0,https://www.npmjs.com/package/wit-widget,2021-10-12 17:42:50.869,2.0,870.0,,,,,,,,,,,,,,,,,,
109,watermark,"An IPython magic extension for printing date and time stamps, version numbers, and hardware information.",https://github.com/rasbt/watermark,,magic,22,True,watermark,rasbt/watermark,conda-forge/watermark,https://github.com/rasbt/watermark,BSD-3-Clause,2014-07-30 03:46:33.000,2023-07-02 15:47:55.854000,2023-07-02 14:29:01,123.0,,88.0,13.0,47.0,19.0,28.0,849.0,2023-07-02 14:38:00.400,2.4.3,,28399.0,27.0,2260.0,2162.0,19.0,https://pypi.org/project/watermark,21113.0,https://anaconda.org/conda-forge/watermark,2023-07-02 15:47:55.854,276885.0,2.0,,2023-07-02 14:38:00.400,98.0,,,,,,,,,,,,,,,,,,,,,,
110,JupyterLab Drawio,A standalone embedding of the FOSS drawio / mxgraph package into jupyterlab.,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,22,False,jupyterlab-drawio,QuantStack/jupyterlab-drawio,conda-forge/jupyterlab-drawio,https://github.com/QuantStack/jupyterlab-drawio,BSD-3-Clause,2018-01-31 16:38:30.000,2023-06-16 19:25:47.823000,2021-06-29 12:29:51,101.0,,68.0,28.0,52.0,42.0,25.0,580.0,2021-04-29 10:22:28.814,0.9.0,,3560.0,11.0,1353.0,1350.0,16.0,https://pypi.org/project/jupyterlab-drawio,1540.0,https://anaconda.org/conda-forge/jupyterlab-drawio,2023-06-16 19:25:47.823,20943.0,1.0,jupyterlab-drawio,2021-04-29 10:19:55.000,,https://www.npmjs.com/package/jupyterlab-drawio,2021-04-29 10:22:28.814,3.0,1366.0,,,,,,,,,,,,,,,,,,
111,dask-labextension,JupyterLab extension for Dask.,https://github.com/dask/dask-labextension,,lab-extensions,22,True,dask-labextension,dask/dask-labextension,conda-forge/dask-labextension,https://github.com/dask/dask-labextension,BSD-3-Clause,2016-09-26 19:01:37.000,2023-08-04 21:07:12.374000,2023-08-04 14:43:59,410.0,,60.0,17.0,120.0,46.0,101.0,296.0,2023-11-07 09:41:30.000,7.0.0,,30063.0,28.0,14.0,3.0,24.0,https://pypi.org/project/dask-labextension,6184.0,https://anaconda.org/conda-forge/dask-labextension,2023-08-04 21:07:12.374,939617.0,2.0,dask-labextension,2023-08-04 14:55:02.000,8.0,https://www.npmjs.com/package/dask-labextension,2022-06-21 23:23:38.435,3.0,962.0,,,,,,,,,,,,,,,,,,
112,scrapbook,A library for recording and reading data in notebooks.,https://github.com/nteract/scrapbook,,notebook-sharing,22,False,nteract-scrapbook,nteract/scrapbook,conda-forge/nteract-scrapbook,https://github.com/nteract/scrapbook,BSD-3-Clause,2018-10-22 04:17:04.000,2023-06-16 19:17:54.716000,2022-04-13 16:57:42,184.0,,28.0,19.0,41.0,25.0,25.0,276.0,2021-01-06 19:12:18.000,0.4.2,,9721.0,7.0,339.0,321.0,11.0,https://pypi.org/project/nteract-scrapbook,9384.0,https://anaconda.org/conda-forge/nteract-scrapbook,2023-06-16 19:17:54.716,15849.0,3.0,,2021-01-06 19:12:18.000,18.0,,,,,,,,,,,,,,,,,,,,,,
113,BatchSpawner,Custom Spawner for Jupyterhub to start servers in batch scheduled systems.,https://github.com/jupyterhub/batchspawner,,hub-spawners,22,True,batchspawner,jupyterhub/batchspawner,,https://github.com/jupyterhub/batchspawner,BSD-3-Clause,2015-10-27 03:53:10.000,2024-01-04 00:17:13.000000,2024-01-04 00:17:12,413.0,17.0,118.0,17.0,153.0,67.0,83.0,167.0,2022-10-05 04:48:28.224,1.2.0,,3068.0,10.0,35.0,31.0,44.0,https://pypi.org/project/batchspawner,3068.0,,,,2.0,,2022-10-05 04:48:28.224,4.0,,,,,,,,,,,,,,,,,,,,,,
